Topic,Count,Name,Representation,Representative_Docs
13,87,13_bergman_ingmar bergman_ingmar_movie,"['bergman', 'ingmar bergman', 'ingmar', 'movie', 'film', 'bergman film', 'swedish', 'the bergman', 'that bergman', 'saw']","[""I can't believe you fell for the Ingmar Bergman Defense AGAIN!"", ""Bergman's Gambit"", 'This isn’t Ingmar Bergman!']"
14,79,14_king_my king_your king_the king,"['king', 'my king', 'your king', 'the king', 'king me', 'my', 'your', 'is thy', 'thy', 'you']","['Killed your king!', 'Your king is dead, long live my king!', 'King me!']"
15,75,15_time_clock_your time_up,"['time', 'clock', 'your time', 'up', 'who', 'the clock', 'time is', 'laugh', 'now', 'out']","['Ha! Your time is up', 'Your time’s up!', ""I'm sorry, but your time is up.""]"
16,62,16_finger_me the_the finger_middle,"['finger', 'me the', 'the finger', 'middle', 'middle finger', 'finger of', 'off', 'my hand', 'the', 'give me']","['Are you giving me the finger?', 'Look, you can give me the middle finger all you want, but it’s still check mate!', 'Give me the finger? Ha! Checkmate!!']"
17,62,17_endgame_end_end game_your endgame,"['endgame', 'end', 'end game', 'your endgame', 'the end', 'the endgame', 'game', 'the', 'your end', 'your']","['You should work on your end game', 'The Endgame', 'Endgame']"
18,61,18_cloak_robe_the robe_hood,"['cloak', 'robe', 'the robe', 'hood', 'take off', 'your cloak', 'off', 'rules', 'the', 'take']","['Checkmate! I get your cloak!', 'Now, take off the cloak.', 'Checkmate! Now take off the hood.']"
19,59,19_nose_your nose_your_teeth,"['nose', 'your nose', 'your', 'teeth', 'face', 'skin', 'picking your', 'pick', 'breath', 'picking']","[""Please don't pick your nose!"", 'Got your nose!', 'Don’t pick your nose!']"
20,54,20_roe_wade_alito_roe wade,"['roe', 'wade', 'alito', 'roe wade', 'mcconnell', 'court', 'supreme', 'supreme court', 'the supreme', 'and ted']","['Roe vs Wade!', 'Now let’s talk Roe v. Wade', 'Roe v. Wade: checkmate.']"
21,54,21_soul_my soul_your soul_my,"['soul', 'my soul', 'your soul', 'my', 'soul back', 'soul checkmate', 'soul for', 'checkmate', 'your', 'soul mate']","['And… that’s my soul, mate!', 'Checkmate !!!!!!!   I get my soul back..', 'Checkmate! Now give me my soul back.']"
22,48,22_sudden_sudden death_death_match,"['sudden', 'sudden death', 'death', 'match', 'in sudden', 'death match', 'it sudden', 'apiece', 'one', 'we']","['Sudden death, mate!', '- Sudden Death Match.', 'Sudden death?']"
23,47,23_years_more years_years checkmate_more,"['years', 'more years', 'years checkmate', 'more', 'checkmate', 'see you', 'see', 'you in', 'perpetual check', 'perpetual']","['Checkmate, bitch! Aight, you know the stakes, 3 more years for my boy Henry Kissinger. Unless you wanna go double or nothing', 'Checkmate, bitch! Alright, you know the stakes: Three more years for my boy Henry Kissinger. Unless you wanna go double or nothing...', 'Checkmate!  I get 10 more years!']"
24,46,24_covid_boosted_vaccine_booster,"['covid', 'boosted', 'vaccine', 'booster', 'vaccinated', 'cancer', 'vaccines', 'booster shot', 'shot', 'the vaccine']","[""I'm vaccinated........and boosted!"", 'I’m fully vaccinated and double-boosted, so it’s check and mate for you COVID death shadow', 'Covid vaccine!']"
25,46,25_seal_seventh_seventh seal_the seventh,"['seal', 'seventh', 'seventh seal', 'the seventh', 'the', 'seen the', 'seen', 'seal checkmate', 'in the', 've seen']","['Forget The Seventh Seal. Checkmate!', 'Have you seen The Seventh Seal?', 'Didn’t I see you in the ‘Seventh Seal’?']"
26,46,26_rematch_draw_samarra_it draw,"['rematch', 'draw', 'samarra', 'it draw', 'in samarra', 'call it', 'call', 'in', 'draw rematch', 'no rematch']","['Draw?', '”Let’s call it a draw, then.', 'Call it a draw?']"
27,43,27_coming_didn see_see that_see,"['coming', 'didn see', 'see that', 'see', 'didn', 'that coming', 'you didn', 'did', 'did you', 'coming did']","[""Didn't see that coming, did you?"", ""Bet you didn't see that coming!"", ""You didn't see that coming, did you?""]"
28,39,28_white_black_choose_the white,"['white', 'black', 'choose', 'the white', 'choose black', 'white man', 'pieces', 'always', 'black pieces', 'you choose']","['You should try the white pieces some time.', ""Just because it's all black or white, doesn't make it easy."", 'Cis white checks black death!']"
29,38,29_bishop_my bishop_bishops_the bishop,"['bishop', 'my bishop', 'bishops', 'the bishop', 'bishop if', 'my', 'takes', 'queen', 'your', 'of your']","['Death comes for the bishop!', 'I made a deal with the bishop. \r\nBishop beats death.\r\nYou pay the check.  Mate.', 'Is the queen here? Yes… oh, no… there’s your bishop… a few more dubloons, if you don’t want to lose…. There’s the queen… nope, sorry … where’s that bishop? Ante up…']"
30,37,30_putin_russian_ukraine_roulette,"['putin', 'russian', 'ukraine', 'roulette', 'russian roulette', 'mr putin', 'the ukraine', 'for ukraine', 'another win', 'vlad']","[""That's three games in a row. I'm telling you, Frank, you should stick with Russian roulette."", 'Check-Mate, Mr. Putin.', 'It is called the Ukraine defense, Mr. Putin.""']"
31,37,31_pawn_sacrifice_pawn in_just pawn,"['pawn', 'sacrifice', 'pawn in', 'just pawn', 'the sacrifice', 'my pawn', 'your pawn', 'in', 'in my', 'had in']","[""Now you're a pawn in my game, chessmate!"", 'I am just a pawn… in the game of life.', ""Now you're a pawn in my game!""]"
32,36,32_scythe_the scythe_your scythe_my scythe,"['scythe', 'the scythe', 'your scythe', 'my scythe', 'checkmate now', 'get the', 'now', 'get', 'your', 'the']","['CHECKMATE! Now hand and over the scythe!', 'Checkmate! Now, hand over the scythe.', 'Checkmate.  I get the scythe.']"
33,36,33_knight_dark_dark knight_your knight,"['knight', 'dark', 'dark knight', 'your knight', 'the dark', 'your dark', 'your', 'my knight', 'black knight', 'the knight']","['Without your dark knight you are nothing!', 'Knight, knight', 'My White Knight takes your Dark Knight, checkmate!']"
34,35,34_dead_you re_re_re dead,"['dead', 'you re', 're', 're dead', 'killing', 'dead to', 'me', 'you', 'to me', 'so dead']","[""You're dead to me."", ""Now you're dead to me."", 'You’re Dead']"
35,32,35_eat_bones_adoube_said adoube,"['eat', 'bones', 'adoube', 'said adoube', 'olly', 'lettuce', 'think', 'bone', 'them', 'as']","[""Bet you never thought it'd be something as simple as fruits and vegetables!"", '1.  Hey there. Looks like you have a good diet plan. We could make a lot of money with that.', ""Now let's get something to eat.  You're all skin and bones.""]"
36,31,36_death_with death_man_is,"['death', 'with death', 'man', 'is', 'this', 'death is', 'postmortem', 'mister death', 'the death', 'with']","['When you say, “This game is going to be the death of me,”  that means you, right?', 'By this scene in the film Death felt a odd foreboding about the updated Disney remake.', 'Death! I have beat thee at mine chosen game of skill and now you must deliver what was promised: a look at your weird football-shaped ass.']"
