Topic,Count,Name,Representation,Representative_Docs
19,47,19_last move_last_move_your last,"['last move', 'last', 'move', 'your last', 'final move', 'final', 'the last', 'next move', 'is your', 'be your']","['Now, THAT is your “last” move .', 'Your last move was your…last move.', 'This is your last move']"
20,47,20_sudden death_sudden_death_match,"['sudden death', 'sudden', 'death', 'match', 'in sudden', 'death match', 'it sudden', 'apiece', 'one', 'we']","['It’s a sudden death match!', '- Sudden Death Match.', 'Sudden death?']"
21,45,21_beat death_beat_can beat_death,"['beat death', 'beat', 'can beat', 'death', 'beating', 'and they', 'can', 'they', 'you can', 'beating death']","[""Who you can't beat Death"", 'I guess you can beat death.', 'I beat Death!']"
22,45,22_seal_seventh_seventh seal_the seventh,"['seal', 'seventh', 'seventh seal', 'the seventh', 'seen the', 'seen', 'seal checkmate', 'the', 'in the', 've seen']","['Forget The Seventh Seal. Checkmate!', 'Have you seen The Seventh Seal?', 'Didn’t I see you in the ‘Seventh Seal’?']"
23,42,23_three_two_two out_out of,"['three', 'two', 'two out', 'out of', 'of three', 'out', 'of', 'it two', 'about two', 'how about']","[""Let's make it two out of three."", 'How about two out of three?', 'Two out of three!']"
24,42,24_gambit_queen gambit_the queen_queen,"['gambit', 'queen gambit', 'the queen', 'queen', 'queens gambit', 'queens', 'watched the', 'watched', 'the queens', 'gambit and']","['I see you haven’t watched The Queen’s Gambit yet.', 'Have you seen the Queen’s Gambit!?', ""You haven't watched 'The Queen's Gambit'?""]"
25,41,25_move_that move_to make_sure,"['move', 'that move', 'to make', 'sure', 'want to', 'make that', 'make', 'sure you', 'my move', 'you want']","['Are you really sure you want to make that move?', 'Do you r-e-a-l-l-y want to make that move?', 'Are you sure you want to make that move.']"
26,41,26_coming_didn see_see that_didn,"['coming', 'didn see', 'see that', 'didn', 'that coming', 'see', 'you didn', 'did you', 'did', 'coming did']","[""Bet you didn't see that coming!"", ""Didn't see that coming, did you?"", ""You didn't see that coming, did you?""]"
27,38,27_white_black_choose_choose black,"['white', 'black', 'choose', 'choose black', 'pieces', 'the white', 'whites', 'black pieces', 'be white', 'time white']","['You know you\'re statistically less likely to win when you choose black.""', ""Just because it's all black or white, doesn't make it easy."", 'I’m guessing you choose black?']"
28,37,28_bishop_my bishop_the bishop_bishops,"['bishop', 'my bishop', 'the bishop', 'bishops', 'bishop if', 'takes', 'your bishops', 'your bishop', 'of your', 'queen']","['Death comes for the bishop!', 'I made a deal with the bishop. \r\nBishop beats death.\r\nYou pay the check.  Mate.', 'Is the queen here? Yes… oh, no… there’s your bishop… a few more dubloons, if you don’t want to lose…. There’s the queen… nope, sorry … where’s that bishop? Ante up…']"
29,36,29_grim_so grim_looking_look so,"['grim', 'so grim', 'looking', 'look so', 'don look', 'grim it', 'look', 'looking pretty', 'pretty grim', 'are looking']","[""Aw...Don't look so grim!"", ""Don't look so grim, it's only a game."", ""Don't look so grim, it's just a game.""]"
30,36,30_scythe_the scythe_your scythe_my scythe,"['scythe', 'the scythe', 'your scythe', 'my scythe', 'get the', 'checkmate now', 'that scythe', 'scythe to', 'scythe you', 'scythe ha']","['CHECKMATE! Now hand and over the scythe!', 'Checkmate! Now, hand over the scythe.', 'Checkmate.  I get the scythe.']"
31,34,31_checkmate_win_checkmate win_checkmate but,"['checkmate', 'win', 'checkmate win', 'checkmate but', 'lose', 'you lose', 'losing', 'lose checkmate', 'checkmate you', 'beaten you']","['It’s checkmate, but you were winning on time as usual. So, how about we call it a draw, if that’s okay with you, Mr. Death, Sir?', 'Ha! More like the ‘Fail Horseman’. Checkmate, you lose. As per our agreement, the vacuum is in the closet, get started.', 'After a series of inept wins, Brad\'s soaring confidence received a much-needed reality check when he called out for ANYONE in his Chess Meet-Up Group"" to try to beat him.']"
32,34,32_still_with me_dog_come,"['still', 'with me', 'dog', 'come', 'do the', 'grandpa', 'your dog', 'hell kitchen', 'still coming', 'kitchen']","[""Looks like you'll be staying in my guest room until this tine next year. The neighbors will be thrilled,"", 'Why do they call it oven when you of in the cold food and of hot out eat the food?', ""Come closer . . .  is Fay Da Bakery still on 6th Ave by the train stop? I'm starving and your soul smells rotten.""]"
33,33,33_knight_dark_dark knight_the dark,"['knight', 'dark', 'dark knight', 'the dark', 'your dark', 'your knight', 'my knight', 'black knight', 'the knight', 'your']","['Without your dark knight you are nothing!', 'Knight, knight', 'My White Knight takes your Dark Knight, checkmate!']"
34,32,34_beat_beat you_beat me_to beat,"['beat', 'beat you', 'beat me', 'to beat', 'you beat', 'you son', 'son of', 'couldn', 'son', 'told']","[""Ha! And they said I couldn't beat you!"", 'And you said I couldn’t beat you!', ""You don't want to beat me.""]"
35,32,35_years_more years_years checkmate_more,"['years', 'more years', 'years checkmate', 'more', 'see you', 'checkmate get', 'checkmate', 'go double', '10 more', '20']","['Checkmate!  I get 10 more years!', 'Checkmate, bitch! Aight, you know the stakes, 3 more years for my boy Henry Kissinger. Unless you wanna go double or nothing', 'Checkmate, bitch! Alright, you know the stakes: Three more years for my boy Henry Kissinger. Unless you wanna go double or nothing...']"
36,32,36_reaper_grim reaper_grim_the grim,"['reaper', 'grim reaper', 'grim', 'the grim', 'the reaper', 'mr reaper', 'mr', 'reaper well', 'reaper how', 'reaper now']","[""Who says I can't cheat the Grim Reaper?  Check Mate!"", 'Ha! Who says you can’t beat the grim reaper.', 'Why so Grim, Reaper?']"
37,31,37_death_with death_death is_postmortem,"['death', 'with death', 'death is', 'postmortem', 'man', 'this', 'the death', 'playing', 'with', 'is']","['Man, I haven’t played with Death like this since the 70s!', 'By this scene in the film Death felt a odd foreboding about the updated Disney remake.', 'Death! I have beat thee at mine chosen game of skill and now you must deliver what was promised: a look at your weird football-shaped ass.']"
38,29,38_move checkmate_move_moves_checkmate,"['move checkmate', 'move', 'moves', 'checkmate', 'last move', 'checkmate in', 'is', 'next move', 'three moves', 'last']","[""Check! It's mate in three moves, and there *nothing* you can do about it."", 'Yes, this is my last move. Checkmate', 'And for my last move… checkmate.']"
39,29,39_do_do about_checkmate_gonna do,"['do', 'do about', 'checkmate', 'gonna do', 'to do', 'gonna', 'checkmate now', 'what are', 'checkmate what', 'what']","['Checkmate! Now what are you going to do?', 'Checkmate! What are you going to do about that?', 'Checkmate! What are you gonna do about?']"
40,29,40_loser_sore_sore loser_loser you,"['loser', 'sore', 'sore loser', 'loser you', 'be sore', 'hope you', 're not', 'not sore', 'hope', 'be']","['Hope you are not a sore loser.', ""I just hope you're not a sore loser."", ""I hope you're not a sore loser!""]"
41,28,41_soul_my soul_soul checkmate_soul back,"['soul', 'my soul', 'soul checkmate', 'soul back', 'your soul', 'soul mate', 'my', 'keep my', 'checkmate', 'keep']","['Checkmate!  I get to keep my soul.', 'Checkmate !!!!!!!   I get my soul back..', 'Checkmate! Now give me my soul back.']"
42,27,42_not today_today_next week_same time,"['not today', 'today', 'next week', 'same time', 'week', 'day', 'news', 'not', 'same', 'week not']","[""I guess it's just not your day.  But the good news is I won.  So it's not mine either."", 'Not today, just not today', 'Not today!']"
43,26,43_kiss_dare_lips_my lips,"['kiss', 'dare', 'lips', 'my lips', 'dare you', 'read my', 'the kiss', 'kiss of', 'read', 'lips you']","['Read my lips... you cannot win', 'Watch my lips. DON’T YOU DARE.', ""Read my lips.\r\nYou don't have lips.""]"
44,26,44_fiddle_the fiddle_the devil_devil,"['fiddle', 'the fiddle', 'the devil', 'devil', 'fiddle contest', 'georgia', 'contest', 'how to', 'mean fiddle', 'that fiddle']","['So now will teach me how to play the fiddle?', 'I should have stuck with the fiddle contest.', 'Ha! The Devil said the same thing when I beat him in that fiddle contest.']"
45,26,45_gambit_reaper gambit_death gambit_gambit the,"['gambit', 'reaper gambit', 'death gambit', 'gambit the', 'reaper', 'fell for', 'fell', 'gambit call', 'the grim', 'for the']","[""Did you really think I'd fall for the Reaper's gambit?"", 'Aha! Fell for the death gambit!', ""The Death's Gambit""]"
46,25,46_double or_double_or nothing_or,"['double or', 'double', 'or nothing', 'or', 'nothing', 'again double', 'monopoly', 'me double', 'about double', 'or quits']","['One more time. Double or nothing!', 'Checkmate! Ha! Double or nothing!?', 'Double or nothing.']"
47,25,47_eat_eating_lettuce_diet,"['eat', 'eating', 'lettuce', 'diet', 'now can', 'as', 'taking', 'something', 'more', 'all yummy']","[""Not only am I on Atkins, but I just started taking fish oil! You'll never see me again!"", ""According to my fitbit my metrics are great and I've been taking a multivitamin every day for years, so yeah... checkmate"", 'Now I can finally get back to zero excercise, smoking a pack a day, and binge eating cannolis while watching seinfed reruns.']"
48,23,48_pawn_pawn in_just pawn_your pawn,"['pawn', 'pawn in', 'just pawn', 'your pawn', 're pawn', 'but pawn', 'in my', 'my game', 'am', 'just']","[""Now you're a pawn in my game, chessmate!"", 'I am just a pawn… in the game of life.', ""Now you're a pawn in my game!""]"
49,23,49_swedish_movie_the movie_saw,"['swedish', 'movie', 'the movie', 'saw', 'learned', 'that swedish', 'saw the', 'in swedish', 'movies', 'cinema']","[""Checkmate, Sucker! I saw your movie! ... You're not on that Swedish beach now!"", 'I saw the movie, too.', 'No, I never saw that Swedish movie. Why do you ask?']"
50,22,50_soul_soul for_your soul_my soul,"['soul', 'soul for', 'your soul', 'my soul', 'place that', 'who soul', 'souls', 'for', 'fine', 'place']","['If you really wanted my soul for all eternity, you should’ve challenged me to a round of golf.', ""Uh, I have to tell you, John, I don't have a soul for you to take, so how 'bout it'll be my turn for lunch on Thursday?"", 'If you place that piece, i will steal your soul for eternity']"
51,21,51_over_it over_handshake_game over,"['over', 'it over', 'handshake', 'game over', 'do over', 'the handshake', 'skip the', 'skip', 'not over', 'game']","[""Good game! Let's skip the handshake."", ""The match is over when I say it's over."", ""It's not over until I say it's over.""]"
52,21,52_adoube_aa_jenga_my battleship,"['adoube', 'aa', 'jenga', 'my battleship', 'na', 'nee', 'laka', 'said adoube', 'sunk my', 'olly']","['SAH MAT DA-TE-N MORTII \r\nMA-TII', 'You have sunk my battleship!', 'Na Na Nee Nee Boo Boo!']"
53,20,53_dead_already dead_to die_re still,"['dead', 'already dead', 'to die', 're still', 'you re', 're', 'die', 'you you', 'your funeral', 'already']","['Very nice. Now what if I told you you were already dead?', ""Joke's on you. You're still going to die."", ""Go ahead, you're still going to die...""]"
54,20,54_dead_re dead_dead you_you re,"['dead', 're dead', 'dead you', 'you re', 're', 'dead to', 'so dead', 'dead man', 'to me', 'really dead']","[""You're dead to me."", ""Now you're dead to me."", 'You’re Dead']"
55,20,55_nose_your nose_pick_picking your,"['nose', 'your nose', 'pick', 'picking your', 'pick your', 'picking', 'your', 'don pick', 'and pay', 'checkmate stop']","['Got your nose!', 'Checkmate!\r\nstop picking your nose', 'Don’t pick your nose!']"
56,19,56_checkers_playing checkers_play checkers_were playing,"['checkers', 'playing checkers', 'play checkers', 'were playing', 'playing', 'checkered past', 'checkers no', 'checkered', 'checkers and', 'checkers was']","['Oops, i thought we were playing checkers', 'I thought we were playing checkers', 'Checkmate??  No, I meant checkers - checkers!  How about a nice friendly game of checkers?']"
57,19,57_gotcha_you gotcha_fuck_got you,"['gotcha', 'you gotcha', 'fuck', 'got you', 'ah ha', 'ha', 'oh', 'got', 'ah', 'fuck gotcha']","['Ha, ha.......gotcha!', 'HAA!     I really Gotcha this time!', 'Gotcha, you greedy bastard!!']"
58,19,58_roe_wade_roe wade_wade checkmate,"['roe', 'wade', 'roe wade', 'wade checkmate', 'abortion', 'vs', 'vs wade', 'roe vs', 'bring', 'rights']","['Roe/Wade Vs Reality', 'Roe vs Wade!', 'Roe v. Wade: checkmate.']"
59,19,59_rematch_no rematch_for rematch_another rematch,"['rematch', 'no rematch', 'for rematch', 'another rematch', 'rematch rematch', 'about rematch', 'have time', 'there no', 'place', 'no']","['Congratulations Jerry. However your unusually high blood pressure will no doubt bring about a rematch.', ""What do you mean there's no rematch?"", 'Do we have time for a rematch?']"
60,19,60_immortality_immortal_forever_b4 there,"['immortality', 'immortal', 'forever', 'b4 there', 'b4', 'eternity', 'live forever', 'there is', 'live', 'be immortal']","['B4? There is no B4! There is only after. For all eternity!', 'That wins me immortality! Now, if I win the next game, I need you to get in touch with someone.', 'Wait! Before you make the move — just promise me that you won’t use immortality to market your herbal supplements.']"
61,18,61_reap_you sow_reap what_sow,"['reap', 'you sow', 'reap what', 'sow', 'what you', 'you reap', 'reap this', 'reap that', 'read em', 'weep reap']","['Sorry, check, you reap what you sow.', 'You reap what you sow, Loser!', 'You reap what you sow!']"
62,18,62_horse_pale horse_pale_horseman,"['horse', 'pale horse', 'pale', 'horseman', 'horsey', 'horsemen', 'horse you', 'the pale', 'you see', 'guy']","['You should know never to ignore the pale horse.', ""I knew you'd never suspect the pale horse!"", 'Check out this pale horse!']"
63,17,63_deal_deal deal_is deal_deal is,"['deal', 'deal deal', 'is deal', 'deal is', 'deal right', 'the deal', 'give me', 'mr', 'give', 'you have']","['I won!""\r\n""Well look at that... Okay then. A deal is a deal. I\'ll tell you the truth.... Epstein did not kill himself.', ""Gotcha! Alright a deal's a deal, go ask RBG if it was worth it and report back. Daddy's gonna trend on twitter."", 'CHECKMATE! Now, I don’t know if you lost on purpose, Mr. Death, but a deal is a deal. Instead of following you into the afterlife, for eternity, you have to give me a blowie….  …to completion']"
64,17,64_teeth_breath_your teeth_something,"['teeth', 'breath', 'your teeth', 'something', 'my teeth', 'something in', 'have something', 'between', 'do have', 'breath mint']","['Oh yeah you do have something between your teeth!', 'I think you have something in your teeth.', 'Do I have something in my teeth?']"
65,17,65_putin_putin my_mr putin_be so,"['putin', 'putin my', 'mr putin', 'be so', 'now get', 'behalf', 'behalf of', 'czechmate', 'czechmate putin', 'country putin']","['Check-Mate, Mr. Putin.', ""My God, you're just like Putin! How can a being so omnipotent be so stupid?"", 'My game!  Time to honor the bet.  I believe you’ll find Putin at his palace in Gelendzhik.']"
66,16,66_alito_the supreme_supreme court_supreme,"['alito', 'the supreme', 'supreme court', 'supreme', 'justice', 'court', 'justice alito', 'mr alito', 'judge', 'kavanaugh']","['Take that, Justice Alito!', 'Check mate! That will teach you to think you are more powerful than the U.S. Supreme Court.', 'Samuel Alito as reaper \r\nBrett Kavanaugh as chess player \r\n\r\nAlito to Brett: Come closer son. Let me show you a trick or two.']"
67,16,67_draw_it draw_call it_call,"['draw', 'it draw', 'call it', 'call', 'draw and', 'let call', 'accept draw', 'dead draw', 'draw that', 'accept']","['”Let’s call it a draw, then.', 'Draw?', 'Call it a draw?']"
68,16,68_bobby_bobby fischer_fischer_fisher,"['bobby', 'bobby fischer', 'fischer', 'fisher', 'bobby fisher', 'down there', 'to bobby', 'that how', 'down', 'match']","['Give my best to Bobby Fischer.', ""That's what Bobby Fischer said."", ""Bobby Fischer you're not.""]"
69,16,69_hell_in hell_to hell_damnation,"['hell', 'in hell', 'to hell', 'damnation', 'go to', 'who am', 'can go', 'chance', 'don have', 'demon']","[""So this means I don't have to go to hell, right?"", 'You can go to hell.', ""Boom! I win! HA-HA! I'm not some goofy asshole during the Crusades. I'm a modern man! I have cocaine! Do you know how good that makes me at this??? I'm going to live forever because I don't have empathy!! Ha! God is dead!""]"
70,15,70_insurance_life insurance_car_life,"['insurance', 'life insurance', 'car', 'life', 'your car', 'policy', 'warranty', 'insurance policy', 'extended', 'car extended']","[""Aaaand checkmate. I'll go get the papers to renew your car's extended warranty, and then you can drag me to Hell like we agreed."", 'Can I interest you in a life insurance policy with LOW, LOW rates?', 'Checkmate. Now, could I interest you in a life insurance policy?']"
71,15,71_laugh_last laugh_the last_last,"['laugh', 'last laugh', 'the last', 'last', 'laugh now', 'who', 'who has', 'has the', 'have the', 'see who']","['I’ll have the last laugh', 'Now who has the last laugh?', 'Who has the last laugh now?!']"
72,14,72_year_next year_another year_see you,"['year', 'next year', 'another year', 'see you', 'another', 'see', 'year ha', 'next', 'ha see', 'you in']","[""I'll see you same time next year !!"", 'Hmm. Well played. See you next year.', 'Check mate! , see you next year chump!']"
73,14,73_sicilian_defense_sicilian defense_the line,"['sicilian', 'defense', 'sicilian defense', 'the line', 'when death', 'is on', 'line', 'the sicilian', 'death is', 'when']","['Never go in against a Sicilian when death is on the line ...', 'And they said, Never go up against a Sicilian Defense when death is on the line.', 'You should never play the Sicilian Defense when death is on the line.']"
74,14,74_mcconnell_senator mcconnell_senator_bill and,"['mcconnell', 'senator mcconnell', 'senator', 'bill and', 'and ted', 'ted', 'bill', 'mitch', 'mcconnell checkmate', 'like bill']","['Your move, Senator McConnell.', 'Checkmate, Senator McConnell!', 'Don’t feel too bad ... Mitch McConnell pulled the same stunt when Obama nominated Merrick Garland!']"
75,13,75_passant_en passant_en_called en,"['passant', 'en passant', 'en', 'called en', 'google en', 'passant it', 'passant you', 'google', 'it called', 'called']","['What’s “en passant?”', 'Google “En Passant”.', 'It\'s called ""en passant"".']"
76,13,76_bones_submit_to submit_caption,"['bones', 'submit', 'to submit', 'caption', 'bone', 'them', 'bone man', 'best parts', 'below with', 'ass bone']","[""This is the last time I'll explain to you what the 'little horsies' can do."", 'I don’t like this cartoon, and I’m not going to submit a caption!', 'To submit your caption, leave it as a comment below with the hashtag']"
77,13,77_sacrifice_sacrifice you_the sacrifice_bold sacrifice,"['sacrifice', 'sacrifice you', 'the sacrifice', 'bold sacrifice', 'had in', 'you sacrifice', 'sacrifice had', 'in mind', 'bold', 'mind']","['It’s not the sacrifice you hoped for.', ""That's not the sacrifice I had in mind."", 'After misreading a bold sacrifice by his opponent for a mistake, Chad’s cockiness wound up costing him the game, and his soul.']"
78,13,78_rook_cheat me_can cheat_my rook,"['rook', 'cheat me', 'can cheat', 'my rook', 'rook and', 'your rook', 'the rook', 'cheat', 'you can', 'look']","['Ha ha! Said my bishop gets your rook! Not that your finger needs a look!', ""Look, my rook was there, now it's here, checkmate.  You can't cheat death, right?  Game over!"", 'Oooh, no, I saw you move that rook. You can\'t cheat me, Death. You can\'t cheat me. You can\'t cheat death and you can\'t cheat me ... uh, what\'s that ""come hither"" finger for?']"
79,12,79_mother_mother in_my mother_in law,"['mother', 'mother in', 'my mother', 'in law', 'law', 'in', 'your mother', 'take my', 'my', 'to take']","[""Checkmate! You know my mother-in-law's address?"", 'Hah! Checkmate. Now you have to take my mother-in-law instead of me!', 'Now play my mother-in-law.']"
80,12,80_king_king and_death to_your king,"['king', 'king and', 'death to', 'your king', 'in checkmate', 'checkmate', 'put', 'checkmate angel', 'don scare', 'checkmate ryuk']","[""Your Fact Checkers didn't tell you that I hold the title of GRAND MASTER?"", 'Hope this makes you even grimmer….. Checkmate and death to your king!', 'Angel of Death, watch me change my fate, As I capture your Queen, and put you in Checkmate!']"
81,12,81_not proud_proud_be not_death be,"['not proud', 'proud', 'be not', 'death be', 'be', 'not', 'proud death', 'death', 'be discouraged', 'dirtball']","['Death, be not proud.  Checkmate!', 'Be  Not  Proud!', 'Death be not proud!']"
82,12,82_heaven_heaven checkmate_to heaven_checkmate,"['heaven', 'heaven checkmate', 'to heaven', 'checkmate', 'checkmate checkmate', 'go', 'devil', 'to hell', 'go to', 'checkmate now']","[""Checkmate! Now that you have a moment, let's talk about our Lord and Saviour."", 'Checkmate! Now you can go straight to…..\r\nHeaven!', 'Go to Heaven\r\nCheckmate!']"
83,12,83_killing_re killing_kill_killing me,"['killing', 're killing', 'kill', 'killing me', 'me you', 'me', 'it you', 'kill me', 'me kill', 'pesky']","['Not again !  You’re killing me !', 'You’re killing me Larry!', 'You’re killing me!']"
84,12,84_piece_the piece_diagonally_until take,"['piece', 'the piece', 'diagonally', 'until take', 'move', 'off the', 'grim', 'hand off', 'move is', 'my hand']","[""But I haven't released the piece to complete my move!"", 'I know it looks grim,but until I take my hand off the piece,you can’t make a move.', 'Wait, it’s not official until I take my hand off the piece.  Is this where you were hoping I’d move?  It’s not a trap, right?']"
85,11,85_samarra_in samarra_date_in samaria,"['samarra', 'in samarra', 'date', 'in samaria', 'samaria', 'tonight', 'see you', 'in', 'advance', 'advance to']","['Good game,see you tomorrow in Samarra', 'Fine move, I’ll see you tonight at the final in Samarra', 'You win this one, but remember that we have another game to play in Samarra tonight.']"
86,11,86_reaper_grim_grim reaper_reaper checkmate,"['reaper', 'grim', 'grim reaper', 'reaper checkmate', 'mr grim', 'mr', 'checkmate', 'mother', 'expression checkmate', 'appropriation checkmate']","[""Checkmate! You're dead Mr. Grim Reaper!"", 'Mr.Grim Reaper you can want me all you want but here it is checkmate!', 'The Grim Reaper community feels that humans using the expression ""checkmate"" is, quite frankly, cultural appropriation']"
87,11,87_who_now who_who the_in trouble,"['who', 'now who', 'who the', 'in trouble', 'who in', 'trouble', 'now now', 'now', 'trouble who', 'again who']","['Look who’s in trouble now!', ""NOW who's the destroyer of worlds?"", 'Now who’s in trouble?']"
88,11,88_ukraine_another win_ukraine and_the ukraine,"['ukraine', 'another win', 'ukraine and', 'the ukraine', 'for ukraine', 'win for', 'bubba just', 'country ukraine', 'bubba', 'and yes']","['It is called the Ukraine defense, Mr. Putin.""', ""Sorry, Vlad, that's another win for Ukraine!"", 'Another win for Ukraine']"
89,10,89_skin_face_no skin_skin in,"['skin', 'face', 'no skin', 'skin in', 'this face', 'see this', 'you see', 'you had', 'face right', 'had face']","['You’ve got no skin in this game Mr. Eternity!', 'You see this face? This will be the last time you see this face if you let go of that piece.', 'You had no skin in the game.']"
90,10,90_victory_thrill of_thrill_fleeting,"['victory', 'thrill of', 'thrill', 'fleeting', 'the thrill', 'of victory', 'short lived', 'lived', 'bob', 'his']","['Despite his victory being short-lived, Bob couldn’t help but gloat.', 'The thrill of victory was greater than the fear of death!', 'Rarer still to experience the thrill of victory and the agony of defeat all in one go.']"
91,10,91_blah_blah blah_bitcoin_bet with,"['blah', 'blah blah', 'bitcoin', 'bet with', 'bitcoin is', 'bitcoins', 'bitcoin sure', 'bitcoins will', 'centuries my', 'by spac']","['Blah blah blah… fiat or bitcoin.', ""I've moved my soul to private equity in a Cayman hedge fund, you can't touch it!"", 'And you can bet that those bitcoins will take care of your retirement in just a couple of centuries.']"
