percent_male,male_count,female_count,word
100.0,1,0,dog's
100.0,1,0,conference
100.0,2,0,club
100.0,1,0,pad
100.0,1,0,tall
100.0,1,0,robes
100.0,2,0,also
100.0,2,0,listening
23.16,3,2,appears
66.78,20,2,from
100.0,2,0,wet
100.0,1,0,fin
100.0,1,0,messy
100.0,1,0,clothed
0.0,0,1,circular
100.0,1,0,play
16.73,1,1,empty
100.0,2,0,barber
100.0,1,0,cooks
0.0,0,1,stick
52.5,22,4,looks
37.61,3,1,tied
100.0,1,0,eat
100.0,2,0,size
100.0,12,0,doctor
100.0,2,0,riding
100.0,1,0,shopping
100.0,1,0,leash
100.0,1,0,seemingly
100.0,1,0,child's
100.0,1,0,walk
100.0,1,0,block
100.0,1,0,identification
100.0,1,0,scribe
100.0,1,0,calm
28.67,4,2,bar
100.0,5,0,paper
0.0,0,1,least
61.65,8,1,next
6.28,1,3,coffee
100.0,1,0,cinder
100.0,3,0,dive
100.0,1,0,fence
100.0,1,0,hovered
16.73,1,1,nervous
100.0,1,0,coffin
100.0,1,0,deserted
37.61,3,1,long
100.0,3,0,doctor's
100.0,2,0,child
100.0,1,0,creature
100.0,2,0,yelling
100.0,1,0,fish
0.0,0,1,sort
100.0,1,0,background
54.67,12,2,giant
28.67,8,4,around
100.0,2,0,bat
100.0,1,0,sandy
100.0,1,0,criminal
100.0,2,0,midair
100.0,1,0,balcony
0.0,0,2,diver
0.0,0,2,human-sized
100.0,6,0,someone
100.0,2,0,or
100.0,1,0,park
100.0,1,0,punishment
100.0,1,0,claws
16.73,1,1,if
100.0,1,0,tone
100.0,3,0,bowl
100.0,3,0,still
100.0,2,0,busy
100.0,2,0,mobster
100.0,1,0,decorated
16.73,2,2,outside
100.0,1,0,starting
100.0,2,0,sweater
100.0,1,0,pipes
46.55,13,3,them
100.0,1,0,expressionless
16.73,1,1,away
16.73,1,1,sea
0.0,0,1,digging
100.0,2,0,board
100.0,3,0,rabbit
100.0,2,0,open
100.0,2,0,gecko
100.0,1,0,thread
100.0,1,0,notes
100.0,2,0,skeleton
28.67,2,1,foreground
100.0,1,0,nonchalant
66.78,10,1,they
6.28,1,3,dragon
0.0,0,1,black
100.0,2,0,each
100.0,2,0,way
100.0,1,0,miserable
0.0,0,2,hazmat
100.0,5,0,tiny
100.0,1,0,fight
72.32,13,1,wearing
100.0,1,0,sulking
100.0,1,0,assistant
100.0,1,0,don't
100.0,2,0,shirt
100.0,1,0,everyone
100.0,2,0,ready
0.0,0,1,lifting
100.0,1,0,then
44.57,4,1,window
100.0,5,0,kitchen
100.0,1,0,anthropomorphic
100.0,2,0,body
100.0,6,0,but
100.0,1,0,animal
100.0,2,0,soldier
0.0,0,2,alley
100.0,5,0,coming
100.0,1,0,shot
100.0,3,0,strapped
0.0,0,1,waves
100.0,6,0,hat
0.0,0,1,propose
16.73,1,1,employees
100.0,1,0,hiding
100.0,1,0,decided
100.0,2,0,butler
100.0,1,0,decreasingly
100.0,4,0,suits
100.0,2,0,waving
100.0,5,0,sword
100.0,1,0,crashing
100.0,1,0,court
100.0,5,0,needle
100.0,2,0,werewolf
100.0,1,0,marching
50.12,5,1,below
100.0,1,0,encounter
100.0,1,0,however
61.65,8,1,hair
46.91,277,63,is
0.0,0,1,interrupting
0.0,0,1,townhouses
16.73,1,1,dinner
100.0,1,0,instead
100.0,3,0,suspenders
0.0,0,1,baker
100.0,1,0,cloth
100.0,1,0,calls
28.67,6,3,head
40.12,10,3,out
16.73,2,2,drinking
100.0,1,0,businessman
100.0,1,0,highly
100.0,8,0,top
100.0,2,0,birds
100.0,2,0,stabbed
100.0,1,0,pancakes
100.0,1,0,medevil
100.0,1,0,curious
100.0,1,0,magic
44.57,4,1,worried
100.0,1,0,pile
100.0,2,0,shovel
100.0,1,0,pizza
100.0,1,0,aggressive
66.78,10,1,behind
16.73,1,1,employee
0.0,0,1,stacked
100.0,5,0,horse
100.0,1,0,starving
0.0,0,1,joggers
100.0,1,0,cellphone
100.0,2,0,egg
100.0,2,0,lab
100.0,1,0,sewing
100.0,1,0,pirate
52.82,78,14,and
100.0,1,0,band
100.0,1,0,hardly
100.0,1,0,military
100.0,1,0,hunter
0.0,0,1,young
0.0,0,1,cocktail
37.61,6,2,chair
100.0,1,0,cap
0.0,0,1,prison
100.0,1,0,winter
100.0,1,0,leading
0.0,0,1,opening
50.12,5,1,person
100.0,2,0,sofa
100.0,2,0,examination
100.0,1,0,chairs
100.0,1,0,slowly
100.0,1,0,turns
100.0,1,0,considers
100.0,1,0,baby
58.45,14,2,it
100.0,1,0,communicator
100.0,1,0,calmly
100.0,3,0,therapist
100.0,1,0,shoveling
100.0,2,0,only
0.0,0,1,near
100.0,1,0,alive
100.0,1,0,support
100.0,1,0,hovering
0.0,0,1,deep
100.0,1,0,stopped
100.0,1,0,style
100.0,1,0,purchasing
100.0,1,0,jeans
100.0,1,0,mobile
0.0,0,1,hornets
100.0,1,0,barbershop
100.0,1,0,shoot
16.73,1,1,addressing
100.0,3,0,getting
100.0,4,0,water
50.12,5,1,drink
16.73,1,1,wine
0.0,0,1,station
100.0,2,0,armor
16.73,1,1,confused
100.0,2,0,bartender
100.0,1,0,potion
100.0,9,0,off
0.0,0,1,monkeys
0.0,0,1,opens
37.61,3,1,desk
100.0,3,0,pouring
43.16,68,18,at
100.0,3,0,sidewalk
100.0,1,0,elephant
0.0,0,1,including
100.0,4,0,gingerbread
100.0,3,0,weight
100.0,1,0,acknowledging
100.0,1,0,ticket
100.0,1,0,now
100.0,4,0,stand
100.0,4,0,train
44.57,4,1,middle
50.12,5,1,about
100.0,1,0,smaller
100.0,2,0,comes
100.0,1,0,executing
0.0,0,3,neck
16.73,1,1,mug
100.0,1,0,were
100.0,10,0,dog
100.0,1,0,that's
100.0,1,0,exact
100.0,2,0,uniform
100.0,1,0,dolls
100.0,1,0,pigeon
0.0,0,1,4
70.69,12,1,carrying
100.0,1,0,rate
16.73,1,1,attacked
100.0,1,0,piles
50.9,98,19,on
100.0,1,0,concerned
100.0,5,0,walks
0.0,0,2,attire
100.0,1,0,clipboard
100.0,2,0,hot
0.0,0,1,couches
100.0,1,0,bakers
28.67,4,2,caveman
100.0,2,0,rug
37.61,3,1,tree
100.0,1,0,bow
33.44,5,2,that
28.67,2,1,glass
100.0,2,0,officer
28.67,4,2,counter
100.0,1,0,deeply
100.0,4,0,surrounded
54.67,6,1,nearby
50.12,5,1,right
39.51,26,8,looking
100.0,2,0,boulder
100.0,1,0,tablets
100.0,1,0,client
100.0,3,0,tie
100.0,1,0,outstretched
16.73,1,1,archer
100.0,1,0,pawing
100.0,5,0,small
100.0,2,0,clouds
100.0,1,0,contains
16.73,1,1,uses
100.0,4,0,making
100.0,3,0,pushing
100.0,1,0,donut
100.0,1,0,annoyed
38.89,19,6,who
100.0,1,0,lays
100.0,5,0,both
100.0,2,0,robe
100.0,1,0,ally
100.0,1,0,cop
100.0,1,0,instruments
100.0,1,0,press
0.0,0,1,dip
43.3,19,5,while
100.0,1,0,wielding
16.73,1,1,normal
100.0,3,0,lounging
100.0,1,0,disapproving
100.0,1,0,fire
100.0,1,0,kicked
100.0,1,0,pants
0.0,0,1,buckets
100.0,2,0,entire
100.0,1,0,trick
100.0,1,0,carry
100.0,1,0,monster
100.0,1,0,human
100.0,1,0,toaster
100.0,1,0,papers
100.0,1,0,courtroom
50.94,31,6,talking
100.0,2,0,bear
100.0,1,0,gallery
100.0,2,0,facial
100.0,3,0,pirates
100.0,1,0,climbs
16.73,1,1,gear
100.0,1,0,marrying
100.0,1,0,does
100.0,1,0,stool
34.89,8,3,face
47.49,9,2,look
0.0,0,1,fallen
100.0,5,0,crawling
52.2,163,30,the
100.0,4,0,watches
16.73,1,1,high
16.73,2,2,beer
100.0,3,0,business
100.0,2,0,big
100.0,1,0,something
100.0,1,0,entangled
100.0,1,0,hill
100.0,3,0,giving
100.0,1,0,spying
100.0,1,0,bigfoot
100.0,1,0,excited
100.0,3,0,knife
28.67,2,1,do
47.49,27,6,has
28.67,6,3,through
28.67,4,2,waiting
0.0,0,1,far
100.0,2,0,studio
100.0,1,0,sell
100.0,1,0,shoulder
0.0,0,1,friend
100.0,1,0,stretches
100.0,4,0,piano
50.12,5,1,towards
0.0,0,1,spinning
28.67,4,2,climbing
100.0,1,0,cell
100.0,3,0,soup
100.0,1,0,bit
100.0,2,0,pulled
0.0,0,1,houses
100.0,1,0,speech
0.0,0,1,astronaut's
100.0,2,0,experimenting
100.0,2,0,nothing
100.0,1,0,country
100.0,1,0,sun
100.0,2,0,points
100.0,1,0,grilling
100.0,1,0,colored
100.0,1,0,microphone
100.0,1,0,myth
100.0,1,0,corner
100.0,2,0,cart
100.0,1,0,scissors
16.73,1,1,because
100.0,1,0,piloted
0.0,0,1,times
100.0,1,0,gets
100.0,1,0,player
100.0,1,0,cowboy
100.0,4,0,wrapped
34.89,8,3,having
100.0,1,0,pot
100.0,1,0,legs
100.0,1,0,sand
100.0,1,0,conductor
47.41,314,70,a
100.0,2,0,same
28.67,4,2,wall
100.0,1,0,monstrous
0.0,0,1,essentially
100.0,1,0,enjoys
100.0,2,0,cavemen
100.0,1,0,spraying
0.0,0,1,admiring
100.0,1,0,shows
100.0,1,0,curator
100.0,3,0,bed
100.0,1,0,desks
100.0,7,0,which
0.0,0,1,speed
59.58,22,3,by
100.0,1,0,disappointment
100.0,2,0,many
100.0,2,0,hospital
100.0,1,0,weirdly
16.73,1,1,under
100.0,2,0,serious
100.0,1,0,spread
100.0,3,0,wheel
44.57,8,2,suit
16.73,1,1,drinks
100.0,1,0,handled
0.0,0,1,get
100.0,8,0,mountain
41.06,52,15,are
100.0,1,0,watch
100.0,1,0,pocket
100.0,1,0,surprised
100.0,1,0,chewing
100.0,1,0,figure
100.0,1,0,identical
100.0,1,0,rat
0.0,0,1,chef
45.77,126,30,in
100.0,2,0,pass
100.0,1,0,rolling
100.0,3,0,yard
33.44,10,4,restaurant
100.0,1,0,stools
100.0,1,0,though
55.08,61,10,with
100.0,1,0,suspended
100.0,1,0,hallway
0.0,0,1,baseball
100.0,3,0,onto
44.57,4,1,speaking
100.0,2,0,globe
100.0,1,0,attached
16.73,1,1,than
100.0,1,0,can
100.0,2,0,bath
100.0,1,0,railroad
100.0,1,0,playpen
100.0,4,0,all
100.0,1,0,fireplace
100.0,1,0,cannonballs
100.0,3,0,stuck
100.0,1,0,dance
30.66,11,5,as
100.0,1,0,fending
0.0,0,1,helmets
100.0,1,0,stained
100.0,2,0,served
100.0,2,0,wedding
100.0,1,0,burger
100.0,3,0,arms
100.0,1,0,stepping
100.0,2,0,speaks
100.0,1,0,reader
100.0,1,0,blindfolded
100.0,2,0,hiking
100.0,2,0,hammock
100.0,1,0,tier
100.0,1,0,magician
41.3,42,12,two
100.0,1,0,button
100.0,1,0,breakfast
100.0,2,0,gun
100.0,1,0,step
100.0,1,0,knifed
37.61,3,1,car
50.12,5,1,stares
100.0,1,0,tuxedo
100.0,3,0,sandbox
16.73,2,2,psychiatrist
54.67,6,1,order
100.0,3,0,briefcase
100.0,2,0,stocks
100.0,3,0,laying
0.0,0,1,collar
100.0,1,0,beard
100.0,2,0,frowning
28.67,2,1,rock
100.0,1,0,ceiling
100.0,1,0,pieces
100.0,3,0,seated
100.0,1,0,stroking
100.0,1,0,type
100.0,1,0,kind
100.0,1,0,possibly
100.0,1,0,roped
68.86,11,1,inside
100.0,2,0,whale
6.28,1,3,showing
100.0,1,0,haircut
100.0,1,0,twice
100.0,2,0,bench
100.0,1,0,odd
0.0,0,2,astronaut
81.56,22,1,another
100.0,7,0,patient
100.0,1,0,talks
100.0,1,0,wings
100.0,3,0,over
100.0,1,0,scientists
100.0,5,0,side
100.0,1,0,lawyer
100.0,1,0,explorer
16.73,3,3,door
100.0,2,0,petting
100.0,2,0,bucket
100.0,1,0,art
0.0,0,2,blender
0.0,0,1,blonde
100.0,5,0,was
100.0,5,0,seems
100.0,1,0,green
100.0,1,0,yeti
54.67,6,1,angry
100.0,1,0,positioned
100.0,1,0,anything
16.73,1,1,lawn
16.73,1,1,chatting
100.0,3,0,drones
100.0,2,0,relaxing
100.0,2,0,have
100.0,1,0,city
100.0,1,0,date
100.0,1,0,garbage
0.0,0,1,frill
100.0,1,0,ways
100.0,1,0,burgers
100.0,1,0,paddle
44.57,4,1,cake
58.45,7,1,for
100.0,2,0,tracks
100.0,2,0,interrupted
100.0,1,0,receipt
16.73,2,2,full
100.0,3,0,cliff
100.0,1,0,figurines
13.1,3,4,couch
100.0,5,0,between
100.0,1,0,biting
100.0,2,0,hands
100.0,3,0,subway
100.0,1,0,palm
100.0,1,0,handing
100.0,1,0,chased
100.0,3,0,bird
100.0,1,0,parents
0.0,0,1,pendant
100.0,1,0,ignores
100.0,1,0,calling
100.0,2,0,groceries
100.0,4,0,happy
64.4,9,1,hand
100.0,1,0,confused/worried
100.0,6,0,snake
100.0,1,0,church
100.0,1,0,bathroom
100.0,1,0,various
28.67,4,2,tower
100.0,4,0,doing
0.0,0,1,these
100.0,1,0,policeman
100.0,1,0,truck
46.07,17,4,office
100.0,1,0,six
0.0,0,1,banana
100.0,1,0,hamburger
100.0,1,0,others
0.0,0,1,notepad
100.0,1,0,bounder
41.3,7,2,being
0.0,0,1,light
100.0,5,0,snow
37.61,3,1,this
100.0,1,0,distance
100.0,1,0,diving
100.0,1,0,crib
0.0,0,1,game
100.0,1,0,umbrella
100.0,1,0,uphill
100.0,3,0,hamster
0.0,0,1,straightjackets
100.0,1,0,hauling
100.0,2,0,brush
54.32,71,12,of
16.73,1,1,own
0.0,0,1,gas
100.0,5,0,facing
100.0,1,0,hitchiking
100.0,1,0,note
100.0,1,0,somewhat
0.0,0,1,larger
44.57,4,1,running
100.0,1,0,waterspout
100.0,1,0,grab
100.0,1,0,dungeon
100.0,1,0,jacket
100.0,1,0,pilots
100.0,1,0,tornado
0.0,0,1,roof
100.0,1,0,beam
16.73,4,4,couple
61.65,24,3,up
23.16,3,2,cooking
100.0,6,0,reading
0.0,0,1,interracial
100.0,4,0,food
0.0,0,2,flowers
100.0,4,0,stare
100.0,2,0,coat
100.0,1,0,smile
16.73,1,1,cavewoman
100.0,3,0,windows
50.12,20,4,table
100.0,5,0,trying
100.0,1,0,host
100.0,1,0,rescue
44.57,4,1,elevator
100.0,1,0,loin
100.0,1,0,restrained
0.0,0,1,pen
3.86,1,5,living
100.0,1,0,t-shirt
100.0,3,0,plank
100.0,1,0,stage
16.73,1,1,castle
100.0,2,0,shower
100.0,1,0,string
100.0,1,0,surround
6.28,1,3,drunk
0.0,0,1,cups
100.0,1,0,placing
100.0,1,0,shark
100.0,1,0,hangs
100.0,1,0,scared
100.0,1,0,repunzel's
100.0,4,0,old
100.0,1,0,jumps
100.0,1,0,corded
28.67,2,1,waits
100.0,1,0,writing
100.0,2,0,see
100.0,4,0,raking
100.0,1,0,bandaged
100.0,1,0,vendor
100.0,1,0,concrete
46.07,34,8,an
72.32,26,2,standing
100.0,1,0,smelly
100.0,1,0,jester
100.0,2,0,thing
66.78,10,1,stands
100.0,1,0,ball
100.0,1,0,trapped
100.0,2,0,group
100.0,1,0,mountains
100.0,1,0,furniture
100.0,1,0,hitch
100.0,1,0,telephone
100.0,1,0,notice
100.0,1,0,meal
0.0,0,1,object
100.0,4,0,tattered
100.0,3,0,drawing
100.0,1,0,attempting
100.0,1,0,children
100.0,1,0,ride
100.0,1,0,snail
62.61,75,9,to
66.78,10,1,be
100.0,2,0,hall
100.0,2,0,runs
37.61,3,1,building
100.0,2,0,turned
100.0,2,0,binoculars
100.0,1,0,dejected
9.13,1,2,shock
28.67,2,1,left
100.0,2,0,tubas
0.0,0,1,gate
100.0,7,0,like
100.0,2,0,pointing
100.0,1,0,carts
16.73,1,1,eating
100.0,3,0,chart
100.0,3,0,throne
37.61,3,1,third
100.0,2,0,piece
100.0,4,0,leaves
0.0,0,1,attractive
100.0,1,0,inset
25.09,5,3,walking
100.0,1,0,heads
100.0,1,0,happened
28.67,2,1,store
50.12,10,2,some
100.0,1,0,bottom
100.0,1,0,dwarfs
100.0,1,0,applauding
100.0,2,0,offers
100.0,1,0,occupied
100.0,1,0,companion
23.16,6,4,phone
0.0,0,1,past
100.0,1,0,else
0.0,0,1,psychiastrist
25.09,5,3,people
16.73,1,1,sees
0.0,0,4,man's
0.0,0,1,insects
0.0,0,1,pack
100.0,10,0,cat
100.0,1,0,where
57.57,27,4,one
100.0,4,0,aliens
100.0,2,0,together
100.0,1,0,setup
100.0,1,0,chest
100.0,1,0,knees
100.0,1,0,beach
100.0,1,0,coconut
100.0,1,0,part
100.0,1,0,what's
100.0,1,0,very
0.0,0,1,astronauts
100.0,3,0,meeting
44.57,4,1,desert
100.0,4,0,across
100.0,1,0,drop
54.67,12,2,huge
100.0,2,0,medieval
100.0,1,0,dueling
16.73,1,1,confronting
100.0,1,0,fours
100.0,2,0,finds
36.01,14,5,front
100.0,1,0,creepily
100.0,1,0,ripped
100.0,1,0,set
100.0,2,0,tuba
100.0,2,0,barbecue
100.0,1,0,sky
0.0,0,1,slightly
100.0,2,0,sharks
33.44,5,2,staring
100.0,2,0,approached
61.65,8,1,large
100.0,1,0,clown
16.73,1,1,upset
100.0,1,0,starring
100.0,2,0,too
100.0,3,0,bunch
0.0,0,1,end
100.0,1,0,scroll
100.0,2,0,police
100.0,1,0,defending
100.0,1,0,suitcase
100.0,1,0,mount
0.0,0,1,approaching
100.0,1,0,beneath
28.67,2,1,cherry
100.0,2,0,working
100.0,1,0,distant
100.0,1,0,hindlegs
100.0,1,0,bucking
100.0,1,0,entering
100.0,1,0,nature
100.0,1,0,hitchhiker
100.0,1,0,finished
37.61,3,1,house
100.0,1,0,plane
0.0,0,1,marches
0.0,0,1,aiming
100.0,1,0,make
100.0,1,0,setting
100.0,1,0,ankle
100.0,1,0,instructor
100.0,2,0,things
100.0,1,0,picture
100.0,1,0,flying
100.0,1,0,topped
37.61,3,1,pulling
100.0,3,0,ship
100.0,2,0,atop
100.0,1,0,flanked
100.0,1,0,dripping
100.0,2,0,clones
100.0,1,0,smoking
66.78,20,2,other
100.0,4,0,mouth
100.0,2,0,rowing
100.0,1,0,concert
0.0,0,1,professional
100.0,1,0,seen
21.13,4,3,clothes
100.0,1,0,adult
100.0,1,0,straight
100.0,1,0,backpack
