percent_male,male_count,female_count,word
44.57,4,1,worried
100.0,1,0,magician
100.0,1,0,chairs
100.0,3,0,bird
100.0,1,0,burger
0.0,0,1,baseball
16.73,1,1,lawn
0.0,0,1,baker
100.0,1,0,bigfoot
16.73,1,1,archer
100.0,4,0,sits
100.0,1,0,bringing
0.0,0,1,couches
16.73,1,1,employees
100.0,1,0,stools
44.57,4,1,hole
16.73,1,1,sea
0.0,0,1,dress
100.0,6,0,reading
100.0,2,0,tracks
100.0,2,0,uniform
100.0,1,0,shopping
100.0,1,0,curator
16.73,1,1,than
54.67,6,1,angry
0.0,0,1,least
100.0,1,0,stroking
61.65,24,3,up
72.32,26,2,standing
100.0,1,0,chewing
100.0,1,0,something
100.0,1,0,pawing
100.0,2,0,hot
37.61,3,1,car
100.0,4,0,old
100.0,1,0,legs
0.0,0,1,attractive
16.73,1,1,dinner
100.0,2,0,lab
100.0,2,0,have
16.73,1,1,confronting
100.0,1,0,winter
100.0,1,0,newspaper
100.0,1,0,chefs
100.0,1,0,microphone
100.0,1,0,repunzel's
100.0,1,0,hill
100.0,1,0,suitcase
100.0,1,0,bathroom
0.0,0,1,opening
100.0,1,0,attached
100.0,1,0,exact
100.0,2,0,nothing
100.0,2,0,listening
100.0,1,0,rate
100.0,2,0,size
100.0,1,0,bottom
100.0,1,0,however
100.0,4,0,wrapped
100.0,2,0,examination
26.93,11,6,room
34.89,8,3,having
0.0,0,1,approaching
100.0,1,0,exiting
41.06,52,15,are
100.0,1,0,sand
100.0,4,0,water
100.0,2,0,too
100.0,1,0,potion
100.0,3,0,ship
100.0,1,0,kid's
100.0,1,0,pile
0.0,0,3,neck
100.0,1,0,handing
100.0,1,0,wielding
100.0,4,0,what
100.0,1,0,miserable
28.67,2,1,foreground
100.0,2,0,comes
100.0,3,0,bowl
100.0,1,0,green
100.0,1,0,creepily
100.0,2,0,hospital
39.51,26,8,looking
100.0,1,0,that's
100.0,1,0,breakfast
100.0,3,0,air
100.0,4,0,tub
100.0,2,0,hall
100.0,1,0,anthropomorphic
23.16,6,4,phone
46.55,13,3,them
100.0,1,0,dungeon
0.0,0,2,astronaut
100.0,4,0,island
100.0,2,0,werewolf
100.0,1,0,spying
100.0,1,0,toast
28.67,4,2,waiting
100.0,8,0,top
50.12,5,1,towards
0.0,0,1,hers
6.28,1,3,coffee
100.0,1,0,play
100.0,1,0,desks
100.0,1,0,park
37.61,3,1,house
100.0,4,0,aliens
100.0,3,0,seem
100.0,2,0,officer
100.0,2,0,approached
0.0,0,1,light
100.0,1,0,scientists
100.0,1,0,mount
100.0,2,0,child
100.0,1,0,garbage
44.57,4,1,elevator
100.0,4,0,leaves
100.0,1,0,various
0.0,0,1,these
100.0,4,0,stand
100.0,1,0,hauling
100.0,1,0,coffin
100.0,3,0,drones
100.0,2,0,soldier
33.44,5,2,knight
0.0,0,1,roof
100.0,1,0,string
100.0,1,0,shepherd
100.0,1,0,smoking
100.0,1,0,band
0.0,0,1,admiring
100.0,4,0,all
0.0,0,1,speed
100.0,1,0,cellphone
100.0,1,0,piles
100.0,2,0,working
100.0,1,0,balcony
6.28,1,3,dragon
0.0,0,1,peeking
100.0,1,0,width
100.0,1,0,instructor
100.0,1,0,support
100.0,1,0,calmly
0.0,0,1,monkeys
100.0,3,0,bed
100.0,1,0,children
100.0,6,0,but
100.0,1,0,bit
100.0,1,0,stopped
100.0,1,0,very
100.0,1,0,dripping
81.56,22,1,another
100.0,1,0,concert
100.0,2,0,club
100.0,1,0,considers
100.0,1,0,acknowledging
0.0,0,1,young
100.0,1,0,tier
100.0,3,0,suspenders
100.0,1,0,coconut
100.0,1,0,reads
16.73,1,1,normal
16.73,2,2,outside
100.0,1,0,pilots
28.67,6,3,through
0.0,0,2,flowers
61.65,8,1,hair
100.0,1,0,ignores
100.0,1,0,along
16.73,1,1,wine
100.0,1,0,approaches
100.0,2,0,boulder
100.0,4,0,doing
28.67,2,1,appear
100.0,1,0,scissors
100.0,2,0,birds
100.0,1,0,instead
41.3,42,12,two
100.0,1,0,sewing
100.0,1,0,beard
100.0,1,0,dwarfs
100.0,1,0,hitchhiker
100.0,1,0,bucking
100.0,1,0,pot
100.0,1,0,toaster
100.0,3,0,rabbit
100.0,1,0,ride
100.0,1,0,block
100.0,1,0,fight
50.12,5,1,right
100.0,1,0,ceiling
100.0,1,0,sandy
54.67,12,2,huge
28.67,4,2,wall
100.0,1,0,highly
100.0,1,0,suspended
100.0,1,0,rocks
100.0,1,0,type
28.67,4,2,climbing
50.12,5,1,three
16.73,1,1,mug
0.0,0,1,waves
100.0,3,0,drawing
0.0,0,1,interrupting
100.0,1,0,dolls
100.0,1,0,starving
100.0,1,0,t-shirt
100.0,2,0,pass
100.0,1,0,sub
0.0,0,1,interracial
64.4,9,1,hand
100.0,1,0,fish
100.0,1,0,happened
100.0,4,0,stare
100.0,3,0,still
100.0,2,0,many
100.0,2,0,busy
100.0,1,0,dueling
100.0,1,0,jumps
100.0,1,0,notes
100.0,1,0,much
37.61,3,1,tree
16.73,4,4,couple
13.1,3,4,couch
44.57,4,1,running
54.67,6,1,order
100.0,1,0,hallway
100.0,1,0,backpack
100.0,1,0,deeply
100.0,2,0,shirt
100.0,1,0,thread
100.0,1,0,confused/worried
100.0,1,0,saying
100.0,5,0,paper
100.0,1,0,nature
100.0,1,0,come
100.0,1,0,bearded
0.0,0,1,astronauts
100.0,4,0,little
58.45,14,2,it
28.67,2,1,waits
100.0,1,0,starring
100.0,1,0,bucked
100.0,1,0,shop
0.0,0,1,larger
16.73,1,1,floor
100.0,1,0,notice
100.0,1,0,pad
100.0,2,0,butler
100.0,1,0,eat
100.0,1,0,red
100.0,1,0,number
100.0,10,0,cat
100.0,2,0,lion
16.73,1,1,gear
100.0,1,0,calm
100.0,7,0,like
100.0,1,0,flanked
16.73,1,1,cavewoman
100.0,3,0,chart
100.0,2,0,facial
100.0,1,0,stretches
25.09,5,3,cave
100.0,3,0,sidewalk
100.0,8,0,mountain
100.0,1,0,haircut
16.73,1,1,attacked
100.0,2,0,together
100.0,1,0,note
50.12,5,1,stares
0.0,0,1,collar
100.0,1,0,tone
100.0,1,0,seen
100.0,1,0,stage
0.0,0,1,townhouses
100.0,5,0,between
100.0,2,0,sweater
100.0,1,0,sulking
16.73,2,2,drinking
100.0,3,0,above
100.0,1,0,corner
100.0,3,0,hanging
100.0,2,0,way
100.0,1,0,tuxedo
100.0,1,0,conference
59.58,22,3,by
100.0,2,0,brush
100.0,2,0,crown
100.0,1,0,grilling
100.0,1,0,ripped
100.0,1,0,topped
100.0,2,0,things
100.0,3,0,doctor's
100.0,2,0,each
100.0,1,0,instruments
100.0,1,0,fence
100.0,1,0,ally
0.0,0,2,cup
100.0,2,0,body
44.57,4,1,speaking
33.44,10,4,restaurant
100.0,1,0,concrete
100.0,1,0,clerk
37.61,3,1,beside
100.0,1,0,cigar
47.41,314,70,a
16.73,1,1,nervous
100.0,2,0,midair
47.49,27,6,has
0.0,0,1,times
100.0,1,0,scroll
100.0,1,0,receipt
100.0,1,0,papers
100.0,1,0,cigarette
100.0,1,0,ankle
0.0,0,1,pen
0.0,0,1,fallen
100.0,1,0,entering
100.0,1,0,bakers
100.0,2,0,bath
100.0,1,0,shot
100.0,1,0,crushed
100.0,1,0,telephone
100.0,1,0,trick
100.0,1,0,baby
0.0,0,1,dip
100.0,1,0,encounter
100.0,2,0,big
0.0,0,2,blender
100.0,3,0,scientist
100.0,1,0,reaching
100.0,12,0,doctor
100.0,1,0,background
25.09,5,3,people
100.0,1,0,annoyed
0.0,0,1,sort
0.0,0,1,professional
0.0,0,1,straightjackets
72.32,13,1,wearing
0.0,0,1,game
16.73,1,1,confused
40.12,10,3,out
54.07,41,7,there
43.3,19,5,while
100.0,2,0,ground
100.0,2,0,pulled
100.0,2,0,offers
100.0,2,0,sharks
100.0,1,0,smile
0.0,0,2,offering
100.0,1,0,smelly
44.57,8,2,suit
100.0,3,0,pushing
100.0,2,0,barber
100.0,1,0,railroad
28.67,4,2,caveman
100.0,1,0,pieces
100.0,2,0,mobster
100.0,3,0,dive
100.0,1,0,checking
100.0,1,0,placing
100.0,2,0,atop
100.0,1,0,cinder
100.0,1,0,press
100.0,1,0,makes
100.0,1,0,does
100.0,1,0,stepping
100.0,7,0,which
100.0,3,0,sandbox
50.12,5,1,drink
100.0,2,0,clouds
100.0,1,0,disapproving
16.73,2,2,psychiatrist
100.0,1,0,implied
61.65,8,1,next
100.0,2,0,bat
100.0,1,0,writing
100.0,1,0,figure
100.0,1,0,waterspout
66.78,10,1,behind
100.0,2,0,tubas
100.0,1,0,crib
30.66,11,5,as
28.67,2,1,do
100.0,1,0,conductor
100.0,1,0,hardly
100.0,1,0,else
100.0,1,0,court
47.49,9,2,look
100.0,1,0,criminal
3.86,1,5,living
100.0,1,0,rolling
62.61,75,9,to
0.0,0,1,hornets
100.0,2,0,line
100.0,3,0,pirates
100.0,1,0,magic
0.0,0,1,stacked
37.61,3,1,this
21.13,4,3,clothes
100.0,2,0,rowing
9.13,1,2,shock
100.0,2,0,coat
100.0,1,0,branch
100.0,1,0,set
100.0,2,0,lizard
100.0,1,0,chased
100.0,1,0,carry
100.0,2,0,groceries
100.0,1,0,step
100.0,5,0,needle
100.0,3,0,lamp
100.0,1,0,miniature
0.0,0,1,gestures
100.0,1,0,claws
100.0,1,0,dance
16.73,1,1,sees
100.0,1,0,organ
100.0,3,0,cliff
100.0,2,0,computer
100.0,1,0,hunter
100.0,5,0,facing
100.0,2,0,cart
100.0,1,0,roped
100.0,2,0,rug
61.65,8,1,large
0.0,0,1,propose
100.0,5,0,was
100.0,2,0,sofa
100.0,3,0,cloud
100.0,1,0,computers
100.0,1,0,cannonballs
100.0,1,0,discussing
100.0,1,0,biting
0.0,0,1,notepad
100.0,2,0,wedding
100.0,4,0,piano
100.0,1,0,pocket
33.44,5,2,staring
100.0,4,0,across
0.0,0,1,helmets
100.0,1,0,everyone
46.07,17,4,office
0.0,0,1,prison
100.0,1,0,courtroom
100.0,1,0,thone
100.0,1,0,cop
100.0,2,0,it's
100.0,1,0,explorer
100.0,3,0,seated
100.0,1,0,finished
100.0,5,0,snow
100.0,2,0,barbecue
28.67,2,1,going
100.0,1,0,colored
28.67,2,1,conversation
100.0,2,0,fins
0.0,0,1,opens
28.67,4,2,counter
100.0,3,0,yard
100.0,1,0,field
100.0,1,0,wings
16.73,1,1,stove
37.61,3,1,desk
100.0,1,0,tornado
100.0,1,0,parents
100.0,1,0,gets
16.73,1,1,high
100.0,4,0,mouth
100.0,1,0,hiding
100.0,1,0,animal
0.0,0,1,sized
16.73,1,1,away
100.0,4,0,boat
100.0,1,0,sleepwalking
100.0,3,0,throne
44.57,4,1,cake
100.0,1,0,odd
100.0,2,0,globe
0.0,0,1,taken
0.0,0,4,man's
100.0,1,0,yeti
100.0,5,0,menu
44.57,4,1,desert
16.73,1,1,own
100.0,2,0,bucket
28.67,2,1,rock
100.0,2,0,shower
0.0,0,1,lifting
100.0,1,0,jester
100.0,1,0,pants
100.0,1,0,sell
100.0,1,0,debating
50.12,20,4,table
100.0,3,0,wheel
0.0,0,1,chef
100.0,1,0,can
100.0,1,0,mobile
44.57,4,1,middle
100.0,1,0,nonchalant
100.0,1,0,umbrella
100.0,1,0,leaning
100.0,1,0,beneath
100.0,5,0,walks
100.0,5,0,seems
100.0,1,0,disappointment
100.0,1,0,part
0.0,0,1,past
0.0,0,1,series
100.0,1,0,grand
100.0,1,0,style
100.0,1,0,palm
100.0,1,0,art
100.0,1,0,robes
100.0,1,0,dog's
100.0,1,0,scared
100.0,3,0,briefcase
0.0,0,1,pendant
100.0,1,0,columns
66.78,10,1,stands
100.0,1,0,picture
54.32,71,12,of
100.0,1,0,fire
100.0,1,0,sky
100.0,1,0,held
100.0,2,0,relaxing
100.0,2,0,waving
28.67,4,2,tower
100.0,1,0,cloth
100.0,1,0,surprised
100.0,1,0,clipboard
16.73,1,1,chatting
0.0,0,1,stick
100.0,1,0,messy
16.73,1,1,fear
100.0,1,0,radiator
50.12,5,1,below
100.0,1,0,what's
100.0,1,0,grab
100.0,1,0,decided
100.0,1,0,chest
100.0,4,0,making
100.0,1,0,myth
50.12,10,2,down
100.0,1,0,expressionless
100.0,5,0,horse
0.0,0,2,alley
100.0,1,0,beam
100.0,1,0,drop
70.69,12,1,carrying
0.0,0,1,banana
100.0,2,0,cavemen
0.0,0,1,end
50.12,10,2,some
100.0,4,0,tattered
6.28,1,3,showing
100.0,1,0,six
100.0,3,0,arms
55.08,61,10,with
100.0,5,0,small
100.0,2,0,open
50.9,98,19,on
58.45,7,1,for
100.0,2,0,experimenting
100.0,2,0,tuba
0.0,0,1,circular
66.78,10,1,be
100.0,1,0,executing
100.0,1,0,tablets
100.0,1,0,attempting
100.0,1,0,family
100.0,1,0,player
100.0,2,0,stabbed
100.0,3,0,getting
100.0,1,0,don't
100.0,1,0,bandaged
37.61,3,1,long
100.0,4,0,food
100.0,1,0,curious
100.0,1,0,restrained
16.73,3,3,door
100.0,1,0,marching
100.0,1,0,pirate
100.0,5,0,tiny
100.0,2,0,clones
100.0,1,0,elephant
16.73,1,1,because
100.0,1,0,shoulder
100.0,1,0,cowboy
100.0,1,0,marrying
100.0,2,0,glasses
6.28,1,3,shocked
100.0,1,0,setting
100.0,3,0,stuck
100.0,1,0,jacket
100.0,1,0,weirdly
0.0,0,1,houses
16.73,1,1,uses
100.0,1,0,identical
100.0,2,0,gun
100.0,1,0,bow
100.0,1,0,child's
16.73,1,1,if
50.12,5,1,about
100.0,1,0,wise
100.0,1,0,bounder
100.0,1,0,church
100.0,1,0,piloted
100.0,2,0,cacti
100.0,18,0,into
100.0,2,0,piece
100.0,1,0,pipes
50.94,31,6,talking
28.67,6,3,head
100.0,1,0,military
100.0,1,0,figurines
0.0,0,1,digging
0.0,0,1,pack
100.0,2,0,entire
100.0,1,0,somewhat
100.0,4,0,raking
16.73,2,2,beer
0.0,0,1,gate
100.0,1,0,creature
100.0,1,0,distance
100.0,1,0,pleased
34.89,8,3,face
100.0,1,0,tanning
0.0,0,1,station
100.0,2,0,speaks
100.0,1,0,alligator
100.0,3,0,knife
100.0,1,0,slowly
36.01,14,5,front
100.0,1,0,cooks
0.0,0,2,attire
100.0,1,0,anything
100.0,1,0,lets
66.78,10,1,they
28.67,8,4,around
100.0,1,0,others
100.0,1,0,monstrous
100.0,1,0,client
100.0,1,0,embedded
9.13,1,2,modern
100.0,1,0,spread
37.61,3,1,tied
100.0,1,0,hovered
100.0,1,0,setup
100.0,1,0,alive
100.0,3,0,windows
100.0,2,0,gecko
100.0,1,0,using
100.0,1,0,flying
100.0,1,0,loin
100.0,1,0,ball
100.0,2,0,riding
100.0,6,0,snake
100.0,1,0,letter
0.0,0,1,spinning
0.0,0,1,including
100.0,1,0,apron
100.0,4,0,happy
100.0,1,0,medevil
100.0,1,0,sheep
100.0,1,0,handled
0.0,0,1,replaced
100.0,1,0,cell
23.16,3,2,appears
100.0,2,0,group
100.0,1,0,whal
100.0,3,0,onto
100.0,2,0,police
100.0,1,0,shoot
54.67,12,2,giant
0.0,0,1,cups
100.0,1,0,bothered
100.0,1,0,ticket
100.0,1,0,human
100.0,1,0,adult
38.89,19,6,who
0.0,0,1,blonde
28.67,2,1,store
100.0,1,0,climbs
100.0,2,0,hands
100.0,4,0,train
100.0,1,0,assistant
100.0,1,0,where
100.0,4,0,surrounded
100.0,1,0,distant
100.0,1,0,reader
100.0,3,0,lounging
100.0,2,0,runs
100.0,1,0,hitchiking
16.73,1,1,castle
100.0,1,0,sun
25.09,5,3,walking
100.0,5,0,crawling
44.57,4,1,window
100.0,1,0,pancakes
0.0,0,1,aiming
100.0,3,0,meeting
100.0,2,0,finds
37.61,3,1,building
100.0,2,0,whale
100.0,6,0,someone
100.0,1,0,playpen
28.67,2,1,glass
100.0,1,0,vendor
100.0,1,0,punishment
100.0,1,0,knifed
100.0,1,0,blindfolded
100.0,2,0,genie
100.0,3,0,bunch
100.0,2,0,armor
100.0,1,0,costumes
100.0,1,0,aggressive
100.0,1,0,calls
16.73,1,1,upset
66.78,20,2,other
0.0,0,1,far
100.0,9,0,off
100.0,1,0,country
100.0,10,0,dog
100.0,2,0,yelling
100.0,2,0,only
100.0,4,0,watches
0.0,0,1,cocktail
100.0,1,0,taller
100.0,1,0,puppet
100.0,1,0,monster
100.0,3,0,hamster
100.0,5,0,sword
100.0,1,0,pigeon
100.0,1,0,beverage
44.57,4,1,taking
100.0,1,0,golf
0.0,0,1,mosquitoes
0.0,0,1,near
28.67,6,3,back
100.0,1,0,though
100.0,1,0,walk
52.5,22,4,looks
100.0,1,0,mess
100.0,2,0,patron
100.0,1,0,seemingly
0.0,0,1,marches
100.0,3,0,pouring
100.0,1,0,companion
100.0,4,0,suits
100.0,1,0,smaller
100.0,2,0,cannonball
100.0,1,0,hitch
100.0,1,0,city
100.0,1,0,paddle
100.0,1,0,stained
100.0,3,0,weight
100.0,1,0,positioned
50.12,5,1,its
100.0,2,0,served
100.0,1,0,contains
100.0,1,0,more
0.0,0,1,snowman
100.0,1,0,watch
100.0,1,0,lawyer
0.0,0,1,psychiastrist
37.61,3,1,pulling
100.0,1,0,crashing
41.3,7,2,being
100.0,5,0,coming
100.0,1,0,communicator
100.0,1,0,meal
100.0,2,0,also
57.57,27,4,one
100.0,3,0,over
100.0,1,0,upside
100.0,1,0,shark
100.0,6,0,hat
0.0,0,1,frill
100.0,1,0,filling
100.0,1,0,decreasingly
100.0,1,0,calling
0.0,0,1,essentially
100.0,2,0,binoculars
100.0,1,0,uphill
100.0,2,0,robe
100.0,1,0,turns
100.0,2,0,customers
54.67,6,1,nearby
100.0,3,0,subway
100.0,1,0,rescue
100.0,1,0,leash
100.0,1,0,shows
16.73,1,1,under
61.65,8,1,watching
100.0,1,0,knees
0.0,0,1,friend
100.0,1,0,starting
100.0,2,0,pointing
100.0,1,0,rat
100.0,1,0,frightened
100.0,7,0,patient
100.0,2,0,yoga
100.0,1,0,cap
100.0,1,0,kicked
16.73,1,1,addressing
100.0,5,0,both
100.0,2,0,turned
100.0,1,0,scribe
100.0,1,0,plants
45.77,126,30,in
100.0,2,0,stocks
100.0,1,0,deserted
100.0,1,0,lays
100.0,1,0,applauding
100.0,2,0,ready
100.0,1,0,leading
52.82,78,14,and
100.0,1,0,jeans
100.0,1,0,make
100.0,1,0,corded
100.0,1,0,date
40.59,34,10,sitting
100.0,1,0,button
100.0,2,0,clothing
100.0,1,0,fin
100.0,2,0,studio
100.0,1,0,tall
100.0,2,0,petting
100.0,3,0,laying
100.0,2,0,bench
68.86,11,1,inside
100.0,2,0,frowning
100.0,1,0,hindlegs
100.0,1,0,possibly
100.0,1,0,kind
100.0,1,0,carts
100.0,5,0,side
0.0,0,1,4
0.0,0,2,diver
52.2,163,30,the
100.0,1,0,were
100.0,2,0,bartender
100.0,1,0,concerned
100.0,1,0,policeman
100.0,1,0,struggle
0.0,0,2,human-sized
100.0,2,0,shovel
23.16,3,2,cooking
0.0,0,1,halo
100.0,2,0,same
100.0,1,0,barbershop
0.0,0,2,party
100.0,3,0,plank
0.0,0,1,buckets
100.0,1,0,diving
100.0,1,0,decorated
16.73,1,1,employee
100.0,4,0,gingerbread
100.0,2,0,points
28.67,2,1,street
100.0,1,0,furniture
6.28,1,3,drunk
16.73,2,2,full
100.0,1,0,heads
100.0,1,0,stool
66.78,10,1,their
100.0,2,0,serious
100.0,1,0,surround
37.61,6,2,chair
100.0,1,0,helping
100.0,1,0,excited
100.0,1,0,clothed
16.73,1,1,empty
