Topic,Count,Name,Representation,Representative_Docs,Representative Documents
14,67,14_fishermen_fish_fishermans_sea,"['fishermen', 'fish', 'fishermans', 'sea', 'tuna', 'platter', 'hanging', 'whale', 'water', 'trophy']","['three fishermen went bar', 'different species problemo anyone think look hood billions fish sea supposed fishermen hook hermaphrodite', 'like give something back fishermen feed']","['three fishermen went bar', 'different species problemo anyone think look hood billions fish sea supposed fishermen hook hermaphrodite', 'like give something back fishermen feed']"
15,67,15_pie_shepherds_order_room,"['pie', 'shepherds', 'order', 'room', 'service', 'salads', 'dozen', 'yes', 'delivery', 'like']","['know get shepherds pie', 'one shepherds pie please', 'shepherds pie']","['know get shepherds pie', 'one shepherds pie please', 'shepherds pie']"
16,55,16_gardeners_leaves_illegal_leaf,"['gardeners', 'leaves', 'illegal', 'leaf', 'alien', 'abort', 'blower', 'garden', 'new', 'moat']","['gardeners dress like', 'new gardeners hired', 'must think new gardeners']","['gardeners dress like', 'new gardeners hired', 'must think new gardeners']"
17,54,17_croquet_wickets_wicket_bowlegged,"['croquet', 'wickets', 'wicket', 'bowlegged', 'league', 'cowboys', 'need', 'pickleball', 'pickle', 'clem']","['call croquet sticky wickets', 'cowboys play croquet need wickets', 'call croquet']","['call croquet sticky wickets', 'cowboys play croquet need wickets', 'call croquet']"
18,52,18_urban_ride_city_steinway,"['urban', 'ride', 'city', 'steinway', 'ha', 'training', 'watched', 'bull', 'slicker', 'yorker']","['training urban', 'sorry urban', 'whole new take ride ride']","['training urban', 'sorry urban', 'whole new take ride ride']"
19,50,19_babies_grow_let_mamas,"['babies', 'grow', 'let', 'mamas', 'cowboys', 'mama', 'mommas', 'trucks', 'pick', 'guitars']","['mama let babies grow cowboys', 'mama let babies grow cowboys', 'let babies grow cowboys']","['mama let babies grow cowboys', 'mama let babies grow cowboys', 'let babies grow cowboys']"
20,49,20_wife_farmers_carving_tails,"['wife', 'farmers', 'carving', 'tails', 'tail', 'meet', 'ran', 'daughter', 'knife', 'mouse']","['way see farmers wife', 'perhaps told farmers wife', 'found farmers wife yet']","['way see farmers wife', 'perhaps told farmers wife', 'found farmers wife yet']"
21,44,21_lonesome_poor_long_lone,"['lonesome', 'poor', 'long', 'lone', 'antidepressant', 'prescribe', 'whistle', 'disorder', 'time', 'lonely']","['lonesome sure lonesome without horse', 'think lonesome', 'lonesome became']","['lonesome sure lonesome without horse', 'think lonesome', 'lonesome became']"
22,43,22_hat_hats_bezos_jeff,"['hat', 'hats', 'bezos', 'jeff', 'dead', 'lookin', 'whoa', 'guy', 'shoes', 'set']","['going need hat', 'told hat', 'let us find hat get back']","['going need hat', 'told hat', 'let us find hat get back']"
23,40,23_boots_shoes_wear_pairs,"['boots', 'shoes', 'wear', 'pairs', 'toes', 'saddle', 'loafers', 'skin', 'form', 'best']","['wear boots horse', 'horse shoes boots ever heard shoes', 'said boots']","['wear boots horse', 'horse shoes boots ever heard shoes', 'said boots']"
24,39,24_olympics_gymnast_gymnastics_gym,"['olympics', 'gymnast', 'gymnastics', 'gym', 'practicing', 'medal', 'olympic', 'gymnasts', 'paris', '2024']","['practicing olympics', 'practicing gymnastics olympics', 'take olympics take olympics']","['practicing olympics', 'practicing gymnastics olympics', 'take olympics take olympics']"
25,34,25_home_downstairs_working_neighbor,"['home', 'downstairs', 'working', 'neighbor', 'apartment', 'quarantined', 'quarantine', 'airbnb', 'started', 'floor']","['guy downstairs working home', 'neighbor downstairs working home', 'downstairs working home']","['guy downstairs working home', 'neighbor downstairs working home', 'downstairs working home']"
26,33,26_outfit_costume_wearing_dressed,"['outfit', 'costume', 'wearing', 'dressed', 'fashion', 'collection', 'suit', 'dress', 'life', 'days']","['see outfit', 'see outfit', 'well see outfit']","['see outfit', 'see outfit', 'well see outfit']"
27,31,27_house_hunters_week_quarry,"['house', 'hunters', 'week', 'quarry', 'formidable', 'elusive', 'surroundings', 'swear', 'quest', 'househunters']","['week house hunters', 'last week house hunters', 'week house hunters']","['week house hunters', 'last week house hunters', 'week house hunters']"
28,30,28_coriaty_indiana_fishers_3177273201,"['coriaty', 'indiana', 'fishers', '3177273201', 'dave', 'david', 'case', 'tonight', 'believed', 'bang']","['smart refuse friendly gesture dave coriaty fishers indiana 3177273201', 'love working nathans however prefer good burger dave coriaty fishers indiana 3177273201', 'go much relationship know turns dave coriaty fishers indiana 3177273201']","['smart refuse friendly gesture dave coriaty fishers indiana 3177273201', 'love working nathans however prefer good burger dave coriaty fishers indiana 3177273201', 'go much relationship know turns dave coriaty fishers indiana 3177273201']"
29,28,29_biden_laptop_bidens_trump,"['biden', 'laptop', 'bidens', 'trump', 'dirt', 'dig', 'conspiracy', 'donald', 'looks', 'says']","['hear bidens laptop', 'say read biden laptop', 'biden laptop']","['hear bidens laptop', 'say read biden laptop', 'biden laptop']"
30,28,30_royal_sire_majesty_highness,"['royal', 'sire', 'majesty', 'highness', 'cacti', 'kingdom', 'queen', 'longer', 'sir', 'new']","['sire new royal requested', 'royal majesty', 'new royal']","['sire new royal requested', 'royal majesty', 'new royal']"
31,24,31_ranchers_ranch_dude_cattle,"['ranchers', 'ranch', 'dude', 'cattle', 'jolly', 'jim', 'defunding', 'disillusionment', 'cheney', 'brief']","['cattle ranchers area must need part time work', 'family cattle ranchers', 'dude ranch']","['cattle ranchers area must need part time work', 'family cattle ranchers', 'dude ranch']"
32,24,32_horses_cowboys_sidesaddle_ride,"['horses', 'cowboys', 'sidesaddle', 'ride', 'spurs', 'horse', 'real', 'range', 'cowboying', 'idea']","['real cowboys ride sidesaddle', 'one folks one favorites james taylor ahem there young lives range horse cattle companions', 'get idea cowboys could ride horses']","['real cowboys ride sidesaddle', 'one folks one favorites james taylor ahem there young lives range horse cattle companions', 'get idea cowboys could ride horses']"
33,24,33_german_expressionist_99_argument,"['german', 'expressionist', '99', 'argument', 'cheater', 'achtung', 'acoustics', 'champ', 'frenchie', 'guten']","['room trying tell german', 'gone german', 'wanted german got german expressionist']","['room trying tell german', 'gone german', 'wanted german got german expressionist']"
34,23,34_bargain_bounty_liberace_buyer,"['bargain', 'bounty', 'liberace', 'buyer', '500000', 'acceptable', 'chinese', 'deal', 'season', 'course']","['like people bargain love bargain', 'call bargain', 'mostly bargain']","['like people bargain love bargain', 'call bargain', 'mostly bargain']"
35,23,35_rhinestone_town_looks_hell,"['rhinestone', 'town', 'looks', 'hell', 'like', 'fulfills', 'hardass', 'exes', 'nonrhinestone', 'beige']","['looks like rhinestone town', 'looks like rhinestone', 'rhinestone kind rhinestone would']","['looks like rhinestone town', 'looks like rhinestone', 'rhinestone kind rhinestone would']"
36,22,36_cowboys_singing_song_singin,"['cowboys', 'singing', 'song', 'singin', 'theme', 'dang', 'sing', 'drones', 'cameron', 'cowboybut']","['oh nonot another night drunken cowboys singin sweet caroline', 'want cowboys sweetheart song want use personal theme song', 'dang blast must singing cowboys hang']","['oh nonot another night drunken cowboys singin sweet caroline', 'want cowboys sweetheart song want use personal theme song', 'dang blast must singing cowboys hang']"
37,21,37_zookeepers_crocodile_home_working,"['zookeepers', 'crocodile', 'home', 'working', 'guess', 'zoo', 'bring', 'watching', 'work', 'ethologists']","['zookeepers bring work home', 'well guess even zookeepers work home', 'guess even zookeepers working home']","['zookeepers bring work home', 'well guess even zookeepers work home', 'guess even zookeepers working home']"
38,20,38_croquet_cowboys_corral_mallets,"['croquet', 'cowboys', 'corral', 'mallets', 'ont', 'les', 'play', 'gunfight', 'wyatt', 'arquées']","['real cowboys play croquet', 'call croquet cowboys', 'cowboys croquet made']","['real cowboys play croquet', 'call croquet cowboys', 'cowboys croquet made']"
