Topic,Count,Name,Representation,Representative_Docs,Representative Documents
50,49,50_mask_wears_nose_wear,"['mask', 'wears', 'nose', 'wear', 'masks', 'wearing', 'disguises', 'chin', 'face', 'correctly']","['owner wear mask nose', 'yeah owner wears mask nose', 'owner wears mask nose']","['owner wear mask nose', 'yeah owner wears mask nose', 'owner wears mask nose']"
51,47,51_dane_great_greyhound_danes,"['dane', 'great', 'greyhound', 'danes', 'previous', 'unseen', 'sight', 'owner', 'ceilings', 'deported']","['previous owner great dane', 'previous owner great dane', 'previous owner great dane']","['previous owner great dane', 'previous owner great dane', 'previous owner great dane']"
52,47,52_interview_interviewing_interviews_process,"['interview', 'interviewing', 'interviews', 'process', 'position', 'candidates', 'step', 'nda', 'job', 'rule']","['final step interview process', 'position short interview process', 'one last thing interview process']","['final step interview process', 'position short interview process', 'one last thing interview process']"
53,47,53_manual_read_directions_instructions,"['manual', 'read', 'directions', 'instructions', 'reads', 'owners', 'sandwich', 'lost', 'peanut', 'butter']","['owners manual', 'owners manual', 'owners manual']","['owners manual', 'owners manual', 'owners manual']"
54,46,54_desk_pull_furniture_excaliber,"['desk', 'pull', 'furniture', 'excaliber', 'true', 'young', 'excoffee', 'aspire', 'hunched', 'hunk']","['pull desk get', 'pull desk next', 'pull desk next']","['pull desk get', 'pull desk next', 'pull desk next']"
55,45,55_board_boards_slave_ship,"['board', 'boards', 'slave', 'ship', 'decided', 'ouija', 'picks', 'differently', 'specific', 'pick']","['board decided better way pick next', 'board decided whoever remove new', 'board looking new']","['board decided better way pick next', 'board decided whoever remove new', 'board looking new']"
56,45,56_ownership_home_burden_burdensome,"['ownership', 'home', 'burden', 'burdensome', 'uphill', 'metaphor', 'weight', 'expected', 'carry', 'benefits']","['expecting home ownership burden', 'knew home ownership would burden', 'never thought home ownership would burden']","['expecting home ownership burden', 'knew home ownership would burden', 'never thought home ownership would burden']"
57,44,57_order_orders_issued_trump,"['order', 'orders', 'issued', 'trump', 'terms', 'signed', 'annexing', 'russia', 'president', 'pack']","['final act two terms office trump issued order annexing area russia', 'final act two terms office trump issued order annexing area russia', 'another order']","['final act two terms office trump issued order annexing area russia', 'final act two terms office trump issued order annexing area russia', 'another order']"
58,44,58_genie_wishes_grant_wish,"['genie', 'wishes', 'grant', 'wish', 'wisher', 'lamp', 'grants', 'genies', 'options', 'command']","['ownership profits general life improvements made wishes resulting granting performed hereunder shall reside genie llc however genie llc agrees grant wisher option negotiate exclusive license for', 'grant three wishes', 'genie grant three wishes']","['ownership profits general life improvements made wishes resulting granting performed hereunder shall reside genie llc however genie llc agrees grant wisher option negotiate exclusive license for', 'grant three wishes', 'genie grant three wishes']"
59,43,59_sword_remove_removes_shall,"['sword', 'remove', 'removes', 'shall', 'whosoever', 'removeth', 'janitor', 'extracts', 'extract', 'removing']","['remove sword becomes', 'remove sword become next', 'whosoever shall remove sword']","['remove sword becomes', 'remove sword become next', 'whosoever shall remove sword']"
60,42,60_assistants_personal_legal_research,"['assistants', 'personal', 'legal', 'research', 'lab', 'results', 'hands', 'needed', 'banksys', 'eagle']","['research assistants', 'bad assistants know', 'personal assistants top']","['research assistants', 'bad assistants know', 'personal assistants top']"
61,40,61_test_final_testing_eq,"['test', 'final', 'testing', 'eq', 'congratulations', 'tests', 'product', 'subject', 'candidate', '50k']","['real test', 'like 1 test become', 'new test becoming']","['real test', 'like 1 test become', 'new test becoming']"
62,40,62_evolving_darwin_situation_case,"['evolving', 'darwin', 'situation', 'case', 'years', 'tell', 'evidence', 'inspector', 'thesis', 'billion']","['tell evolving situation', 'tell situation evolving', 'call case evolving']","['tell evolving situation', 'tell situation evolving', 'call case evolving']"
63,40,63_disappear_assistants_harassment_sexual,"['disappear', 'assistants', 'harassment', 'sexual', 'wand', 'watch', 'sexually', 'wave', 'abracadabra', 'disappears']","['watch make assistants sexual harassment claim disappear right eyes', 'watch make beautiful assistants sexual harassment complaint disappear', 'watch make lovely assistants sexual harassment claim disappear']","['watch make assistants sexual harassment claim disappear right eyes', 'watch make beautiful assistants sexual harassment complaint disappear', 'watch make lovely assistants sexual harassment claim disappear']"
64,40,64_cone_stitches_lick_cones,"['cone', 'stitches', 'lick', 'cones', 'licking', 'fashion', 'wearing', 'fooled', 'pride', 'hat']","['silly owners promised cone thought meant ice cream cone fool', 'owner calls cone pride', 'owner put cone like lick stitches leg']","['silly owners promised cone thought meant ice cream cone fool', 'owner calls cone pride', 'owner put cone like lick stitches leg']"
65,39,65_golf_miniature_ball_avid,"['golf', 'miniature', 'ball', 'avid', 'course', 'golfer', 'courses', 'balls', 'damage', 'minigolf']","['good question sellers miniature golf course', 'owner big miniature golf fan', 'think miniature golf homeowner']","['good question sellers miniature golf course', 'owner big miniature golf fan', 'think miniature golf homeowner']"
66,39,66_sleep_nap_bed_sleeping,"['sleep', 'nap', 'bed', 'sleeping', 'sleeps', 'sleepwalker', 'sleepovers', 'mattress', 'naps', 'murphy']","['sometimes owner needs sleep bad boy', 'bad sometimes owners wife makes sleep', 'owner likes sleep sometimes']","['sometimes owner needs sleep bad boy', 'bad sometimes owners wife makes sleep', 'owner likes sleep sometimes']"
67,39,67_laundry_washer_dryer_dirty,"['laundry', 'washer', 'dryer', 'dirty', 'wash', 'laundromat', 'washing', 'washerdryer', 'shirt', 'took']","['former owners took laundry', 'previous owner took laundry', 'last owner lot dirty laundry']","['former owners took laundry', 'previous owner took laundry', 'last owner lot dirty laundry']"
68,38,68_book_booksellers_independent_books,"['book', 'booksellers', 'independent', 'books', 'avenue', 'amazon', 'bookstore', 'list', 'best', 'bookstores']","['nyc independent booksellers really gone create bespoke genuine alligator book covers', 'original amazon book', 'amazon book buyers']","['nyc independent booksellers really gone create bespoke genuine alligator book covers', 'original amazon book', 'amazon book buyers']"
69,37,69_diversity_program_vis_meet,"['diversity', 'program', 'vis', 'meet', 'diversify', 'introduce', 'inclusion', 'new', 'groupthink', 'jerome']","['one diversity', 'new diversity', 'new diversity']","['one diversity', 'new diversity', 'new diversity']"
70,37,70_stockbroker_stockbrokers_profit_ted,"['stockbroker', 'stockbrokers', 'profit', 'ted', 'heyhoney', 'greenspan', 'booga', 'doubled', '583', 'apropos']","['stockbroker sent', 'hey stockbroker', 'still stockbroker never']","['stockbroker sent', 'hey stockbroker', 'still stockbroker never']"
71,36,71_giraffe_giraffes_walked_deal,"['giraffe', 'giraffes', 'walked', 'deal', 'prior', 'couple', 'pet', 'girafe', 'african', 'crossbreed']","['previous owner giraffe', 'former owner giraffe', 'last owner giraffe']","['previous owner giraffe', 'former owner giraffe', 'last owner giraffe']"
72,36,72_heads_hat_faceoff_roll,"['heads', 'hat', 'faceoff', 'roll', 'face', 'ichabod', 'crane', 'thanks', 'crowner', 'announcing']","['wants heads roll', 'well new say heads going roll', 'heads here']","['wants heads roll', 'well new say heads going roll', 'heads here']"
73,34,73_days_win_truth_appointments,"['days', 'win', 'truth', 'appointments', 'esmeralda', 'halo', 'backsies', 'arbonne', 'nearby', 'lounging']","['something fast six days', '2 days sure called', 'red sam came told wife quit lounging counter hurry people order khaki trousers reached hip bones stomach hung like sack meal swaying shirt came sat table nearby let combination sigh yodel win said win wiped sweating red face gray handkerchief days know trust said truth']","['something fast six days', '2 days sure called', 'red sam came told wife quit lounging counter hurry people order khaki trousers reached hip bones stomach hung like sack meal swaying shirt came sat table nearby let combination sigh yodel win said win wiped sweating red face gray handkerchief days know trust said truth']"
74,33,74_think_misunderstood_cubism_needs,"['think', 'misunderstood', 'cubism', 'needs', 'perspective', 'material', 'meant', 'entailed', 'aces', 'argument']","['think need', 'think meant said needed take bolder action rise clan rank', 'go well think may misunderstood meant']","['think need', 'think meant said needed take bolder action rise clan rank', 'go well think may misunderstood meant']"
75,33,75_brokers_brokerage_fee_brokered,"['brokers', 'brokerage', 'fee', 'brokered', 'waive', 'stock', 'convention', 'stocks', 'deadend', 'dipped']","['well least brokers fee', 'found brokers r us', 'brokers us']","['well least brokers fee', 'found brokers r us', 'brokers us']"
76,33,76_china_bull_shop_bullish,"['china', 'bull', 'shop', 'bullish', 'fine', 'chinese', 'feeling', 'customerfocused', 'mfa', 'fragility']","['previous owners china', 'say bull china shop best damn ever', 'know worry bull china shop top got']","['previous owners china', 'say bull china shop best damn ever', 'know worry bull china shop top got']"
77,33,77_geese_goose_bird_snowbirds,"['geese', 'goose', 'bird', 'snowbirds', 'pigeon', 'birds', 'pigeons', 'eggs', 'canada', 'flying']","['heard carrier pigeons legal eagles geese world coming', 'thing goose owner press charges return golden eggs lawyer took eggs fee goose cooked', 'owner hunts canadian geese minnesota swears magnum goose decoys pull 100s']","['heard carrier pigeons legal eagles geese world coming', 'thing goose owner press charges return golden eggs lawyer took eggs fee goose cooked', 'owner hunts canadian geese minnesota swears magnum goose decoys pull 100s']"
78,32,78_green_little_going_complied,"['green', 'little', 'going', 'complied', 'ehm', 'icon', 'chieftains', 'initiatives', 'hearty', 'potter']","['new looks little green', 'new little green think', 'little green']","['new looks little green', 'new little green think', 'little green']"
79,32,79_staff_laugh_easier_instituted,"['staff', 'laugh', 'easier', 'instituted', 'abba', 'wawa', 'scheduling', 'shepards', 'scouting', 'omelet']","['new staff', 'new staff', 'new staff']","['new staff', 'new staff', 'new staff']"
80,31,80_compensation_thanks_burnout_pay,"['compensation', 'thanks', 'burnout', 'pay', 'package', 'bonuses', 'salary', 'based', 'junior', 'budget']","['great pleasure announce year compensation plan include bonuses despite quarterly losses thanks new private equity investor peter pumpkin eater llc', 'last satisfied compensation package', 'see determine compensation']","['great pleasure announce year compensation plan include bonuses despite quarterly losses thanks new private equity investor peter pumpkin eater llc', 'last satisfied compensation package', 'see determine compensation']"
81,30,81_complaint_complaints_aaaaand_angrily,"['complaint', 'complaints', 'aaaaand', 'angrily', 'concierge', 'complaintwe', 'bettelheim', 'crummy', 'constriction', 'disciplinary']","['quickly tell complaint', 'complaint today', 'please describe complaint']","['quickly tell complaint', 'complaint today', 'please describe complaint']"
82,30,82_nasa_holst_telescope_view,"['nasa', 'holst', 'telescope', 'view', 'webb', 'astronaut', 'rocket', 'james', 'works', 'planet']","['previous owner nasa loved view', 'former owner mr holst loved view', 'previous owner works nasa hubble telescope views sent screen behind window']","['previous owner nasa loved view', 'former owner mr holst loved view', 'previous owner works nasa hubble telescope views sent screen behind window']"
83,30,83_position_open_filled_track,"['position', 'open', 'filled', 'track', 'case', 'interim', 'emerged', 'horizontal', 'hunch', 'modify']","['position open long time', 'looks like position still open', 'going position']","['position open long time', 'looks like position still open', 'going position']"
84,29,84_promotion_promoted_got_barketing,"['promotion', 'promoted', 'got', 'barketing', 'peeper', 'champ', 'doddfrank', 'congrats', 'welli', 'experienced']","['said got promoted', 'got promoted', 'got promoted']","['said got promoted', 'got promoted', 'got promoted']"
85,29,85_diversity_officer_introduce_welcoming,"['diversity', 'officer', 'introduce', 'welcoming', 'inclusion', 'cal', 'monstercoms', 'fronting', 'accommodating', 'racial']","['please welcome new diversity officer', 'wants diversity officer', 'let diversity officer go']","['please welcome new diversity officer', 'wants diversity officer', 'let diversity officer go']"
86,29,86_lamp_shade_light_candle,"['lamp', 'shade', 'light', 'candle', 'lampshade', 'establishment', 'fixture', 'bulb', 'touching', 'seen']","['skin problem owner thought would look good lamp shade', 'lamp shade things got crazy owner left work', 'silly seen owner wears lamp shade']","['skin problem owner thought would look good lamp shade', 'lamp shade things got crazy owner left work', 'silly seen owner wears lamp shade']"
87,29,87_officer_excalibur_police_title,"['officer', 'excalibur', 'police', 'title', 'enforcement', 'copclown', 'ctochief', 'copbad', 'colossal', 'petty']","['title excalibur officer', 'take us officer', 'officer serious']","['title excalibur officer', 'take us officer', 'officer serious']"
88,29,88_downsize_downsizing_downsized_nesters,"['downsize', 'downsizing', 'downsized', 'nesters', 'sellers', 'smaller', 'couple', 'decided', 'carveout', 'abysmal']","['sellers empty nesters downsizing', 'previous owners couple empty nesters looking downsize', 'owners empty nesters looking downsize']","['sellers empty nesters downsizing', 'previous owners couple empty nesters looking downsize', 'owners empty nesters looking downsize']"
89,29,89_climate_carbon_warming_global,"['climate', 'carbon', 'warming', 'global', 'change', 'footprint', 'co2', 'mercury', 'retrograde', 'zero']","['image represent hunters gun owners deniers science evolution global warming least extinct global warming', 'next climate change real', 'global warming initiative eliminated ceos carbon footprint completely']","['image represent hunters gun owners deniers science evolution global warming least extinct global warming', 'next climate change real', 'global warming initiative eliminated ceos carbon footprint completely']"
90,29,90_bean_jack_beans_counter,"['bean', 'jack', 'beans', 'counter', 'magic', 'beanstalk', 'clouds', 'beanpole', 'counters', 'jacks']","['everyone welcome jack new cbc bean counter', 'jack bean stockbrokers', 'bean counter jack']","['everyone welcome jack new cbc bean counter', 'jack bean stockbrokers', 'bean counter jack']"
91,28,91_ball_balls_baseball_curve,"['ball', 'balls', 'baseball', 'curve', 'mlb', 'thrown', 'obstruction', 'ownerll', 'pookie', 'pinkie']","['previous owner many balls', 'owners would get keep balls', 'former owners say ball']","['previous owner many balls', 'owners would get keep balls', 'former owners say ball']"
92,28,92_ask_want_piranha_vender,"['ask', 'want', 'piranha', 'vender', 'answering', 'snaps', 'explore', 'spirit', 'carefully', 'brother']","['ask help', 'ask couple questions please listen carefully answering', 'first ask really want']","['ask help', 'ask couple questions please listen carefully answering', 'first ask really want']"
93,28,93_cave_caveowners_association_pit,"['cave', 'caveowners', 'association', 'pit', 'building', 'art', 'barb', 'caves', 'cavedweller', 'sentenced']","['hope cave owners', 'cave owners association cover', 'would go cave anyone except']","['hope cave owners', 'cave owners association cover', 'would go cave anyone except']"
