caption_index,category,funniness_score,contest_id,caption,cleaned_caption,topic,topic_probability
25828,Sports and Fitness,29.75115207373272,6,hmmm coyote guess go panko crusted roadrunner instead,hmmm coyote guess go panko crusted roadrunner instead,22,0.4391430057679247
29205,Sports and Fitness,27.244239631336406,6,almost ran actual road runner car business trip arizona last week things fast,almost ran actual road car business trip arizona last week things fast,22,0.6016995804340178
35459,Sports and Fitness,27.244239631336406,7,look dark side juries like diversity,look dark side juries like diversity,12,0.7177831139828075
38088,Sports and Fitness,29.511520737327192,8,last republican front runners,last republican front runners,-1,0.0
38222,Sports and Fitness,28.884792626728114,8,republican front runner trump came along,republican front trump came along,-1,0.0
38688,Sports and Fitness,27.28110599078341,8,sand traps confusing nongolfer,sand traps confusing nongolfer,26,0.24798114027671717
40054,Sports and Fitness,24.70046082949309,8,want back ask mom pitcher margaritas,want back ask mom margaritas,14,0.42581620544297066
40868,Sports and Fitness,23.64976958525346,8,endless pools diversifying,endless pools diversifying,0,1.0
41389,Sports and Fitness,22.857142857142858,8,yeah guy neddy merrill swimmer told swimming home bad idea,yeah guy neddy merrill told swimming home bad idea,8,1.0
41711,Sports and Fitness,22.211981566820278,8,show runner survivor,show survivor,-1,0.0
41984,Sports and Fitness,21.898617511520737,8,loretta training working diversity play stinkin sandbox,loretta training working diversity play stinkin sandbox,5,0.6309789377111816
43822,Sports and Fitness,27.741935483870968,9,brownnosed variety yellowbellied flycatcher,brownnosed variety yellowbellied flycatcher,33,0.3646058547956466
51926,Sports and Fitness,23.64976958525346,10,feel sense inferiority frontrunners backup hairdo,feel sense inferiority frontrunners backup hairdo,-1,0.0
53555,Sports and Fitness,35.133640552995395,11,diverts attention tiny hands,diverts attention tiny hands,-1,0.0
55387,Sports and Fitness,26.746543778801847,11,ones mini golfers,ones mini golfers,26,0.3685196050674056
57017,Sports and Fitness,24.331797235023043,11,consolation prize received runner last golf tournament,consolation prize received last golf tournament,26,0.7084346342875703
57530,Sports and Fitness,23.57603686635945,11,big umbrella bad golfer,big umbrella bad,-1,0.0
57903,Sports and Fitness,22.930875576036872,11,also considered dronediverter,also considered dronediverter,47,0.2541815997797625
57959,Sports and Fitness,22.857142857142858,11,call katrina catcher,call katrina,-1,0.0
58491,Sports and Fitness,21.695852534562214,11,please avail divine protection modest water repellant diversionary conveyance,please avail divine protection modest water repellant diversionary conveyance,-1,0.0
58693,Sports and Fitness,32.516129032258064,12,quite sure personal trainer meant bodybuilding,quite sure meant bodybuilding,29,0.5672012520012695
61941,Sports and Fitness,21.714285714285715,12,stem cell telethon showrunner see sir,stem cell telethon showrunner see sir,21,1.0
66250,Sports and Fitness,23.11520737327189,13,twelfth one parties front runner president,twelfth one parties front president,-1,0.0
67752,Sports and Fitness,28.62672811059908,14,biodiversity assyou going,biodiversity assyou going,28,1.0
67814,Sports and Fitness,27.981566820276498,14,knew hbo series would diverge books seems like bit stretch,knew hbo series would diverge books seems like bit stretch,1,1.0
68638,Sports and Fitness,24.995391705069125,14,medieval personal trainer prithee parry thy left forelimb work undersized bicep,medieval prithee parry thy left forelimb work undersized bicep,-1,0.0
69729,Sports and Fitness,22.838709677419356,14,shall defeat dragon locking longterm contract personal trainer,shall defeat dragon locking longterm contract,-1,0.0
70229,Sports and Fitness,22.17511520737327,14,would heard rumors russian athletes taking performanceenhancing substances thought fencing would clean,would heard rumors russian athletes taking performanceenhancing substances thought fencing would clean,15,1.0
73024,Sports and Fitness,24.921658986175114,15,knowi know looks ridiculous size left republican front runner,knowi know looks ridiculous size left republican front,-1,0.0
73095,Sports and Fitness,24.755760368663594,15,personal trainer miracle worker,miracle worker,29,0.6372425720515085
75196,Sports and Fitness,21.5483870967742,15,quotas lived good life admission policy aims diversity important part lifetime experience,quotas lived good life admission policy aims diversity important part lifetime experience,-1,0.0
76856,Sports and Fitness,27.981566820276498,16,nice meet though expecting baseball players,nice meet though expecting players,-1,0.0
77055,Sports and Fitness,27.170506912442395,16,hi use pitcher 250 mph fastball guy,hi use 250 mph fastball guy,-1,0.0
78134,Sports and Fitness,24.092165898617512,16,greeting announce diversity program,greeting announce diversity program,-1,0.0
80560,Sports and Fitness,20.31336405529954,16,hey time biodiversity party,hey time biodiversity party,28,1.0
83979,Sports and Fitness,23.64976958525346,17,pleased call first meeting divergent thinking task force order,pleased call first meeting divergent thinking task force order,17,0.32470051202133565
84485,Sports and Fitness,22.617511520737327,17,diversity policy success leveled playing field,diversity policy success leveled playing field,32,1.0
84543,Sports and Fitness,22.617511520737327,17,evaluation report suggests divergence strategic perspective among management group,evaluation report suggests divergence strategic perspective among management group,0,1.0
87190,Sports and Fitness,26.599078341013826,18,got hooked road runner cartoons,got hooked road cartoons,22,0.4182273240475001
87510,Sports and Fitness,25.880184331797235,18,sipress draw hand toe holds nothing skydiver without parachute,sipress draw hand toe holds nothing skydiver without parachute,47,1.0
89357,Sports and Fitness,21.880184331797235,18,bob became first amateur drone catcher,bob became first amateur drone,47,0.2238415081199311
92602,Sports and Fitness,21.6036866359447,19,ropemaker went bahamas winter aggravates gout ratcatcher passed ale feast,ropemaker went bahamas winter aggravates gout ratcatcher passed ale feast,9,0.3009087671241204
93337,Sports and Fitness,18.94930875576037,19,prince attend four score drummers,prince attend four score drummers,27,1.0
93725,Sports and Fitness,29.050691244239637,20,diversity tv think stop pretending sisters,diversity tv think stop pretending sisters,-1,0.0
94288,Sports and Fitness,25.861751152073733,20,even new flat screen tv basketball players look really short,even new flat screen tv players look really short,-1,0.0
95597,Sports and Fitness,22.470046082949313,20,could find horizontal format sensitivity diversity population,could find horizontal format sensitivity diversity population,-1,0.0
95946,Sports and Fitness,21.714285714285715,20,know said diversity think meant us,know said diversity think meant us,38,0.8986128544423202
99010,Sports and Fitness,21.93548387096774,21,uber diver moby,uber diver moby,1,0.7519861280846862
102830,Sports and Fitness,17.43778801843318,21,following guidelines athletes sailing rio 2016,following guidelines athletes sailing rio 2016,8,0.38737957558554403
103765,Sports and Fitness,29.345622119815673,22,madam sorry bucket drummers come rush hour,madam sorry bucket drummers come rush hour,27,1.0
105687,Sports and Fitness,24.110599078341018,22,anything good cow catcher,anything good cow,-1,0.0
106185,Sports and Fitness,23.244239631336406,22,today cow catcher steak special,today cow steak special,-1,0.0
106266,Sports and Fitness,23.207373271889402,22,may suggest starting ear plugs pitcher house moonshine,may suggest starting ear plugs house moonshine,-1,0.0
107848,Sports and Fitness,20.110599078341014,22,may suggest cow catcher surprise,may suggest cow surprise,-1,0.0
108857,Sports and Fitness,27.539170506912445,23,well complete diversity hiring program,well complete diversity hiring program,52,1.0
108886,Sports and Fitness,27.447004608294932,23,great diversity,great diversity,12,0.5983233657734729
108916,Sports and Fitness,27.29953917050691,23,meant diversity,meant diversity,-1,0.0
109009,Sports and Fitness,26.820276497695854,23,finally diversity bring pet work day,finally diversity bring pet work day,-1,0.0
109055,Sports and Fitness,26.63594470046083,23,sure brazil believe extradited right swimmer,sure brazil believe extradited right,-1,0.0
109199,Sports and Fitness,26.101382488479263,23,discussed increasing diversity something bit different mind,discussed increasing diversity something bit different mind,-1,0.0
109360,Sports and Fitness,25.529953917050694,23,meant said needed promote diversity workplace,meant said needed promote diversity workplace,11,1.0
109582,Sports and Fitness,24.95852534562212,23,see diversity program moved beyond hominids,see diversity program moved beyond hominids,16,0.8739899073514398
109903,Sports and Fitness,24.16589861751152,23,see diversity training working,see diversity training working,5,0.4839342869351458
110175,Sports and Fitness,23.557603686635943,23,oh time biodiversity workplace training,oh time biodiversity workplace training,28,0.45297059747112844
110387,Sports and Fitness,23.188940092165904,23,hunt diverse hires going end us,hunt diverse hires going end us,6,0.2898449118719713
110419,Sports and Fitness,23.170506912442395,23,guess increasing diversity k9 workforce,guess increasing diversity k9 workforce,11,0.6973643054895696
110447,Sports and Fitness,23.13364055299539,23,diversity hire,diversity hire,6,1.0
110682,Sports and Fitness,22.525345622119815,23,really enforcing diversity quotas huh,really enforcing diversity quotas huh,-1,0.0
111003,Sports and Fitness,21.91705069124424,23,thought diversity training next week,thought diversity training next week,5,0.35639351712352024
111084,Sports and Fitness,21.714285714285715,23,usually celebrate diversity yucky,usually celebrate diversity yucky,-1,0.0
111116,Sports and Fitness,21.714285714285715,23,diversity training check hr,diversity training check hr,5,0.8203065523081718
111285,Sports and Fitness,21.308755760368662,23,think marketing team meeting diversity goals,think marketing team meeting diversity goals,50,0.9622183488978882
111496,Sports and Fitness,21.032258064516128,23,said wanted diversity right guy sees tongue,said wanted diversity right guy sees tongue,12,0.6889425675898466
111778,Sports and Fitness,20.350230414746544,23,olympic swimmers,olympic swimmers,8,0.8426504968646126
112075,Sports and Fitness,19.52073732718894,23,diversifying real estate,diversifying real estate,0,1.0
112116,Sports and Fitness,19.52073732718894,23,key implementation updated affirmative action diversity protocols,key implementation updated affirmative action diversity protocols,-1,0.0
113090,Sports and Fitness,27.557603686635943,24,one likes backseat diver,one likes backseat diver,1,1.0
114228,Sports and Fitness,24.47926267281106,24,sperm whale donor honey know good swimmer,sperm whale donor honey know good,14,0.3654857668662444
114399,Sports and Fitness,24.22119815668203,24,nobody likes back seat diver frank,nobody likes back seat diver frank,1,1.0
114883,Sports and Fitness,23.428571428571427,24,steve stop back seat diver,steve stop back seat diver,1,1.0
114907,Sports and Fitness,23.410138248847925,24,worst back seat diver ever,worst back seat diver ever,1,1.0
115450,Sports and Fitness,22.672811059907833,24,warned back seat diver,warned back seat diver,1,1.0
115484,Sports and Fitness,22.617511520737327,24,know back seat divers annoying,know back seat divers annoying,1,1.0
115995,Sports and Fitness,21.97235023041475,24,back seat diverback seat driver,back seat diverback seat driver,1,1.0
116126,Sports and Fitness,21.75115207373272,24,nothing worse backseat diver,nothing worse backseat diver,1,1.0
116231,Sports and Fitness,21.566820276497698,24,trying best ignore backseat diver,trying best ignore backseat diver,1,1.0
116236,Sports and Fitness,21.566820276497698,24,never liked backseat diver,never liked backseat diver,1,1.0
116247,Sports and Fitness,21.566820276497698,24,got breath mint back seat diver,got breath mint back seat diver,1,1.0
116363,Sports and Fitness,21.456221198156683,24,want backseat diver,want backseat diver,1,1.0
116783,Sports and Fitness,20.847926267281107,24,told aquatically diverse carpool,told aquatically diverse carpool,33,1.0
116842,Sports and Fitness,20.847926267281107,24,bob hated backseat diver,bob hated backseat diver,1,1.0
116876,Sports and Fitness,20.847926267281107,24,nobody likes backseat diver,nobody likes backseat diver,1,1.0
116944,Sports and Fitness,20.755760368663598,24,backseat diver,backseat diver,1,1.0
117196,Sports and Fitness,20.516129032258064,24,stan worst backseat diver,stan worst backseat diver,1,1.0
117266,Sports and Fitness,20.516129032258064,24,get krill becomes bit backseat diver,get krill becomes bit backseat diver,1,1.0
117752,Sports and Fitness,19.944700460829495,24,mind backseat diver,mind backseat diver,1,1.0
118135,Sports and Fitness,19.29953917050691,24,want uber driver picks scuba divers think best idea hun,want uber driver picks scuba divers think best idea hun,1,1.0
118611,Sports and Fitness,17.640552995391705,24,sense diversre searching mysticeti,sense diversre searching mysticeti,0,1.0
120950,Sports and Fitness,24.663594470046082,25,maybe help two roads diverged wood,maybe help two roads diverged wood,39,0.98762485455186
123820,Sports and Fitness,21.12442396313364,25,yes afraid matter recommend personal trainer help bulk,yes afraid matter recommend help bulk,8,0.6547829853400446
124112,Sports and Fitness,20.70046082949309,25,stop thinking basketball players,stop thinking players,-1,0.0
126485,Sports and Fitness,23.59447004608295,26,far got diverted need persuade carve 1 99,far got diverted need persuade carve 1 99,34,1.0
134063,Sports and Fitness,29.511520737327192,28,know sometimes different drummer bad musician,know sometimes different bad musician,27,1.0
134526,Sports and Fitness,25.990783410138253,28,never hear drummer,never hear,4,0.6563011176073474
135051,Sports and Fitness,24.202764976958527,28,obviously never saw roadrunner cartoon,obviously never saw roadrunner cartoon,22,0.4674923563046111
135067,Sports and Fitness,24.16589861751152,28,always marched different drummer,always marched different,19,1.0
135318,Sports and Fitness,23.64976958525346,28,watching many road runner cartoons,watching many road cartoons,22,0.4240110132383516
135510,Sports and Fitness,23.170506912442395,28,never seen road runner cartoon,never seen road cartoon,22,0.4674923563046111
135558,Sports and Fitness,23.11520737327189,28,watched way many roadrunner cartoons,watched way many roadrunner cartoons,22,0.4674923563046111
135574,Sports and Fitness,23.078341013824886,28,marches really different drummer,marches really different,19,1.0
135844,Sports and Fitness,22.672811059907833,28,always marched tune different drummer,always marched tune different,19,1.0
136329,Sports and Fitness,21.953917050691246,28,walks beat different drummer,walks beat different,-1,0.0
136368,Sports and Fitness,21.91705069124424,28,roadrunner showed,roadrunner showed,22,1.0
136434,Sports and Fitness,21.788018433179722,28,guys think roadrunner went way,guys think roadrunner went way,22,0.9167772204300361
136698,Sports and Fitness,21.327188940092167,28,well always march beat different drummer,well always march beat different,19,1.0
136739,Sports and Fitness,21.253456221198157,28,told marches different drummer,told marches different,19,1.0
136806,Sports and Fitness,21.161290322580644,28,think listening different drummer,think listening different,27,0.6166777455100573
137274,Sports and Fitness,20.608294930875577,28,ever watched roadrunner cartoon,ever watched roadrunner cartoon,22,0.4674923563046111
137370,Sports and Fitness,20.42396313364056,28,give roadrunner regards,give roadrunner regards,22,1.0
137854,Sports and Fitness,19.50230414746544,28,helluva good cross trainers,helluva good cross trainers,29,0.7110249782882557
137930,Sports and Fitness,19.33640552995392,28,bertrand always marched drummer,bertrand always marched,19,1.0
137949,Sports and Fitness,19.29953917050691,28,jeremy always marched beat different drummer,jeremy always marched beat different,19,1.0
138530,Sports and Fitness,18.101382488479263,28,related road runner,related road,22,0.4029216961452846
139176,Sports and Fitness,28.12903225806452,29,giving runners heart attacks,giving runners heart attacks,20,0.9284681273502507
140551,Sports and Fitness,23.723502304147466,29,see told runner,see told,4,0.8073420498612405
142567,Sports and Fitness,20.552995391705068,29,need training expect catch real runners,need training expect catch real runners,20,0.9170741259792222
145459,Sports and Fitness,23.059907834101388,30,brilliant ploy divert attention height,brilliant ploy divert attention height,-1,0.0
156850,Sports and Fitness,24.663594470046082,32,said desk jockeys honestly know would horses,said desk jockeys honestly know would horses,54,1.0
157657,Sports and Fitness,21.898617511520737,32,two heads seem better one solving diversity problem,two heads seem better one solving diversity problem,53,1.0
158475,Sports and Fitness,20.847926267281107,32,gall say lack diversity,gall say lack diversity,-1,0.0
159760,Sports and Fitness,19.539170506912445,32,dave meant said tim needed desk jockeys,dave meant said tim needed desk jockeys,54,1.0
159921,Sports and Fitness,19.041474654377886,32,swiftly shake desk jockeys tryna get ahead end defeet,swiftly shake desk jockeys tryna get ahead end defeet,54,1.0
160650,Sports and Fitness,33.382488479262676,33,another biodiversity hire,another biodiversity hire,28,0.6047981953209389
160697,Sports and Fitness,32.70046082949309,33,pushed diversity far,pushed diversity far,38,0.9261653658443229
160789,Sports and Fitness,31.631336405529954,33,ftd somewhat different view diversity,ftd somewhat different view diversity,-1,0.0
160864,Sports and Fitness,30.80184331797235,33,board thought needed biodiversity,board thought needed biodiversity,28,0.2861027092698058
161035,Sports and Fitness,29.640552995391708,33,shareholders complaining lack biodiversity board,shareholders complaining lack biodiversity board,-1,0.0
161086,Sports and Fitness,29.327188940092167,33,heard biodiversity hire,heard biodiversity hire,28,0.4574439313598954
161117,Sports and Fitness,29.179723502304146,33,least agree biodiversity matters,least agree biodiversity matters,28,0.9178680204888661
161129,Sports and Fitness,29.06912442396314,33,part sustainability initiative diversity campaign,part sustainability initiative diversity campaign,18,0.48153016843508123
161214,Sports and Fitness,28.552995391705068,33,think taking boardroom diversity bit far,think taking boardroom diversity bit far,3,0.5036783562206614
161235,Sports and Fitness,28.47926267281106,33,adds diversity yet decreases carbon footprint,adds diversity yet decreases carbon footprint,-1,0.0
161254,Sports and Fitness,28.442396313364057,33,boards commitment diversity knew bounds,boards commitment diversity knew bounds,3,0.748954191860394
161338,Sports and Fitness,28.055299539170505,33,feel like need biodiversity,feel like need biodiversity,28,1.0
161347,Sports and Fitness,27.981566820276498,33,company decided increase biodiversity workforce,company decided increase biodiversity workforce,28,0.5424520423344229
161490,Sports and Fitness,27.557603686635943,33,despite increased biodiversity board directors hr continued receive complaints asexual nature,despite increased biodiversity board directors hr continued receive complaints asexual nature,28,0.14343981136995265
161569,Sports and Fitness,27.29953917050691,33,expert workplace biodiversity,expert workplace biodiversity,28,0.42373338620320633
161742,Sports and Fitness,26.63594470046083,33,search diversity officially,search diversity officially,12,0.726640438369505
161794,Sports and Fitness,26.4147465437788,33,need little bit biodiversity office,need little bit biodiversity office,28,1.0
161797,Sports and Fitness,26.4147465437788,33,organic sustainable local plus screams diversity board,organic sustainable local plus screams diversity board,3,0.4129382066678141
161836,Sports and Fitness,26.28571428571429,33,told find diversity hire would upset rest board,told find diversity hire would upset rest board,6,0.3655914019439689
162003,Sports and Fitness,25.843317972350235,33,may taking diversity far,may taking diversity far,38,1.0
162020,Sports and Fitness,25.732718894009217,33,thank support biodiversity,thank support biodiversity,28,1.0
162091,Sports and Fitness,25.640552995391705,33,sure made strides biodiversity,sure made strides biodiversity,28,1.0
162101,Sports and Fitness,25.640552995391705,33,company prides diversity,company prides diversity,24,0.7611821536250302
162110,Sports and Fitness,25.622119815668203,33,board diversity get biodiversity,board diversity get biodiversity,28,0.13716388354114348
162122,Sports and Fitness,25.622119815668203,33,smart strategy diversify hedge funds,smart strategy diversify hedge funds,0,1.0
162123,Sports and Fitness,25.622119815668203,33,board thought needed biodiversity,board thought needed biodiversity,28,0.3121430375685795
162137,Sports and Fitness,25.529953917050694,33,start let us congratulate adoption new radical diversity policy,start let us congratulate adoption new radical diversity policy,32,1.0
162177,Sports and Fitness,25.493087557603687,33,diversity quotas getting little hand,diversity quotas getting little hand,-1,0.0
162269,Sports and Fitness,25.364055299539174,33,diversity initiative really shaking things around,diversity initiative really shaking things around,18,1.0
162304,Sports and Fitness,25.27188940092166,33,company continue promote diversity,company continue promote diversity,24,0.8218376378595034
162399,Sports and Fitness,25.12442396313364,33,diversity hire,diversity hire,6,1.0
162412,Sports and Fitness,25.12442396313364,33,diversity initiative getting silly,diversity initiative getting silly,18,1.0
162428,Sports and Fitness,25.12442396313364,33,want us focus big pitcher,want us focus big,-1,0.0
162430,Sports and Fitness,25.12442396313364,33,think taking diversity far,think taking diversity far,38,1.0
162432,Sports and Fitness,25.12442396313364,33,new biodiversity hiring policy,new biodiversity hiring policy,28,0.46682887936474515
162562,Sports and Fitness,24.88479262672811,33,let us welcome newest member biodiversity initiative,let us welcome newest member biodiversity initiative,28,1.0
162581,Sports and Fitness,24.88479262672811,33,thanks sticking diversity finest,thanks sticking diversity finest,12,0.7145485758649667
162649,Sports and Fitness,24.737327188940096,33,biodiversity aside lead,biodiversity aside lead,28,0.8771352824996377
162655,Sports and Fitness,24.737327188940096,33,pleased report way ahead 2016 diversity workplace goals,pleased report way ahead 2016 diversity workplace goals,11,0.6624940938903147
162681,Sports and Fitness,24.737327188940096,33,board gender diversity one thing biodiversity takes root doomed,board gender diversity one thing biodiversity takes root doomed,28,0.12236104883282126
162685,Sports and Fitness,24.737327188940096,33,biodiversity well,biodiversity well,28,1.0
162713,Sports and Fitness,24.663594470046082,33,diversity goal want welcome euphorbia pulcherrima company,diversity goal want welcome euphorbia pulcherrima company,50,0.8477060722515135
162731,Sports and Fitness,24.663594470046082,33,boss big biodiversity hiring,boss big biodiversity hiring,28,0.412521200349774
162826,Sports and Fitness,24.497695852534562,33,mind pushed greater diversity upper management,mind pushed greater diversity upper management,11,0.2886230996571173
162873,Sports and Fitness,24.42396313364055,33,diversity hire,diversity hire,6,1.0
162937,Sports and Fitness,24.350230414746544,33,well diverse enough committee,well diverse enough committee,17,1.0
162968,Sports and Fitness,24.258064516129032,33,board considers reductio ad absurdum result diversity initiatives,board considers reductio ad absurdum result diversity initiatives,3,0.5426345440195256
162972,Sports and Fitness,24.258064516129032,33,new level boardroom diversity,new level boardroom diversity,3,0.6252206532240384
163018,Sports and Fitness,24.092165898617512,33,acme model employee biodiversity,acme model employee biodiversity,28,0.23265054592027137
163047,Sports and Fitness,24.092165898617512,33,heard took mba biodiversity,heard took mba biodiversity,28,0.666760219641835
163058,Sports and Fitness,24.092165898617512,33,welcome task force biodiversity,welcome task force biodiversity,28,1.0
163096,Sports and Fitness,23.92626728110599,33,company needs biodiversity,company needs biodiversity,28,0.8221551426148103
163122,Sports and Fitness,23.92626728110599,33,human resources hoping increase diversity,human resources hoping increase diversity,30,0.8704878894150847
163142,Sports and Fitness,23.92626728110599,33,think board diversity gone far,think board diversity gone far,3,1.0
163217,Sports and Fitness,23.723502304147466,33,know proud companys role promoting workplace diversitry,know proud companys role promoting workplace diversitry,24,0.6738169496411999
163268,Sports and Fitness,23.686635944700466,33,proud diversity program,proud diversity program,16,0.6035216963675291
163297,Sports and Fitness,23.64976958525346,33,weeks topic corporate diversity ecosexuality office plant,weeks topic corporate diversity ecosexuality office plant,-1,0.0
163376,Sports and Fitness,23.465437788018434,33,think carrying diversity thing little far,think carrying diversity thing little far,38,0.9681519642512971
163386,Sports and Fitness,23.465437788018434,33,perhaps taken diversity thing bit far,perhaps taken diversity thing bit far,38,1.0
163414,Sports and Fitness,23.465437788018434,33,2016 people diversity counts,2016 people diversity counts,-1,0.0
163433,Sports and Fitness,23.428571428571427,33,questions new biodiversity initiative,questions new biodiversity initiative,28,0.8989300182681107
163486,Sports and Fitness,23.336405529953918,33,diversity run amok,diversity run amok,-1,0.0
163558,Sports and Fitness,23.207373271889402,33,biodiversity training,biodiversity training,28,0.6116523347331105
163568,Sports and Fitness,23.207373271889402,33,goal embrace workplace diversity,goal embrace workplace diversity,11,1.0
163582,Sports and Fitness,23.207373271889402,33,call diversity gone rails,call diversity gone rails,-1,0.0
163586,Sports and Fitness,23.207373271889402,33,updating diversity standards include carbonneutral,updating diversity standards include carbonneutral,-1,0.0
163692,Sports and Fitness,23.02304147465438,33,biodiversity corporate diversitys final frontier,biodiversity corporate diversitys final frontier,28,0.5561328316862121
163825,Sports and Fitness,22.820276497695854,33,think diversity initiative finally gone far,think diversity initiative finally gone far,18,0.9042159827621528
164004,Sports and Fitness,22.562211981566826,33,beginning new true diversity program,beginning new true diversity program,16,1.0
164040,Sports and Fitness,22.506912442396313,33,employees plant wanted diversity board,employees plant wanted diversity board,3,0.6612398938746362
164047,Sports and Fitness,22.506912442396313,33,read lips long term investment diversification,read lips long term investment diversification,0,1.0
164053,Sports and Fitness,22.506912442396313,33,interest diversity would like welcome new employee plantasia,interest diversity would like welcome new employee plantasia,-1,0.0
164093,Sports and Fitness,22.43317972350231,33,taking diversity step far,taking diversity step far,35,0.7427356194426535
164283,Sports and Fitness,22.009216589861754,33,present recommendations subcommittee diversity,present recommendations subcommittee diversity,17,0.9523319115768265
164293,Sports and Fitness,22.009216589861754,33,diversity new corporate mantra questions,diversity new corporate mantra questions,24,0.9171471970763734
164560,Sports and Fitness,21.345622119815673,33,said think diversity filling chair mind,said think diversity filling chair mind,-1,0.0
