Topic,Count,Name,Representation,Representative_Docs,Representative Documents
9,178,9_pants_dress_suit_fashion,"['pants', 'dress', 'suit', 'fashion', 'robe', 'wearing', 'clothing', 'color', 'wear', 'suits']","['need dress get mr', 'please dress', 'dress even wearing pants']","['need dress get mr', 'please dress', 'dress even wearing pants']"
10,177,10_clown_clowns_circus_car,"['clown', 'clowns', 'circus', 'car', 'problem', 'di', 'cop', 'cars', 'ya', 'college']","['last clown got elected', 'good clown bad clown', 'well problem right lawyers clowns kind clown']","['last clown got elected', 'good clown bad clown', 'well problem right lawyers clowns kind clown']"
11,175,11_army_legion_lawyers_battle,"['army', 'legion', 'lawyers', 'battle', 'war', 'warriors', 'soldiers', 'litigators', '10000', 'enemies']","['say army lawyers right', 'need army lawyers said', 'go war army lawyers army lawyers want']","['say army lawyers right', 'need army lawyers said', 'go war army lawyers army lawyers want']"
12,171,12_politicians_spin_political_lobbyists,"['politicians', 'spin', 'political', 'lobbyists', 'guys', 'spineless', 'big', 'washington', 'making', 'easily']","['know let politicians', 'know politicians', 'politicians get']","['know let politicians', 'know politicians', 'politicians get']"
13,159,13_grow_mom_son_child,"['grow', 'mom', 'son', 'child', 'kid', 'family', 'father', 'mother', 'dad', 'born']","['grow going', 'sure want kid grow', 'want kid grow']","['grow going', 'sure want kid grow', 'want kid grow']"
14,139,14_divorce_husbands_hike_bumping,"['divorce', 'husbands', 'hike', 'bumping', 'strip', 'hitman', 'floofy', 'just', 'gladys', 'finalized']","['oh divorce', 'must divorce', 'see divorce']","['oh divorce', 'must divorce', 'see divorce']"
15,139,15_presidential_look_presidents_makes,"['presidential', 'look', 'presidents', 'makes', 'looking', 'looks', 'portrait', 'thinks', 'tusks', 'complaining']","['look presidential', 'look presidential', 'look presidential']","['look presidential', 'look presidential', 'look presidential']"
16,136,16_contempt_prosecuting_disappear_hold,"['contempt', 'prosecuting', 'disappear', 'hold', 'prosecutors', 'magician', 'magic', 'wand', 'reappear', 'make']","['make disappear hold contempt court', 'make another disappear hold contempt', 'make another prosecuting disappear hold contempt court']","['make disappear hold contempt court', 'make another disappear hold contempt', 'make another prosecuting disappear hold contempt court']"
17,123,17_dog_dogs_power_pet,"['dog', 'dogs', 'power', 'pet', 'peta', 'canine', 'doggie', 'breed', 'fido', 'rights']","['trump said old dog could', 'dog wants divorce going need', 'care presidential dog']","['trump said old dog could', 'dog wants divorce going need', 'care presidential dog']"
18,114,18_ok_needed_want_need,"['ok', 'needed', 'want', 'need', 'wanted', 'needs', 'wants', 'hon', 'soul', 'said']","['says ok', 'ok got', 'ok really want']","['says ok', 'ok got', 'ok really want']"
19,113,19_vaccine_covid_pandemic_covid19,"['vaccine', 'covid', 'pandemic', 'covid19', 'virus', 'coronavirus', 'immunity', 'cure', 'effects', 'herd']","['need begin first covid19 vaccine politicians list volunteers', 'dr fauci know pressure think tell trump covid vaccine might side effects', 'tell found vaccine']","['need begin first covid19 vaccine politicians list volunteers', 'dr fauci know pressure think tell trump covid vaccine might side effects', 'tell found vaccine']"
20,109,20_think_someday_day_thought,"['think', 'someday', 'day', 'thought', 'bipolar', 'globally', 'probosciuity', 'hinder', 'rude', 'afford']","['think one day', 'one think', 'think enough']","['think one day', 'one think', 'think enough']"
21,106,21_climate_warming_global_change,"['climate', 'warming', 'global', 'change', 'hoax', 'pollution', 'fake', 'chinese', 'sea', 'trees']","['says global warming global warming', 'right global warming hoax', 'told global warming global warming chinese hoax trump said']","['says global warming global warming', 'right global warming hoax', 'told global warming global warming chinese hoax trump said']"
22,104,22_earth_planet_neptune_mars,"['earth', 'planet', 'neptune', 'mars', 'flat', 'friend', 'mother', 'knew', 'earthlings', 'martians']","['planet earth', 'served planet earth knew planet earth planet earth friend mine planet earth', 'served planet earth knew planet earth planet earth friend mine planet earth']","['planet earth', 'served planet earth knew planet earth planet earth friend mine planet earth', 'served planet earth knew planet earth planet earth friend mine planet earth']"
23,104,23_debate_debates_presidential_democratic,"['debate', 'debates', 'presidential', 'democratic', 'watch', 'watching', 'watched', 'vs', 'format', 'glasses']","['take presidential debate', 'first presidential debate', 'well one presidential debate']","['take presidential debate', 'first presidential debate', 'well one presidential debate']"
24,103,24_death_penalty_sentence_table,"['death', 'penalty', 'sentence', 'table', 'news', 'life', 'seeking', 'prison', 'ask', 'plea']","['worry believe death penalty', 'want ask death penalty', 'great news going death penalty']","['worry believe death penalty', 'want ask death penalty', 'great news going death penalty']"
25,98,25_cave_ankle_monitor_arrest,"['cave', 'ankle', 'monitor', 'arrest', 'months', 'wear', 'bracelet', 'lizard', 'leave', 'says']","['says wear ankle monitor six months', 'told would take cave arrest ankle monitor', 'got cave arrest ankle monitor']","['says wear ankle monitor six months', 'told would take cave arrest ankle monitor', 'got cave arrest ankle monitor']"
26,91,26_senators_congressmen_republican_representatives,"['senators', 'congressmen', 'republican', 'representatives', 'confirmation', 'congress', 'meetings', '43', 'gop', 'subtlety']","['seems problem senators', 'sorry republican senators', 'sorry senators']","['seems problem senators', 'sorry republican senators', 'sorry senators']"
27,88,27_worry_saw_scared_worried,"['worry', 'saw', 'scared', 'worried', 'afraid', 'scary', 'friendly', 'frightened', 'brought', 'cruderudelewd']","['worry never', 'worried saw brought', 'worry brought']","['worry never', 'worried saw brought', 'worry brought']"
28,81,28_south_florida_winter_flying,"['south', 'florida', 'winter', 'flying', 'heading', 'lawyers', 'fly', 'headed', 'canadian', 'mar']","['lawyers going south winter', 'look lawyers flying south maralago winter', 'must heading south florida someone get real lawyers']","['lawyers going south winter', 'look lawyers flying south maralago winter', 'must heading south florida someone get real lawyers']"
29,80,29_genie_wishes_grant_genies,"['genie', 'wishes', 'grant', 'genies', 'lamp', 'wish', 'wishing', 'rubbing', 'granting', 'terms']","['may genie also taking three wishes', 'genie get unlimited wishes grant none', 'genie promise grant wishes']","['may genie also taking three wishes', 'genie get unlimited wishes grant none', 'genie promise grant wishes']"
30,78,30_covers_cover_croc_walking,"['covers', 'cover', 'croc', 'walking', 'friendly', 'crocs', 'crook', 'ahead', 'hard', 'man']","['look covers', 'one said covers', 'please covers']","['look covers', 'one said covers', 'please covers']"
31,78,31_immigration_illegal_aliens_brought,"['immigration', 'illegal', 'aliens', 'brought', 'undocumented', 'green', 'looks', 'visas', 'cards', 'alien']","['brought immigration', 'and brought immigration', 'aliens brought immigration']","['brought immigration', 'and brought immigration', 'aliens brought immigration']"
32,78,32_sword_desk_pull_pulleth,"['sword', 'desk', 'pull', 'pulleth', 'whoso', 'pulls', 'shall', 'rightwise', 'damocles', 'stone']","['whoso pulleth sword desk shall ceo', 'whoso pulleth sword desk rightwise company', 'pull sword desk become']","['whoso pulleth sword desk shall ceo', 'whoso pulleth sword desk rightwise company', 'pull sword desk become']"
33,75,33_speak_talk_line_talking,"['speak', 'talk', 'line', 'talking', 'secure', 'stick', 'sorry', 'want', 'message', 'sending']","['want speak', 'want speak', 'want speak']","['want speak', 'want speak', 'want speak']"
34,73,34_russian_german_east_gave,"['russian', 'german', 'east', 'gave', 'russians', '10', 'impress', 'tsk', 'romanian', 'caviar']","['russian gave six', 'russian gave 4', 'would get least 8 russian one']","['russian gave six', 'russian gave 4', 'would get least 8 russian one']"
35,71,35_trumps_trump_lawyers_glen,"['trumps', 'trump', 'lawyers', 'glen', 'attorneys', 'represent', 'fleeing', 'donalds', 'desperate', 'leaving']","['really trumps lawyers', 'one trumps former lawyers', 'trumps new lawyers']","['really trumps lawyers', 'one trumps former lawyers', 'trumps new lawyers']"
36,70,36_time_brought_uh_oh,"['time', 'brought', 'uh', 'oh', 'geez', 'center', 'uhoh', 'bigshot', 'bluffing', 'clock']","['brought time', 'back brought time', 'back time brought']","['brought time', 'back brought time', 'back time brought']"
37,69,37_wall_border_walls_build,"['wall', 'border', 'walls', 'build', 'building', 'mexico', 'mexican', 'mexicans', 'built', 'chileans']","['said build wall', 'border wall presidential', 'said either border wall back']","['said build wall', 'border wall presidential', 'said either border wall back']"
38,69,38_tax_taxes_taxidermy_certain,"['tax', 'taxes', 'taxidermy', 'certain', 'evasion', 'taxidermists', 'middle', 'plan', 'paid', 'stabbing']","['tell said tax', 'think would like new tax', 'also tax']","['tell said tax', 'think would like new tax', 'also tax']"
39,69,39_job_hired_jobs_created,"['job', 'hired', 'jobs', 'created', 'create', 'hire', 'partners', 'work', 'essential', 'image']","['let tell job', 'tell job', 'tell name also job']","['let tell job', 'tell job', 'tell name also job']"
40,69,40_returns_tax_return_trick,"['returns', 'tax', 'return', 'trick', 'disappear', 'irs', 'presidents', 'magic', 'magically', 'trumps']","['looks like presidents tax returns', 'next trick make tax returns disappear', 'give presidents tax returns']","['looks like presidents tax returns', 'next trick make tax returns disappear', 'give presidents tax returns']"
41,67,41_cabinet_members_meeting_presidents,"['cabinet', 'members', 'meeting', 'presidents', 'posts', 'arrived', 'meets', 'position', 'positions', 'busy']","['trump first cabinet meeting', 'presidents cabinet meeting', 'new presidential cabinet']","['trump first cabinet meeting', 'presidents cabinet meeting', 'new presidential cabinet']"
42,67,42_injury_personal_insurance_ambulance,"['injury', 'personal', 'insurance', 'ambulance', 'travel', 'accident', 'injuries', '911', 'following', 'proactive']","['really need personal injury', 'personal injury go anywhere without', 'personal injury']","['really need personal injury', 'personal injury go anywhere without', 'personal injury']"
43,66,43_look_face_orientation_videos,"['look', 'face', 'orientation', 'videos', 'cracked', 'looking', 'video', 'inside', 'straight', 'perspective']","['like look', 'still look look', 'look behind']","['like look', 'still look look', 'look behind']"
44,65,44_tweets_tweet_twitter_shakespeare,"['tweets', 'tweet', 'twitter', 'shakespeare', 'presidents', 'presidentelects', 'feed', 'presidential', 'tweeted', 'followers']","['sixty years twelve presidents tweets', 'presidents tweets', 'presidents tweets']","['sixty years twelve presidents tweets', 'presidents tweets', 'presidents tweets']"
45,63,45_pillage_pillaging_raping_fun,"['pillage', 'pillaging', 'raping', 'fun', 'plunder', 'rape', 'involved', 'days', 'plundering', 'miss']","['pillaging fun lawyers got involved', 'going pillage got', 'pillage pillage pillage hire defense attorneys pillage pillage pillage']","['pillaging fun lawyers got involved', 'going pillage got', 'pillage pillage pillage hire defense attorneys pillage pillage pillage']"
46,63,46_phone_calls_phones_130000,"['phone', 'calls', 'phones', '130000', 'phoned', 'cell', 'names', '1800', 'caller', 'forunknown']","['said phone home think would call', 'know returning phone calls', 'make phone call']","['said phone home think would call', 'know returning phone calls', 'make phone call']"
47,63,47_clean_neighborhood_promise_economy,"['clean', 'neighborhood', 'promise', 'economy', 'town', 'cleaning', 'streets', 'neighbors', 'neighborhoods', 'heaven']","['new promise clean streets', 'well promise clean town', 'well promise clean town']","['new promise clean streets', 'well promise clean town', 'well promise clean town']"
48,63,48_guns_ray_laser_worried,"['guns', 'ray', 'laser', 'worried', 'rayguns', 'lasers', 'briefcase', 'terrifying', 'binoculars', 'raygun']","['never mind ray guns brought', 'worried four ray guns', 'ray guns need']","['never mind ray guns brought', 'worried four ray guns', 'ray guns need']"
49,61,49_honey_wasp_sounds_bee,"['honey', 'wasp', 'sounds', 'bee', 'worry', 'killaman', 'judith', 'lipsynching', 'shaw', 'throat']","['cover honey', 'look honey going', 'honey must']","['cover honey', 'look honey going', 'honey must']"
50,60,50_supreme_court_justices_scalia,"['supreme', 'court', 'justices', 'scalia', 'nominees', 'courtappointed', 'noblemen', 'jester', 'confirmed', 'precedent']","['used supreme court', 'next little supreme court', 'made supreme court could want']","['used supreme court', 'next little supreme court', 'made supreme court could want']"
51,59,51_tweeting_tweet_twitter_tweets,"['tweeting', 'tweet', 'twitter', 'tweets', 'tweeted', 'account', 'media', 'mr', 'social', 'sending']","['mr must stop tweeting much', 'get tweeting much mr', 'enough tweeting mr']","['mr must stop tweeting much', 'get tweeting much mr', 'enough tweeting mr']"
52,59,52_mayors_train_subway_plan,"['mayors', 'train', 'subway', 'plan', 'railroad', 'mayoral', 'trains', 'repairs', 'subways', 'campaign']","['still sure mayors fault', 'mayors trying clean', 'looks like mayors plan working']","['still sure mayors fault', 'mayors trying clean', 'looks like mayors plan working']"
53,59,53_aliens_alien_space_domination,"['aliens', 'alien', 'space', 'domination', 'oh', 'business', 'steve', 'creatures', 'suppose', 'visit']","['oh great looks like aliens already', 'oh aliens brought', 'even aliens need']","['oh great looks like aliens already', 'oh aliens brought', 'even aliens need']"
54,58,54_sign_negotiate_negotiations_terms,"['sign', 'negotiate', 'negotiations', 'terms', 'nondisclosure', 'agreement', 'signing', 'loyalty', 'conditions', 'payment']","['bad sign', 'never good sign bring', 'never good sign show']","['bad sign', 'never good sign bring', 'never good sign show']"
55,58,55_peace_come_bring_brought,"['peace', 'come', 'bring', 'brought', 'peacewhy', 'coming', 'came', 'brings', 'harv', 'cremation']","['come peace', 'get come peace', 'come peace']","['come peace', 'get come peace', 'come peace']"
56,57,56_papers_served_divorce_delivered,"['papers', 'served', 'divorce', 'delivered', 'wife', 'alimony', 'copy', 'agreement', 'wifes', 'sent']","['served divorce papers need good', 'divorce know wife served papers divorce', 'yes served divorce papers']","['served divorce papers need good', 'divorce know wife served papers divorce', 'yes served divorce papers']"
57,56,57_monster_universe_intelligent_smarter,"['monster', 'universe', 'intelligent', 'smarter', 'creatures', 'science', 'scariest', 'iq', 'monsters', 'introduce']","['intelligent life universe oh wait never mind brought', 'monster book', 'said alternative universe monster elected']","['intelligent life universe oh wait never mind brought', 'monster book', 'said alternative universe monster elected']"
58,54,58_club_hair_client_member,"['club', 'hair', 'client', 'member', 'eagles', 'fan', 'spine', 'men', 'needle', 'horse']","['hair club men also client', 'hair club client', 'hair club also client']","['hair club men also client', 'hair club client', 'hair club also client']"
59,52,59_bear_teddy_bears_ted,"['bear', 'teddy', 'bears', 'ted', 'witness', 'threw', 'barrett', 'honor', 'steal', 'touched']","['gone far able make teddy bear supreme court', 'got future already threw teddy bear looking weird', 'teddy bear barrett']","['gone far able make teddy bear supreme court', 'got future already threw teddy bear looking weird', 'teddy bear barrett']"
60,51,60_jury_jurors_executioner_meth,"['jury', 'jurors', 'executioner', 'meth', 'juror', 'advise', 'contact', 'eye', 'murder', 'scales']","['jury executioner', 'jury executioner enough', 'jury executioner']","['jury executioner', 'jury executioner enough', 'jury executioner']"
61,50,61_rights_amendment_nra_carry,"['rights', 'amendment', 'nra', 'carry', 'open', 'second', 'inalienable', 'squatters', 'opencarry', 'weapon']","['need second amendment', 'probably defend second amendment rights', 'mean business open carry second amendment']","['need second amendment', 'probably defend second amendment rights', 'mean business open carry second amendment']"
62,49,62_case_cases_cold_tries,"['case', 'cases', 'cold', 'tries', 'evolving', 'talks', 'grilling', 'help', 'remembrance', 'extending']","['said help case', 'wants move case along', 'brought case']","['said help case', 'wants move case along', 'brought case']"
63,48,63_geese_canadian_goose_chase,"['geese', 'canadian', 'goose', 'chase', 'migration', 'attorneys', 'wild', 'birds', 'ducks', 'argue']","['know geese lawyers', 'go geese', 'geese lawyers']","['know geese lawyers', 'go geese', 'geese lawyers']"
64,48,64_arrest_house_sentenced_jail,"['arrest', 'house', 'sentenced', 'jail', 'community', 'suspended', 'detention', 'gave', 'service', 'home']","['sentenced house arrest', 'sentenced house arrest', 'put house arrest']","['sentenced house arrest', 'sentenced house arrest', 'put house arrest']"
65,48,65_copyright_infringement_royalties_trademark,"['copyright', 'infringement', 'royalties', 'trademark', 'likeness', 'billboard', 'copyrighted', 'billboards', 'violation', 'plagiarism']","['first four copyright attorneys', 'know good copyright', 'let call copyright']","['first four copyright attorneys', 'know good copyright', 'let call copyright']"
66,48,66_rats_rat_mice_lab,"['rats', 'rat', 'mice', 'lab', 'mouse', 'rodent', 'rodents', 'things', 'instead', 'mickey']","['know lab switched rats lawyers', 'rats judged last one', 'yes sir advised replaced lab rats lawyers beside fact lawyers numerous found lab techs getting attached rats']","['know lab switched rats lawyers', 'rats judged last one', 'yes sir advised replaced lab rats lawyers beside fact lawyers numerous found lab techs getting attached rats']"
67,47,67_water_pool_beach_clean,"['water', 'pool', 'beach', 'clean', 'held', 'pail', 'peeing', 'products', 'nary', 'cite']","['least never got water', 'beginning years clean water products rollout worlds largest advocate clean water cite associations long held statement belief water water everywhere nary drop drink', 'beginning years clean water products rollout worlds largest advocate clean water cite associations long held statement belief water water everywhere nary drop drink']","['least never got water', 'beginning years clean water products rollout worlds largest advocate clean water cite associations long held statement belief water water everywhere nary drop drink', 'beginning years clean water products rollout worlds largest advocate clean water cite associations long held statement belief water water everywhere nary drop drink']"
68,47,68_orange_hair_wigs_tan,"['orange', 'hair', 'wigs', 'tan', 'wig', 'check', 'nose', 'spray', 'skin', 'instead']","['sorry trump recognize without orange hair', 'last time hit guy orange hair elected', 'orange hair get elected day']","['sorry trump recognize without orange hair', 'last time hit guy orange hair elected', 'orange hair get elected day']"
69,46,69_witness_testify_treat_hostile,"['witness', 'testify', 'treat', 'hostile', 'honor', 'testimony', 'permission', 'declare', 'program', 'handle']","['cuddly witness refuses answer question ask declare witness hostile', 'may permission treat witness hostile', 'permission treat witness hostile']","['cuddly witness refuses answer question ask declare witness hostile', 'may permission treat witness hostile', 'permission treat witness hostile']"
70,46,70_dinosaurs_species_extinction_endangered,"['dinosaurs', 'species', 'extinction', 'endangered', 'jurassic', 'meteor', 'dinosaur', 'extinct', 'asteroid', 'rex']","['dinosaurs matter angry anachronistic portrayal dinosaurs chapter 4', 'way washington dc protest trump away endangered species act', 'way washington dc protest trump away endangered species act']","['dinosaurs matter angry anachronistic portrayal dinosaurs chapter 4', 'way washington dc protest trump away endangered species act', 'way washington dc protest trump away endangered species act']"
71,46,71_plant_potted_monsanto_pot,"['plant', 'potted', 'monsanto', 'pot', 'marijuana', 'leaves', 'manager', 'ficus', 'palm', 'joining']","['course potted plant sir job', 'potted plant job', 'well sir potted plant']","['course potted plant sir job', 'potted plant job', 'well sir potted plant']"
72,46,72_recess_minute_kid_tomorrow,"['recess', 'minute', 'kid', 'tomorrow', '15', '30', 'court', '15minute', 'gave', 'sorry']","['well told recess', 'said recess', 'take recess']","['well told recess', 'said recess', 'take recess']"
73,45,73_divorce_attorneys_division_swim,"['divorce', 'attorneys', 'division', 'swim', 'lawyers', 'custody', 'agreement', 'lot', 'property', 'money']","['attorneys speak divorce', 'lot lawyers maybe divorce case', 'divorce lawyers']","['attorneys speak divorce', 'lot lawyers maybe divorce case', 'divorce lawyers']"
74,45,74_inauguration_speech_speeches_address,"['inauguration', 'speech', 'speeches', 'address', 'presidents', 'july', 'write', 'rebuttal', 'practicing', 'delivering']","['act presidential inauguration', 'wear inauguration', 'oh look little duetsy practicing presidential inauguration speech']","['act presidential inauguration', 'wear inauguration', 'oh look little duetsy practicing presidential inauguration speech']"
75,44,75_bloodsucking_blood_bloodsucker_parasite,"['bloodsucking', 'blood', 'bloodsucker', 'parasite', 'sucking', 'suckers', 'parasites', 'meet', 'introduce', 'husband']","['blood sucking parasite madam', 'would like introduce bloodsucking', 'would like introduce bloodsucking']","['blood sucking parasite madam', 'would like introduce bloodsucking', 'would like introduce bloodsucking']"
76,44,76_doctor_mama_cowboy_doctors,"['doctor', 'mama', 'cowboy', 'doctors', 'baltimore', 'momma', 'guitars', 'cowboys', 'fraternity', 'surgeon']","['mama let doctor', 'need doctor', 'get doctor']","['mama let doctor', 'need doctor', 'get doctor']"
77,43,77_bring_bringing_hate_friendly,"['bring', 'bringing', 'hate', 'friendly', 'essentials', 'mon', 'borrow', 'clowing', 'navigator', 'premature']","['told would bring', 'told would bring', 'know bring']","['told would bring', 'told would bring', 'know bring']"
78,43,78_trail_hike_mountain_hiking,"['trail', 'hike', 'mountain', 'hiking', 'injury', 'personal', 'climber', 'cocky', 'afghanistan', 'blaze']","['told take hike', 'said wanted trail', 'asked trail']","['told take hike', 'said wanted trail', 'asked trail']"
79,42,79_told_chopped_laughed_story,"['told', 'chopped', 'laughed', 'story', 'damascus', 'wagging', 'harmed', 'crow', 'cilantro', 'welleeled']","['see told', 'told would back', 'told would']","['see told', 'told would back', 'told would']"
80,42,80_aaron_baseball_pitch_bat,"['aaron', 'baseball', 'pitch', 'bat', 'manfred', 'mlb', 'hitter', 'batting', 'rules', 'hitting']","['long aaron', 'could care less mlb year aaron hitting living room speak', 'aaron also changed baseball great american game']","['long aaron', 'could care less mlb year aaron hitting living room speak', 'aaron also changed baseball great american game']"
81,42,81_united_states_america_american,"['united', 'states', 'america', 'american', 'abominable', 'americans', 'godindivisible', 'country', 'opposition', 'liberty']","['someday going greatest united states america', 'could united states one day', 'one united states']","['someday going greatest united states america', 'could united states one day', 'one united states']"
82,41,82_shoes_mile_walked_walk,"['shoes', 'mile', 'walked', 'walk', 'walks', 'walking', 'climbing', 'man', 'boots', 'heels']","['say never man walked mile oh never mind', 'walked mile shoes', 'never someone walked mile shoes']","['say never man walked mile oh never mind', 'walked mile shoes', 'never someone walked mile shoes']"
83,40,83_profile_tinder_photo_facebook,"['profile', 'tinder', 'photo', 'facebook', 'picture', 'dating', 'date', 'dates', 'photos', 'tindr']","['profile picture', 'profile picture', 'judgement profile photo head']","['profile picture', 'profile picture', 'judgement profile photo head']"
84,40,84_hostile_takeover_takeovers_acquisitions,"['hostile', 'takeover', 'takeovers', 'acquisitions', 'mergers', 'merger', 'require', 'acquisition', 'days', 'involve']","['going hostile takeover brought', 'brought hostile takeover', 'hostile takeover never enough lawyers']","['going hostile takeover brought', 'brought hostile takeover', 'hostile takeover never enough lawyers']"
85,40,85_fly_pigs_flying_kite,"['fly', 'pigs', 'flying', 'kite', 'cat', 'unidentified', 'cows', 'kites', 'flyer', 'pig']","['well say fly believe fly fly', 'trump fly', 'could fly']","['well say fly believe fly fly', 'trump fly', 'could fly']"
86,40,86_king_kings_men_horses,"['king', 'kings', 'men', 'horses', 'queen', 'elected', 'glass', 'acting', 'broken', 'boroughseems']","['king say need', 'king says need', 'trump make king']","['king say need', 'king says need', 'trump make king']"
87,39,87_plea_plead_bargain_fifth,"['plea', 'plead', 'bargain', 'fifth', 'sentencing', 'deal', 'guilty', 'billion', 'asks', 'accept']","['case willing make plea bargain', 'think going offer plea bargain life', 'would like plea bargain']","['case willing make plea bargain', 'think going offer plea bargain life', 'would like plea bargain']"
88,37,88_maralago_heading_headed_south,"['maralago', 'heading', 'headed', 'south', 'quack', 'returning', 'looks', 'parking', 'flock', 'lawyers']","['see trumps lawyers heading maralago', 'looks like new attorneys heading south maralago', 'last attorneys heading maralago']","['see trumps lawyers heading maralago', 'looks like new attorneys heading south maralago', 'last attorneys heading maralago']"
89,37,89_guns_money_gun_bringing,"['guns', 'money', 'gun', 'bringing', 'song', 'lawyers', 'bullets', 'enthusiasts', 'exterminator', 'controlling']","['well brought guns money', 'told go get lawyers guns money could found guns money', 'lawyers guns money']","['well brought guns money', 'told go get lawyers guns money could found guns money', 'lawyers guns money']"
90,36,90_house_room_foyer_conference,"['house', 'room', 'foyer', 'conference', 'firehouse', 'gr', 'décor', 'bailey', 'dearthis', 'occupy']","['told could live big house like wearing house arrest wish clash décor', 'room one', 'tell keep house']","['told could live big house like wearing house arrest wish clash décor', 'room one', 'tell keep house']"
91,36,91_hedgehog_sonic_deal_buying,"['hedgehog', 'sonic', 'deal', 'buying', 'sexualized', 'downloading', 'price', 'elephant', 'drawings', 'listen']","['listen deal going downloading weird sexualized drawings sonic hedgehog going buying elephant name blaine deal', 'listen deal going downloading weird sexualized drawings sonic hedgehog going buying elephant name skyler deal', 'listen deal going downloading weird sexualized drawings sonic hedgehog going buying elephant name chad deal']","['listen deal going downloading weird sexualized drawings sonic hedgehog going buying elephant name blaine deal', 'listen deal going downloading weird sexualized drawings sonic hedgehog going buying elephant name skyler deal', 'listen deal going downloading weird sexualized drawings sonic hedgehog going buying elephant name chad deal']"
92,36,92_goose_cooked_eggs_oven,"['goose', 'cooked', 'eggs', 'oven', 'spoke', 'bun', 'goosestep', 'cluck', 'bernaise', 'souschef']","['said goose cooked', 'said goose cooked', 'said goose cooked']","['said goose cooked', 'said goose cooked', 'said goose cooked']"
93,36,93_lawyered_uhoh_oh_fredlooks,"['lawyered', 'uhoh', 'oh', 'fredlooks', 'bonehead', 'godthey', 'masked', 'drag', 'pale', 'lawyeredup']","['show lawyered', 'already lawyered', 'never lawyered']","['show lawyered', 'already lawyered', 'never lawyered']"
94,35,94_defense_wailing_strategy_self,"['defense', 'wailing', 'strategy', 'self', 'knock', 'offense', 'opinion', 'winning', 'warning', 'adequate']","['said good defense best offense', 'warning bring defense back right', 'yes defense ask']","['said good defense best offense', 'warning bring defense back right', 'yes defense ask']"
95,34,95_rabbit_rabbits_hat_pull,"['rabbit', 'rabbits', 'hat', 'pull', 'turn', 'turning', 'button', 'bunny', 'frog', 'tricks']","['answer rabbit', 'remind attorneys job pull rabbit hat', 'going let pull rabbit hat']","['answer rabbit', 'remind attorneys job pull rabbit hat', 'going let pull rabbit hat']"
96,34,96_kill_murder_thing_killers,"['kill', 'murder', 'thing', 'killers', 'lawyers', 'gunfighters', 'elliott', 'paparazzi', 'soliciting', 'rays']","['first kill lawyers', 'first kill lawyers next', 'first kill lawyers']","['first kill lawyers', 'first kill lawyers next', 'first kill lawyers']"
