caption_index,category,funniness_score,contest_id,caption,cleaned_caption,topic,topic_probability
3538,Healthcare and Medicine,23.852534562211986,0,doctor said take easy,said take easy,-1,0.0
3581,Healthcare and Medicine,23.852534562211986,0,doctor reason lot people think doormat,reason lot people think doormat,96,1.0
3599,Healthcare and Medicine,23.852534562211986,0,good morning mothers chiropractor good morning mothers chiropractor good morning,good morning mothers good morning mothers good morning,-1,0.0
3648,Healthcare and Medicine,23.852534562211986,0,try anything cut back moms chiropractor bills,try anything cut back moms bills,79,0.8462221181939568
3655,Healthcare and Medicine,23.852534562211986,0,doctor said counting sheep would help fall asleep,said counting sheep would help fall asleep,86,1.0
3731,Healthcare and Medicine,23.852534562211986,0,got see doctor narcolepsy,got see narcolepsy,89,1.0
3772,Healthcare and Medicine,23.852534562211986,0,doctor ever feeling trampled,ever feeling trampled,4,0.8584718964020781
4157,Healthcare and Medicine,29.548387096774192,1,doctor said heavy lifting,said heavy lifting,35,0.37136787944799327
4272,Healthcare and Medicine,28.8110599078341,1,cardiologist approved son,approved son,-1,0.0
4325,Healthcare and Medicine,28.8110599078341,1,mines gift cardiologist,mines gift,-1,0.0
4520,Healthcare and Medicine,27.483870967741936,1,cardiologist recommended heart healthy lifestyle,recommended heart healthy lifestyle,-1,0.0
4545,Healthcare and Medicine,27.483870967741936,1,biggest one doctor would prescribe,biggest one would prescribe,8,0.3846862568487843
4573,Healthcare and Medicine,27.483870967741936,1,thanks cardiologist warned scooping much snow time,thanks warned scooping much snow time,90,1.0
4654,Healthcare and Medicine,27.483870967741936,1,doctor prescribed one,prescribed one,8,0.5931854241629431
5037,Healthcare and Medicine,26.525345622119815,1,cardiologist recommended trowel shovel,recommended trowel shovel,90,1.0
5056,Healthcare and Medicine,26.525345622119815,1,doctor said best heart,said best heart,-1,0.0
5589,Healthcare and Medicine,25.990783410138253,1,agree art doctor said humor still watching,agree art said humor still watching,-1,0.0
5912,Healthcare and Medicine,24.682027649769584,1,mom said walk needs shoveled doctor told push heavy snow around,mom said walk needs shoveled told push heavy snow around,90,0.9565597018641478
6248,Healthcare and Medicine,24.682027649769584,1,doctors orders son cut back everything,doctors orders son cut back everything,-1,0.0
6259,Healthcare and Medicine,24.682027649769584,1,shovel recommeded eight ten members american orthopedic surgeons association,shovel recommeded eight ten members american orthopedic surgeons association,10,0.3614187068920271
6444,Healthcare and Medicine,24.682027649769584,1,need help appointment proctologist finish,need help appointment finish,17,1.0
6517,Healthcare and Medicine,24.682027649769584,1,doctor suggested smaller portions,suggested smaller portions,-1,0.0
6648,Healthcare and Medicine,24.682027649769584,1,doctor told using snow shovel could lead heart attack,told using snow shovel could lead heart attack,90,1.0
6909,Healthcare and Medicine,24.682027649769584,1,dad sure cardiologist told,dad sure told,42,0.2188091219242975
7211,Healthcare and Medicine,24.258064516129032,1,doctor advised shovel slowly fill shovel small loads snow,advised shovel slowly fill shovel small loads snow,90,1.0
15342,Healthcare and Medicine,26.4147465437788,3,yes mobile massage therapist quite change direction ironically whole hitman thing stressing,yes mobile quite change direction ironically whole hitman thing stressing,70,1.0
15555,Healthcare and Medicine,25.75115207373272,3,undertakers beware ides march underpaid doctors undertake new moonlighting jobs,undertakers beware ides march underpaid doctors undertake new moonlighting jobs,10,1.0
15861,Healthcare and Medicine,38.26728110599078,4,gainin uswe losin themthey gainin uswe losin themthey gainin us,gainin uswe losin themthey gainin uswe losin themthey gainin us,-1,0.0
15989,Healthcare and Medicine,35.815668202764975,4,gainin uswe losin themthey gainin uswe losin,gainin uswe losin themthey gainin uswe losin,-1,0.0
16252,Healthcare and Medicine,33.41935483870968,4,gaining us loosing gaining us loosing themthere gaining us loosing,gaining us loosing gaining us loosing themthere gaining us loosing,-1,0.0
17230,Healthcare and Medicine,29.29032258064516,4,faster clemthey gainin us,faster clemthey gainin us,-1,0.0
18214,Healthcare and Medicine,26.70967741935484,4,see mother told doctor lawyer,see mother told lawyer,36,0.9140997469566672
19802,Healthcare and Medicine,34.63594470046083,5,minor loss peripheral vision doctor says make complete recovery,minor loss peripheral vision says make complete recovery,33,0.3103993427478563
20104,Healthcare and Medicine,31.410138248847925,5,say doc deeply impressed commitment physicianassisted suicide,say doc deeply impressed commitment physicianassisted suicide,-1,0.0
20125,Healthcare and Medicine,31.410138248847925,5,understand importance getting lives back track accident sure doctor mind,understand importance getting lives back track accident sure mind,48,0.7253953420942791
20132,Healthcare and Medicine,31.410138248847925,5,sure doctor meant recovery track,sure meant recovery track,-1,0.0
20216,Healthcare and Medicine,31.078341013824886,5,doctor says right track,says right track,-1,0.0
20252,Healthcare and Medicine,31.078341013824886,5,doctorpatient relationship wrong track,doctorpatient relationship wrong track,50,0.21571787846416274
20260,Healthcare and Medicine,31.078341013824886,5,crazy thoughts doctoreven right feel like tied penn station,crazy thoughts doctoreven right feel like tied penn station,23,0.20741361320460922
20270,Healthcare and Medicine,31.078341013824886,5,sold place conviemt public transit,sold place conviemt public transit,-1,0.0
20347,Healthcare and Medicine,30.064516129032263,5,well doctor recommended traction,well recommended traction,-1,0.0
20493,Healthcare and Medicine,29.603686635944705,5,must admit immersion therapy curing phobia trains afraid doctors,must admit immersion curing phobia trains afraid doctors,40,1.0
20545,Healthcare and Medicine,29.603686635944705,5,doctor seems right track session,seems right track session,-1,0.0
20622,Healthcare and Medicine,29.603686635944705,5,waiting room understand doctors training,waiting room understand doctors training,-1,0.0
20625,Healthcare and Medicine,29.603686635944705,5,sure doctor wrote tracktion,sure wrote tracktion,-1,0.0
20659,Healthcare and Medicine,29.603686635944705,5,sure exposure therapy works doctor,sure exposure works,-1,0.0
20695,Healthcare and Medicine,29.603686635944705,5,physical therapist says worst possible position lie,says worst possible position lie,-1,0.0
20756,Healthcare and Medicine,28.71889400921659,5,sure glad doctor told us relax train much,sure glad told us relax train much,70,1.0
20768,Healthcare and Medicine,28.71889400921659,5,sure doctor meant traction,sure meant traction,-1,0.0
20887,Healthcare and Medicine,28.71889400921659,5,doctorate harvard training new york,doctorate harvard training new york,41,1.0
20914,Healthcare and Medicine,28.71889400921659,5,doctor says able get rehab real soon,says able get rehab real soon,-1,0.0
20968,Healthcare and Medicine,28.71889400921659,5,pain management doctor says right track recovery,pain management says right track recovery,-1,0.0
21056,Healthcare and Medicine,28.71889400921659,5,starting question physical therapists tactics,starting question therapists tactics,9,1.0
21128,Healthcare and Medicine,28.71889400921659,5,doctor said move,said move,-1,0.0
21216,Healthcare and Medicine,28.71889400921659,5,beginning regret doctors without metrocards joke made er,beginning regret doctors without metrocards joke made er,-1,0.0
21246,Healthcare and Medicine,28.71889400921659,5,ahhhhere comesthree months nice hospital bedthree squares daypretty nurseswhat could better,ahhhhere comesthree months nice hospital bedthree squares daypretty nurseswhat could better,49,1.0
21252,Healthcare and Medicine,28.71889400921659,5,doctor went along fear heights therapy second thought,went along fear heights second thought,40,0.4451840557671098
21345,Healthcare and Medicine,28.71889400921659,5,doctormy wife says train wreck waiting happen,doctormy wife says train wreck waiting happen,-1,0.0
21416,Healthcare and Medicine,28.71889400921659,5,relax chiropractor calls aversion therapy,relax calls aversion,-1,0.0
21567,Healthcare and Medicine,28.516129032258064,5,asked doctors office shortest wait time,asked doctors office shortest wait time,-1,0.0
21723,Healthcare and Medicine,27.870967741935484,5,call hunch think doctor might proper training,call hunch think might proper training,-1,0.0
21746,Healthcare and Medicine,27.870967741935484,5,doctor recommended get direct exposure increase bone density,recommended get direct exposure increase bone density,18,0.5796513600225481
21792,Healthcare and Medicine,27.244239631336406,5,heard traveling psychologists takes new level,heard traveling psychologists takes new level,32,1.0
21798,Healthcare and Medicine,27.244239631336406,5,doctor think train aversion therapy working,think train aversion working,-1,0.0
21897,Healthcare and Medicine,26.4147465437788,5,let start todays session stating result desensitization therapy afraid psychiatrists trains,let start todays session stating result desensitization afraid psychiatrists trains,32,0.4003252803847335
21919,Healthcare and Medicine,26.4147465437788,5,cheaper less painful waiting doctors office,cheaper less painful waiting doctors office,20,0.3950752955420777
22155,Healthcare and Medicine,26.4147465437788,5,client reoccurring nightmare get hit train doctor nothing little exposure therapy fix,client reoccurring nightmare get hit train nothing little exposure fix,-1,0.0
22170,Healthcare and Medicine,26.4147465437788,5,witty remarks nurses bandaging technique seem backfired,witty remarks nurses bandaging technique seem backfired,49,1.0
22370,Healthcare and Medicine,26.4147465437788,5,psychologist maintain way conquer fear run commuter train,maintain way conquer fear run commuter train,-1,0.0
22400,Healthcare and Medicine,26.4147465437788,5,maybe doctor meant said try get back track,maybe meant said try get back track,-1,0.0
22413,Healthcare and Medicine,26.4147465437788,5,good thing psychiatrists required mds,good thing psychiatrists required mds,32,0.44363596924390125
22490,Healthcare and Medicine,26.4147465437788,5,trust trained psychologist,trust trained,82,1.0
22526,Healthcare and Medicine,26.4147465437788,5,psychologist told face fears,told face fears,40,0.6241671402411739
22861,Healthcare and Medicine,26.4147465437788,5,right doctor helping overcome fear death,right helping overcome fear death,40,1.0
22883,Healthcare and Medicine,26.4147465437788,5,doctor said rest ice elevation said nothing sitting railroad track,said rest ice elevation said nothing sitting railroad track,-1,0.0
22891,Healthcare and Medicine,26.4147465437788,5,doctor recommended get health track,recommended get health track,-1,0.0
23051,Healthcare and Medicine,26.4147465437788,5,new nurses better single,new nurses better single,49,1.0
23205,Healthcare and Medicine,26.4147465437788,5,doctor patient know eventually cure siderodromophobia,patient know eventually cure siderodromophobia,-1,0.0
23252,Healthcare and Medicine,26.4147465437788,5,sure get board new chiropractor,sure get board new,-1,0.0
23278,Healthcare and Medicine,26.4147465437788,5,doctor said stay track heal fine,said stay track heal fine,-1,0.0
23448,Healthcare and Medicine,26.4147465437788,5,doctor say track recuperate,say track recuperate,-1,0.0
23456,Healthcare and Medicine,26.4147465437788,5,called doctor says track get much worse,called says track get much worse,-1,0.0
23648,Healthcare and Medicine,26.4147465437788,5,doctor nightmares getting realistic,nightmares getting realistic,47,1.0
23676,Healthcare and Medicine,25.75115207373272,5,doctor said lucky let us see lucky,said lucky let us see lucky,-1,0.0
23743,Healthcare and Medicine,25.75115207373272,5,doctor said would good get fresh air,said would good get fresh air,93,0.9588872381444672
23755,Healthcare and Medicine,25.75115207373272,5,doctor said stay harms way right,said stay harms way right,-1,0.0
23775,Healthcare and Medicine,25.75115207373272,5,doctor told us lucky,told us lucky,-1,0.0
23858,Healthcare and Medicine,25.75115207373272,5,thankfully doctor put us fast track recovery,thankfully put us fast track recovery,-1,0.0
23866,Healthcare and Medicine,25.75115207373272,5,sure doctor meant said track full recovery,sure meant said track full recovery,-1,0.0
23942,Healthcare and Medicine,25.179723502304146,5,emergency ward doctors nurses got us back incredibly quickly,emergency ward doctors nurses got us back incredibly quickly,49,0.49338203533657016
23971,Healthcare and Medicine,24.682027649769584,5,crazy think bad place psychiatrists office doc,crazy think bad place psychiatrists office doc,32,0.44363596924390125
24089,Healthcare and Medicine,35.64976958525346,6,doctor said suffer chicken little syndrome,said suffer chicken little syndrome,53,1.0
24187,Healthcare and Medicine,34.63594470046083,6,doctor said six months live,said six months live,60,1.0
24496,Healthcare and Medicine,32.055299539170505,6,doctor told keep eating red meat,told keep eating red meat,-1,0.0
24664,Healthcare and Medicine,31.686635944700466,6,doctor says caffeine kill think wrong,says caffeine kill think wrong,3,0.2995942530148456
24776,Healthcare and Medicine,31.686635944700466,6,doctor said may even become centenarian,said may even become centenarian,7,1.0
24820,Healthcare and Medicine,31.686635944700466,6,astrologer cancelled appointment thought like therapists never really say need anymore,astrologer cancelled appointment thought like therapists never really say need anymore,17,0.618522591062011
24999,Healthcare and Medicine,30.562211981566826,6,care doctor says eating fast food safe,care says eating fast food safe,1,0.9843428092134264
25093,Healthcare and Medicine,30.359447004608295,6,doctor says watch calories,says watch calories,1,0.7409423514475675
25141,Healthcare and Medicine,30.359447004608295,6,got good news doctor morning,got good news morning,-1,0.0
25762,Healthcare and Medicine,29.75115207373272,6,doctor said could postpone colonoscopy better safe sorry right,said could postpone colonoscopy better safe sorry right,-1,0.0
26612,Healthcare and Medicine,27.244239631336406,6,doctor says come really good gene pool,says come really good gene pool,-1,0.0
26809,Healthcare and Medicine,27.244239631336406,6,doctor obligated tell stage four cancer,obligated tell stage four cancer,-1,0.0
27083,Healthcare and Medicine,27.244239631336406,6,physician said muffins hazardous health,said muffins hazardous health,93,0.9724887651071386
27342,Healthcare and Medicine,27.244239631336406,6,doctor told stop worrying,told stop worrying,7,0.7236602318240448
27539,Healthcare and Medicine,27.244239631336406,6,doctor says substituting cream soy milk add couple years life,says substituting cream soy milk add couple years life,-1,0.0
27564,Healthcare and Medicine,27.244239631336406,6,doctor told would live 100,told would live 100,-1,0.0
28849,Healthcare and Medicine,27.244239631336406,6,doctor insists take iron really see,insists take iron really see,27,1.0
28863,Healthcare and Medicine,27.244239631336406,6,doctor mention anything many months left,mention anything many months left,60,0.828066054576298
29331,Healthcare and Medicine,26.4147465437788,6,doctor recommends cut back gluten,recommends cut back gluten,-1,0.0
31619,Healthcare and Medicine,31.078341013824886,7,good news emts brought victim back charge reduced first degree murder attempted murder bad news prior record looking pretty stiff sentence,good news emts brought victim back charge reduced first degree murder attempted murder bad news prior record looking pretty stiff sentence,2,0.40824063073220423
34110,Healthcare and Medicine,28.294930875576043,7,shark dentists,shark dentists,13,0.8580645323484786
34405,Healthcare and Medicine,28.294930875576043,7,told start become doctor,told start become,-1,0.0
34663,Healthcare and Medicine,28.294930875576043,7,arguments opposition physicianassisted suicide appear selfserving,arguments opposition physicianassisted suicide appear selfserving,-1,0.0
35003,Healthcare and Medicine,28.294930875576043,7,drop hood doctor x moniker kay,drop hood x moniker kay,-1,0.0
37858,Healthcare and Medicine,31.31797235023042,8,bring doctor camel,bring camel,-1,0.0
41282,Healthcare and Medicine,22.857142857142858,8,says following doctors orders,says following doctors orders,20,0.36424736757924076
44446,Healthcare and Medicine,26.322580645161292,9,coming ophthalmologists office tweety knows hyperopia,coming ophthalmologists office tweety knows hyperopia,33,0.3973879301411711
45387,Healthcare and Medicine,24.847926267281107,9,restricted public transportation cleared doctor,restricted public transportation cleared,-1,0.0
47133,Healthcare and Medicine,32.58986175115207,10,doctor honestly tell couchpotato,honestly tell couchpotato,68,1.0
47193,Healthcare and Medicine,32.14746543778802,10,talked doctor getting reattached,talked getting reattached,-1,0.0
47195,Healthcare and Medicine,32.12903225806452,10,last psychologist diagnosed split personality disorder,last diagnosed split personality disorder,-1,0.0
47253,Healthcare and Medicine,31.74193548387097,10,orthopedic surgeons love,orthopedic surgeons love,10,0.4450300482559341
47298,Healthcare and Medicine,31.48387096774194,10,understand doctor hurt many people,understand hurt many people,-1,0.0
47612,Healthcare and Medicine,30.119815668202765,10,yes really appealing doctor going let slip,yes really appealing going let slip,-1,0.0
47674,Healthcare and Medicine,29.91705069124424,10,suppose breach physicianpatient relationship,suppose breach physicianpatient relationship,50,0.2334099320785297
47791,Healthcare and Medicine,29.640552995391708,10,know doctor see humor anymore,know see humor anymore,-1,0.0
47917,Healthcare and Medicine,29.327188940092167,10,doctor something eating away,something eating away,1,0.9548372102940601
48438,Healthcare and Medicine,28.202764976958527,10,hear someone say apple day keeps doctor away make feel,hear someone say apple day keeps away make feel,38,0.7963066123863657
48461,Healthcare and Medicine,28.12903225806452,10,doctor feel empty inside,feel empty inside,4,1.0
48504,Healthcare and Medicine,28.110599078341014,10,doctor feeling comfortable skin lately,feeling comfortable skin lately,4,0.9996138670733177
48635,Healthcare and Medicine,27.81566820276498,10,denying appeal doctor,denying appeal,-1,0.0
48761,Healthcare and Medicine,27.631336405529954,10,sometimes doctor falls patient appealing,sometimes falls patient appealing,-1,0.0
48790,Healthcare and Medicine,27.59447004608295,10,feel appeal slipping doctor,feel appeal slipping,4,1.0
48985,Healthcare and Medicine,27.262672811059907,10,hard talk psychologists always giggle say feel empty inside,hard talk psychologists always giggle say feel empty inside,4,0.9542158446956098
49255,Healthcare and Medicine,26.820276497695854,10,know doctor think switching chairs helping,know think switching chairs helping,-1,0.0
49552,Healthcare and Medicine,26.470046082949313,10,know peel good mental health think everyone falls,know peel good mental health think everyone falls,16,0.8806776344041918
49584,Healthcare and Medicine,26.433179723502302,10,doctor think slipping,think slipping,-1,0.0
49594,Healthcare and Medicine,26.433179723502302,10,mean banana envy doctor,mean banana envy,-1,0.0
49635,Healthcare and Medicine,26.341013824884794,10,love doctorpeel transference,love doctorpeel transference,-1,0.0
49677,Healthcare and Medicine,26.322580645161292,10,keep saying slippery slope doctor little offensive really,keep saying slippery slope little offensive really,-1,0.0
49773,Healthcare and Medicine,26.138248847926267,10,screw doctorpatient relations appealing,screw doctorpatient relations appealing,50,0.18790392184683907
49830,Healthcare and Medicine,26.046082949308754,10,doctor recurring dream someone slipping standing next open grave,recurring dream someone slipping standing next open grave,47,1.0
50009,Healthcare and Medicine,25.861751152073733,10,doctor need help split wife,need help split wife,34,1.0
50642,Healthcare and Medicine,25.05069124423963,10,realize maintain professional doctor patient relationship honest appeal,realize maintain professional patient relationship honest appeal,50,0.17012621068217618
50736,Healthcare and Medicine,24.995391705069125,10,blame keeping doctor away,blame keeping away,-1,0.0
50745,Healthcare and Medicine,24.995391705069125,10,afraid mental health insurance include slipandfall coverage,afraid mental health insurance include slipandfall coverage,55,1.0
50878,Healthcare and Medicine,24.921658986175114,10,pains say cahoots orthopedic surgeons,pains say cahoots orthopedic surgeons,58,0.7448727941217822
51035,Healthcare and Medicine,24.62672811059908,10,sorry doctor patient relationship prevents slipping light fantastic,sorry patient relationship prevents slipping light fantastic,50,0.17468712211830348
51088,Healthcare and Medicine,24.62672811059908,10,accidentprone mean doctor,accidentprone mean,48,0.7310775497199532
51132,Healthcare and Medicine,24.62672811059908,10,clinically speaking clearly gone bananas,clinically speaking clearly gone bananas,-1,0.0
51356,Healthcare and Medicine,24.331797235023043,10,feeling emty inside lately,feeling emty inside lately,4,1.0
51374,Healthcare and Medicine,24.294930875576036,10,say witch doctor became angry,say witch became angry,94,1.0
51647,Healthcare and Medicine,23.92626728110599,10,doctor would like get back ex handle constant slipups,would like get back ex handle constant slipups,-1,0.0
51652,Healthcare and Medicine,23.92626728110599,10,would say feel emtpy since peeled away surface,would say feel emtpy since peeled away surface,4,0.9194270922527872
51846,Healthcare and Medicine,23.815668202764982,10,every time psychiatrists convention town make freudian slip,every time psychiatrists convention town make freudian slip,-1,0.0
51993,Healthcare and Medicine,23.57603686635945,10,said slippery clinical term,said slippery term,-1,0.0
52060,Healthcare and Medicine,23.37327188940092,10,doctor got help comparisons trumps hair really getting,got help comparisons trumps hair really getting,87,0.8946995378864865
52167,Healthcare and Medicine,23.336405529953918,10,told witch doctor say,told witch say,94,1.0
52210,Healthcare and Medicine,23.188940092165904,10,says switched therapists last one slipped,says switched therapists last one slipped,9,0.5955974616904408
52228,Healthcare and Medicine,23.152073732718893,10,good mental health accident,good mental health accident,16,1.0
52252,Healthcare and Medicine,23.096774193548388,10,whole life could identify banana help doctor tell world pineapple,whole life could identify banana help tell world pineapple,-1,0.0
52283,Healthcare and Medicine,23.096774193548388,10,patient dr think lost appeal doctor nope gone bananas,patient dr think lost appeal nope gone bananas,-1,0.0
52304,Healthcare and Medicine,23.096774193548388,10,extremely common develop feelings therapist going recommend another doctor visit literally inside five minutes ago jill,extremely common develop feelings going recommend another visit literally inside five minutes ago jill,-1,0.0
52323,Healthcare and Medicine,23.096774193548388,10,explain doctor nothing appeals feel empty inside,explain nothing appeals feel empty inside,4,1.0
52358,Healthcare and Medicine,23.096774193548388,10,deny responsibility saying doctor ’ fall freudian slip,deny responsibility saying fall freudian slip,-1,0.0
52598,Healthcare and Medicine,22.857142857142858,10,man used doctor,man used,-1,0.0
52696,Healthcare and Medicine,22.617511520737327,10,doctor understand women find apeeling,understand women find apeeling,-1,0.0
52801,Healthcare and Medicine,22.359447004608295,10,doctor still stop thinking first husband,still stop thinking first husband,34,1.0
53202,Healthcare and Medicine,21.898617511520737,10,told doctor patient relationship remain professional,told patient relationship remain professional,50,0.17119457948976793
53302,Healthcare and Medicine,21.52995391705069,10,think need see doctor peeling,think need see peeling,0,0.8185718905057384
53382,Healthcare and Medicine,20.829493087557605,10,help doctor hate making people slip fall always strong inner compulsion,help hate making people slip fall always strong inner compulsion,-1,0.0
53437,Healthcare and Medicine,19.981566820276498,10,understand situation appealing need take mental health seriously,understand situation appealing need take mental health seriously,16,0.7110335830918374
53444,Healthcare and Medicine,19.81566820276498,10,doctor love legs body language helping overcome feelings prejudice discrimination feel ever since damned cartoonists began using us artistic device represent slippery dog droppings,love legs body language helping overcome feelings prejudice discrimination feel ever since damned cartoonists began using us artistic device represent slippery dog droppings,-1,0.0
54846,Healthcare and Medicine,27.723502304147466,11,mine bigger mens rain falls four hours call doctor,mine bigger mens rain falls four hours call,14,1.0
56374,Healthcare and Medicine,25.179723502304146,11,doctor says raindrop intolerant,says raindrop intolerant,7,0.5964682538397641
56841,Healthcare and Medicine,24.62672811059908,11,bought therapists office told help meet women make new friends rainy day,bought therapists office told help meet women make new friends rainy day,9,0.8134854910468025
58011,Healthcare and Medicine,22.857142857142858,11,doctor thinks might rabies,thinks might rabies,51,0.24660321361015336
58760,Healthcare and Medicine,30.562211981566826,12,trump doctor wants longer fingers,trump wants longer fingers,-1,0.0
58844,Healthcare and Medicine,29.29032258064516,12,doctor body door,body door,96,1.0
58848,Healthcare and Medicine,29.23502304147466,12,dinner served doctor leftovers tonight managed give new life last weeks meat loaf,dinner served leftovers tonight managed give new life last weeks meat loaf,43,1.0
58862,Healthcare and Medicine,29.06912442396314,12,gop convention phone doctor like first monster sent,gop convention phone like first monster sent,-1,0.0
58944,Healthcare and Medicine,28.40552995391705,12,doctor insurance company phone proceed without referral,insurance company phone proceed without referral,48,1.0
59014,Healthcare and Medicine,27.944700460829495,12,terribly sorry bother doctor chance seen right arm,terribly sorry bother chance seen right arm,-1,0.0
59044,Healthcare and Medicine,27.76036866359447,12,pardon doctor could use hand,pardon could use hand,-1,0.0
59074,Healthcare and Medicine,27.59447004608295,12,excuse doctor months electricity bill arrived post rather alarming,excuse months electricity bill arrived post rather alarming,-1,0.0
59080,Healthcare and Medicine,27.539170506912445,12,coop board wishes word doctor,coop board wishes word,-1,0.0
59103,Healthcare and Medicine,27.428571428571427,12,excuse doctor bride wondering ready,excuse bride wondering ready,34,0.9458586990711707
59140,Healthcare and Medicine,27.244239631336406,12,doctor new friend special dietary needs,new friend special dietary needs,1,1.0
59141,Healthcare and Medicine,27.244239631336406,12,set extra plate dinner doctor,set extra plate dinner,43,1.0
59149,Healthcare and Medicine,27.1889400921659,12,doctors guest needing wakeup call,doctors guest needing wakeup call,-1,0.0
59161,Healthcare and Medicine,27.13364055299539,12,excuse doctor census taker returned asking definitive headcount,excuse census taker returned asking definitive headcount,23,1.0
59195,Healthcare and Medicine,26.986175115207374,12,doctor americans called really need presidential candidate brain time,americans called really need presidential candidate brain time,-1,0.0
59315,Healthcare and Medicine,26.56221198156682,12,mr trump see doctor still rather anxious hands,mr trump see still rather anxious hands,-1,0.0
59346,Healthcare and Medicine,26.45161290322581,12,republican party doctor nominee,republican party nominee,-1,0.0
59351,Healthcare and Medicine,26.433179723502302,12,doctor specimens ahem guests arrived,specimens ahem guests arrived,-1,0.0
59356,Healthcare and Medicine,26.4147465437788,12,leftovers tonight doctor,leftovers tonight,43,0.6381488398728705
59392,Healthcare and Medicine,26.304147465437794,12,excuse doctor man door asking make look vicepresidential,excuse man door asking make look vicepresidential,96,1.0
59401,Healthcare and Medicine,26.267281105990783,12,doctor brain ordered amazon arrived,brain ordered amazon arrived,20,0.5976474427572518
59465,Healthcare and Medicine,26.046082949308754,12,igors delayed chiropractor sir,igors delayed sir,-1,0.0
59512,Healthcare and Medicine,25.91705069124424,12,afraid forecast calls clear skies sun week doctor,afraid forecast calls clear skies sun week,60,0.9002360514527796
59523,Healthcare and Medicine,25.898617511520737,12,excuse doctor first mistake arrived dinner,excuse first mistake arrived dinner,43,0.47095687842177136
59553,Healthcare and Medicine,25.824884792626733,12,doctor bride door hoping add sparks back marriage,bride door hoping add sparks back marriage,34,1.0
59585,Healthcare and Medicine,25.75115207373272,12,good evening doctor new yorker cartoon department sent,good evening new yorker cartoon department sent,-1,0.0
59644,Healthcare and Medicine,25.622119815668203,12,doctor gentlemen pitchforks joining us dinner,gentlemen pitchforks joining us dinner,43,1.0
