caption_index,category,funniness_score,contest_id,caption,cleaned_caption,topic,topic_probability
35416,Service Industry and Hospitality,27.244239631336406,7,sorry legal opinionthe butler viable defense,sorry legal opinionthe viable defense,118,0.4470538749662493
35535,Service Industry and Hospitality,27.244239631336406,7,jury stares directly face would say cooked,jury stares directly face would say cooked,87,0.6173385005210389
38585,Service Industry and Hospitality,27.50230414746544,8,used doorman mirage,used mirage,-1,0.0
41090,Service Industry and Hospitality,23.152073732718893,8,used three ghosts daddy calls mirage blah,used three ghosts daddy calls mirage blah,9,0.9385694511780748
41507,Service Industry and Hospitality,22.617511520737327,8,next thing millennials want milk cookies,next thing millennials want milk cookies,50,0.8491654628834142
41900,Service Industry and Hospitality,22.119815668202765,8,thought cookies milk mirage,thought cookies milk mirage,50,0.9575478245398885
44386,Service Industry and Hospitality,26.470046082949313,9,well larry definitely chicken would say goose cooked,well larry definitely chicken would say goose cooked,8,0.8969184055124074
54890,Service Industry and Hospitality,27.649769585253456,11,ran valet parking republican debates,ran parking republican debates,57,1.0
55046,Service Industry and Hospitality,27.35483870967742,11,father doorman always wanted better,father always wanted better,21,0.14120754736919905
55414,Service Industry and Hospitality,26.672811059907833,11,valeted weightloss spa,valeted weightloss spa,5,0.41353303309571976
55666,Service Industry and Hospitality,26.304147465437794,11,right mine well wonder waiters put fight,right mine well wonder waiters put fight,4,0.4970884476027441
57297,Service Industry and Hospitality,24.07373271889401,11,ordered realize intended doorman dirigible hangar,ordered realize intended dirigible hangar,44,1.0
57792,Service Industry and Hospitality,23.317972350230416,11,nice doorman trump tower gave even though murray poppins mexican name,nice trump tower gave even though murray poppins mexican name,-1,0.0
58647,Service Industry and Hospitality,37.953917050691246,12,know course sir kills someone say butler,know course sir kills someone say,110,1.0
58711,Service Industry and Hospitality,31.92626728110599,12,cook wondering use microwave sir,wondering use microwave sir,-1,0.0
58724,Service Industry and Hospitality,31.391705069124423,12,well see bring dead life raise butler simply impossible,well see bring dead life raise simply impossible,-1,0.0
58737,Service Industry and Hospitality,31.11520737327189,12,cook would like know happened liver,would like know happened liver,79,0.5094953831443888
58766,Service Industry and Hospitality,30.451612903225808,12,happened previous butler,happened previous,-1,0.0
58823,Service Industry and Hospitality,29.603686635944705,12,sir build two cook gardner also resigned,sir build two gardner also resigned,110,1.0
58894,Service Industry and Hospitality,28.737327188940093,12,suppose call frankensteins butler either,suppose call frankensteins either,-1,0.0
58945,Service Industry and Hospitality,28.40552995391705,12,begging pardon sir write memoir might think butler,begging pardon sir write memoir might think,-1,0.0
58982,Service Industry and Hospitality,28.12903225806452,12,master viktor cook would like know kidneys bought tonights dinner,master viktor would like know kidneys bought tonights dinner,79,0.35919994369653946
59034,Service Industry and Hospitality,27.834101382488484,12,cook wants know monster nut allergies,wants know monster nut allergies,130,1.0
59201,Service Industry and Hospitality,26.986175115207374,12,cook would like know monster dietary restrictions,would like know monster dietary restrictions,-1,0.0
59239,Service Industry and Hospitality,26.820276497695854,12,cook wondering would come across calfs liver,wondering would come across calfs liver,79,0.5275171617366315
59259,Service Industry and Hospitality,26.72811059907834,12,oh thank sir finally always say butler,oh thank sir finally always say,110,1.0
59271,Service Industry and Hospitality,26.691244239631338,12,believe say butler,believe say,1,0.6204126894770622
59284,Service Industry and Hospitality,26.65437788018433,12,cook would like know creation alive dinner sir,would like know creation alive dinner sir,18,0.6133958977944376
59288,Service Industry and Hospitality,26.65437788018433,12,sir really need another butler,sir really need another,110,0.9002458223656961
59297,Service Industry and Hospitality,26.61751152073733,12,give sir one going believe butler,give sir one going believe,110,0.7366645635854591
59301,Service Industry and Hospitality,26.599078341013826,12,cook says liver tonights dinner stolen,says liver tonights dinner stolen,79,0.5409923527868569
59307,Service Industry and Hospitality,26.580645161290327,12,chef says needs kidneys back,says needs kidneys back,79,0.38986093320044507
59320,Service Industry and Hospitality,26.543778801843317,12,cook asks leftovers dinner,asks leftovers dinner,-1,0.0
59374,Service Industry and Hospitality,26.341013824884794,12,excuse sir cook wishes know guest particular food issues,excuse sir wishes know guest particular issues,29,0.7761981399832883
59409,Service Industry and Hospitality,26.23041474654378,12,cook asking two dinner,asking two dinner,18,0.4444999612854112
59477,Service Industry and Hospitality,26.009216589861754,12,chef wishes know happened raw liver,wishes know happened raw liver,79,0.46832201024208436
59526,Service Industry and Hospitality,25.880184331797235,12,cook wonders whether might needing organs sir,wonders whether might needing organs sir,79,0.3974922557330902
59648,Service Industry and Hospitality,25.6036866359447,12,problem sir cook mistakenly prepared brains eggs breakfast,problem sir mistakenly prepared brains eggs breakfast,94,1.0
59659,Service Industry and Hospitality,25.5852534562212,12,cook says kidney pie dinner sir kidneys disappeared,says kidney pie dinner sir kidneys disappeared,79,0.37564395681763846
59700,Service Industry and Hospitality,25.456221198156683,12,worry sir previously keith richards butler used working around corpses,worry sir previously keith richards used working around corpses,2,0.6543745295582942
59732,Service Industry and Hospitality,25.400921658986174,12,yes mlord cook says able piece something together supper,yes mlord says able piece something together supper,-1,0.0
59768,Service Industry and Hospitality,25.327188940092167,12,scouts selling cookies kill,scouts selling cookies kill,61,1.0
59881,Service Industry and Hospitality,25.05069124423963,12,cook would like know dinner guest food allergies,would like know dinner guest allergies,130,1.0
59967,Service Industry and Hospitality,24.903225806451616,12,hope correct supposing new fellow retain valet,hope correct supposing new fellow retain,15,0.8399737857510468
59981,Service Industry and Hospitality,24.847926267281107,12,sorry cook mistook liver dinner order sir,sorry mistook liver dinner order sir,79,0.40473291573714326
60184,Service Industry and Hospitality,24.497695852534562,12,chef asking stop reanimating poultry,asking stop reanimating poultry,134,1.0
60199,Service Industry and Hospitality,24.44239631336406,12,shall tell cook one dinner,shall tell one dinner,18,0.39782916269375196
60209,Service Industry and Hospitality,24.44239631336406,12,sir dinner chef prepared leftovers,sir dinner prepared leftovers,-1,0.0
60224,Service Industry and Hospitality,24.42396313364055,12,begging pardonsir shall tell cook two dinner,begging pardonsir shall tell two dinner,-1,0.0
60230,Service Industry and Hospitality,24.405529953917053,12,sure cook could handle one dinner sir,sure could handle one dinner sir,18,0.5389542948618907
60241,Service Industry and Hospitality,24.405529953917053,12,sir wanted butler,sir wanted,110,1.0
60323,Service Industry and Hospitality,24.22119815668203,12,always one person pretentious enough say actually frankensteins butler,always one person pretentious enough say actually frankensteins,-1,0.0
60397,Service Industry and Hospitality,24.129032258064516,12,sorry sir cook plumb brains,sorry sir plumb brains,-1,0.0
60436,Service Industry and Hospitality,24.055299539170505,12,cooks night doctor shall leftovers dinner,cooks night doctor shall leftovers dinner,-1,0.0
60504,Service Industry and Hospitality,23.92626728110599,12,sir please better time last one terrible cook,sir please better time last one terrible,110,0.9945426453907845
60569,Service Industry and Hospitality,23.83410138248848,12,shall let cook know stomach,shall let know stomach,137,1.0
60629,Service Industry and Hospitality,23.76036866359447,12,chef says brains sweetbreads,says brains sweetbreads,-1,0.0
60680,Service Industry and Hospitality,23.64976958525346,12,upgraded fly drones cook vegan,upgraded fly drones vegan,46,0.9476497324787726
60698,Service Industry and Hospitality,23.64976958525346,12,sir chef seems misplaced sweetbreads might suggest pork chops dinner instead,sir seems misplaced sweetbreads might suggest pork chops dinner instead,-1,0.0
60740,Service Industry and Hospitality,23.59447004608295,12,cook would like know put another setting dinner,would like know put another setting dinner,18,0.5736972509382489
60746,Service Industry and Hospitality,23.57603686635945,12,shall tell cook two dinner,shall tell two dinner,18,0.3903363556551277
60793,Service Industry and Hospitality,23.48387096774194,12,cook asks plan one dinner,asks plan one dinner,18,0.8227420663276784
60816,Service Industry and Hospitality,23.465437788018434,12,sir nothing phases used donald trumps butler,sir nothing phases used donald trumps,-1,0.0
60821,Service Industry and Hospitality,23.447004608294932,12,replaced automated butler see,replaced automated see,-1,0.0
60842,Service Industry and Hospitality,23.410138248847925,12,igor expressed reluctance double new friends valet sir,igor expressed reluctance double new friends sir,-1,0.0
60843,Service Industry and Hospitality,23.410138248847925,12,sir angry mob back time want know would like buy girl scout cookies,sir angry mob back time want know would like buy girl scout cookies,61,0.6849742219956236
60850,Service Industry and Hospitality,23.410138248847925,12,want girl scout cookies year sir,want girl scout cookies year sir,61,0.6804445814610973
60935,Service Industry and Hospitality,23.28110599078341,12,cook wants know still glutenfree diet,wants know still glutenfree diet,111,0.7500069164872504
60952,Service Industry and Hospitality,23.244239631336406,12,regret inform sir cook unable procure sweetbreads requested,regret inform sir unable procure sweetbreads requested,-1,0.0
60956,Service Industry and Hospitality,23.244239631336406,12,cook aware food allergies sir,aware allergies sir,130,1.0
60967,Service Industry and Hospitality,23.225806451612907,12,chef wants know two dinner tonight,wants know two dinner tonight,18,1.0
61001,Service Industry and Hospitality,23.170506912442395,12,chef ran brains sir help,ran brains sir help,-1,0.0
61059,Service Industry and Hospitality,23.078341013824886,12,chef says eye newt,says eye newt,-1,0.0
61064,Service Industry and Hospitality,23.078341013824886,12,chef wants know spare parts,wants know spare parts,-1,0.0
61092,Service Industry and Hospitality,23.04147465437788,12,know sir need arise always fall back butler,know sir need arise always fall back,110,1.0
61108,Service Industry and Hospitality,23.02304147465438,12,explained frankenstein frankensteins butler,explained frankenstein frankensteins,-1,0.0
61114,Service Industry and Hospitality,23.02304147465438,12,excuse doctorthe mob outside front door buying butler explanation,excuse doctorthe mob outside front door buying explanation,60,0.6163647279481287
61125,Service Industry and Hospitality,23.004608294930875,12,sir would like cookiesfor monster,sir would like cookiesfor monster,0,0.5559929748504399
61134,Service Industry and Hospitality,22.986175115207374,12,well could use underbutler sir,well could use underbutler sir,110,1.0
61147,Service Industry and Hospitality,22.967741935483872,12,may bold sir butler certainly,may bold sir certainly,110,0.9654456513793451
61153,Service Industry and Hospitality,22.94930875576037,12,mad scientist hero valet,mad scientist hero,-1,0.0
61173,Service Industry and Hospitality,22.912442396313363,12,many girl scout cookies want order year,many girl scout cookies want order year,61,0.5977052676890579
61177,Service Industry and Hospitality,22.894009216589865,12,sir stylist arrived,sir arrived,110,1.0
61182,Service Industry and Hospitality,22.894009216589865,12,cook asks want leftovers sir,asks want leftovers sir,-1,0.0
61187,Service Industry and Hospitality,22.894009216589865,12,shall cook two tonight,shall two tonight,-1,0.0
61215,Service Industry and Hospitality,22.87557603686636,12,cook says many guests expected sir,says many guests expected sir,29,1.0
61243,Service Industry and Hospitality,22.838709677419356,12,excuse dr cook says wonders leftovers,excuse dr says wonders leftovers,-1,0.0
61254,Service Industry and Hospitality,22.820276497695854,12,sorry sir chef really needs cleaver,sorry sir really needs cleaver,110,0.754998769153591
61276,Service Industry and Hospitality,22.783410138248847,12,sir girl scout cookies arrived,sir girl scout cookies arrived,61,1.0
61348,Service Industry and Hospitality,22.63594470046083,12,chef confused mean one guest two,confused mean one guest two,29,0.6650904701791231
61363,Service Industry and Hospitality,22.63594470046083,12,sir missus wants know many girl scout cookies buy,sir missus wants know many girl scout cookies buy,61,1.0
61414,Service Industry and Hospitality,22.543778801843317,12,beg pardon sir cook inquires two dinner,beg pardon sir inquires two dinner,-1,0.0
61417,Service Industry and Hospitality,22.506912442396313,12,tell tell tell butler,tell tell tell,1,0.8666449521525459
61431,Service Industry and Hospitality,22.506912442396313,12,cook upset find one main ingredients steak kidney pie,upset find one main ingredients steak kidney pie,36,0.17912786798565017
61440,Service Industry and Hospitality,22.506912442396313,12,coincidentally chef pleased tonights creation kitchen,coincidentally pleased tonights creation kitchen,-1,0.0
61458,Service Industry and Hospitality,22.43317972350231,12,presume another chefs special evening,presume another chefs special evening,2,0.7833252571940851
61513,Service Industry and Hospitality,22.359447004608295,12,lemonade cookies may recommend therapist,lemonade cookies may recommend therapist,-1,0.0
61540,Service Industry and Hospitality,22.304147465437794,12,chef suggests consider ironenriched diet,suggests consider ironenriched diet,6,0.10766621837098297
61542,Service Industry and Hospitality,22.304147465437794,12,tempabutler igor took spa holiday,tempabutler igor took spa holiday,123,0.8768534954940537
61598,Service Industry and Hospitality,22.23041474654378,12,saying sir abrupt departure last butler,saying sir abrupt departure last,110,1.0
61636,Service Industry and Hospitality,22.211981566820278,12,sirthe cook asking still one dinner,sirthe asking still one dinner,-1,0.0
61659,Service Industry and Hospitality,22.13824884792627,12,cook would like know gentleman staying dinner serving,would like know gentleman staying dinner serving,18,0.3559588154734089
61672,Service Industry and Hospitality,22.13824884792627,12,cook would like know would like organ meats prepared,would like know would like organ meats prepared,-1,0.0
61684,Service Industry and Hospitality,22.119815668202765,12,chef concocted something barbaric dining pleasure upstairs sir,concocted something barbaric dining pleasure upstairs sir,-1,0.0
61746,Service Industry and Hospitality,22.009216589861754,12,sir cook would like know prepare sweetbreads ice box tonight ’ guests,sir would like know prepare sweetbreads ice box tonight guests,-1,0.0
61753,Service Industry and Hospitality,21.99078341013825,12,may ask happen igor previous butler,may ask happen igor previous,1,0.5143170249385534
61756,Service Industry and Hospitality,21.99078341013825,12,cook awaiting sauce sir,awaiting sauce sir,11,0.4045164538052891
61799,Service Industry and Hospitality,21.898617511520737,12,lordship staff feeling bit worried plans new butler,lordship staff feeling bit worried plans new,-1,0.0
61808,Service Industry and Hospitality,21.898617511520737,12,thank creating new butler take new position,thank creating new take new position,-1,0.0
61952,Service Industry and Hospitality,21.695852534562214,12,excuse sir chef find brains planning cook dinner,excuse sir find brains planning dinner,-1,0.0
61982,Service Industry and Hospitality,21.640552995391708,12,really frankensteins butler,really frankensteins,-1,0.0
62011,Service Industry and Hospitality,21.6036866359447,12,matter accuse say butler,matter accuse say,-1,0.0
62044,Service Industry and Hospitality,21.493087557603687,12,chef regrets advise sweetbread tartare,regrets advise sweetbread tartare,-1,0.0
62119,Service Industry and Hospitality,21.36405529953917,12,sir first realize butler would better choice,sir first realize would better choice,110,1.0
62172,Service Industry and Hospitality,21.345622119815673,12,sorry doctor frankenstein cook says brain tonight,sorry doctor frankenstein says brain tonight,-1,0.0
62199,Service Industry and Hospitality,21.327188940092167,12,chef martin regrets inform unable prepare haggis supper tonight,martin regrets inform unable prepare haggis supper tonight,2,0.41672368509962326
62200,Service Industry and Hospitality,21.327188940092167,12,jeeves promised dungeons stint mr waynes butler,jeeves promised dungeons stint mr waynes,-1,0.0
62218,Service Industry and Hospitality,21.235023041474655,12,cook quit sir one blown fuse far,quit sir one blown fuse far,110,1.0
62274,Service Industry and Hospitality,21.179723502304153,12,new butler downton abbey need tell without equivocation nature duties floor,new downton abbey need tell without equivocation nature duties floor,60,0.648891751363274
62280,Service Industry and Hospitality,21.179723502304153,12,sir dinner would franks cooked electric skillet okay,sir dinner would franks cooked electric skillet okay,18,0.4858430333731868
62326,Service Industry and Hospitality,21.069124423963135,12,chef prepared favorite frankensalmon creamed gmo corn,prepared favorite frankensalmon creamed gmo corn,-1,0.0
62339,Service Industry and Hospitality,21.050691244239637,12,actually frankensteins monsters butler,actually frankensteins monsters,-1,0.0
62350,Service Industry and Hospitality,20.995391705069125,12,tired butler batman hire,tired batman hire,97,0.5034887078052955
62368,Service Industry and Hospitality,20.94009216589862,12,sir guests arriving parking valet prepared,sir guests arriving parking prepared,57,0.679363235228257
62506,Service Industry and Hospitality,20.718894009216594,12,chef next guest line minor celebrity would like know table ready,next guest minor celebrity would like know table ready,47,0.12952497830168563
62509,Service Industry and Hospitality,20.718894009216594,12,actually named alfred named alfred ’ butler,actually named alfred named alfred,-1,0.0
62524,Service Industry and Hospitality,20.718894009216594,12,quite sure monster suffice sir one ever conflated frankensteins butler,quite sure monster suffice sir one ever conflated frankensteins,-1,0.0
62556,Service Industry and Hospitality,20.626728110599082,12,cook wishes know many supper sir,wishes know many supper sir,-1,0.0
62566,Service Industry and Hospitality,20.626728110599082,12,brains delivered afternoon cook preparing dinner would macon villages burgundy,brains delivered afternoon preparing dinner would macon villages burgundy,18,0.3917362498378415
62602,Service Industry and Hospitality,20.58986175115208,12,cooking chef recommends medium rare,cooking recommends medium rare,151,1.0
62613,Service Industry and Hospitality,20.58986175115208,12,know sir frankensteins butler seems led confusion amongst guests,know sir frankensteins seems led confusion amongst guests,-1,0.0
62673,Service Industry and Hospitality,20.460829493087562,12,killed dr frankenstein butler laboratory frankenstein monster,killed dr frankenstein laboratory frankenstein monster,-1,0.0
62730,Service Industry and Hospitality,20.460829493087562,12,frankenstein sir frankensteins butler,frankenstein sir frankensteins,-1,0.0
62737,Service Industry and Hospitality,20.460829493087562,12,ugh butler serum worked figure reanimation,ugh serum worked figure reanimation,-1,0.0
62814,Service Industry and Hospitality,20.31336405529954,12,new butler freak,new freak,73,0.9003105731238145
62820,Service Industry and Hospitality,20.258064516129036,12,return microwave cook dinner served,return microwave dinner served,-1,0.0
62956,Service Industry and Hospitality,20.092165898617512,12,cook says sure enough vichyssoise postpone experiment tomorrow,says sure enough vichyssoise postpone experiment tomorrow,-1,0.0
62963,Service Industry and Hospitality,20.092165898617512,12,milk cookies ready served,milk cookies ready served,50,1.0
62996,Service Industry and Hospitality,19.963133640553,12,chef refuses give recipe sir,refuses give recipe sir,11,0.5475185705883571
63020,Service Industry and Hospitality,19.963133640553,12,sir cook needing milkshake recipe,sir needing milkshake recipe,11,0.6307112688168328
63154,Service Industry and Hospitality,19.539170506912445,12,told cook longer gmofree,told longer gmofree,1,0.6033665229837303
63155,Service Industry and Hospitality,19.539170506912445,12,ask chef got brain got brain scrambling eggs breakfast,ask got brain got brain scrambling eggs breakfast,94,0.8859576044996198
63189,Service Industry and Hospitality,19.428571428571427,12,afraid tell sir chef wesley burnt dinner,afraid tell sir wesley burnt dinner,18,0.2927343946615065
63197,Service Industry and Hospitality,19.428571428571427,12,chef preparing new concoction frankfurt complement stein porter evening sir,preparing new concoction frankfurt complement stein porter evening sir,78,1.0
63219,Service Industry and Hospitality,19.428571428571427,12,noticed butler starting suspect actually bird,noticed starting suspect actually bird,22,0.6361110212644254
63220,Service Industry and Hospitality,19.428571428571427,12,ask cook provide liquid smoke,ask provide liquid smoke,63,0.2287021530751747
63256,Service Industry and Hospitality,19.317972350230416,12,cook wants know joining us dinner,wants know joining us dinner,18,0.5552171395786258
63257,Service Industry and Hospitality,19.317972350230416,12,chef prepare rocky mountain oysters,prepare rocky mountain oysters,48,0.3556166211325602
63269,Service Industry and Hospitality,19.152073732718893,12,sir chef asking palate go vegetarian tonights dinner,sir asking palate go vegetarian tonights dinner,46,0.31852861118221054
63290,Service Industry and Hospitality,19.041474654377886,12,sir robert underbutler wishes bring sustenance experiment,sir robert underbutler wishes bring sustenance experiment,110,0.9545238490265763
63305,Service Industry and Hospitality,18.930875576036865,12,cook would like know sort dinner may required provide,would like know sort dinner may required provide,18,0.3318529117144943
63355,Service Industry and Hospitality,18.838709677419356,12,lord butler ready serve breakfast must maid dining room,lord ready serve breakfast must dining room,-1,0.0
63368,Service Industry and Hospitality,18.23041474654378,12,butler would care latte brains evening scientist latte brains already,would care latte brains evening scientist latte brains already,-1,0.0
63370,Service Industry and Hospitality,18.046082949308758,12,young scientist clueless butler thinking frankenstein needs brain butlers facial expression says lot,young scientist clueless thinking frankenstein needs brain butlers facial expression says lot,-1,0.0
64238,Service Industry and Hospitality,27.447004608294932,13,think hosts hinting time go,think hosts hinting time go,29,1.0
65276,Service Industry and Hospitality,24.8110599078341,13,wants hair stylist,wants hair,39,1.0
66450,Service Industry and Hospitality,22.70967741935484,13,stylists deported cheapest groomers could find,stylists deported cheapest groomers could find,-1,0.0
67428,Service Industry and Hospitality,20.31336405529954,13,last time call discount butlers,last time call discount butlers,4,0.45919914723679167
68181,Service Industry and Hospitality,26.24884792626728,14,remember loser cooking,remember loser cooking,-1,0.0
68201,Service Industry and Hospitality,26.193548387096776,14,went like another minutes dragon simply cooked ate st george,went like another minutes dragon simply cooked ate st george,132,1.0
68451,Service Industry and Hospitality,25.456221198156683,14,try cook kebabs time,try kebabs time,127,0.16047055176814431
69988,Service Industry and Hospitality,22.48847926267281,14,know nearly enough heat cook nongmo hot dog,know nearly enough heat nongmo hot dog,-1,0.0
70542,Service Industry and Hospitality,21.843317972350235,14,lucky hate cooking,lucky hate cooking,66,0.15652122879865057
70876,Service Industry and Hospitality,21.308755760368662,14,allow humor smoke turns fire cook dinner,allow humor smoke turns fire dinner,63,0.507945688660681
74135,Service Industry and Hospitality,22.857142857142858,15,donald trumps hairstylist,donald trumps hairstylist,39,0.8027220762745909
76785,Service Industry and Hospitality,28.534562211981566,16,chef wants know certified organic,wants know certified organic,-1,0.0
77302,Service Industry and Hospitality,26.23041474654378,16,cookbook silly serve man motto come come inside,cookbook silly serve man motto come come inside,75,1.0
77965,Service Industry and Hospitality,24.42396313364055,16,writing cookbook,writing cookbook,10,0.3870614784571385
78152,Service Industry and Hospitality,24.0,16,hundredth time serve man cookbook,hundredth time serve man cookbook,75,1.0
78476,Service Industry and Hospitality,23.428571428571427,16,planet cookiegot milk,planet cookiegot milk,50,0.6127762928887686
78501,Service Industry and Hospitality,23.391705069124427,16,well shoot come missus done cooked mess viddles proper company since halfway across galaxy,well shoot come missus done cooked mess viddles proper company since halfway across galaxy,-1,0.0
78879,Service Industry and Hospitality,22.857142857142858,16,silly tome serve humans cookbook,silly tome serve humans cookbook,75,0.43601328186248944
79128,Service Industry and Hospitality,22.562211981566826,16,got cookbook,got cookbook,10,1.0
79532,Service Industry and Hospitality,22.009216589861754,16,come show cookbook,come show cookbook,10,0.6706220327282816
79672,Service Industry and Hospitality,21.898617511520737,16,farmtotable cookbook ha try seduce daughter,farmtotable cookbook ha try seduce daughter,-1,0.0
80003,Service Industry and Hospitality,21.327188940092167,16,cookbook need right ingredients,cookbook need right ingredients,10,0.582720874256975
80025,Service Industry and Hospitality,21.327188940092167,16,bring cookbook,bring cookbook,10,0.6964931497233351
80352,Service Industry and Hospitality,20.718894009216594,16,make reservations online travel agent planet,make reservations online planet,88,0.3106080093277753
80577,Service Industry and Hospitality,20.31336405529954,16,thank much milk cookies way pepto bismol,thank much milk cookies way pepto bismol,50,1.0
80581,Service Industry and Hospitality,20.31336405529954,16,youum ah cook thanksgiving meal,youum ah thanksgiving meal,-1,0.0
80774,Service Industry and Hospitality,19.649769585253456,16,nice meet earthling unaware simpsons book cook forty humans,nice meet earthling unaware simpsons book forty humans,24,0.279292892772399
80988,Service Industry and Hospitality,18.930875576036865,16,youuns suppers six sense gettin gussied best take measures fore yo stomachs get tore wife never master cooking thing,youuns suppers six sense gettin gussied best take measures fore yo stomachs get tore wife never master cooking thing,-1,0.0
81018,Service Industry and Hospitality,18.838709677419356,16,serve man cookbook pshaw,serve man cookbook pshaw,75,1.0
82320,Service Industry and Hospitality,25.861751152073733,17,thank attending final meeting titanic safety committee george explain suggestion installing life preservers meeting rooms,thank attending final meeting titanic safety committee george explain suggestion installing life preservers meeting rooms,-1,0.0
