Topic,Count,Name,Representation,Representative_Docs,Representative Documents
16,109,16_let_letting_feel_night,"['let', 'letting', 'feel', 'night', 'hard', 'meant', 'told', 'need', 'day', 'time']","['need let', 'never let', 'see still let']","['need let', 'never let', 'see still let']"
17,105,17_guardian_angel_angels_cake,"['guardian', 'angel', 'angels', 'cake', 'guardians', 'donald', 'trumps', 'chocolate', 'appointed', 'eat']","['look like guardian angel', 'told guardian angel', 'guardian angel']","['look like guardian angel', 'told guardian angel', 'guardian angel']"
18,101,18_telescope_hubble_telescopes_window,"['telescope', 'hubble', 'telescopes', 'window', 'stars', 'looked', 'bring', 'space', 'views', 'central']","['come telescope', 'even need telescope', 'call telescope']","['come telescope', 'even need telescope', 'call telescope']"
19,95,19_lifeguards_life_lifeguarding_insurance,"['lifeguards', 'life', 'lifeguarding', 'insurance', 'pool', 'hustle', 'shortage', 'guards', 'armor', 'home']","['lifeguards duty', 'lifeguards duty', 'feel lifeguards']","['lifeguards duty', 'lifeguards duty', 'feel lifeguards']"
20,94,20_health_butter_entree_garlic,"['health', 'butter', 'entree', 'garlic', 'food', 'french', 'kitchen', 'dining', 'chef', 'national']","['best thing since health', 'worry health', 'health going like']","['best thing since health', 'worry health', 'health going like']"
21,90,21_periscope_gyroscope_periscopes_buy,"['periscope', 'gyroscope', 'periscopes', 'buy', 'modern', 'vision', 'separately', 'stereoscopic', 'lens', 'broken']","['much periscope', 'call periscope', 'much periscope']","['much periscope', 'call periscope', 'much periscope']"
22,86,22_copbad_copclown_routine_good,"['copbad', 'copclown', 'routine', 'good', 'cop26', 'coppola', 'heard', 'watching', 'guess', 'play']","['heard good copbad got something worse got good copclown', 'let us go back good copbad', 'good copbad routine']","['heard good copbad got something worse got good copclown', 'let us go back good copbad', 'good copbad routine']"
23,83,23_room_copy_problem_situation,"['room', 'copy', 'problem', 'situation', 'boxset', 'lobby', 'dougs', 'penske', 'maintenance', 'send']","['copy room', 'copy room', 'still copy room']","['copy room', 'copy room', 'still copy room']"
24,81,24_balloon_animal_balloons_animals,"['balloon', 'animal', 'balloons', 'animals', 'twist', 'sprinkles', 'dog', 'tickles', 'wig', 'tell']","['yeah good balloon', 'look balloon tell good', 'little bad balloon']","['yeah good balloon', 'look balloon tell good', 'little bad balloon']"
25,81,25_scope_scopes_trial_limit,"['scope', 'scopes', 'trial', 'limit', 'john', 'evidence', 'motion', 'debate', 'thomas', 'scale']","['like scopes one think bring trial', 'looks like scopes', 'need scopes one']","['like scopes one think bring trial', 'looks like scopes', 'need scopes one']"
26,80,26_throne_royal_hammock_king,"['throne', 'royal', 'hammock', 'king', 'kings', 'palace', 'queen', 'sway', 'buckingham', 'guards']","['hand spear hammock throne', 'alright enough one king one throne guards', 'ok kings throne hammock']","['hand spear hammock throne', 'alright enough one king one throne guards', 'ok kings throne hammock']"
27,79,27_guarded_bit_defensive_tonight,"['guarded', 'bit', 'defensive', 'tonight', 'little', 'personality', 'say', 'profile', 'evening', 'makes']","['seem guarded', 'always seem guarded', 'seem guarded']","['seem guarded', 'always seem guarded', 'seem guarded']"
28,77,28_machine_broken_copy_machines,"['machine', 'broken', 'copy', 'machines', 'gone', 'stuck', 'haywire', 'copying', 'maintenance', 'fix']","['looks like copy machine broken', 'copy machine broken', 'copy machine broken']","['looks like copy machine broken', 'copy machine broken', 'copy machine broken']"
29,75,29_castle_swimmers_sand_swim,"['castle', 'swimmers', 'sand', 'swim', 'beach', 'sandcastle', 'water', 'sea', 'ocean', 'castles']","['save swimmers castle', 'new sand castle', 'guarding sand castle']","['save swimmers castle', 'new sand castle', 'guarding sand castle']"
30,71,30_inspectors_building_osha_elevator,"['inspectors', 'building', 'osha', 'elevator', 'housing', 'health', 'safety', 'taxes', 'permit', 'mass']","['health inspectors find move', 'health inspectors give', 'sure inspectors left building']","['health inspectors find move', 'health inspectors give', 'sure inspectors left building']"
31,71,31_copperfield_david_disappear_trick,"['copperfield', 'david', 'disappear', 'trick', 'neighbor', 'mr', 'plane', 'cunt', 'court', 'vegas']","['say hi david copperfield', 'new neighbor david copperfield', 'damn david copperfield']","['say hi david copperfield', 'new neighbor david copperfield', 'damn david copperfield']"
32,69,32_sign_signed_signing_book,"['sign', 'signed', 'signing', 'book', 'copies', 'copy', 'author', 'buy', 'later', 'waiver']","['sign copies new book see later', 'buy copy book sign', 'would like sign copy']","['sign copies new book see later', 'buy copy book sign', 'would like sign copy']"
33,64,33_guards_pricks_laughing_actual,"['guards', 'pricks', 'laughing', 'actual', 'plants', 'dozen', 'strike', 'replaced', 'changing', 'real']","['guards rest guards', 'think new guards', 'four guards']","['guards rest guards', 'think new guards', 'four guards']"
34,63,34_detectives_crime_chalk_scene,"['detectives', 'crime', 'chalk', 'scene', 'evolving', 'suspect', 'forensic', 'evidence', 'investigation', 'outline']","['two fictional detectives', 'good bad crime scene', 'looking like one hardboiled crime detectives']","['two fictional detectives', 'good bad crime scene', 'looking like one hardboiled crime detectives']"
35,63,35_think_makes_bad_thinking,"['think', 'makes', 'bad', 'thinking', 'meant', 'scenario', 'good', 'huh', 'magical', 'protester']","['think bad', 'everyone think bad', 'still think bad']","['think bad', 'everyone think bad', 'still think bad']"
36,61,36_bozo_bozos_talk_pro,"['bozo', 'bozos', 'talk', 'pro', 'kid', 'good', 'make', 'bo', 'clowning', 'partner']","['bad bozo good', 'good bozo', 'good bozo']","['bad bozo good', 'good bozo', 'good bozo']"
37,60,37_sheriffs_rock_gaining_rocker,"['sheriffs', 'rock', 'gaining', 'rocker', 'faster', 'town', 'posse', 'horse', 'gang', 'bart']","['rock faster sheriffs gaining us', 'turn sheriffs', 'sheriffs town']","['rock faster sheriffs gaining us', 'turn sheriffs', 'sheriffs town']"
38,60,38_wrong_good_buddy_actually,"['wrong', 'good', 'buddy', 'actually', 'yeah', 'glad', 'nope', 'oh', 'ones', 'nooooo']","['wrong good', 'wrong good', 'wrong good']","['wrong good', 'wrong good', 'wrong good']"
39,59,39_firefighters_square_poles_pole,"['firefighters', 'square', 'poles', 'pole', 'hole', 'circle', 'shapes', 'sizes', 'round', 'straight']","['going need square firefighters', 'want firefighters whatever', 'one firefighters']","['going need square firefighters', 'want firefighters whatever', 'one firefighters']"
40,58,40_laguardia_guardia_la_beats,"['laguardia', 'guardia', 'la', 'beats', 'flying', 'minutes', 'insistent', 'sully', 'line', 'flight']","['take far laguardia', 'take far laguardia', 'never flying laguardia']","['take far laguardia', 'take far laguardia', 'never flying laguardia']"
41,57,41_copper_coppertone_penny_copperhead,"['copper', 'coppertone', 'penny', 'copperhead', 'anaconda', '1943', 'brass', 'infused', 'nonstick', 'stainless']","['really think 1943 copper penny', 'show something copper', 'something copper']","['really think 1943 copper penny', 'show something copper', 'something copper']"
42,56,42_3d_copier_tech_support,"['3d', 'copier', 'tech', 'support', 'messing', 'hello', 'installed', 'gotten', 'fell', 'joe']","['3d copier works', 'someone playing 3d copier', '3d copier']","['3d copier works', 'someone playing 3d copier', '3d copier']"
43,55,43_date_relationship_dates_guarded,"['date', 'relationship', 'dates', 'guarded', 'dating', 'let', 'blind', 'usually', 'little', 'breakup']","['last date said little guarded', 'seem little guarded even date', 'always guarded date']","['last date said little guarded', 'seem little guarded even date', 'always guarded date']"
44,52,44_crossing_traffic_school_lane,"['crossing', 'traffic', 'school', 'lane', 'schools', 'bike', 'ticket', 'opening', 'door', 'add']","['really need crossing', 'time crossing get', 'hey new school crossing']","['really need crossing', 'time crossing get', 'hey new school crossing']"
45,51,45_kid_trust_good_son,"['kid', 'trust', 'good', 'son', 'child', 'inner', 'pennywise', 'tomorrow', 'questions', 'franko']","['kid good', 'trust kid good', 'trust kid good']","['kid good', 'trust kid good', 'trust kid good']"
46,51,46_punk_chuckles_funny_giggles,"['punk', 'chuckles', 'funny', 'giggles', 'talking', 'listen', 'smirk', 'unconventional', 'cookie', 'vacation']","['punk good', 'punk good', 'give punk know chuckles break']","['punk good', 'punk good', 'give punk know chuckles break']"
47,51,47_play_playing_bad_good,"['play', 'playing', 'bad', 'good', 'jenkins', 'game', 'fun', 'going', 'strategy', 'fellshortofmyparentsexpectations']","['let us play good bad', 'ok play good play bad', 'going play good bad good']","['let us play good bad', 'ok play good play bad', 'going play good bad good']"
48,47,48_fritz_copier_copiers_jan,"['fritz', 'copier', 'copiers', 'jan', 'send', 'hello', 'tech', '3d', 'looks', 'maintenance']","['fritz copier', 'either copier fritz fritz copier', 'fritz copier']","['fritz copier', 'either copier fritz fritz copier', 'fritz copier']"
49,46,49_castle_guarding_coastline_speedo,"['castle', 'guarding', 'coastline', 'speedo', 'job', 'approach', 'try', 'danes', 'hoff', 'iiv']","['guarding castle', 'guarding castle', 'guarding castle']","['guarding castle', 'guarding castle', 'guarding castle']"
50,45,50_cvs_receipt_medals_madam,"['cvs', 'receipt', 'medals', 'madam', 'industrial', 'coupons', 'complex', 'itemized', 'annually', 'medal']","['like ever since cvs started working', 'know took cvs', 'madam cvs']","['like ever since cvs started working', 'know took cvs', 'madam cvs']"
51,45,51_photocopier_photocopy_photocopying_photocopies,"['photocopier', 'photocopy', 'photocopying', 'photocopies', 'photo', 'machine', 'problem', 'repair', 'hi', 'adjustment']","['think something wrong photocopier', 'think problem new photocopier', 'photocopier thing']","['think something wrong photocopier', 'think problem new photocopier', 'photocopier thing']"
52,44,52_scary_creepy_disturbing_terrifying,"['scary', 'creepy', 'disturbing', 'terrifying', 'scared', 'fear', 'good', 'nightmare', 'bad', 'copvaguely']","['good scary', 'good scary', 'bad good scary']","['good scary', 'good scary', 'bad good scary']"
53,44,53_cacophony_catcophony_pleasure_song,"['cacophony', 'catcophony', 'pleasure', 'song', 'minor', 'suite', 'cacophonous', 'syncopated', 'band', 'listening']","['cacophony play words', 'next cacophony', 'next cacophony']","['cacophony play words', 'next cacophony', 'next cacophony']"
54,44,54_sycophants_sarcophagus_succulents_sycophant,"['sycophants', 'sarcophagus', 'succulents', 'sycophant', 'majesty', 'surround', 'sire', 'surrounded', 'chair', 'green']","['succulents sycophants green indeed sire', 'see replaced sycophants succulents', 'said sycophants succulents']","['succulents sycophants green indeed sire', 'see replaced sycophants succulents', 'said sycophants succulents']"
55,42,55_guarding_goal_eve_everyday,"['guarding', 'goal', 'eve', 'everyday', 'drum', 'guardawful', 'gaurentee', 'gators', 'google', 'collected']","['guarding what', 'call guarding', 'guarding guarding us']","['guarding what', 'call guarding', 'guarding guarding us']"
56,41,56_copycat_copycats_copydolphins_haring,"['copycat', 'copycats', 'copydolphins', 'haring', 'keith', 'crime', 'killer', 'suspect', 'cones', 'copyfish']","['think darwin copycat', 'let us call copycat', 'think copycat']","['think darwin copycat', 'let us call copycat', 'think copycat']"
57,41,57_surgery_laparoscopic_arthroscopic_procedure,"['surgery', 'laparoscopic', 'arthroscopic', 'procedure', 'laparoscopically', 'endoscopic', 'discoperation', 'laproscopic', 'stroboscopic', 'syncopated']","['given thought laparoscopic surgery', 'let try arthroscopic surgery next', 'says laparoscopic surgery fun']","['given thought laparoscopic surgery', 'let try arthroscopic surgery next', 'says laparoscopic surgery fun']"
58,40,58_copiers_acting_gone_blink,"['copiers', 'acting', 'gone', 'blink', 'jammed', 'broken', 'haywire', 'crazy', 'maintenance', 'baggage']","['copiers acting', 'copiers acting', 'copiers acting']","['copiers acting', 'copiers acting', 'copiers acting']"
59,39,59_routine_clown_old_good,"['routine', 'clown', 'old', 'good', 'bad', 'crack', 'fall', 'ah', 'goodbad', 'millionth']","['get old good clown routine', 'old good bad clown routine', 'old good bad clown routine']","['get old good clown routine', 'old good bad clown routine', 'old good bad clown routine']"
60,39,60_sheep_hen_fox_henhouse,"['sheep', 'hen', 'fox', 'henhouse', 'house', 'guarding', 'shepherd', 'wool', 'henhouses', 'wolf']","['thinking exact thing like fox guarding hen house', 'next fox guarding henhouse', 'guarding hen house']","['thinking exact thing like fox guarding hen house', 'next fox guarding henhouse', 'guarding hen house']"
61,38,61_look_face_blinky_pulls,"['look', 'face', 'blinky', 'pulls', 'shape', 'grab', 'eye', 'want', 'faces', 'expressing']","['look bad', 'look bad', 'look good']","['look bad', 'look bad', 'look good']"
62,38,62_tax_constitution_president_trumps,"['tax', 'constitution', 'president', 'trumps', 'plan', 'returns', 'copy', 'received', 'bribes', 'payment']","['procured copy president elusive tax returns watch carefully', 'yes got copy new gop tax plan', 'yes receive copy trumps tax reform plan']","['procured copy president elusive tax returns watch carefully', 'yes got copy new gop tax plan', 'yes receive copy trumps tax reform plan']"
63,37,63_webb_james_telescope_space,"['webb', 'james', 'telescope', 'space', 'peeping', 'tom', 'picture', 'heard', 'destinations', 'images']","['one webb telescope', 'james webb space telescope', 'let us see james webb telescope']","['one webb telescope', 'james webb space telescope', 'let us see james webb telescope']"
64,37,64_castle_lives_castles_job,"['castle', 'lives', 'castles', 'job', 'description', 'life', 'bauer', 'mote', 'fiveyearold', 'lifei']","['someone got castle', 'said go castle', 'someone castle']","['someone got castle', 'said go castle', 'someone castle']"
65,36,65_job_inside_work_posting,"['job', 'inside', 'work', 'posting', 'hybrid', 'life', 'day', 'description', 'fair', 'desk']","['clearly inside job', 'day job night job renaissance fair', 'job posting said life']","['clearly inside job', 'day job night job renaissance fair', 'job posting said life']"
66,35,66_talk_talking_start_better,"['talk', 'talking', 'start', 'better', 'level', 'respect', 'want', 'good', 'jiggles', 'bim']","['better talk good', 'still talk good', 'meanwhile talk good']","['better talk good', 'still talk good', 'meanwhile talk good']"
67,35,67_microscope_microscopic_remove_portions,"['microscope', 'microscopic', 'remove', 'portions', 'experiment', 'brain', 'image', 'cut', 'body', 'dawkins']","['told microscope would easier', 'nice see microscope', 'seems always microscope']","['told microscope would easier', 'nice see microscope', 'seems always microscope']"
68,34,68_guess_bad_anyones_againi,"['guess', 'bad', 'anyones', 'againi', 'kidjust', 'playtorian', 'good', 'aha', 'plays', 'expected']","['guess good bad', 'guess good bad', 'good bad guess']","['guess good bad', 'guess good bad', 'good bad guess']"
69,34,69_budget_spending_cuts_expenditures,"['budget', 'spending', 'cuts', 'expenditures', 'transparent', 'transparency', 'attempt', 'cutting', 'afford', 'cut']","['used traffic helicopter budget cuts', 'used good bad budget cuts could afford', 'due budget cuts good bad']","['used traffic helicopter budget cuts', 'used good bad budget cuts could afford', 'due budget cuts good bad']"
70,34,70_bodyguards_bodyguard_sire_watered,"['bodyguards', 'bodyguard', 'sire', 'watered', 'cheaper', 'personal', 'gig', 'hire', '22f', 'ballots']","['therapist said well bodyguard', 'cheaper yes sire bodyguards need watered', 'personal bodyguards']","['therapist said well bodyguard', 'cheaper yes sire bodyguards need watered', 'personal bodyguards']"
71,33,71_routine_bad_goof_good,"['routine', 'bad', 'goof', 'good', 'old', 'far', 'weeks', 'taken', 'ah', 'hefty']","['yes good bad routine', 'good bad routine', 'enough good bad routine']","['yes good bad routine', 'good bad routine', 'enough good bad routine']"
72,33,72_machine_copy_forgot_turn,"['machine', 'copy', 'forgot', 'turn', 'boss', 'kerlak', 'lou', 'lamb', 'elses', 'schmitty']","['copy machine', 'something copy machine', 'copy machine']","['copy machine', 'something copy machine', 'copy machine']"
73,31,73_national_rush_arrive_time,"['national', 'rush', 'arrive', 'time', 'mobilize', 'waiting', 'fortysecond', 'ginger', 'fighters', 'arrange']","['call national yet', 'call national', 'national get']","['call national yet', 'call national', 'national get']"
74,30,74_cat_cats_dolphins_copy,"['cat', 'cats', 'dolphins', 'copy', 'feline', 'caps', 'cetacean', 'bartley', 'commander', 'angelo']","['copy cat copy cat', 'copy cats copy cats oh mean copy dolphins copy dolphins', 'copy cats dolphins']","['copy cat copy cat', 'copy cats copy cats oh mean copy dolphins copy dolphins', 'copy cats dolphins']"
75,30,75_knight_shift_knightguard_day,"['knight', 'shift', 'knightguard', 'day', 'shining', 'dark', 'usually', 'armor', 'illumiknight', 'appliance']","['day knight', 'day knight', 'new knight']","['day knight', 'day knight', 'new knight']"
76,30,76_coast_rescue_search_ship,"['coast', 'rescue', 'search', 'ship', 'turns', 'cv', 'breakers', 'crane', 'galleons', '40ton']","['coast would let take anything else', 'coast could get helicopter', 'think coast us']","['coast would let take anything else', 'coast could get helicopter', 'think coast us']"
77,30,77_dress_dressed_wear_code,"['dress', 'dressed', 'wear', 'code', 'fashion', 'mask', 'wearing', 'hire', 'down7', 'complements']","['rutgers changed dress code', 'follow hr make sure get copy dress code policy', 'life dress code stated dress accordingly']","['rutgers changed dress code', 'follow hr make sure get copy dress code policy', 'life dress code stated dress accordingly']"
78,30,78_interrogation_technique_enhanced_methods,"['interrogation', 'technique', 'enhanced', 'methods', 'clown', 'pennywise', 'latest', 'concept', 'phase', 'punchinello']","['latest interrogation bad clown', 'makes think good bad interrogation', 'tell good interrogation']","['latest interrogation bad clown', 'makes think good bad interrogation', 'tell good interrogation']"
79,30,79_acting_copier_playing_looks,"['acting', 'copier', 'playing', 'looks', 'genius', 'accounting', 'audition', 'attaches', 'scorsese', 'tarantino']","['think copier acting', 'copier acting', 'copier acting']","['think copier acting', 'copier acting', 'copier acting']"
80,29,80_boiled_hardboiled_hard_crack,"['boiled', 'hardboiled', 'hard', 'crack', 'cracked', 'slime', 'solved', 'alvin', 'boil', 'hatch']","['longer hard boiled used', 'hoping hard boiled crack case', 'told hard boiled']","['longer hard boiled used', 'hoping hard boiled crack case', 'told hard boiled']"
81,29,81_stand_standing_sg_hg,"['stand', 'standing', 'sg', 'hg', 'nap', 'feet', 'chiropractor', 'bman', 'amassed', 'americans']","['today stand', 'say stand', 'one said stand']","['today stand', 'say stand', 'one said stand']"
82,27,82_copd_elephant_rule_tests,"['copd', 'elephant', 'rule', 'tests', 'news', 'chest', 'weight', 'challenges', 'anal', 'coprolite']","['well rule copd', 'well good news copd', 'well good news copd']","['well rule copd', 'well good news copd', 'well good news copd']"
83,27,83_divorce_prenup_agreement_papers,"['divorce', 'prenup', 'agreement', 'papers', 'morning', 'decree', 'lawyer', 'copy', 'dropped', 'signed']","['going need another copy divorce papers', 'want divorce copy', 'yes copy divorce agreement']","['going need another copy divorce papers', 'want divorce copy', 'yes copy divorce agreement']"
84,26,84_goodcop_badcop_goodcopclowncop_badclown,"['goodcop', 'badcop', 'goodcopclowncop', 'badclown', 'ubercop', 'routine', 'goodcopbadcop', 'crazycop', 'sadly', 'explore']","['heard goodcop badcop routine guess one', 'know badcop goodcop anymore', 'mean see though goodcop badcop routine']","['heard goodcop badcop routine guess one', 'know badcop goodcop anymore', 'mean see though goodcop badcop routine']"
85,26,85_cave_ankle_painting_art,"['cave', 'ankle', 'painting', 'art', 'paintings', 'housebroken', 'bracelet', 'leave', 'monitor', 'gallery']","['sorry guys go cave arrest cops put lock ankle', 'leave cave tonight boys stuck ankle monitor', 'said leave cave without']","['sorry guys go cave arrest cops put lock ankle', 'leave cave tonight boys stuck ankle monitor', 'said leave cave without']"
86,26,86_vanguard_avantguard_avant_movement,"['vanguard', 'avantguard', 'avant', 'movement', 'gaze', 'fidelity', 'avantmouthguard', 'farm', 'piece', 'architectural']","['actually part vanguard really male gaze', 'always vanguard architectural movement', 'vanguard farm table grave movement']","['actually part vanguard really male gaze', 'always vanguard architectural movement', 'vanguard farm table grave movement']"
87,25,87_case_wondering_shut_cold,"['case', 'wondering', 'shut', 'cold', 'open', 'great', 'haunts', 'grandfather', 'coldcase', 'snag']","['case wondering good', 'case wondering good', 'case wondering good']","['case wondering good', 'case wondering good', 'case wondering good']"
88,25,88_episcopalian_episcopal_episcopalians_catholic,"['episcopalian', 'episcopal', 'episcopalians', 'catholic', 'church', 'st', 'wedding', 'john', 'catholics', 'bifrost']","['stop saying episcopalian need talk', 'catholic episcopalian', 'think work episcopalian']","['stop saying episcopalian need talk', 'catholic episcopalian', 'think work episcopalian']"
89,25,89_copland_aaron_town_coplands,"['copland', 'aaron', 'town', 'coplands', 'knockdown', 'week', 'horse', 'feller', 'jay', 'danged']","['looks like aaron copland boys back town', 'looks like copland back town', 'looks like aaron copland town']","['looks like aaron copland boys back town', 'looks like copland back town', 'looks like aaron copland town']"
90,24,90_copernicus_center_universe_earth,"['copernicus', 'center', 'universe', 'earth', 'nerd', 'seventy', 'spins', 'schooled', 'galileo', 'pressing']","['center universe copernicus well everyone center mine', 'copernicus called center universe', 'copernicus center']","['center universe copernicus well everyone center mine', 'copernicus called center universe', 'copernicus center']"
91,22,91_believe_badder_convince_unrelated,"['believe', 'badder', 'convince', 'unrelated', 'believeme', 'good', 'cliche', '40', 'say', 'told']","['believe good', 'believe good', 'believe good']","['believe good', 'believe good', 'believe good']"
92,22,92_duty_pillars_life_happens,"['duty', 'pillars', 'life', 'happens', 'downtime', 'notion', 'tag', 'fun', 'crusade', 'whiterun']","['duty mean accountant duty', 'know duty', 'life duty']","['duty mean accountant duty', 'know duty', 'life duty']"
93,22,93_mouth_mouthguard_chastity_belt,"['mouth', 'mouthguard', 'chastity', 'belt', 'flutist', 'trainer', 'soundboard', 'retrieve', 'wearing', 'dentist']","['wearing mouth', 'anyone seen mouth', 'anyone seen mouth']","['wearing mouth', 'anyone seen mouth', 'anyone seen mouth']"
94,22,94_egg_chicken_eggs_scrambled,"['egg', 'chicken', 'eggs', 'scrambled', 'brown', 'solve', 'sitting', 'best', 'cops', 'determine']","['great trying work committed murder chicken egg', 'colleague confused scrambled egg chicken dome hand cooked chicken egg come say mark cold case put freezer', 'ever call good egg']","['great trying work committed murder chicken egg', 'colleague confused scrambled egg chicken dome hand cooked chicken egg come say mark cold case put freezer', 'ever call good egg']"
95,21,95_cheaper_hiring_expensive_paying,"['cheaper', 'hiring', 'expensive', 'paying', 'abilities', 'ada', 'bets', 'graduates', 'ptas', 'towns']","['cheaper hiring', 'cheaper hiring', 'cheaper hiring']","['cheaper hiring', 'cheaper hiring', 'cheaper hiring']"
96,21,96_corkoscopy_corkonoscopy_coilonoscopy_age,"['corkoscopy', 'corkonoscopy', 'coilonoscopy', 'age', 'aged', 'bottleoscopy', 'reached', 'recommend', 'corknoscopy', 'winescopy']","['aged well still due corkonoscopy', 'yes time corkoscopy', 'really need corkoscopy age']","['aged well still due corkonoscopy', 'yes time corkoscopy', 'really need corkoscopy age']"
