Topic,Count,Name,Representation,Representative_Docs,Representative Documents
47,66,47_rabbit_hat_bunny_easter,"['rabbit', 'hat', 'bunny', 'easter', 'rabbits', 'magicians', 'balcony', 'ears', 'pull', 'peta']","['want see pull rabbit hat balcony want take picture pulling rabbit hat balcony 20th century', 'huh find rabbit hat everyone thinks', 'stop clowning around tell us got rabbit']","['want see pull rabbit hat balcony want take picture pulling rabbit hat balcony 20th century', 'huh find rabbit hat everyone thinks', 'stop clowning around tell us got rabbit']"
48,65,48_fish_clownfish_whale_goldfish,"['fish', 'clownfish', 'whale', 'goldfish', 'salmon', 'turtle', 'jonah', 'lobster', 'fin', 'whales']","['heard clownfish', 'see fish', 'put us fish']","['heard clownfish', 'see fish', 'put us fish']"
49,64,49_giant_size_big_wish,"['giant', 'size', 'big', 'wish', 'wished', 'joke', 'large', 'genie', 'sheep', 'meters']","['well maybe asked giant', 'big joke somewhere', 'giant wished']","['well maybe asked giant', 'big joke somewhere', 'giant wished']"
50,64,50_bad_play_good_bring,"['bad', 'play', 'good', 'bring', 'conventional', 'want', 'ya', 'playing', 'make', 'ask']","['make us play good bad', 'make play good bad', 'make play good bad good']","['make us play good bad', 'make play good bad', 'make play good bad good']"
51,63,51_home_working_adjusting_adjustment,"['home', 'working', 'adjusting', 'adjustment', 'adjustments', 'policy', 'work', 'blacksmith', 'adjust', 'length']","['working home adjustment us', 'working home adjustment us', 'still adjusting working home']","['working home adjustment us', 'working home adjustment us', 'still adjusting working home']"
52,62,52_reactor_nuclear_reactors_core,"['reactor', 'nuclear', 'reactors', 'core', 'fusion', 'included', 'leaky', 'throw', 'missile', 'peace']","['problem already nuclear reactor home', 'nuclear reactor come', 'much nuclear reactor']","['problem already nuclear reactor home', 'nuclear reactor come', 'much nuclear reactor']"
53,61,53_insurance_adjuster_claims_adjusters,"['insurance', 'adjuster', 'claims', 'adjusters', 'premiums', 'policy', 'report', 'life', 'liability', 'thanks']","['oh insurance adjuster', 'life insurance claims adjuster', 'insurance adjuster']","['oh insurance adjuster', 'life insurance claims adjuster', 'insurance adjuster']"
54,60,54_engine_clowning_engineer_crankshaft,"['engine', 'clowning', 'engineer', 'crankshaft', 'internal', 'engines', 'stop', 'counter', 'fuel', 'bean']","['someone clowning around engine', 'someone clowning around engine', 'see get clowns without engine']","['someone clowning around engine', 'someone clowning around engine', 'see get clowns without engine']"
55,58,55_sad_sadder_happy_sadness,"['sad', 'sadder', 'happy', 'sadness', 'derivative', 'cliche', 'beers', 'cheer', 'beer', 'doorstep']","['let guess sad sad', 'sad even', 'became sad']","['let guess sad sad', 'sad even', 'became sad']"
56,54,56_serve_happy_hour_sorry,"['serve', 'happy', 'hour', 'sorry', 'served', 'sad', 'clowns', 'drinks', 'strong', 'serving']","['sorry serve clowns like', 'sorry serve clowns', 'sorry serve clowns']","['sorry serve clowns like', 'sorry serve clowns', 'sorry serve clowns']"
57,54,57_draw_sketch_drawing_mountain,"['draw', 'sketch', 'drawing', 'mountain', 'drawn', 'footprints', 'ladder', 'forgot', 'nevermind', 'accurate']","['pretty good idea draw mountain', 'quick tell draw mountain', 'quick draw mountain']","['pretty good idea draw mountain', 'quick tell draw mountain', 'quick draw mountain']"
58,54,58_talk_talking_start_turns,"['talk', 'talking', 'start', 'turns', 'turn', 'ok', 'treatment', 'better', 'going', 'want']","['want around talk', 'either talk good bad talk', 'talk get']","['want around talk', 'either talk good bad talk', 'talk get']"
59,52,59_dancers_pole_exotic_irish,"['dancers', 'pole', 'exotic', 'irish', 'tap', 'mandatory', 'belly', 'dance', 'bubble', 'male']","['well square one sure pole dancers', 'pole dancers start', 'pole dancers']","['well square one sure pole dancers', 'pole dancers start', 'pole dancers']"
60,52,60_tractor_tractors_tires_sexy,"['tractor', 'tractors', 'tires', 'sexy', 'tire', 'girls', 'trailer', 'crop', 'circles', 'farm']","['tractor mind', 'sorry use tractor', 'take tractor']","['tractor mind', 'sorry use tractor', 'take tractor']"
61,52,61_accountant_accountants_accounting_problem,"['accountant', 'accountants', 'accounting', 'problem', 'replaced', 'bankers', 'clowns', 'mixed', 'cost', 'hood']","['see problem right one clowns accountant', 'problem accountant clowning around', 'problem one clowns accountant']","['see problem right one clowns accountant', 'problem accountant clowning around', 'problem one clowns accountant']"
62,51,62_white_house_president_elected,"['white', 'house', 'president', 'elected', 'united', 'states', 'inauguration', 'presidential', 'trump', 'suit']","['sad white house', 'white house work never done', 'white house']","['sad white house', 'white house work never done', 'white house']"
63,51,63_hire_pay_arrives_leave,"['hire', 'pay', 'arrives', 'leave', 'leaving', 'resignation', 'jobs', 'hiring', 'job', 'handle']","['hire said', 'finecash credit debit apple pay google pay gift cardjust give coffee', 'one trying express quiet resignation always experience trunk cari sure could handle without stretch emotional support rubber chicken']","['hire said', 'finecash credit debit apple pay google pay gift cardjust give coffee', 'one trying express quiet resignation always experience trunk cari sure could handle without stretch emotional support rubber chicken']"
64,51,64_tell_tells_told_wanted,"['tell', 'tells', 'told', 'wanted', 'accessorize', 'aheadjump', 'snazzy', 'screwing', 'bomb', 'attracted']","['never tells tolerated', 'tell going', 'told wanted']","['never tells tolerated', 'tell going', 'told wanted']"
65,51,65_inflation_adjusted_market_msrp,"['inflation', 'adjusted', 'market', 'msrp', 'price', 'raise', 'expanding', 'adjustment', 'adjusts', 'tax']","['adjusted inflation', 'adjusted inflation', 'adjusted inflation']","['adjusted inflation', 'adjusted inflation', 'adjusted inflation']"
66,50,66_interrogation_confess_police_cop,"['interrogation', 'confess', 'police', 'cop', 'technique', 'detective', 'miranda', 'dog', 'enhanced', 'tactic']","['latest police interrogation bad cop cop', 'interrogation going nowhere send', 'bad good bad interrogation']","['latest police interrogation bad cop cop', 'interrogation going nowhere send', 'bad good bad interrogation']"
67,50,67_cylinders_cylinder_heads_firing,"['cylinders', 'cylinder', 'heads', 'firing', 'problem', 'blown', 'needs', 'head', 'fourth', 'operating']","['problem one cylinders', 'problem clowning four cylinders', 'clowning 3 cylinders']","['problem one cylinders', 'problem clowning four cylinders', 'clowning 3 cylinders']"
68,49,68_pianists_concerto_gloves_penis,"['pianists', 'concerto', 'gloves', 'penis', 'perform', 'bach', 'chopin', 'boxers', 'cantatas', 'duet']","['perform rockys concerto 1 pianists penis', 'perform rockys concerto 1 pianists penis', 'pianists go die']","['perform rockys concerto 1 pianists penis', 'perform rockys concerto 1 pianists penis', 'pianists go die']"
69,49,69_dog_dogs_poodle_talk,"['dog', 'dogs', 'poodle', 'talk', 'tell', 'stole', 'goodcop', 'clowning', 'leg', 'pop']","['stop clowning dog', 'talk never see dog', 'made tell us dog']","['stop clowning dog', 'talk never see dog', 'made tell us dog']"
70,48,70_pants_tailor_inseam_jacket,"['pants', 'tailor', 'inseam', 'jacket', 'waist', 'trousers', 'crotch', 'adjustments', 'adjust', 'pairs']","['looks fine make adjustments pants however', 'pants need adjusting', 'adjust pants']","['looks fine make adjustments pants however', 'pants need adjusting', 'adjust pants']"
71,48,71_accountant_accounting_problem_financial,"['accountant', 'accounting', 'problem', 'financial', 'advisor', 'income', 'buttons', 'bob', 'actuarial', 'cam']","['accountant even though', 'see problem put accountant', 'see problem first accountant']","['accountant even though', 'see problem put accountant', 'see problem first accountant']"
72,47,72_clones_send_asked_said,"['clones', 'send', 'asked', 'said', 'sent', 'clowns', 'requested', 'instead', 'figuratively', 'function']","['said send clowns clones', 'said send clowns clones', 'said send clowns clones']","['said send clowns clones', 'said send clowns clones', 'said send clowns clones']"
73,47,73_lawyer_attorney_legal_defamation,"['lawyer', 'attorney', 'legal', 'defamation', 'owe', 'sue', 'case', 'suing', 'lawsuit', 'general']","['oh put lawyer car make run funny', 'want see lawyer one legal clowns', 'yeah know look like lawyer']","['oh put lawyer car make run funny', 'want see lawyer one legal clowns', 'yeah know look like lawyer']"
74,45,74_hood_bunch_looked_andby,"['hood', 'bunch', 'looked', 'andby', 'bopeeps', 'clownss', 'clowninder', 'hoody', 'hoods', 'slobovia']","['clowns hood', 'clowns hood', 'hood clowns']","['clowns hood', 'clowns hood', 'hood clowns']"
75,45,75_bremen_musicians_town_brementown,"['bremen', 'musicians', 'town', 'brementown', 'donkey', 'grimms', 'rooster', 'version', 'fish', 'headed']","['look like bremen town musicians', 'town musicians bremen', 'town musicians bremen']","['look like bremen town musicians', 'town musicians bremen', 'town musicians bremen']"
76,44,76_creepy_scary_thank_god,"['creepy', 'scary', 'thank', 'god', 'goodness', 'shadow', 'afraid', 'fearful', 'scares', 'meter']","['well least creepy', 'oh thank god thought creepy', 'thank god thought another creepy']","['well least creepy', 'oh thank god thought creepy', 'thank god thought another creepy']"
77,44,77_factory_factories_paper_job,"['factory', 'factories', 'paper', 'job', 'farm', 'jobs', 'condom', 'soap', 'explosion', 'china']","['got interview paper factory', 'good job interview paper factory', 'got job paper factory']","['got interview paper factory', 'good job interview paper factory', 'got job paper factory']"
78,44,78_altitude_thermostat_temperature_adjust,"['altitude', 'thermostat', 'temperature', 'adjust', 'recipe', 'baking', 'oven', 'adjusting', 'menopause', 'highaltitude']","['remember adjust recipe high altitude', 'adjust high altitude baking', 'tell nothing adjust thermostat back']","['remember adjust recipe high altitude', 'adjust high altitude baking', 'tell nothing adjust thermostat back']"
79,43,79_strike_writers_went_plot,"['strike', 'writers', 'went', 'plot', 'figure', 'support', 'ideas', 'debut', 'bart', 'aigenerated']","['nothing could writers went strike', 'seems strike', 'writers strike']","['nothing could writers went strike', 'seems strike', 'writers strike']"
80,43,80_sam_sams_uncle_serve,"['sam', 'sams', 'uncle', 'serve', 'drinks', 'sad', 'staring', 'sorry', 'clown2020', '2000']","['stop clowning around sam know', 'right sam', 'done clowning around sam']","['stop clowning around sam know', 'right sam', 'done clowning around sam']"
81,43,81_social_distancing_distance_violates,"['social', 'distancing', 'distance', 'violates', 'guidelines', 'privacy', 'regulations', 'settings', 'crowd', 'humans']","['clowns ever heard social distancing', 'clowns heard social distancing', 'heard social distancing clowns']","['clowns ever heard social distancing', 'clowns heard social distancing', 'heard social distancing clowns']"
82,43,82_djinn_djt_djour_djing,"['djinn', 'djt', 'djour', 'djing', 'ali', 'djs', 'slop', 'kiss', 'mohammed', 'maga']","['kiss turn djt', 'future french kiss djinn', '8 years desantis maga enough next installed djt jr dear junior continued deregulation picked fight former ally france blew planet came saved preserve human species end']","['kiss turn djt', 'future french kiss djinn', '8 years desantis maga enough next installed djt jr dear junior continued deregulation picked fight former ally france blew planet came saved preserve human species end']"
83,43,83_mice_mouse_rats_lab,"['mice', 'mouse', 'rats', 'lab', 'critics', 'intelligence', 'iq', 'rodents', 'humans', 'professor']","['yes yes film mouse', 'mice shown great critics', 'mice trained become critics']","['yes yes film mouse', 'mice shown great critics', 'mice trained become critics']"
84,42,84_clowning_think_mistaken_sics,"['clowning', 'think', 'mistaken', 'sics', 'epitome', 'chaos', 'mutt', 'thinkbut', 'somebody', 'thought']","['think someone clowning around', 'think clowning around', 'think clowning around']","['think someone clowning around', 'think clowning around', 'think clowning around']"
85,41,85_escher_metry_calls_answering,"['escher', 'metry', 'calls', 'answering', 'dare', 'calling', 'believe', 'cleveland', 'jobi', 'interferencecall']","['call mr distractor others call sir schedulot matter may call enjoy show rest assured ninehour delay cleveland nearly maddening sounds', 'hey answering open call models today guy named escher want come', 'hey answering open call models today guy named escher want come']","['call mr distractor others call sir schedulot matter may call enjoy show rest assured ninehour delay cleveland nearly maddening sounds', 'hey answering open call models today guy named escher want come', 'hey answering open call models today guy named escher want come']"
86,40,86_adjectives_adjective_zee_abominable,"['adjectives', 'adjective', 'zee', 'abominable', 'spell', 'menu', 'subjective', 'noun', 'goof', 'pretentious']","['said use adjectives abominable', 'little adjectives', 'really bad adjectives']","['said use adjectives abominable', 'little adjectives', 'really bad adjectives']"
87,40,87_house_brought_bring_really,"['house', 'brought', 'bring', 'really', 'boasted', 'explosive', 'furever', 'furnace', 'daysanybody', 'montblanc']","['really brought house', 'really brought house', 'brought house']","['really brought house', 'really brought house', 'brought house']"
88,40,88_shoes_shoe_big_service,"['shoes', 'shoe', 'big', 'service', 'pair', 'absurdly', 'floppy', 'shirt', 'feet', 'large']","['big shoes face service', 'shoes service', 'clowning around take big shoes']","['big shoes face service', 'shoes service', 'clowning around take big shoes']"
89,39,89_critics_criticism_thomas_affair,"['critics', 'criticism', 'thomas', 'affair', 'sensitive', 'training', 'confuse', 'discriminating', 'criticsism', 'cheesier']","['critics called show getting', 'best critics ever', 'looks like critics']","['critics called show getting', 'best critics ever', 'looks like critics']"
90,39,90_like_looks_look_looked,"['like', 'looks', 'look', 'looked', 'saw', 'wallet', 'grumpy', 'oberstien', 'provolone', 'melook']","['looks like one', 'looks like one many', 'looks like']","['looks like one', 'looks like one many', 'looks like']"
91,39,91_day_days_today_sundays,"['day', 'days', 'today', 'sundays', 'lazy', 'yesterday', 'gary', 'todays', 'eating', 'week']","['always wonder day day method like', 'gary thought today day gets realize already', 'yesterday day pirate let guess eating today']","['always wonder day day method like', 'gary thought today day gets realize already', 'yesterday day pirate let guess eating today']"
92,37,92_hitchcock_alfred_film_birds,"['hitchcock', 'alfred', 'film', 'birds', 'hitchcocks', 'fucked', 'films', 'mr', 'jane', 'murder']","['ever seen hitchcock film', 'film alfred hitchcock', 'hitchcock made film know']","['ever seen hitchcock film', 'film alfred hitchcock', 'hitchcock made film know']"
93,37,93_comedians_standup_jokes_stand,"['comedians', 'standup', 'jokes', 'stand', '30', 'condescending', 'comedianscanadians', 'comedianthey', 'comedianwants', 'comediani']","['ever tell one standup comedians wife', 'got something comedians', 'think comedians']","['ever tell one standup comedians wife', 'got something comedians', 'think comedians']"
94,36,94_clones_wanted_thousand_asked,"['clones', 'wanted', 'thousand', 'asked', 'said', 'audition', 'troupe', 'ordered', 'needed', 'requested']","['said clowns clones', 'clowns clones', 'clowns clones']","['said clowns clones', 'clowns clones', 'clowns clones']"
95,36,95_pagliacci_doctor_great_pyotr,"['pagliacci', 'doctor', 'great', 'pyotr', 'pavlosky', 'pagliaccio', 'pidgeon', 'coincidentally', 'pugilist', 'walter']","['doctor great pagliacci', 'doctor great pagliacci', 'doctor great pagliacci']","['doctor great pagliacci', 'doctor great pagliacci', 'doctor great pagliacci']"
96,36,96_yorker_new_york_spinning,"['yorker', 'new', 'york', 'spinning', 'backwards', 'week', 'soup', 'long', 'halo', 'distasteful']","['long new yorker', 'oh look bill know new yorker', 'new yorker']","['long new yorker', 'oh look bill know new yorker', 'new yorker']"
97,36,97_harmed_animals_animal_peta,"['harmed', 'animals', 'animal', 'peta', 'cats', 'filming', 'film', 'making', 'meow', 'planet']","['get animals harmed making film', 'animals harmed making film', 'animals harmed making film']","['get animals harmed making film', 'animals harmed making film', 'animals harmed making film']"
