Topic,Count,Name,Representation,Representative_Docs,Representative Documents
9,124,9_ghosts_past_christmas_future,"['ghosts', 'past', 'christmas', 'future', 'visited', 'shadow', 'believe', 'aliens', 'ghost', 'volumes']","['ghosts christmas past', 'time put ghosts', 'think ghosts']","['ghosts christmas past', 'time put ghosts', 'think ghosts']"
10,124,10_cookbook_recipe_recipes_hazmat,"['cookbook', 'recipe', 'recipes', 'hazmat', 'yes', 'got', 'cookbooks', 'chernobyl', 'book', 'species']","['new cookbook', 'said cookbook', 'call cookbook']","['new cookbook', 'said cookbook', 'call cookbook']"
11,117,11_ingredients_chili_potatoes_uses,"['ingredients', 'chili', 'potatoes', 'uses', 'cookoff', 'sauce', 'locally', 'secret', 'recipe', 'ingredient']","['heard uses seasonal ingredients', 'worry uses best ingredients', 'well want fresh ingredients']","['heard uses seasonal ingredients', 'worry uses best ingredients', 'well want fresh ingredients']"
12,114,12_french_escargot_le_france,"['french', 'escargot', 'le', 'france', 'skewer', 'monsieur', 'giant', 'pierre', 'chefs', 'la']","['time call french chefs', 'think french could', 'three french chefs']","['time call french chefs', 'think french could', 'three french chefs']"
13,110,13_reality_shows_tv_getting,"['reality', 'shows', 'tv', 'getting', 'extreme', 'magic', 'cooking', 'challenges', 'network', 'hand']","['hate reality cooking shows', 'reality cooking shows getting extreme', 'reality cooking shows really getting hand']","['hate reality cooking shows', 'reality cooking shows getting extreme', 'reality cooking shows really getting hand']"
14,109,14_soup_twist_merlin_classic,"['soup', 'twist', 'merlin', 'classic', 'round', 'spin', 'tell', 'coke', 'stirring', 'salt']","['oh chefs new twist classic soup', 'really many cooks soup', 'looks like soup']","['oh chefs new twist classic soup', 'really many cooks soup', 'looks like soup']"
15,105,15_send_sends_sorry_quit,"['send', 'sends', 'sorry', 'quit', 'position', 'delay', 'waiting', 'regards', 'survey', 'suggestion']","['would like send something back', 'send back', 'send please']","['would like send something back', 'send back', 'send please']"
16,105,16_crumbles_cookie_way_crumble,"['crumbles', 'cookie', 'way', 'crumble', 'news', 'crumbling', 'sorry', 'unfortunately', 'prognosis', 'crumbled']","['well way cookie crumbles', 'way cookie crumbles', 'well way cookie crumbles']","['well way cookie crumbles', 'way cookie crumbles', 'well way cookie crumbles']"
17,103,17_cooked_engine_degrees_165,"['cooked', 'engine', 'degrees', '165', 'hot', 'looks', 'frankly', 'oose', 'definitely', 'want']","['would like cooked', 'like cooked', 'cooked enough']","['would like cooked', 'like cooked', 'cooked enough']"
18,101,18_dinner_win_turn_invited,"['dinner', 'win', 'turn', 'invited', 'tonight', 'wants', 'remembered', 'ahead', 'know', 'join']","['either cooked dinner', 'cooking dinner', 'dinner put together']","['either cooked dinner', 'cooking dinner', 'dinner put together']"
19,93,19_mermaids_gay_mermaid_bait,"['mermaids', 'gay', 'mermaid', 'bait', 'notice', 'fish', 'slimy', 'dolphins', 'rob', 'pirates']","['mermaids course', 'right mermaids', 'told mermaids']","['mermaids course', 'right mermaids', 'told mermaids']"
20,92,20_cutter_cookiecutter_cookie_medicine,"['cutter', 'cookiecutter', 'cookie', 'medicine', 'approach', 'operation', 'surgery', 'case', 'patient', 'cutters']","['cookie cutter operation', 'cookie cutter operation', 'cookie cutter care']","['cookie cutter operation', 'cookie cutter operation', 'cookie cutter care']"
21,89,21_mother_mom_mothers_moms,"['mother', 'mom', 'mothers', 'moms', 'dad', 'father', 'mum', 'rah', 'worse', 'cooking']","['mom like cooking', 'mom seem like cooking', 'oh moms going love wait mother']","['mom like cooking', 'mom seem like cooking', 'oh moms going love wait mother']"
22,86,22_pigeon_hen_bird_recommends,"['pigeon', 'hen', 'bird', 'recommends', 'pigeons', 'hens', 'locally', 'pie', 'special', 'cornish']","['recommends pigeon', 'recommends pigeon', 'recommends pigeon']","['recommends pigeon', 'recommends pigeon', 'recommends pigeon']"
23,86,23_rat_ratatouille_remy_rats,"['rat', 'ratatouille', 'remy', 'rats', 'recommends', 'raccoon', 'poison', 'studied', 'raccoons', 'subway']","['like rat cooked', 'recommends rat like rat rat', 'thought ratatouille rat inside way around']","['like rat cooked', 'recommends rat like rat rat', 'thought ratatouille rat inside way around']"
24,85,24_jonah_jonahs_souschef_named,"['jonah', 'jonahs', 'souschef', 'named', 'krill', 'said', 'ad', 'whale', 'yeah', 'city']","['cooking jonah cooking', 'cooking jonah', 'becoming jonah']","['cooking jonah cooking', 'cooking jonah', 'becoming jonah']"
25,81,25_burgers_burger_hamburger_case,"['burgers', 'burger', 'hamburger', 'case', 'monet', 'hamburgers', 'sausages', 'trumps', 'trump', 'lilies']","['care called monet burgers', 'would like burger cooked sir', 'burgers give monet']","['care called monet burgers', 'would like burger cooked sir', 'burgers give monet']"
26,81,26_books_book_way_aneasier,"['books', 'book', 'way', 'aneasier', 'supposed', 'honest', 'sure', 'genies', 'legitimate', 'clifford']","['well books', 'well books', 'could even books']","['well books', 'well books', 'could even books']"
27,81,27_wash_cleaning_shopping_clean,"['wash', 'cleaning', 'shopping', 'clean', 'grocery', 'hands', 'washing', 'dishwasher', 'rust', 'toilet']","['cooks wash hands', 'often wash hands', 'okay cooking cleaning go grocery shopping']","['cooks wash hands', 'often wash hands', 'okay cooking cleaning go grocery shopping']"
28,79,28_school_class_classes_culinary,"['school', 'class', 'classes', 'culinary', 'lessons', 'brochure', 'bleu', 'cooking', 'teach', 'course']","['least cooking class', 'never going make cooking school', 'must missed class cooking school']","['least cooking class', 'never going make cooking school', 'must missed class cooking school']"
29,78,29_hosts_airbnb_party_guest,"['hosts', 'airbnb', 'party', 'guest', 'heavenly', 'walkaways', 'meet', 'listing', 'awkward', 'cocktail']","['guess hosts party', 'airbnb hosts', 'thought said wanted hosts']","['guess hosts party', 'airbnb hosts', 'thought said wanted hosts']"
30,77,30_boss_books_meant_ceo,"['boss', 'books', 'meant', 'ceo', 'told', 'asked', 'account', 'numbers', 'said', 'home']","['boss said books', 'boss said books', 'boss said books']","['boss said books', 'boss said books', 'boss said books']"
31,77,31_masterchef_master_challenge_survivor,"['masterchef', 'master', 'challenge', 'survivor', 'challenges', 'contest', 'audition', 'competition', 'meets', 'guy']","['care appear masterchef place amongst grand masters', 'masterchef challenges taken dark turn', 'masterchef challenge lockdown edition']","['care appear masterchef place amongst grand masters', 'masterchef challenges taken dark turn', 'masterchef challenge lockdown edition']"
32,76,32_pizza_dough_pizzas_celebrity,"['pizza', 'dough', 'pizzas', 'celebrity', 'paparazzi', 'flight', 'pizzarazzi', 'air', 'feet', 'pilot']","['recommends pizza', 'believe pizza', 'celebrity pizza']","['recommends pizza', 'believe pizza', 'celebrity pizza']"
33,74,33_world_cooking_sweetheart_planet,"['world', 'cooking', 'sweetheart', 'planet', 'literally', 'clorox', 'bobi', '3b', 'globally', 'ityour']","['cooking world', 'get cooking world', 'cooking world']","['cooking world', 'get cooking world', 'cooking world']"
34,74,34_menu_expanded_items_offmenu,"['menu', 'expanded', 'items', 'offmenu', 'menus', 'new', 'expand', 'addition', 'greatly', 'consideration']","['expanded menu', 'expanded menu', 'recommends everything menu']","['expanded menu', 'expanded menu', 'recommends everything menu']"
35,73,35_honey_shrunk_ppe_relax,"['honey', 'shrunk', 'ppe', 'relax', 'virus', 'cooking', 'mask', 'world', 'think', 'bricks']","['honey cooked dinner', 'see honey told would get', 'well honey never much anyway']","['honey cooked dinner', 'see honey told would get', 'well honey never much anyway']"
36,73,36_steak_steaks_welldone_crime,"['steak', 'steaks', 'welldone', 'crime', 'tenderize', 'overcook', 'criminal', 'wifes', 'vacuum', 'meat']","['steak sir cooked welldone', 'yes steak', 'would like steak cooked']","['steak sir cooked welldone', 'yes steak', 'would like steak cooked']"
37,72,37_art_museum_performance_exhibit,"['art', 'museum', 'performance', 'exhibit', 'painting', 'julia', 'paintings', 'form', 'pollock', 'artist']","['cooking art', 'cooking art', 'art cooking']","['cooking art', 'cooking art', 'art cooking']"
38,67,38_tonight_vide_feel_night,"['tonight', 'vide', 'feel', 'night', 'tomorrows', 'takeout', 'feeling', 'cooking', 'mexican', 'tomorrow']","['cooking vide tonight', 'feel like cooking tonight', 'feel like cooking tonight']","['cooking vide tonight', 'feel like cooking tonight', 'feel like cooking tonight']"
39,67,39_hair_hairdressers_hairstylist_rapunzel,"['hair', 'hairdressers', 'hairstylist', 'rapunzel', 'gel', 'fur', 'closed', 'went', 'recommended', 'years']","['think time get hair', 'must hair', 'anything hair see']","['think time get hair', 'must hair', 'anything hair see']"
40,66,40_wife_husband_thief_lover,"['wife', 'husband', 'thief', 'lover', 'divorce', 'husbands', 'married', 'hopes', 'syrup', 'spouse']","['would please tell wife cooks', 'wife good', 'cooking show wife']","['would please tell wife cooks', 'wife good', 'cooking show wife']"
41,65,41_bakers_patacake_cyst_pattycake,"['bakers', 'patacake', 'cyst', 'pattycake', 'consult', 'borders', 'makers', 'man', 'gender', 'original']","['bakers cyst bakers cyst', 'okay last time saying patacake patacake bakers man', 'bakers see']","['bakers cyst bakers cyst', 'okay last time saying patacake patacake bakers man', 'bakers see']"
42,64,42_compliments_head_condolences_madam,"['compliments', 'head', 'condolences', 'madam', 'husband', 'mating', 'sends', 'compliment', 'madame', 'convey']","['would like give compliments', 'compliments former', 'keep compliments']","['would like give compliments', 'compliments former', 'keep compliments']"
43,63,43_servers_process_complaint_subpoena,"['servers', 'process', 'complaint', 'subpoena', 'complaints', 'lodge', 'hirees', 'significantly', 'hacking', 'attention']","['servers evening', 'wanted speak one process servers', 'else get servers attention']","['servers evening', 'wanted speak one process servers', 'else get servers attention']"
44,62,44_order_tall_short_ordered,"['order', 'tall', 'short', 'ordered', 'ordering', 'orders', 'houston', 'assembly', 'takeout', 'ask']","['ok ask pretty tall order', 'order found another sorry', 'pretty tall order ask']","['ok ask pretty tall order', 'order found another sorry', 'pretty tall order ask']"
45,62,45_ginger_gingerbread_gingervitis_man,"['ginger', 'gingerbread', 'gingervitis', 'man', 'bakers', 'bread', 'doctors', 'agree', 'patient', 'case']","['got bad news ginger nothing way cookie crumbles', '4 5 bakers agree transfusion ginger beer ginger bread', 'name ginger one tough cookie']","['got bad news ginger nothing way cookie crumbles', '4 5 bakers agree transfusion ginger beer ginger bread', 'name ginger one tough cookie']"
46,62,46_vegan_vegetarian_vegetarians_cookbook,"['vegan', 'vegetarian', 'vegetarians', 'cookbook', 'met', 'options', 'meat', 'option', 'appealing', 'abductions']","['another vegan cookbook', 'told done cooking vegan', 'know vegan chefs']","['another vegan cookbook', 'told done cooking vegan', 'know vegan chefs']"
47,62,47_celebrity_hand_thing_getting,"['celebrity', 'hand', 'thing', 'getting', 'famous', 'lousy', 'hear', 'business', 'tv', 'gotten']","['celebrity celebrity thing', 'celebrity indeed', 'well celebrity']","['celebrity celebrity thing', 'celebrity indeed', 'well celebrity']"
48,61,48_fish_fishing_seafood_puffer,"['fish', 'fishing', 'seafood', 'puffer', 'caught', 'room', 'fry', 'microwave', 'drunken', 'fest']","['order fish need become fish', 'cooking fish cooked', 'fish cooked yet']","['order fish need become fish', 'cooking fish cooked', 'fish cooked yet']"
49,61,49_handmaids_tale_tail_look,"['handmaids', 'tale', 'tail', 'look', 'nun', 'nice', 'flying', 'tv', 'wow', 'depends']","['handmaids tale taste', 'let guess handmaids tale', 'still handmaids tale see']","['handmaids tale taste', 'let guess handmaids tale', 'still handmaids tale see']"
50,60,50_milk_cookies_glass_nap,"['milk', 'cookies', 'glass', 'nap', 'runs', 'crib', 'oat', 'chocolate', 'cookie', 'story']","['cookie milk please', 'first cookie milk', 'milk cookies']","['cookie milk please', 'first cookie milk', 'milk cookies']"
51,59,51_ghosts_past_read_unread,"['ghosts', 'past', 'read', 'unread', 'unfinished', 'bought', 'book', 'books', 'ignore', 'clubs']","['ghosts unread books past', '1 ghosts books past book', 'ghosts books read']","['ghosts unread books past', '1 ghosts books past book', 'ghosts books read']"
52,59,52_fortune_cookie_lucky_fuel,"['fortune', 'cookie', 'lucky', 'fuel', 'money', 'russian', 'quick', 'remember', 'cookies', 'future']","['fortune cookie say', 'least get fortune cookie', 'fortune cookie']","['fortune cookie say', 'least get fortune cookie', 'fortune cookie']"
53,58,53_oil_peanut_butter_engine,"['oil', 'peanut', 'butter', 'engine', 'low', 'fries', 'jelly', 'motor', 'sunscreen', 'ha']","['thought cooking oil', 'cooking oil', 'cooking oil']","['thought cooking oil', 'cooking oil', 'cooking oil']"
54,56,54_whale_whales_bro_plankton,"['whale', 'whales', 'bro', 'plankton', 'belly', 'hiring', 'fin', 'positive', 'shark', 'damn']","['heard whale', 'whale place', 'whale seems empty']","['heard whale', 'whale place', 'whale seems empty']"
55,56,55_overcook_leather_leathery_overcooking,"['overcook', 'leather', 'leathery', 'overcooking', 'taste', 'shoe', 'tastes', 'long', 'pterodactyl', 'rare']","['tough leather overcook', 'want overcook taste like leather', 'overcook taste like leather']","['tough leather overcook', 'want overcook taste like leather', 'overcook taste like leather']"
56,55,56_dozen_bakers_sentence_thirteen,"['dozen', 'bakers', 'sentence', 'thirteen', '13', 'years', '12', 'lawyer', 'months', 'reduced']","['say bakers dozen', 'told bakers dozen', 'said bakers dozen']","['say bakers dozen', 'told bakers dozen', 'said bakers dozen']"
57,55,57_parking_horse_car_park,"['parking', 'horse', 'car', 'park', 'officer', 'ticket', 'steed', 'use', 'available', 'sold']","['parking side know', 'know parking', 'parking know']","['parking side know', 'know parking', 'parking know']"
58,54,58_specials_special_todays_yesterdays,"['specials', 'special', 'todays', 'yesterdays', 'today', 'tonight', 'fredo', 'evening', 'begin', 'threw']","['asked see specials', 'would like hear todays specials', 'quit todays specials actually yesterdays specials']","['asked see specials', 'would like hear todays specials', 'quit todays specials actually yesterdays specials']"
59,54,59_quarantine_virus_covid_covid19,"['quarantine', 'virus', 'covid', 'covid19', 'coronavirus', 'quarantined', 'threatening', 'corona', 'beginning', 'worried']","['let us day afraid virus cooking', 'thought quarantine cooking could use ppe', 'still used cooking dinner every knight quarantine']","['let us day afraid virus cooking', 'thought quarantine cooking could use ppe', 'still used cooking dinner every knight quarantine']"
60,54,60_building_floor_apartment_penthouse,"['building', 'floor', 'apartment', 'penthouse', 'dropped', 'square', 'commutes', 'rent', 'elevator', 'included']","['first floor least', 'told need building', 'move building']","['first floor least', 'told need building', 'move building']"
61,54,61_girl_scout_scouts_cookies,"['girl', 'scout', 'scouts', 'cookies', 'selling', 'sell', 'girls', 'buy', 'year', 'sales']","['come girl scout cookies', 'girl scout cookies', 'girl scout cookies']","['come girl scout cookies', 'girl scout cookies', 'girl scout cookies']"
62,54,62_toxic_hazardous_protect_dangerous,"['toxic', 'hazardous', 'protect', 'dangerous', 'waste', 'carcinogens', 'declared', 'kidding', 'epa', 'safety']","['sorry called cooking toxic let go', 'kidding called cooking toxic', 'know kidding toxic cooking']","['sorry called cooking toxic let go', 'kidding called cooking toxic', 'know kidding toxic cooking']"
63,54,63_smoke_invent_discovered_alarm,"['smoke', 'invent', 'discovered', 'alarm', 'open', 'fires', 'charcoal', 'coal', 'smoking', 'campfire']","['must set smoke alarm earlier else would con level 3', 'smoke alarm cooking timer', 'hope smoke alarm go bathroom']","['must set smoke alarm earlier else would con level 3', 'smoke alarm cooking timer', 'hope smoke alarm go bathroom']"
64,53,64_cooks_kitchen_problem_diagnosis,"['cooks', 'kitchen', 'problem', 'diagnosis', 'room', 'bedroom', 'appears', 'living', 'ancestry', 'cents']","['many cooks kitchen', 'many cooks kitchen', 'cooks cooks']","['many cooks kitchen', 'many cooks kitchen', 'cooks cooks']"
65,52,65_surprise_chefs_ordered_order,"['surprise', 'chefs', 'ordered', 'order', 'shortly', 'warn', 'greenaway', 'exhilarating', 'nowaste', 'opt']","['chefs surprise', 'chefs surprise', 'chefs surprise']","['chefs surprise', 'chefs surprise', 'chefs surprise']"
66,50,66_bad_america_cooking_hate,"['bad', 'america', 'cooking', 'hate', 'worst', 'terrible', 'oh', 'soyou', 'deadlines', 'calledyou']","['cooking bad', 'cooking bad', 'bad cooking']","['cooking bad', 'cooking bad', 'bad cooking']"
67,49,67_training_fly_trained_benihana,"['training', 'fly', 'trained', 'benihana', 'classi', 'class', 'mars', 'subway', 'flying', 'private']","['sorry training', 'training new', 'new training']","['sorry training', 'training new', 'new training']"
68,49,68_tournedos_beef_jurassic_brontosaurus,"['tournedos', 'beef', 'jurassic', 'brontosaurus', 'dinosaur', 'legs', 'dinosaurs', 'tournados', 'park', 'meteor']","['tell cancel tournedos beef', 'compliments ordered tournedos beef', 'chefs idea tournedos beef']","['tell cancel tournedos beef', 'compliments ordered tournedos beef', 'chefs idea tournedos beef']"
69,47,69_ribs_rib_stick_shack,"['ribs', 'rib', 'stick', 'shack', 'prime', 'spare', 'seafood', 'offpeak', 'cookswe', 'brontosaur']","['whose idea ribs', 'cooking ribs tonight', 'never cooked ribs']","['whose idea ribs', 'cooking ribs tonight', 'never cooked ribs']"
70,47,70_jar_stole_cookie_steal,"['jar', 'stole', 'cookie', 'steal', 'hand', 'defendant', 'caught', 'question', 'honor', 'cat']","['stole cookie cookie jar', 'stole cookie cookie jar', 'cookie jar']","['stole cookie cookie jar', 'stole cookie cookie jar', 'cookie jar']"
71,46,71_armor_shining_knight_suit,"['armor', 'shining', 'knight', 'suit', 'armour', 'need', 'windsor', 'save', 'castle', 'learning']","['need knight shining armor need', 'would think knight shining armor would one cooking', 'knight shining armor know']","['need knight shining armor need', 'would think knight shining armor would one cooking', 'knight shining armor know']"
72,46,72_head_prepared_maralago_heads,"['head', 'prepared', 'maralago', 'heads', 'speak', 'coon', 'beheaded', 'lascaux', 'distinguished', 'porcini']","['prepared head', 'prepared head', 'head told others']","['prepared head', 'prepared head', 'head told others']"
73,46,73_new_excuse_creative_quite,"['new', 'excuse', 'creative', 'quite', 'highly', 'turned', 'eccentric', 'freak', 'buzz', 'evolve']","['need new', 'must new', 'get new']","['need new', 'must new', 'get new']"
74,45,74_knight_mutton_boiled_date,"['knight', 'mutton', 'boiled', 'date', 'knights', 'day', 'cooking', 'knighted', 'knighthood', '2022']","['said cooking tonight cooking every knight', 'said cooking tonight cooking knight', 'cooking take knight']","['said cooking tonight cooking every knight', 'said cooking tonight cooking knight', 'cooking take knight']"
75,45,75_serve_man_cookbook_humans,"['serve', 'man', 'cookbook', 'humans', 'book', 'reading', 'manis', 'bestseller', 'motto', 'manual']","['thought serve man cookbook', 'see serve man cookbook', 'serve man cookbook']","['thought serve man cookbook', 'see serve man cookbook', 'serve man cookbook']"
76,45,76_longer_minutes_evenly_long,"['longer', 'minutes', 'evenly', 'long', 'data', 'sides', 'seconds', 'slow', 'figured', '20']","['browned sides takes another hour data fiscal reports cooked', 'data bit longer', '10 minutes 20 minutes fill er']","['browned sides takes another hour data fiscal reports cooked', 'data bit longer', '10 minutes 20 minutes fill er']"
77,45,77_meal_meals_letting_petite,"['meal', 'meals', 'letting', 'petite', 'lunch', 'news', 'grand', 'judge', 'let', 'sending']","['would want last meal', 'told last meal', 'said last meal']","['would want last meal', 'told last meal', 'said last meal']"
78,44,78_souschef_souschefs_sousvide_preparing,"['souschef', 'souschefs', 'sousvide', 'preparing', 'killing', 'morning', 'emulsion', 'decant', 'recycing', 'pattypan']","['new souschef', 'new souschef', 'souschef become']","['new souschef', 'new souschef', 'souschef become']"
79,43,79_liver_onions_kidneys_dislike,"['liver', 'onions', 'kidneys', 'dislike', 'issue', 'contraption', 'putting', 'happened', 'calfs', 'drama']","['cooking honey know stand smell liver onions', 'appreciate liver onions', 'thanks cooking liver onions']","['cooking honey know stand smell liver onions', 'appreciate liver onions', 'thanks cooking liver onions']"
80,43,80_smell_smells_asparagus_odors,"['smell', 'smells', 'asparagus', 'odors', 'stinks', 'rock', 'bad', 'world', 'lutefisk', 'midsection']","['like smell', 'smell cooking', 'smell cooking']","['like smell', 'smell cooking', 'smell cooking']"
81,42,81_overcooked_pasta_darn_overcooking,"['overcooked', 'pasta', 'darn', 'overcooking', 'taunt', 'ef3', 'posto', 'methpotatoes', 'indicates', 'meanit']","['think overcooked', 'would like overcooked', 'must overcooked']","['think overcooked', 'would like overcooked', 'must overcooked']"
82,41,82_homecooked_meal_meals_eats,"['homecooked', 'meal', 'meals', 'eats', 'home', 'breakfast', 'uber', 'cooked', 'healthier', 'log']","['know still say homecooked', 'nothing better homecooked meal', 'homecooked meal']","['know still say homecooked', 'nothing better homecooked meal', 'homecooked meal']"
83,40,83_celebrity_restaurants_waiters_restaurant,"['celebrity', 'restaurants', 'waiters', 'restaurant', 'chefs', 'celebrities', 'stars', 'chefwhy', 'chefget', 'chefsbut']","['restaurant celebrity celebrity', 'almost fill celebrity chefs', 'celebrity chefs']","['restaurant celebrity celebrity', 'almost fill celebrity chefs', 'celebrity chefs']"
84,40,84_worn_wear_clothes_stylists,"['worn', 'wear', 'clothes', 'stylists', 'dressing', 'bandana', 'uniforms', 'theme', 'outfit', 'dressed']","['wear whenever', 'said worn way', 'ah dressing like last day earth admire sir your god forbid day demise what splendid attire done wish doormen union strict dress code sleep bathe uniforms']","['wear whenever', 'said worn way', 'ah dressing like last day earth admire sir your god forbid day demise what splendid attire done wish doormen union strict dress code sleep bathe uniforms']"
85,40,85_storm_tornado_teapot_tempest,"['storm', 'tornado', 'teapot', 'tempest', 'hurricane', 'tureen', 'tornadoes', 'variation', 'cyclone', 'solar']","['cooked storm', 'cooking storm', 'cooking storm']","['cooked storm', 'cooking storm', 'cooking storm']"
86,40,86_knight_knights_angry_night,"['knight', 'knights', 'angry', 'night', 'kniahh', 'noi', 'rook', 'reporting', 'manners', 'sharon']","['honey knight get knight', 'know knight', 'said knight']","['honey knight get knight', 'know knight', 'said knight']"
87,39,87_crime_criminal_critic_jury,"['crime', 'criminal', 'critic', 'jury', 'crimes', 'literally', 'ought', 'joking', 'term', 'offense']","['cooking really crime', 'told cooking crime', 'cooked another crime']","['cooking really crime', 'told cooking crime', 'cooked another crime']"
88,39,88_table_reservation_seat_chefs,"['table', 'reservation', 'seat', 'chefs', 'mercy', 'reservations', 'online', 'available', 'concept', 'honor']","['sir chefs kitchen table full maître ds lobby table coatcheckss cloakroom table attendants gentlemens room table however available', 'ask chefs table', 'chefs table']","['sir chefs kitchen table full maître ds lobby table coatcheckss cloakroom table attendants gentlemens room table however available', 'ask chefs table', 'chefs table']"
89,39,89_cooker_pressure_slow_cookers,"['cooker', 'pressure', 'slow', 'cookers', 'garagesale', 'use', 'invented', 'time', 'jumping', 'lowpressure']","['said pressure cooker', 'pressure cooker', 'take pressure cooker']","['said pressure cooker', 'pressure cooker', 'take pressure cooker']"
90,38,90_wine_pinot_pairing_noir,"['wine', 'pinot', 'pairing', 'noir', 'beast', 'glass', 'list', 'oak', 'sauvignon', 'superb']","['requested recommended pairing wine selection', 'try cooking wine waste', 'wine sometimes even add']","['requested recommended pairing wine selection', 'try cooking wine waste', 'wine sometimes even add']"
91,38,91_goose_lawyer_cooked_attorney,"['goose', 'lawyer', 'cooked', 'attorney', 'lawyers', 'says', 'spoke', 'judge', 'egg', 'chevron']","['lawyer told goose cooked', 'lawyer said goose cooked', 'lawyer said goose cooked']","['lawyer told goose cooked', 'lawyer said goose cooked', 'lawyer said goose cooked']"
92,38,92_bridesmaids_dresses_ceremony_dress,"['bridesmaids', 'dresses', 'ceremony', 'dress', 'groomsmen', 'bride', 'brides', 'wedding', 'awful', 'overheard']","['suddenly bridesmaids dresses seem bad', 'bridesmaids dresses awful', 'see bridesmaids wear']","['suddenly bridesmaids dresses seem bad', 'bridesmaids dresses awful', 'see bridesmaids wear']"
93,37,93_honey_books_honeythey_honeycooking,"['honey', 'books', 'honeythey', 'honeycooking', 'euphemism', 'applies', 'prosecutor', 'madoffs', 'association', 'marinate']","['honey cooking books', 'honey books', 'honey books']","['honey cooking books', 'honey books', 'honey books']"
94,36,94_eggs_egg_sidewalk_moon,"['eggs', 'egg', 'sidewalk', 'moon', 'eggbeater', 'scrambled', 'forgive', 'brain', 'bird', 'breakfast']","['sorry something air week eggs', 'well see cooks eggs family', 'meant said would eggs']","['sorry something air week eggs', 'well see cooks eggs family', 'meant said would eggs']"
95,35,95_cake_file_bake_pineapple,"['cake', 'file', 'bake', 'pineapple', 'cliche', 'upsidedown', 'funnel', 'upside', 'wedding', 'saw']","['would bake file cake', 'going make cake file never like cooking', 'would make cake file cooking']","['would bake file cake', 'going make cake file never like cooking', 'would make cake file cooking']"
96,35,96_die_cookies_death_lemonade,"['die', 'cookies', 'death', 'lemonade', 'lemon', 'grandmas', 'deadly', 'aerial', 'minutei', 'rotten']","['cookies die', 'cookies die', 'cookies die']","['cookies die', 'cookies die', 'cookies die']"
97,35,97_night_misunderstood_ad_hired,"['night', 'misunderstood', 'ad', 'hired', 'alreadybut', 'yehi', 'slops', 'suns', 'batman', 'rug']","['said night', 'said night', 'said night']","['said night', 'said night', 'said night']"
98,35,98_cookin_lookin_hey_hi,"['cookin', 'lookin', 'hey', 'hi', 'drinkin', 'evie', 'ole', 'thang', 'whellwhat', 'sittin']","['hey cookin', 'cookin cookin', 'still cookin']","['hey cookin', 'cookin cookin', 'still cookin']"
