Topic,Count,Name,Representation,Representative_Docs
18,98,18_donut_doughnut_bagel_donuts,"['donut', 'doughnut', 'bagel', 'donuts', 'hole', 'doughnut he', 'donatello', 'he', 'trying', 'the doughnut']","['you just go down into this alley and into sewer and eat out donatello and he’ll give you a cake. yes, donatello the teenage ninja turtle. he has a vagina.', 'just go down this alley and into the sewer and if you eat out donatello, he’ll give you a cake. yes, donatello the teenage mutant ninja turtle. he has a terrifying asshole. well i don’t know if it’s worth it yet if i haven’t tasted the cake, do i?', 'you just go down this alley and into the sewer and you eat out donatello and he’ll give you a cake. yes, donatello the teenage mutant ninja turtle. he has a terrifying vagina.']"
19,97,19_separation_anxiety_separation anxiety_attachment,"['separation', 'anxiety', 'separation anxiety', 'attachment', 'issues', 'anxiety he', 'his separation', 'he has', 'has separation', 'issues he']","['i think he has separation anxiety.”', 'he has separation anxiety.', 'he has separation anxiety.']"
20,95,20_hair_my hair_your hair_wash that,"['hair', 'my hair', 'your hair', 'wash that', 'man right', 'that man', 'right out', 'his hair', 'wash', 'of your']","[""we're going to wash that man right out of your hair."", ""we're gonna wash that man right out of your hair."", 'gonna wash that man right out of your hair?']"
21,95,21_leaves_rake_leaf_raking,"['leaves', 'rake', 'leaf', 'raking', 'the leaves', 'lawn', 'to rake', 'grass', 'those', 'yard']","['what makes you think that people will pay to rake your leaves, mr. sawyer?', ""you're a chump! if you were more selective and don't let the leaves in in the first place, you wouldn't have to rake them up."", 'hey don’t tell me that you’re raking those few leaves! i guess you are doing that because you were punished for something else; right? i mean why even bother to rake those up? it won’t make a difference if you do it or not.']"
22,92,22_soup_waiter_tornado_my soup,"['soup', 'waiter', 'tornado', 'my soup', 'soup waiter', 'soup sir', 'sir', 'waiter there', 'the soup', 'in my']","['patron:  waiter, there is a tornado in my soup; waiter: that is ok, sir, it is a win-win situation.', 'waiter, taste my soup!', ""waiter, i have a tornado in my soup!\r\nwaiter, i don't have a tornado spoon,""]"
23,89,23_shoes_boots_foot_those,"['shoes', 'boots', 'foot', 'those', 'shoe', 'feet', 'pair', 'his boots', 'boots you', 'his shoes']","['he said he uses suction cups on his soles of his shoes.', ""he has the only pair of magnetic shoes, so we'll have to go the long way."", ""no, i don't like those shoes.""]"
24,89,24_leash_park_dog_sir,"['leash', 'park', 'dog', 'sir', 'dogs', 'on leash', 'sorry sir', 'allowed', 'the park', 'sorry']","[""i'm sorry sir, but dogs must be off-leash at this park."", 'sorry sir, no dogs are allowed in this park.', ""i'm sorry, sir, but dogs are not allowed in this park.""]"
25,88,25_leg_arm_and leg_arm and,"['leg', 'arm', 'and leg', 'arm and', 'an arm', 'my leg', 'leg to', 'leg he', 'an', 'legs']","['it costs an arm and a leg to keep him.', 'he cost me an arm and a leg.', 'he is costing me an arm and a leg to feed.']"
26,85,26_extinct_be extinct_evolve_extinct he,"['extinct', 'be extinct', 'evolve', 'extinct he', 'he ll', 'he extinct', 'extinction', 'll', 'species', 'll be']","[""he wants me to be extinct when he's extinct."", ""i'm hoping he'll be extinct soon."", ""he'll be extinct soon.""]"
27,82,27_climate_warming_global_global warming,"['climate', 'warming', 'global', 'global warming', 'climate change', 'change', 'chinese', 'of global', 'trump', 'hoax']","[""i thought you don't believe in climate change."", ""don't your remember, dear?   our planet's existential threat is no longer global warming.  it's climate change."", 'you told me global warming is global warming is a chinese hoax - president trump said so.']"
28,81,28_dog_pet_dog he_dog star,"['dog', 'pet', 'dog he', 'dog star', 'the dog', 'hot dog', 'he', 'hot', 'star', 'good dog']","[""from what we can tell, he's a good dog. a very good dog."", 'he wants us to take him to the dog star.', ""he's from the dog star.""]"
29,79,29_god_their god_their_dyslexia,"['god', 'their god', 'their', 'dyslexia', 'of god', 'for god', 'dyslexic', 'backwards', 'god wanted', 'god or']","[""really? this is their god? are you sure we don't have it backwards?"", ""the dyslexic martians' search for god was doomed from the beginning."", ""the dyslexic martians' search for god was doomed from the beginning.""]"
30,75,30_mars_rover_to mars_mars rover,"['mars', 'rover', 'to mars', 'mars rover', 'the mars', 'on mars', 'for mars', 'him rover', 'mars and', 'training']","['i wanted a mars rover, not a rover for mars!', 'so this is the mars rover.', 'are you the mars rover?']"
31,74,31_walk_for walk_take him_him for,"['walk', 'for walk', 'take him', 'him for', 'him', 'turn', 'to walk', 'walking', 'walk him', 'walks']","['who’s turn is it to take him for a space walk?', 'whose turn is it to take him for a walk?', 'whose turn is it to take him for a walk?']"
32,73,32_good boy_boy_good_who good,"['good boy', 'boy', 'good', 'who good', 'the good', 'who', 'boy we', 'he good', 'is good', 'boy the']","[""who's a good boy? rex is a good boy!"", ""he's a good boy."", 'good...boy...?']"
33,68,33_vegan_vegetarian_eat_vegan don,"['vegan', 'vegetarian', 'eat', 'vegan don', 'is vegan', 'food', 'don', 'was vegan', 'it vegetarian', 'kosher']","['my son is a vegan!', ""don't worry, he's a vegan!"", 'he said he was vegan.']"
34,68,34_wheel_invented_the wheel_invented the,"['wheel', 'invented', 'the wheel', 'invented the', 'he invented', 'tire', 'wheel he', 'thinks', 'wheel the', 're invented']","[""he's invented the wheel again"", 'he thinks he just invented the wheel.', ""he thinks he's invented the wheel.""]"
35,67,35_whale_whale of_whales_of time,"['whale', 'whale of', 'whales', 'of time', 'the whale', 'whales don', 'white whale', 'of', 'in whale', 'of tale']","[""i'm having a whale of a time . . . but i don't mean literally."", 'oh boy, this is a whale of a tale!', 'i thought he was having a whale of a time!']"
36,67,36_planet_legged_earthling_two legged,"['planet', 'legged', 'earthling', 'two legged', 'intelligent', 'two', 'earth', 'earthlings', 'the two', 'shithole']","['it seems to be more intelligent than those two-legged creatures he was living with.', ""i'm confused. he seems so much more intelligent than the two-legged creatures who boss him around."", 'he says there is intelligent life on planet earth, but not of the two-legged variety.']"
37,66,37_kite_park_kites_kite park,"['kite', 'park', 'kites', 'kite park', 'sir', 'dog', 'helium', 'your dog', 'park sir', 'your kite']","['this is not the trump kite park.', 'kite park, sir.  this is a kite park.  local ordinance allows you to fly your airedale only in a dog park.', 'sorry, sir. this is not a dog kite park.']"
38,66,38_best friend_friend_best_man best,"['best friend', 'friend', 'best', 'man best', 'man', 'his best', 'my best', 'friend we', 'our best', 'friends']","[""no ,i'm not a man, i'm a man's best friend !"", 'so much for ""man\'s best friend.""', ""he says he is man's best friend.""]"
39,65,39_arthur_king arthur_merlin_it out,"['arthur', 'king arthur', 'merlin', 'it out', 'pull it', 'office', 'arthur pull', 'pendragon', 'pull', 'round table']","['we tried; let arthur pull it out.', 'he believes he is king arthur.', 'obviously, king arthur is on vacation this week.']"
40,65,40_smell_sniff_to sniff_smells,"['smell', 'sniff', 'to sniff', 'smells', 'backpack', 'probe', 'stink', 'smell like', 'he smells', 'probed']","['he wants us to sniff his butt.', ""if you manage to sniff his butt, wag twice if it's bill wishmire; i have $40 on him in the pool."", 'life hasn’t been the same since godzilla and king kong left those reeking piles of monster crap in our city and also died and began to decompose. essentially what i’m saying is this city smells really bad.']"
41,63,41_honey_bear_honey bear_pooh,"['honey', 'bear', 'honey bear', 'pooh', 'bear don', 'my honey', 'winnie', 'bees', 'the pooh', 'christopher robin']","['excuse me, did you call him honey bear', 'move slowly. the honey bear don’t care', ""no! he's my honey bear!""]"
42,62,42_cat_the cat_cats_blind,"['cat', 'the cat', 'cats', 'blind', 'cat he', 'one blind', 'blind cat', 'meow', 'cat meow', 'cat is']","['one blind cat, one blind cat,\r\nsee him not run, see him not run.', 'he is one blind cat.', 'for some people, the cat is easy to see. others don\'t see it at all. some people say the cat is tame. others say it\'s vicious and dangerous. since no one can really be sure who\'s right, isn\'t it smart to be as strong as the cat? if there is a cat.""']"
43,62,43_sheep_the sheep_wolf_peep,"['sheep', 'the sheep', 'wolf', 'peep', 'clothing', 'all these', 'them', 'sheeps', 'sheepish', 'sheep clothing']","[""if you don't pay me, i'll release the sheep.\r\n- the lesser known pied piper (of sheep)"", ""don't worry. sam the sheep dog aka ralph didn't clock in to work yet but it was wile e. coyote's final fall off the cliff & he was hit by another train coming out of the tunnel after the fall. he definitely won't be stealing sheep anymore."", 'the sheep is perfect, sir.']"
44,62,44_dinosaur_ankylosaurus_an ankylosaurus_part,"['dinosaur', 'ankylosaurus', 'an ankylosaurus', 'part', 'dino', 'he part', 'called an', 'stegosaurus', 'jurassic park', 'jurassic']","[""that's why he's called an ankylosaurus."", 'i knew you wouldn’t be able to resist trashing me, but i never dreamed you’d stoop low enough to make the ex-husband character two dinosaur kids inside a single adult dinosaur costume. i trusted you!', 'man with beard: “if i had known this big honkin dino would be here i would’ve brought my book about dinosaurs. i would rather have the signature of this big honkin dino than this author, that’s for sure!”']"
45,61,45_voted_voted for_vote_vote for,"['voted', 'voted for', 'vote', 'vote for', 'for', 'for him', 'voting', 'for trump', 'trump', 'blame']","[""it's not like i voted for trump."", ""don't blame me; i voted for underwood."", ""don't blame me. i didn't vote for him.""]"
46,59,46_mountain_the mountain_summit_he said,"['mountain', 'the mountain', 'summit', 'he said', 'this mountain', 'he', 'said', 'hiking', 'the summit', 'of the']","['that’s the guy who fell off the mountain because he wouldn’t get out of the way.', 'as he proved the mountain exists, the old man could only watch in awe as the tornado sucked him up, like the boy scout and his balls, many moons ago.', 'he said that he heard: the bear went over the mountain.']"
47,57,47_gluten_gluten free_free_it gluten,"['gluten', 'gluten free', 'free', 'it gluten', 'free don', 'crust', 'eat gluten', 'god', 'eat', 'worry']","[""i don't know . . . are you sure it's gluten free?"", 'don’t worry, they’re gluten free.', ""i don't know - is it gluten free?""]"
48,57,48_followed_me home_followed me_he followed,"['followed', 'me home', 'followed me', 'he followed', 'home', 'keep him', 'home can', 'keep', 'can keep', 'home he']","['he followed me home - can i keep him?', 'he followed me home, can i keep him????', 'he followed me home, can i keep him????']"
49,55,49_cloud_angry_weather_the weather,"['cloud', 'angry', 'weather', 'the weather', 'clouds', 'rain', 'that cloud', 'it raining', 'raining', 'storm']","[""well, the weather guy did say, 'possible angry clouds this afternoon with chances of a few nasty right jabs.'"", ""he's angry because the weather today is sunny and not abominable."", 'do you think that cloud is angry at us for not inviting him to our picnic siesta? or he is only trying to get climate change upon us faster then a lighting?']"
50,55,50_john_johnny_johnny is_marsha,"['john', 'johnny', 'johnny is', 'marsha', 'is john', 'now', 'baby do', 'skull', 'not send', 'galt']","['john... john schnatter... but you can call me expapa.', 'steve was down on his luck when john approached him with drones holding up his suspenders, offering him a business deal. ten years later, and steve has still never seen a dime of that money.', 'johnny is still a baby. do not send him to school. johnny is still a baby. do not send him to school …']"
51,54,51_george_rabbit_george is_george the,"['george', 'rabbit', 'george is', 'george the', 'george you', 'the hare', 'hare', 'over george', 'george this', 'week george']","['lake george is noisy', 'george is inventing something again.', 'george is always reinventing the wheel']"
52,54,52_paleo_diet_paleo diet_the paleo,"['paleo', 'diet', 'paleo diet', 'the paleo', 'he on', 'his diet', 'dieting', 'diet he', 'new diet', 'it part']","[""i think he's on the paleo diet."", ""he's on the paleo diet."", ""he's on the paleo diet.""]"
53,54,53_manager_don hire_diversity_hire,"['manager', 'don hire', 'diversity', 'hire', 'new', 'fired', 'the new', 'job', 'branch manager', 'harassment']","['i know, i know, but ever since the completion of the wall we\'ve had to expand the camp david job descriptions for ""personal assistant"", ""head of security"", and yes even the ""chauffeur""!  suck it up!', '""i\'m sure you\'ve heard the layoff rumors by now greg. this is just a friendly chat..i don\'t want to start off on the wrong foot so let me put you at ease: this window is shatterproof, you\'ll bounce right off if you try anything.', 'the new boss is the cousin of our branch manager. it really is all about connections, huh?"" ""i don\'t know. i heard he grew his old division from the roots up.']"
54,53,54_donald_the donald_donald donald_is donald,"['donald', 'the donald', 'donald donald', 'is donald', 'donald was', 'name', 'was', 'donald trump', 'donald but', 'announced']","[""but where's the donald?"", 'his name is donald.', 'are you the donald?']"
55,52,55_sharks_shark_water_on water,"['sharks', 'shark', 'water', 'on water', 'walk on', 'surfboard', 'walk', 'water he', 'survive the', 'swimming']","[""wow. that's amazing. i wonder if he can walk on water too?"", 'he can also walk on water!', ""at least he can't walk on water.""]"
56,52,56_fish_seafood_the fish_eel,"['fish', 'seafood', 'the fish', 'eel', 'tuna', 'of water', 'water', 'the eel', 'salmon', 'fisherman']","[""i told you you'd be a fish out of water at the office, ted, but your pet whale and shrimp friends make you are an entire aquarium out of water."", '« you’ve got to try some of this plastic packed seaweed?\xa0» \r\n«\xa0no thanks, there’s plenty of that where i come from.\xa0unfortunately, as there is no fish in the sea anymore, i’m looking for herring and anchovies. could you show me where the seafood aisle is? »\r\n«\xa0man, i really need to improve my language skills by speaking whale more frequently.\xa0»\r\n #earthday2021', 'yeah they’re awful, but i’m dating the fish. before you say anything, you know those shirts they sell in mexico with the fisherman getting blown by a fish underwater and his eyes are rolling back in his head and it reads happy fisherman? that’s real']"
57,51,57_man_size_men_all men,"['man', 'size', 'men', 'all men', 'big', 'wooka', 'wooka chaka', 'chaka', 'small', 'the size']","['i admire your sense of adventure, sir, but i fear the weight of your shell might somewhat hamper your scamper.', ""it's a gender confusion issue. i have always felt like a male, but when my shell started cracking i had doubts."", 'i\'m the big-penis-man wooka chaka wooka chaka!""\r\n\r\n""excuse me?!""\r\n\r\n""this dress i\'m wearing can be a tent (wink)...the stonehenge you saw outisde was inspired by my giant, ancient neanderballs""\r\n\r\n""don\'t worry, size doesn\'t matter...but showering does.']"
58,50,58_mouse_mice_blind_blind mice,"['mouse', 'mice', 'blind', 'blind mice', 'three blind', 'three', 'cat', 'blinders', 'mousetrap', 'mice the']","[""this makes him think we're three blind mice."", 'i trained him for the three blind mice.', 'three blind mice.\r\nsee how they run.\r\nthey saddled a cat and the first hopped on.\r\nthey said ""he looks calm!"" and prepared for the fun.\r\nhe scratched out their eyes and now they\'re on the run.\r\nthree blind mice.']"
59,50,59_to go_go out_go_out,"['to go', 'go out', 'go', 'out', 'out again', 'him out', 'again', 'think he', 'he wants', 'he']","['i think he has to go out.', 'he has to go out again.', 'i think he wants to go out again.']"
60,50,60_tweet_twitter_tweets_trump,"['tweet', 'twitter', 'tweets', 'trump', 'to tweet', 'tweeting', 'trump twitter', 'trump tweets', 'tweet they', 'donald']","['damocles, mr. trump has responded to your advice by way of a tweet, which reads: â€œyouâ€™re a loser and your wifeâ€™s a fat pig - #baddecision #dionysus - ya gotta hand it to him', ""i'm just trying to get away from donald trump's twitter feed."", 'the president-elect is trapped in a twitter storm and is asking us to tweet him out of it.']"
61,50,61_island_an island_no man_man is,"['island', 'an island', 'no man', 'man is', 'deserted', 'is an', 'deserted island', 'on deserted', 'man', 'an']","['i\'ve heard it said, ""no man is an island hogger.""', 'no man is an island, i am a whale, and you are dinner!', 'i thought i did the right thing when he said, ""no man is an island.""']"
62,49,62_teething_just teething_teething he_teeth,"['teething', 'just teething', 'teething he', 'teeth', 'dentist', 'still teething', 'the vet', 'vet', 'he just', 'he teething']","[""the vet says he's just teething."", ""he's just teething."", ""he's just teething.""]"
63,49,63_brother_big brother_your brother_uncle,"['brother', 'big brother', 'your brother', 'uncle', 'brothers', 'big', 'brother is', 'my brother', 'brother my', 'baby brother']","['big brother is always watching you', 'is this big brother?', 'big brother is here.']"
64,48,64_leader_their leader_their_leader he,"['leader', 'their leader', 'their', 'leader he', 'than', 'smarter', 'than their', 'smarter than', 'the leader', 'leadership']","['he seems to be their leader.', ""well, at least he's more intelligent than their leader"", ""he's smarter than their leader.""]"
65,47,65_bark_his bark_his bite_worse,"['bark', 'his bark', 'his bite', 'worse', 'than his', 'bark is', 'bite', 'is worse', 'worse than', 'than']","['his bite is worse than his bark.', 'his bite is worse than his bark.', 'his bark is worse than his bite.']"
66,46,66_dinner_chef_cook_served sir,"['dinner', 'chef', 'cook', 'served sir', 'dinner is', 'the chef', 'served', 'is served', 'your', 'sir']","['your very strange dinner is served, sir.', 'dinner is served, sir. do you want to go upstairs or do you want to eat him here?', 'while i\'m certain your method is superior to chef henri\'s and is quite the ""weeknight time saver,"" we do not prepare our beef burgundy in an instant pot. we aim to please though and henri thinks he can improvise.']"
67,46,67_keep him_keep_can we_we keep,"['keep him', 'keep', 'can we', 'we keep', 'him', 'can keep', 'can', 'him can', 'we', 'please']","['can i keep him?', 'can we keep him?', 'can we keep him! can we keep him!']"
68,46,68_train_the train_tracks_trains,"['train', 'the train', 'tracks', 'trains', 'my husband', 'husband', 'railroad', 'train and', 'the railroad', 'choo']","['please throw him in the gap between the train and the platform.', ""he heard the train a comin' down the railroad tracks, and he won't be back."", 'well, we could have lived next to the railroad tracks or on the other side of the tracks, but we though it would be so much better and more of a novelty to live with the railroad tracks..... and we don’t have to walk to the train station anymore.']"
69,45,69_weight_shoulders_the weight_feel,"['weight', 'shoulders', 'the weight', 'feel', 'my shoulders', 'look', 'weight don', 'tons', 'don feel', 'weight on']","[""stop complaining! you don't have the weight of the world on your shoulders as i do!"", ""i don't feel the weight lifting off my shoulders."", ""you're wrong.  i don't feel like i have the weight of the world on my shoulders.""]"
70,45,70_boat_the boat_cruise_rock the,"['boat', 'the boat', 'cruise', 'rock the', 'row', 'sea', 'ocean', 'the ocean', 'shore', 'ship']","[""don't worry--it won't rock the boat."", ""bob. bob! you’re not be on an even keel. i don't want to get in a row with you. i’m just not shore crossing the dessert in a boat is a good idea. c'mon lemme back in oar you'll be sorry! (note: italicize keel, row, shore, and oar.)"", ""said i'd like to know where, you got the notion, to rock the boat, don't rock the boat baby, don't tip the boat over, rock the boat.""]"
71,45,71_insurance_health_health care_have insurance,"['insurance', 'health', 'health care', 'have insurance', 'obama', 'care', 'obama care', 'obamacare', 'life insurance', 'plan']","[""i think it's okay to have obama as secretary of health insurance in our new administration, but is it necessary to have a member of the green party here too?"", ""changed my my mind. i don't want hurricane insurance. i want an aardvark and a metal straw. but hey, you're here now. i'm lonely. wanna get married? it's legal. i promise i have tan lines. but a warning; this is the last coconut. ben. you gotta name?"", ""sorry- i don't have insurance.""]"
72,44,72_up his_poop_leader_his poop,"['up his', 'poop', 'leader', 'his poop', 'pick up', 'pick', 'up', 'their leader', 'the leader', 'he must']","['they feed him, bath him, and pick up his poop. he seems to be their leader.', 'he must be their leader, they were all scurrying around to feed him and pick up his poop!', 'he must be their leader. his servants follow him around and pick up his poop.']"
73,44,73_elephant_elephant in_the elephant_the room,"['elephant', 'elephant in', 'the elephant', 'the room', 'an elephant', 'room', 'in the', 'about the', 'an', 'in']","[""oh please, don't get started again about the elephant in the room."", ""i know, but don't you think that we ought to talk about the elephant in the room?"", ""honey, we don't really have room for the elephant in the room..""]"
74,43,74_gravity_of gravity_gravity he_gravity of,"['gravity', 'of gravity', 'gravity he', 'gravity of', 'the gravity', 'einstein', 'law', 'einstein was', 'defying', 'situation']","[""you're gonna miss the sunset! the mushrooms really changed his perspective. i don't think he grasps the gravity of the situation. it's all downhill from here. wait up pop! you'll miss the sunset."", 'i don’t think he understands the gravity of this situation', ""he doesn't understand the gravity of the situation.""]"
75,42,75_blind_blinders_blinders on_eye,"['blind', 'blinders', 'blinders on', 'eye', 'sunglasses', 'he not', 'the blinders', 'he', 'spot', 'blind man']","[""i't's ok.  he's got blinders on!"", ""he can't see us with his blinders on."", ""what.? he's got blinders on..""]"
76,41,76_bite_don bite_chew_doesn bite,"['bite', 'don bite', 'chew', 'doesn bite', 'won bite', 'chew toy', 'toy', 'bites', 'his chew', 'take bite']","[""don't worry... he won't bite."", ""don't worry, he won't bite."", ""i'm sorry, but i don't bite""]"
77,41,77_him_attention_ignore_ignore him,"['him', 'attention', 'ignore', 'ignore him', 'just', 'staring', 'he just', 'other anymore', 'just ignore', 'stop staring']","[""he's looking for attention; just ignore him."", ""arg! whatever you do, don't let him out of your sight. \r\n\r\nif he gets away and blabs about escaping black beard's justice my career is over."", ""i must have told you a thousand times to put down those personals and start paying attention to me before he arrived so don't now try telling me this is no big deal.""]"
78,41,78_rescue_he rescue_rescue he_rescued,"['rescue', 'he rescue', 'rescue he', 'rescued', 'rescued me', 'he rescued', 'he', 'rescue but', 'rescue the', 'kill']","[""he's a rescue."", 'he’s a rescue.', 'he’s a rescue.']"
79,39,79_monkeys_shakespeare_the monkeys_shakespeare but,"['monkeys', 'shakespeare', 'the monkeys', 'shakespeare but', 'monkey', 'typing', 'infinite', 'of monkeys', 'for shakespeare', 'an infinite']","[""sorry, sir. we couldn't find an infinite number of monkeys."", '""bring in the monkeys, i don\'t think in an infinite amount of time, typing randomly, these ducks could complete the plays of shakespeare.', ""it's not an infinite number of monkeys, but we don't expect shakespeare either.""]"
80,38,80_halloween_costume_for halloween_halloween costume,"['halloween', 'costume', 'for halloween', 'halloween costume', 'it halloween', 'halloween he', 'halloween is', 'trick or', 'christmas', 'or']","[""i can't believe he won't take off his halloween costume..."", '“i don’t want to wear a costume for halloween” said the cat.', 'so, you want a donald trump costume for halloween.']"
81,37,81_chairman_the chairman_board_chairman of,"['chairman', 'the chairman', 'board', 'chairman of', 'the board', 'duties', 'duties as', 'new chairman', 'as chairman', 'our chairman']","[""i know he's the chairman of the board, but i think he's taking his title a little too seriously."", ""i'm not the chairman of the board for nothing."", ""i'm here to see the chairman of the board.""]"
82,37,82_prince_prince charming_charming_the prince,"['prince', 'prince charming', 'charming', 'the prince', 'hair', 'rapunzel', 'prince prince', 'your hair', 'my hair', 'to prince']","['prince, prince that is my job', 'make it out to prince charming.', '“prince charming prince charming \r\nlet up your long hair “\r\n“how?”\r\n“c’mon just do it”\r\n“but it’s...always”']"
83,37,83_room_men room_the men_the room,"['room', 'men room', 'the men', 'the room', 'sit', 'door', 'door he', 'room it', 'men', 'el']","[""oh no, where's the men's room?"", 'excuse me sir, where is the men’s room?', '""which way is the men\'s room?']"
84,36,84_frank_frank is_raking_frank with,"['frank', 'frank is', 'raking', 'frank with', 'frank he', 'cooler frank', 'frank told', 'be frank', 'frank you', 'frank has']","['frank is reinventing himself.', ""are you the print media?  can you check with frank and see if he is ronan's daddy?  we all really wonder about it.  could be a story in there.  sell a few issues, maybe."", 'the moment frank told sam that what he was doing was impossible. frank has a big mouth.']"
