Topic,Count,Name,Representation,Representative_Docs
33,77,33_glasses_hair_bald_my hair,"['glasses', 'hair', 'bald', 'my hair', 'bald spot', 'spot', 'blind', 'gonna wash', 'bald guy', 'my']","['gonna wash that man right outta my hair!', ""i'm gonna wash that man right out of my hair."", ""i 'm gonna wash that man right out of my hair.""]"
34,76,34_coming_coming he_it coming_himself,"['coming', 'coming he', 'it coming', 'himself', 'he never', 'never', 'this coming', 'saw', 'didn see', 'he brought']","['he never saw himself coming.', 'they say he never saw it coming.', 'he never saw it coming.']"
35,75,35_honor_witness_your honor_the witness,"['honor', 'witness', 'your honor', 'the witness', 'bear', 'the defendant', 'defendant', 'client', 'my client', 'your']","['your honor, my client insists on his second amendment right to bear arms.', 'the witness is well qualified, your honor.\r\nhe is smarter than the average bear.', 'your honor, the witness has known the defendant since he was born.']"
36,74,36_middle_aged_middle aged_men,"['middle', 'aged', 'middle aged', 'men', 'middle ages', 'aged man', 'ages', 'date', 'middle age', 'aged men']","[""i don't usually date middle aged men."", 'no, my profile says i’m looking for a middle-aged man, not a middle age man.', 'i said i wanted to meet a middle-aged man, not a middle ages man.']"
37,73,37_good boy_boy_good_who good,"['good boy', 'boy', 'good', 'who good', 'boy too', 'who', 're good', 'boys', 'good boys', 'too']","[""of course, you're a good boy, too."", ""yes, you're a good boy, too."", ""who's a good boy?""]"
38,72,38_book_them_book club_club,"['book', 'them', 'book club', 'club', 'kindle', 'they', 'let them', 'read', 'don judge', 'don let']","[""remember, the first rule about book club is you don't talk about book club."", ""the first rule of book club, you don't talk about book club."", ""first rule of book club is you don't talk about book club.""]"
39,71,39_cat_cats_the cat_litter,"['cat', 'cats', 'the cat', 'litter', 'cat videos', 'videos', 'cats are', 'litter box', 'cats don', 'the cats']","['he said he’s sorry about the cat.', ""he's watching cat videos, again!"", ""he's only flagging the cat videos.""]"
40,71,40_vaccine_covid_the vaccine_vaccinated,"['vaccine', 'covid', 'the vaccine', 'vaccinated', 'plague', 'coronavirus', 'shot', 'cure', 'trump', 'pandemic']","[""dr. fauci, i know you're under pressure, but i think we should tell president trump that the covid vaccine might have some side effects."", ""evidently, he's fine with the vaccine side effects."", 'just get the vaccine, gary.']"
41,70,41_yard_leaves_neighbor_his leaves,"['yard', 'leaves', 'neighbor', 'his leaves', 'the tree', 'tree', 'them', 'rake', 'put them', 'our yard']","[""he's a nice guy, but his leaves are always blowing into my yard."", ""that's the neighbor who lets his leaves blow into our yard every fall."", 'sure he’s a nice neighbor but his leaves always end up in my yard']"
42,67,42_son_best friend_friend_best,"['son', 'best friend', 'friend', 'best', 'my son', 'my best', 'son this', 'son of', 'my', 'your son']","['you may be my son, but he’s my best friend.', ""you're my son, and he's my best friend."", ""you're my son. he's my best friend.""]"
43,67,43_toast_sorry sir_bread_sorry,"['toast', 'sorry sir', 'bread', 'sorry', 'sir', 'loaf', 'sir but', 'toaster', 'seat you', 'you until']","[""i'm sorry sir, we cannot seat you until the rest of your party arrives. without avocado, you're just toast."", ""sorry, sir, but i can't seat you until your whole loaf arrives."", ""sorry sir, i can't seat you until the rest of your loaf arrives.""]"
44,65,44_wall_the wall_for it_walls,"['wall', 'the wall', 'for it', 'walls', 'build', 'pay for', 'mexico', 'the walls', 'pay', 'hole in']","['if elected, i will build a great, great wall and mars will pay for it.', 'what my opponent fails to mention is that i will build a wall. and mars will pay for it!', ""he said he's going to build a wall and the valley residents are going to pay for it.""]"
45,63,45_horse_horses_the king_king horses,"['horse', 'horses', 'the king', 'king horses', 'king', 'horses and', 'horse ass', 'as horse', 'all the', 'men']","[""yep, all the king's horses and the all king's men. not one doctor."", ""you'll need to alert your past partners, including all the king's horses and all the king's men."", ""and then i find out all the king's horses and all the king's men are out-of-network.""]"
46,62,46_toilet_the toilet_bathroom_toilet paper,"['toilet', 'the toilet', 'bathroom', 'toilet paper', 'paper', 'use', 'pee', 'the bathroom', 'use the', 'restroom']","[""look, i don't blame you. you were just a kid then, how could you have known? but the toilet, roger... the toilet."", ""don't forget the toilet paper this time."", ""why don't you just use the toilet?""]"
47,59,47_diversity_white_male_white male,"['diversity', 'white', 'male', 'white male', 'white men', 'hire', 'diversity hire', 'white guy', 'another', 'is here']","['he is not ""just"" a diversity hire.', ""he's a diversity hire."", ""they told me he's diversity hire, but as far as i can tell he's just another white guy.""]"
48,59,48_moon_the moon_biden_man in,"['moon', 'the moon', 'biden', 'man in', 'emoji', 'moon is', 'eye', 'eye like', 'full', 'emojis']","[""it's the dirty old man in the moon"", ""when the moon hits your eye like a big winking guy, that's emoji"", ""when the moon winks its eye like a big smiley guy, that's emoji.""]"
49,57,49_plane_road_far_flight,"['plane', 'road', 'far', 'flight', 'road less', 'less traveled', 'traveled', 'get far', 'less', 'the road']","['he may be taking the whole ""road less travelled"" thing too far.', 'edgar always did take the road less traveled.', ""he's taking the road less traveled.""]"
50,56,50_shotgun_riding shotgun_gun_riding,"['shotgun', 'riding shotgun', 'gun', 'riding', 'ride shotgun', 'shotgun he', 'ride', 'to ride', 'cap', 'his cap']","[""he's riding shotgun again!"", ""look ! he's riding shotgun!"", ""said he's riding shotgun.""]"
51,55,51_sales_salesman_on commission_bs,"['sales', 'salesman', 'on commission', 'bs', 'commission', 'records', 'business', 'him', 'customers', 'customer']","['you were right, putting him on commission changed his attitude.', ""he wasn't doing well when he was working the floor but his sales have boomed since i put him behind the counter."", ""he's demolishing all of our sales records.  he's like a kid in a candy store.""]"
52,55,52_yorker_new yorker_new_cartoon,"['yorker', 'new yorker', 'new', 'cartoon', 'york', 'new york', 'yorker cartoon', 'contest', 'caption', 'the new']","['this is a new yorker cartoon, sir, not a far side.', 'dear god! we’re in a “new yorker” cartoon!', ""god, it feels like i'm living in a new yorker cartoon caption contest.""]"
53,54,53_cloud_the cloud_clouds_know clouds,"['cloud', 'the cloud', 'clouds', 'know clouds', 'clouds at', 'at all', 'really don', 'that cloud', 'cloud looks', 'looks like']","['you know, i really don’t know clouds at all.', ""it's cloud illusions i recall. i really don't know clouds at all."", 'i really don’t know clouds at all.']"
54,53,54_billy_billy the_the kid_kid,"['billy', 'billy the', 'the kid', 'kid', 'sheriff', 'me billy', 'the sheriff', 'billy we', 'his rocker', 'rocker']","['now you know why they call me billy the kid', ""that's why they call me billy the kid."", 'to catch billy the kid, you have to think like billy the kid.']"
55,53,55_the death_penalty_death penalty_death,"['the death', 'penalty', 'death penalty', 'death', 'penalty is', 'penalty don', 'to worry', 'about the', 'worry', 'death sentence']","[""i don't think they'll give you the death penalty."", ""i take it you don't care about the death penalty."", ""i don't think you need to worry about the death penalty.""]"
56,53,56_rabbit_rabbit out_hat_of hat,"['rabbit', 'rabbit out', 'hat', 'of hat', 'the rabbit', 'pulling rabbit', 'pulling', 'out of', 'magic', 'out']","['honey, you just have to see this youtube video of a man on a balcony pulling a rabbit out of a hat...', 'check out this video of a guy pulling a rabbit out of a hat.', 'carl, come look at this video of a man pulling a rabbit out of a hat.']"
57,53,57_like your_don look_profile_look,"['like your', 'don look', 'profile', 'look', 'look like', 'well you', 'picture', 'your profile', 'profile picture', 'either']","[""you don't look like your profile picture either."", ""yeah, well, you don't look like your profile picture either"", ""well you don't look like your profile picture either.""]"
58,52,58_extinct_he extinct_be worth_worth,"['extinct', 'he extinct', 'be worth', 'worth', 'after he', 'extinct they', 'after', 'll be', 'endangered', 'be']","[""when he's extinct, they'll be worth a fortune."", 'they’ll be worth a lot more after he’s extinct.', 'it’ll be worth more after he’s extinct.']"
59,51,59_diet_paleo_paleo diet_milk,"['diet', 'paleo', 'paleo diet', 'milk', 'vegan', 'the paleo', 'this paleo', 'diet don', 'milk and', 'diet mark']","['seriously, you don’t have a paleo diet option?', 'he calls it his ""paleo diet.""', ""don't you think you're taking this paleo diet a bit too far?""]"
60,50,60_carl_metaphor_sagan_carl sagan,"['carl', 'metaphor', 'sagan', 'carl sagan', 'simile', 'carl you', 'john', 'carl we', 'now carl', 'of literally']","['carl sagan lived here as a little boy', 'and carl sagan slept here once.', 'and this is the carl sagan room.']"
61,49,61_mask_wearing mask_wear_wearing,"['mask', 'wearing mask', 'wear', 'wearing', 'cone', 'masks', 'his mask', 'the cone', 'to wear', 'my owner']","['you should see how my owner wears his mask.', ""just ignore him. he's not wearing a mask."", 'he’s not wearing a mask']"
62,48,62_harold_harold this_golf course_golf,"['harold', 'harold this', 'golf course', 'golf', 'on golf', 'harold it', 'as harold', 'stop mincing', 'the maitre', 'harold is']","['stop mincing your words, harold.', 'well you did say you always wanted to live on a golf course, harold.', 'harold, it’s for you.']"
63,47,63_heart_tell him_the heart_heart to,"['heart', 'tell him', 'the heart', 'heart to', 'to tell', 'tell', 'have the', 'him it', 'him', 'don have']","[""i don't have the heart to tell him it's already been done."", ""i don't have the heart to tell him it's been done."", ""i don't have the heart to tell him.""]"
64,47,64_fire_discovered fire_fireman_burning man,"['fire', 'discovered fire', 'fireman', 'burning man', 'discovered', 'burning', 'invented', 'the fire', 'fire sorry', 'make fire']","[""sorry the coffee's cold—he hasn't discovered fire yet."", 'yeah, but can he make fire?', ""i'm sorry about dinner. he hasn't discovered fire yet.""]"
65,45,65_he ll_ll be_be here_week,"['he ll', 'll be', 'be here', 'week', 'll', 'here', 'city hall', 'hall', 'two weeks', 'do something']","[""start packing. he'll be here in two weeks."", 'we have at most a week before he gets to city hall.', ""hurry! he'll be here in a week.""]"
66,45,66_opponent_my opponent_spin_my,"['opponent', 'my opponent', 'spin', 'my', 'world of', 'the world', 'world', 'opponent is', 'spin on', 'spin class']","['my opponent, clearly, thinks the world of himself.', 'my opponent seems to think the world of himself', 'my opponent thinks the world of himself  . . .']"
67,45,67_husband_ex_divorce_your ex,"['husband', 'ex', 'divorce', 'your ex', 'ex husband', 'my husband', 'the divorce', 'get my', 'my', 'late husband']","['can’t promise anything, but if i do see your ex-husband, i’ll tell him you said hi.', 'all i see is your ex-husband.', 'no, you said your ex-husband was a clod.']"
68,44,68_sheep_wool_the sheep_clothing,"['sheep', 'wool', 'the sheep', 'clothing', 'wool over', 'sheep clothing', 'the wool', 'pull the', 'eyes', 'sheepish']","[""ok, these suits aren't working any better than the sheep's clothing.  i suggest we tell them we're from the trump whitehouse; sheep seem to believe anything that comes out of there."", 'i don’t think we can pull the wool over their eyes any longer.', 'i don\'t think we can pull the wool over their eyes this time"".']"
69,44,69_from home_home_working from_work from,"['from home', 'home', 'working from', 'work from', 'from', 'work', 'working', 'engineer', 'an engineer', 'him work']","['we may want to let him work from home.', 'god, i hate working from home.', ""no, he's still working from home.""]"
70,44,70_john_you on_turn you_john you,"['john', 'you on', 'turn you', 'john you', 'turn', 'last thing', 'andrew', 'roger', 'andrew andrew', 'the casual']","['thanks john, oh, and one last thing.', ""damnit, john! if you push that button one more time i swear it'll be the last thing you ever do!"", ""i'm sorry i don't turn you on anymore, john.""]"
71,43,71_gravity_the gravity_gravity of_situation,"['gravity', 'the gravity', 'gravity of', 'situation', 'situation don', 'the situation', 'understand the', 'think you', 'you understand', 'understand']","[""i don't think you understand the gravity of the situation."", ""i don't think you understand the gravity of the situation."", ""i don't think you understand the gravity of the situation!""]"
72,43,72_his work_work_his_work is,"['his work', 'work', 'his', 'work is', 'with him', 'degree', 'up with', 'everywhere', 'finally caught', 'work finally']","[""it's so nice to see his work not riddled with bullet holes."", 'i guess his work finally caught up with him.', 'i guess his work finally caught up with him.']"
73,43,73_stand up_stand_crawling_up,"['stand up', 'stand', 'crawling', 'up', 'two feet', 'feet', 'to stand', 'doing stand', 'own two', 'two']","[""look he's already doing stand up."", 'look, honey! he skipped crawling and went straight to stand-up!', 'he went right from crawling to stand-up!']"
74,43,74_350_degrees_temperature_350 degrees,"['350', 'degrees', 'temperature', '350 degrees', 'at 350', 'thermostat', 'minutes', 'of 350', 'the thermostat', 'temperature of']","[""ten minutes at 350 degrees and he'll be fine."", 'his temperature is right at 350 degrees.', ""he's had a temperature of 350 degrees for the last ten minutes.""]"
75,42,75_asleep_wake_sleep_bedtime,"['asleep', 'wake', 'sleep', 'bedtime', 'bedtime routine', 'to sleep', 'routine', 'bedroom', 'fall asleep', 'snoring']","['his bedtime routine gets me every time.', ""it's the only way to get him to fall asleep."", 'i love his bedtime routine.']"
76,42,76_bush_the bush_two in_two,"['bush', 'the bush', 'two in', 'two', 'in the', 'worth', 'worth two', 'in', 'another bush', 'is worth']","['is one on the barrel worth two in the bush?', ""it's still worth two in the bush!"", 'is that worth two in the bush?']"
77,41,77_knight_tip_one knight_knight stands,"['knight', 'tip', 'one knight', 'knight stands', 'stands', 'do one', 'tip the', 'don tip', 'knight stand', 'to tip']","[""sorry, i don't do one-knight stands."", ""no, i don't do one-knight stands."", ""i don't do one knight stands.""]"
78,41,78_lemons_lemonade_you lemons_when death,"['lemons', 'lemonade', 'you lemons', 'when death', 'lemonade he', 'death gives', 'gives you', 'he says', 'death', 'gives']","[""when death gives you lemons...i don't know this one, a meringue maybe? limoncello?"", 'when death gives you lemons, say thank you, then go make him an arnold palmer.', 'when death gives you lemons, don’t bother making anything.']"
79,41,79_drop_drop in_to drop_drops in,"['drop', 'drop in', 'to drop', 'drops in', 'drops', 'in he', 'unexpectedly', 'in unexpectedly', 'he drops', 'll drop']","[""he's been known to drop in unexpectedly."", ""i'm waiting for him to drop in."", 'do you think he wants to drop in?']"
80,41,80_believe_exist_either he_believe him,"['believe', 'exist', 'either he', 'believe him', 'us either', 'in us', 'doesn believe', 'he doesn', 'he said', 'believe in']","['he doesn’t believe in us either.', ""he said that he doesn't believe in us either."", 'he said he doesn’t believe in us either.']"
81,41,81_side effects_effects_side_prescription,"['side effects', 'effects', 'side', 'prescription', 'pill', 'effect', 'on myself', 'medication', 'dose', 'side effect']","['i don’t know what to tell you, sir. this was not one of the 897 side effects we’ve seen to date.', ""oh good, it looks like i don't need to tell you about the side effects."", ""the drug has a diuretic effect, so it's gonna have you pissing like— um, more frequently. the dose is pretty big, these are real hor— uh, the pills are large. so take them with a full glass of water, which, not to beat a dead h— i'm fucken sorry, man""]"
82,40,82_ignore him_ignore_just ignore_him he,"['ignore him', 'ignore', 'just ignore', 'him he', 'him', 'ignoring', 'attention', 'for attention', 'he ignoring', 'do anything']","[""just ignore him, he'll blow away."", ""ignore him--he'll do anything to get attention"", ""just ignore him.  he'll do anything for attention.""]"
83,40,83_square_pole_the square_peg,"['square', 'pole', 'the square', 'peg', 'mountain', 'square peg', 'draw', 'climb', 'stand there', 'just stand']","['finally! square peg got his round pole!', 'i don’t mind the square hole, but the square pole is not fun.', 'two poles diverged in a floor of wood, and sorry i could not travel both, and be one fireman, long i stood and looked down one as far as i could, to where it stopped on the bottom floor; two poles diverged in a floor of wood, and i, i took the one less traveled by, and that has made not much of a difference really.']"
84,40,84_clown_cop_clowns_good cop,"['clown', 'cop', 'clowns', 'good cop', 'circus', 'bad', 'bad cop', 'ya', 'the good', 'cop he']","[""i tuned up ya rodeo clown, ya mime clown, and ya circus clown. but ya congressman needs replacin'."", 'he can be the bad cop, or the good cop, it depends on your childhood.', ""this clown is actually your attorney, we don't do good cop/bad cop anymore.""]"
85,40,85_mortgage_reverse_reverse mortgage_upside down,"['mortgage', 'reverse', 'reverse mortgage', 'upside down', 'upside', 'reverse mortgages', 'his reverse', 'mortgages', 'he got', 'his mortgage']","[""he's enjoying his reverse mortgage."", 'looks like his reverse mortgage went through.', 'he said he was getting a reverse mortgage!']"
86,39,86_upside_upside down_down_his world,"['upside', 'upside down', 'down', 'his world', 'turned', 'world', 'turned upside', 'world upside', 'world turned', 'down he']","['i turned his world upside-down the other night.', 'poor guy. his world turned upside down when covid started.', 'after the divorce, his world turned upside down.']"
87,39,87_larry_it larry_larry got_to larry,"['larry', 'it larry', 'larry got', 'to larry', 'creek', 'deadline', 'larry you', 'larry the', 'larry he', 'larry here']","['i guess it could be worse. larry got breaded and fried.', 'oh, it could be worse. larry got fruitcake.', ""i get it, larry. it's just not funny!""]"
88,39,88_george_george is_curious_beforeman grill,"['george', 'george is', 'curious', 'beforeman grill', 'george it', 'george beforeman', 'saint george', 'beforeman', 'boy george', 'up george']","[""george! it's for you."", ""george...it's for you."", 'what’s up, george?']"
89,39,89_stocks_stock_bonds_in stocks,"['stocks', 'stock', 'bonds', 'in stocks', 'option', 'fund', 'in bonds', 'stock option', 'stocks he', 'he in']","['with all the risks he in took in bonds i always knew he would end up in stocks', ""don't worry, ken's in stocks. you'll be working in bonds."", ""he was in bonds, but now he's in stocks.""]"
90,37,90_yoga_rug_mat_carpet,"['yoga', 'rug', 'mat', 'carpet', 'yoga is', 'yoga mat', 'bow down', 'magic carpet', 'trump yoga', 'bow']","[""we do yoga, we don't do perceptions of yoga."", ""fly home on your magic carpet, and don't come back without a yoga mat."", 'this is ""bow down yoga"". the ""moving man yoga"" is next door']"
91,37,91_arthur_merlin_arthur so_miller,"['arthur', 'merlin', 'arthur so', 'miller', 'king arthur', 'arthur we', 'arthur go', 'arthur in', 'arthur you', 'it arthur']","['king arthur is gluten free, lancelot doesn’t like onions and percival wants the dressing on the side. also can we have some bread when you get a second?”', 'so tell me, how do you know arthur?', 'so how do you know arthur?']"
92,37,92_hat_his hat_the hat_that hat,"['hat', 'his hat', 'the hat', 'that hat', 'hat he', 'pull', 'hat looks', 'ridiculous', 'maga', 'my hat']","['your hat looks ridiculous, frank.', 'you look ridiculous with that hat frank', ""and you don't look ridiculous in that hat?""]"
93,36,93_hired him_hire_hired_resume,"['hired him', 'hire', 'hired', 'resume', 'to hire', 'hire him', 'job', 'hiring', 'him because', 'bias']","['it was just cheaper to hire him', 'if it weren\'t for that unconscious bias workshop i never would have hired him.""', ""honestly, i never would have hired him if i hadn't just completed that unconscious bias training.""]"
94,35,94_tax_taxes_tax returns_returns,"['tax', 'taxes', 'tax returns', 'returns', 'trump tax', 'his tax', 'census', 'irs', 'trump', 'attorney']","['i guess we will never see his tax returns.', ""..and trump's tax returns are in there?"", 'his tax returns are in there?']"
95,35,95_australia_from australia_here from_moved here,"['australia', 'from australia', 'here from', 'moved here', 'australian', 'moved', 'just moved', 'from', 'he australian', 'mar lago']","['i heard he moved here from australia...', 'nice guy. just moved here. from australia.', 'that’s our new neighbor.  he just moved here from australia.']"
96,34,96_count_count them_asleep_how many,"['count', 'count them', 'asleep', 'how many', 'many', 'fall asleep', 'to count', 'them', 'know how', 'fall']","['no, i don’t know how many there are—if i try to count them i fall asleep.', 'how many? i don’t know. every time i try to count them i fall asleep.', ""i don't know how many there are. every time i try to count them i fall asleep.""]"
