Topic,Count,Name,Representation,Representative_Docs
24,380,24_hands_big_big guy_the big,"['hands', 'big', 'big guy', 'the big', 'hand', 'thumb', 'thumbs', 'small', 'hands are', 'opposable']","[""so, i'm the big guy on the block?"", ""it's not as bad as you think, his hands are tiny."", 'i’m sorry, you’ll have to talk to the big guy about this']"
25,379,25_cable_channel_tv_netflix,"['cable', 'channel', 'tv', 'netflix', 'the channel', 'screen', 'reality', 'have cable', 'flat screen', 'hell']","[""i can't believe they don't have cable!"", ""it's hell when you don't have cable!"", 'you know you’re in hell when they don’t have cable.']"
26,374,26_drink_beer_don drink_drink like,"['drink', 'beer', 'don drink', 'drink like', 'thanks', 'no thanks', 'thanks don', 'drinking', 'like', 'drink when']","[""no thanks, i don't drink on the job."", ""no thanks, i don't drink on the job."", ""no, i don't drink like that!""]"
27,358,27_dad_father_your father_your dad,"['dad', 'father', 'your father', 'your dad', 'my father', 'my dad', 'dad you', 'your', 'the father', 'my']","['dad!?', 'dad!?', 'dad...?']"
28,353,28_flight_fly_plane_flying,"['flight', 'fly', 'plane', 'flying', 'pilot', 'to fly', 'can fly', 'air', 'united', 'the plane']","[""if he thinks we're going to pick him up with a full flight, he's got his feet in the clouds."", 'tell him it’s a full flight.', 'maybe we can pick him up on the flight back.']"
29,342,29_hot_hot dogs_dogs_hot dog,"['hot', 'hot dogs', 'dogs', 'hot dog', 'pyramid', 'dog', 'tut', 'scheme', 'king tut', 'the hot']","['he’s wrong. hot dogs are not at the top of the food pyramid.', 'oh, he doesn’t actually sell hot dogs. he sells hot dog opportunities, and then you sell the hot dogs.', 'his hot dogs are at the top of the food pyramid.']"
30,342,30_swing_hits_hits it_world,"['swing', 'hits', 'hits it', 'world', 'he hits', 'hit', 'hit it', 'years', 'billion years', 'if he']","[""4.5 billion years, and he hasn't hit it once."", 'we told him if he hits it he can keep it', 'if he hits it it will be out of this world.']"
31,325,31_gingerbread_ginger_gingerbread man_the gingerbread,"['gingerbread', 'ginger', 'gingerbread man', 'the gingerbread', 'man', 'mr gingerbread', 'catch', 'can catch', 'mr', 'mr ginger']","['and he said, ""you can\'t catch me, i\'m the gingerbread man!', 'you can’t catch it. he’s the gingerbread man.', ""you can't catch it - he's the gingerbread man.""]"
32,322,32_tax_taxes_tax returns_returns,"['tax', 'taxes', 'tax returns', 'returns', 'trump tax', 'tax return', 'his taxes', 'disappear', 'his tax', 'trump']","[""i'd like to see his tax returns"", ""i am going to make trump's tax returns disappear"", ""and now, i will make trump's tax returns disappear!""]"
33,321,33_leaves_rake_leaf_tree,"['leaves', 'rake', 'leaf', 'tree', 'trees', 'the leaves', 'raking', 'to rake', 'blower', 'the trees']","[""you miss 100% of the leaves you don't rake."", 'hope you don\'t mind; i have the trees and you get the leaves""', ""don't rake the leaves, let the leaves rake you.""]"
34,309,34_eat_eat him_to eat_feed him,"['eat', 'eat him', 'to eat', 'feed him', 'feed', 'we eat', 'him', 'food', 'feeding', 'hungry']","[""let him finish, then we'll eat him..."", 'let him finish before we eat him.', ""are you going to eat him when he's done?""]"
35,302,35_galaxy_guide to_the galaxy_guide,"['galaxy', 'guide to', 'the galaxy', 'guide', 'planet', 'pluto', 'hitchhiker guide', 'hitchhiker', 'to the', 'the hitchhiker']","[""don't worry. he's the guide to the galaxy."", 'he could use ‘the hitchhiker’s guide to the galaxy.’', ""is that the guy who wrote 'the hitchhiker's guide to the galaxy'?""]"
36,301,36_clown_clowning_clowning around_bad clown,"['clown', 'clowning', 'clowning around', 'bad clown', 'around', 'clowns', 'the clown', 'bad', 'good clown', 'not clowning']","[""don't make us play good clown bad clown."", ""don't make us play good clown bad clown."", ""yes, he's the good clown and i'm the bad clown.""]"
37,301,37_high_he high_high don_looks high,"['high', 'he high', 'high don', 'looks high', 'he looks', 'looks', 'don stop', 'stop he', 'high he', 'stop']","[""don't stop. he looks high."", ""don't stop. he looks high."", 'don’t stop! he looks like he’s high.']"
38,293,38_cave_man cave_the cave_cave man,"['cave', 'man cave', 'the cave', 'cave man', 'man', 'cave he', 'cave trained', 'caveman', 'cave broken', 'our cave']","['he came with the cave.', '“cave-man, man-cave, gym-ball.', ""it's my man cave.""]"
39,282,39_row_duck_ducks_quack,"['row', 'duck', 'ducks', 'quack', 'third row', 'in row', 'third', 'ducks in', 'rubber', 'quacks']","['don’t look now but they gave us an odd duck in the third row', ""yes, but we still don't have all our ducks in a row."", 'we still don\'t have all our ducks in a row.""']"
40,282,40_bite_teething_chew_don bite,"['bite', 'teething', 'chew', 'don bite', 'teeth', 'won bite', 'gum', 'bites', 'floss', 'rabies']","[""don't worry he doesn't bite?"", ""don't worry... he won't bite."", ""don't worry, he won't bite.""]"
41,277,41_putin_mueller_notes_russian,"['putin', 'mueller', 'notes', 'russian', 'meeting', 'with putin', 'trump', 'collusion', 'disappear', 'notes from']","['uh-oh, the notes from the trump-putin meeting.', 'and just like that the notes from the trump putin meeting disappear', ""abracadabra! i will now make the notes from trump's meeting with putin disappear.""]"
42,276,42_feet_his feet_foot_shoes,"['feet', 'his feet', 'foot', 'shoes', 'big', 'big feet', 'big foot', 'size', 'feet are', 'size of']","['well, you know what they say about men with big feet...', 'well, his feet are big.', 'i’m breaking up with you carl and going with big foot.  you know what they say, big feet, big ……………...….. shoes.']"
43,270,43_menu_the menu_menu sir_sir,"['menu', 'the menu', 'menu sir', 'sir', 'our', 'menu is', 'our menu', 'small', 'yes sir', 'would you']","[""i'm sorry, sir, but that's not on the menu."", ""sorry, sir, that's not on the menu."", ""privilege isn't on the menu, sir. it is the menu.""]"
44,260,44_table_round_round table_tables,"['table', 'round', 'round table', 'tables', 'for table', 'table he', 'the round', 'arthur', 'view', 'window']","['maybe he is at the round table?', 'he always wanted a round table.', 'he wanted a round table.']"
45,260,45_won last_spring_last_be gone,"['won last', 'spring', 'last', 'be gone', 'he won', 'new guy', 'gone by', 'gone', 'won', 'he ll']","[""don't worry, he'll be gone by spring."", ""he'll be gone by spring."", ""he'll be gone by spring.""]"
46,259,46_uber_ride_driver_an uber,"['uber', 'ride', 'driver', 'an uber', 'ticket', 'ride he', 'lyft', 'for ride', 'taxi', 'bicycle']","['do you think he called an uber?', ""i think he thinks we're an uber."", ""he's looking for his uber ride.""]"
47,259,47_frosty_customers_frosty he_the customers,"['frosty', 'customers', 'frosty he', 'the customers', 'cold', 'little frosty', 'customer', 'new guy', 'the new', 'new']","[""he's too frosty with the customers"", 'that new guy is really frosty to the customers.', 'he can be a little frosty with the customers.']"
48,257,48_selfie_camera_selfie with_mirror,"['selfie', 'camera', 'selfie with', 'mirror', 'picture', 'take selfie', 'selfies', 'take', 'photo', 'for selfie']","['he\'s just going to get his camera so he can take a selfie with us.""', 'you ask to take a selfie with him!', ""you think he'll take a selfie with us?""]"
49,242,49_dinosaurs_rex_dinosaur_the dinosaurs,"['dinosaurs', 'rex', 'dinosaur', 'the dinosaurs', 'jurassic', 'time he', 'last time', 'dino', 'jurassic period', 'period']","['the last time he hit it, he killed off the dinosaurs.', 'the last time he won, the dinosaurs went extinct.', 'the last time he hit it the dinosaurs went extinct.']"
50,236,50_lunch_dinner_for dinner_for lunch,"['lunch', 'dinner', 'for dinner', 'for lunch', 'dinner he', 'lunch he', 'his lunch', 'your lunch', 'for', 'my lunch']","[""he's invited us for lunch."", ""he's taking me out for lunch."", 'he’s taking me for lunch!']"
51,234,51_phone_cell_cell phone_app,"['phone', 'cell', 'cell phone', 'app', 'laptop', 'windows', 'phone he', 'his phone', 'plugged in', 'plugged']","['he forgot his cell phone up there.', ""no, i don't have a cell phone."", ""i don't have a cell phone""]"
52,232,52_cat_catnip_cats_pussy,"['cat', 'catnip', 'cats', 'pussy', 'the cat', 'pussycat', 'pussy cat', 'cat he', 'kitty', 'he real']","['they call him the cat whisperer.', ""yeah, he's a real pussy cat."", ""he's the cat whisperer.""]"
53,228,53_men_men room_the men_room,"['men', 'men room', 'the men', 'room', 'for men', 'male', 'scary time', 'scary', 'time for', 'it scary']","['it’s a scary time for men.', ""i need to find the men's room ."", ""can i use the men's room?""]"
54,228,54_amazon_we don_sir_don have,"['amazon', 'we don', 'sir', 'don have', 'sorry we', 'deliver', 'delivery', 'have that', 'sorry', 'take out']","['i’m sorry. we don’t do take out.', ""i'm sorry. we don't do take out."", ""i'm sorry. we don't do take out.""]"
55,222,55_bagged_bagged him_shot_rainbow,"['bagged', 'bagged him', 'shot', 'rainbow', 'shot him', 'gun', 'him', 'carousel', 'got him', 'the rainbow']","['i bagged him at the central park carousel.', 'i bagged him when the carousel stopped.', 'i bagged him at disney world.']"
56,219,56_bag_carry on_carry_overhead,"['bag', 'carry on', 'carry', 'overhead', 'the overhead', 'his bag', 'baggage', 'backpack', 'to check', 'check']","[""his bag won't fit in the overhead."", ""i would, but his carry-on won't fit in the overhead bin."", 'his carry-on bag is too large to fit in the overhead compartment.']"
57,215,57_sheep_peep_bo_bo peep,"['sheep', 'peep', 'bo', 'bo peep', 'flock', 'shepherd', 'the sheep', 'boy blue', 'meadow', 'blue']","['bo peep? boy blue here. i think i know where your lost sheep are.', '\'unfortunately, they don\'t allow sheep in the sheep meadow any more.""', 'so how was i supposed to know they don’t allow sheep in the sheep meadow?']"
58,214,58_knight_armor_knight in_shining,"['knight', 'armor', 'knight in', 'shining', 'shining armor', 'in shining', 'for knight', 'my knight', 'the knight', 'knights']","['you’re my knight in shining armor, but you don’t have to take it so literally.', 'is mr. right a knight in shining armor?', ""he's no knight in shining armor!""]"
59,212,59_printer_clone_clones_3d,"['printer', 'clone', 'clones', '3d', 'cloning', 'copier', 'the 3d', '3d printer', 'the copier', 'machine']","['looks like harold is playing with the 3d printer again.', ""carl's been at the 3d printer again..."", ""he's playing with the 3d printer again!""]"
60,210,60_leg_arm_and leg_an arm,"['leg', 'arm', 'and leg', 'an arm', 'arm and', 'gingerly', 'my leg', 'legs', 'him gingerly', 'ankle']","['he is costing me an arm and a leg to feed.', 'it’ll cost an arm and a leg to keep him.', 'he cost me an arm and a leg.']"
61,210,61_tracks_track_the tracks_one track,"['tracks', 'track', 'the tracks', 'one track', 'track mind', 'side of', 'side', 'husband', 'my husband', 'mind']","['and he lives on the other side of the tracks', 'my husband lives on the other side of the tracks.', 'my husband lives on the wrong side of the tracks.']"
62,208,62_pick_him up_pick him_up,"['pick', 'him up', 'pick him', 'up', 'to pick', 'after him', 'up he', 'him', 'up after', 'high']","[""don't pick him up! he's high!"", ""don't pick him up! he's high!"", 'don’t pick him up']"
63,206,63_leash_on leash_the leash_leash sir,"['leash', 'on leash', 'the leash', 'leash sir', 'he on', 'off leash', 'him on', 'technically', 'on', 'long as']","['as long as you keep him on a leash, sir.', 'as long as he’s on a leash...', 'he is on leash!']"
64,206,64_water_water he_dehydrated_thirsty,"['water', 'water he', 'dehydrated', 'thirsty', 'the water', 'hydrated', 'for water', 'hydrate', 'liquids', 'hydrant']","['think he needs water?', ""i bet he won't stop at the water station."", 'i think he needs some water.']"
65,203,65_subway_jared_the subway_subways,"['subway', 'jared', 'the subway', 'subways', 'sandwiches', 'oscar meyer', 'oscar', 'meyer', 'subway don', 'this subway']","['jared said to hop on the subway and he would meet us at the next stop.', 'is jared really worth taking the subway for?', 'jared!']"
66,201,66_mountain_climb_the mountain_climbing,"['mountain', 'climb', 'the mountain', 'climbing', 'guru', 'this mountain', 'everest', 'mountain he', 'he said', 'every mountain']","['he said the guru is on the next mountain over.', 'you don\'t know ""climb every mountain?""', 'i don\'t know ""climb every mountain.""']"
67,201,67_wine_straw_the wine_wine list,"['wine', 'straw', 'the wine', 'wine list', 'for straw', 'waiter', 'the waiter', 'list', 'straws', 'waiter for']","['would you care for the wine list sir?', 'are you sure you want to see the wine list, sir?', 'why don’t you ask the waiter for a straw?']"
68,200,68_rat_na_na na_rat man,"['rat', 'na', 'na na', 'rat man', 'rats', 'the rat', 'flying rat', 'flying', 'rat ass', 'wings']","['na-na-na-na-na-na-na-na rat man!', ""no, you're a rat with wings. i'm rat-man."", '‘na, na, na, na, na rat man, rat man.']"
69,199,69_scheme_pyramid_pyramid scheme_scheme he,"['scheme', 'pyramid', 'pyramid scheme', 'scheme he', 'franchise', 'market', 'it pyramid', 'yada', 'marketing', 'of pyramid']","['don\'t bother. it\'s a pyramid scheme.""', 'i think he is running a pyramid scheme', ""he says it's not a pyramid scheme.""]"
70,199,70_tie_dress_dress code_code,"['tie', 'dress', 'dress code', 'code', 'belt', 'sorry sir', 'jacket', 'sorry', 'wear', 'and tie']","[""i'm sorry sir. we have a dress code in the restaurant."", '1. do you have a reservation? 2.i am sorry sir ,we have a dress code.', ""don't they have a dress code?""]"
71,195,71_suspenders_drone_drones_belt and,"['suspenders', 'drone', 'drones', 'belt and', 'belt', 'drone on', 'and suspenders', 'suspenders are', 'on and', 'and on']","[""i could drone on and on, but to put it simply: i'm not a belt-and-suspenders guy."", ""i'm a belt-and-suspenders kind of guy."", ""i'm a belt and suspenders kind of guy, but i don't like suspenders.""]"
72,194,72_yeti_not yeti_yeti he_said not,"['yeti', 'not yeti', 'yeti he', 'said not', 'the yeti', 'not', 'he said', 'said', 'he yeti', 'yeti is']","[""he's not just a yeti...he's my yeti!"", 'no"", he said, ""not yeti."" . .', 'i asked him if he was a yeti and he said ‘not yeti’.']"
73,193,73_horse_the horse_horses_horn,"['horse', 'the horse', 'horses', 'horn', 'he horse', 'horse and', 'horse you', 'pony', 'horse he', 'horse ass']","[""i hypnotized him, he thinks he's a horse."", ""relax, he thinks he's a horse."", 'he identifies as a horse.']"
74,190,74_size_fit_weight_spring,"['size', 'fit', 'weight', 'spring', 'smaller', 'shrink', 'his size', 'says he', 'spring he', 'he wants']","['he says he wants a medium. says he is planning on losing a lot of weight by spring.', ""it's definitely not his size, but every year he insists he'll lose weight by spring."", 'i told him we don’t have his size, but he says he’ll be a lot smaller by spring!']"
75,186,75_news_fake news_fake_fox,"['news', 'fake news', 'fake', 'fox', 'fox news', 'hannity', 'sean hannity', 'sean', 'news don', 'cnn']","[""don't worry, it's just fake news."", ""don't worry. it is fake news!"", ""don't worry. it is fake news!""]"
76,184,76_anxiety_separation_separation anxiety_attachment,"['anxiety', 'separation', 'separation anxiety', 'attachment', 'anxiety he', 'issues', 'has separation', 'his separation', 'he has', 'therapist']","[""we're working on his separation anxiety."", 'i think he has separation anxiety.”', 'he has separation anxiety.']"
77,184,77_cactus_footprints_desert_don desert,"['cactus', 'footprints', 'desert', 'don desert', 'desert me', 'saguaro', 'the cactus', 'cacti', 'us', 'that cactus']","[""don't desert me!"", 'the cactus is trump', ""he's going to cactus!""]"
78,183,78_grim_reaper_so grim_grim he,"['grim', 'reaper', 'so grim', 'grim he', 'grim reaper', 'he looks', 'looks', 'the grim', 'doesn look', 'look so']","[""'he doesn't look so grim.'"", ""'he doesn't look so grim.'"", 'he looks so grim']"
79,182,79_extinct_extinction_be extinct_species,"['extinct', 'extinction', 'be extinct', 'species', 'he extinct', 'goes extinct', 'extinct he', 'endangered', 'extinct soon', 'go extinct']","[""you tell him he's extinct."", ""he'll be extinct soon."", ""he wants me to be extinct when he's extinct.""]"
80,182,80_tweet_tweets_twitter_tweeting,"['tweet', 'tweets', 'twitter', 'tweeting', 'trump tweets', 'trump', 'his tweets', 'don tweet', 'tweet they', 'trump tweet']","['i told him! ducks don’t tweet.', ""maybe ducks don't tweet."", 'you should see his tweets.']"
81,182,81_scythe_the scythe_that scythe_scythe he,"['scythe', 'the scythe', 'that scythe', 'scythe he', 'his scythe', 'and scythe', 'scissors', 'rock paper', 'drink and', 'paper']","[""no, i don't drink and scythe."", ""no, i don't drink and scythe."", 'i told him not to run with that scythe']"
82,180,82_darwin_charles darwin_charles_mr darwin,"['darwin', 'charles darwin', 'charles', 'mr darwin', 'theory', 'detective', 'detective darwin', 'named darwin', 'for questioning', 'of darwin']","['they say his name was charles darwin.', 'the victim’s name was darwin.....charles darwin.', 'his name was darwin. charles darwin.']"
83,179,83_walk_walk him_to walk_for walk,"['walk', 'walk him', 'to walk', 'for walk', 'take him', 'turn', 'your turn', 'turn to', 'to take', 'it your']","['it’s your turn to walk him.', ""it's your turn to take him for a walk."", ""it's your turn to take him for a walk.""]"
84,177,84_cake_file_pancakes_the cake,"['cake', 'file', 'pancakes', 'the cake', 'file in', 'chocolate', 'the file', 'bake', 'cake with', 'cakes']","[""yeah i don't think the file in the cake trick will work"", 'i don\'t think the ""file-in-the-cake"" thing will work this time.', ""i don't need the cake. just the file.""]"
85,175,85_lance_lancelot_your lance_lance lot,"['lance', 'lancelot', 'your lance', 'lance lot', 'the lance', 'sir lancelot', 'lance and', 'lot', 'lance is', 'comes with']","['i like you lance, a lot', ""where's your lance?"", 'is that your lance?']"
86,175,86_bathroom_the bathroom_clean_clean up,"['bathroom', 'the bathroom', 'clean', 'clean up', 'after him', 'up after', 'to clean', 'toilet', 'after', 'restrooms']","[""don't forget to clean up after him."", 'you know you still have to clean up after him.', 'i told you to clean up after him.']"
87,172,87_son_son you_son this_grow up,"['son', 'son you', 'son this', 'grow up', 'grow', 'slippery slope', 'slope', 'fun', 'life', 'kid']","['someday, son, this will all be yours.', 'no son, this one is a slippery slope.', 'son?']"
88,170,88_reservation_have reservation_reservations_sorry,"['reservation', 'have reservation', 'reservations', 'sorry', 'reservation sorry', 'sorry sir', 'don have', 'my son', 'your reservation', 'need reservation']","['no, i don’t have a reservation.', ""i don't have a reservation."", ""i don't have a reservation.""]"
89,166,89_president_mr president_cabinet_mr,"['president', 'mr president', 'cabinet', 'mr', 'trump', 'press', 'trump cabinet', 'administration', 'the trump', 'trump administration']","['you are now ready for your press conference mr. president.', 'ready for your press conference, mr. president?', ""it's you, mr. president.""]"
90,164,90_desk_his desk_under_the desk,"['desk', 'his desk', 'under', 'the desk', 'under the', 'under his', 'desk he', 'hide under', 'hiding under', 'hide']","['is he under the desk?', 'i told him not to hide under his desk!', 'i think he’s under the desk…']"
91,164,91_cold shoulder_shoulder_the cold_cold,"['cold shoulder', 'shoulder', 'the cold', 'cold', 'me the', 'giving', 'giving me', 'gives', 'gives me', 'new guy']","['he keeps giving me the cold shoulder', 'he gave me the cold shoulder.', 'he gave me the cold shoulder.']"
92,162,92_snowman_snow_snowball_snowman he,"['snowman', 'snow', 'snowball', 'snowman he', 'the abominable', 'abominable', 'snowballs', 'chance in', 'snowball chance', 'in hell']","[""i hate to disagree with you, but if he really was the abominable snowman, don't you think he'd be leaving footprints in the snow so we'd have proof?"", 'i told him i didn\'t believe in the abominable snow man""', ""let's ask if he knows the way to the abominable snowman.""]"
93,161,93_cloud_on cloud_cloud nine_nine,"['cloud', 'on cloud', 'cloud nine', 'nine', 'to cloud', 'on', 'he on', 'nine he', 'cloud eight', 'cloud he']","['that guy must be on cloud nine!', 'he’s already on cloud nine!', ""thinks he's on cloud nine.""]"
94,159,94_cold_ice_so cold_cold he,"['cold', 'ice', 'so cold', 'cold he', 'warm', 'it cold', 'cold one', 'freezing', 'the cold', 'cold to']","[""he's always so cold to me."", 'he must be so cold.', ""he's cold as ice.""]"
95,159,95_best friend_friend_best_man best,"['best friend', 'friend', 'best', 'man best', 'man', 'his best', 'is man', 'friend but', 'our best', 'friend he']","[""he says he is man's best friend."", ""man's best friend? no. my best friend!"", 'man’s best friend.']"
96,157,96_date_middle_middle aged_aged,"['date', 'middle', 'middle aged', 'aged', 'first date', 'dating', 'aged man', 'ages', 'men', 'middle ages']","['to be honest, this is the first time i date a middle aged man.', 'i said i wanted to meet a middle-aged man, not a middle ages man.', ""i don't usually date middle aged men.""]"
97,157,97_water_of water_water it_salt,"['water', 'of water', 'water it', 'salt', 'the water', 'swim', 'don water', 'it down', 'don', 'water don']","['don’t water it down this time!', ""and don't water it down this time!"", '...and don’t  water it down....']"
98,156,98_cloud_the cloud_clouds_cloud he,"['cloud', 'the cloud', 'clouds', 'cloud he', 'my cloud', 'cloud don', 'storage', 'commuting', 'cloud storage', 'cloud commuting']","['don\'t pick him up. last time all he could talk about was ""the cloud, the cloud, horrors!""', ""now you know why i don't trust the cloud."", 'he invented the cloud.']"
99,156,99_vacuum_the vacuum_tesla_hoover,"['vacuum', 'the vacuum', 'tesla', 'hoover', 'dyson', 'vacuum cleaner', 'cleaner', 'abhors', 'abhors vacuum', 'in vacuum']","[""i'm beginning to understand why he hates the vacuum cleaner."", ""this is why he's afraid of the vacuum cleaner."", ""so that's why he hates the vacuum cleaner.""]"
100,155,100_harold_harold harold_harold you_you harold,"['harold', 'harold harold', 'harold you', 'you harold', 'harold we', 'harold is', 'harold told', 'harold he', 'harold that', 'harold think']","['uh...is that you, harold?', 'not what i meant harold', 'literally, harold!']"
101,155,101_bob_ralph_fred_charlie,"['bob', 'ralph', 'fred', 'charlie', 'uncle', 'bob ross', 'ross', 'ralph this', 'uncle fred', 'bob he']","['he’s got to stop watching bob ross...', ""doesn't that guy remind you of bob ross?"", ""doesn't that guy remind you of bob ross?""]"
102,154,102_evolving_crime_victims_killer,"['evolving', 'crime', 'victims', 'killer', 'victim', 'his victims', 'crimes', 'the crime', 'the killer', 'serial killer']","['over the years the killer returned to the scene of the crime to take his next victim.', ""i don't know about the killer, but his victims are definitely evolving."", ""the killer's preferences for his victims is evolving.""]"
103,150,103_casket_funeral_buried_grave,"['casket', 'funeral', 'buried', 'grave', 'bury', 'coffin', 'the casket', 'cremated', 'the funeral', 'open casket']","[""the funeral home did a great job, he looks so alive. bless his heart he won't see the billing for this open casket service and burial..."", 'why an open casket? he looks like hell.', 'i understand the funeral parlor comped him the casket.']"
