Topic,Count,Name,Representation,Representative_Docs
37,276,37_covid_covid 19_19_virus,"['covid', 'covid 19', '19', 'virus', 'the covid', 'the virus', 'of covid', 'covid don', 'corona', 'cure']","['covid, covid, covid! how can a man do his job these days!', 'he said , "" this is the cure for covid-19"".', ""don't worry, they don't carry covid-19.""]"
38,275,38_ignore him_ignore_attention_just ignore,"['ignore him', 'ignore', 'attention', 'just ignore', 'him he', 'him', 'trying to', 'trying', 'just', 'attention ignore']","[""just ignore him. he'll do anything to get attention."", 'ignore him.', 'just ignore him. he']"
39,272,39_bubble_burst_your bubble_burst your,"['bubble', 'burst', 'your bubble', 'burst your', 'to burst', 'bubbles', 'bubble but', 'my bubble', 'bubble boy', 'the bubble']","['look, i really don’t want to burst your bubble...', ""no, really, i don't want to burst your bubble"", ""i don't want to burst your bubble....but....""]"
40,270,40_shoes_shoe_shoes don_match,"['shoes', 'shoe', 'shoes don', 'match', 'don match', 'your shoes', 'socks', 'horse', 'blue', 'they don']","[""you realize your shoes don't match, right?"", ""dude, your shoes don't match."", ""your shoes don't match.""]"
41,266,41_apple_an apple_dad_the apple,"['apple', 'an apple', 'dad', 'the apple', 'apples', 'an', 'apple dad', 'use an', 'apple don', 'use']","['dad!  you said an apple!', 'it’s supposed to be an apple dad!', 'an apple dad!  the instructions said, ‘an apple’”']"
42,264,42_leaves_leaf_the leaves_rake,"['leaves', 'leaf', 'the leaves', 'rake', 'his leaves', 'leafer', 'leaves he', 'we', 'to rake', 'take me']","['i guess i don’t have to rake the leaves anymore', ""sure he's friendly, he never has to rake the leaves."", ""don't take the leaves, take me.""]"
43,263,43_dog_the dog_dogs_son,"['dog', 'the dog', 'dogs', 'son', 'dog is', 'best friend', 'dog has', 'friend', 'top dog', 'dog and']","[""remember son a dog is a man's best friend"", 'it’s a dog eat dog world son.”', ""if you don't see the dog...you're the dog.""]"
44,261,44_george_karma_boy george_martin,"['george', 'karma', 'boy george', 'martin', 'george you', 'george martin', 'st george', 'michael crichton', 'crichton', 'george george']","['george! george! tell me the caption!', ""i've met george r.r. martin.  and you're no george r.r. martin..."", 'a little to the left, george. \r\n...george?  ...george?']"
45,259,45_hired_hire_hired him_job,"['hired', 'hire', 'hired him', 'job', 'him', 'hire him', 'employee', 'best employee', 'to hire', 'was']","['he was in here so often that i decided to hire him.', 'we thought it was better to hire him.', 'he was here anyway, so we hired him.']"
46,256,46_roll_rock_and roll_rock and,"['roll', 'rock', 'and roll', 'rock and', 'rock roll', 'to rock', 'into rock', 'and', 'rolling', 'like rock']","['you like to rock and roll?', 'time to rock and roll!', ""rock 'n' roll!""]"
47,256,47_houses_house_flipping_flip,"['houses', 'house', 'flipping', 'flip', 'flipping houses', 'to flip', 'flips', 'flipped', 'flips houses', 'he flips']","['i told you he flips houses.', 'he said he flips houses.', 'he flips houses.']"
48,253,48_insurance_his insurance_the insurance_our insurance,"['insurance', 'his insurance', 'the insurance', 'our insurance', 'life insurance', 'premiums', 'wedgewood', 'insurance premiums', 'wedgwood', 'roof']","['wonder what his insurance premiums are.', 'you should see his insurance premiums', ""i don't need life insurance""]"
49,249,49_king_throne_kings_the king,"['king', 'throne', 'kings', 'the king', 'thrones', 'the throne', 'king of', 'the thrones', 'two kings', 'kingdom']","[""i'm king of the world!"", ""it's good to be the king"", ""i'm the king of the world!""]"
50,238,50_mosquitoes_mosquitos_bug_mosquito,"['mosquitoes', 'mosquitos', 'bug', 'mosquito', 'bugs', 'don worry', 'worry', 'spray', 'mosquitoes don', 'bug spray']","[""don't get carried away, they're just mosquitos."", ""they are just mosquitoes, don't get carried away."", ""and you said don't get carried away with the bug spray.""]"
51,238,51_chef_the chef_special_our chef,"['chef', 'the chef', 'special', 'our chef', 'chef is', 'chef special', 'our', 'garbage', 'sir', 'chef has']","[""chef's special? i'll let the chef himself show you."", ""he ordered the chef's special."", 'i guess the chef’s special today is the chef himself.']"
52,235,52_school_in school_stay in_stay,"['school', 'in school', 'stay in', 'stay', 'end up', 'up like', 'like me', 'to school', 'end', 'school don']","[""stay in school, son. don't end up like me!"", 'stay in school if you don’t want to end up like me', 'if you don’t want to end up like me, stay in school.']"
53,233,53_them_valuable_they must_must be,"['them', 'valuable', 'they must', 'must be', 'must', 'collecting', 'be valuable', 'collecting them', 'valuable he', 'they']","['they must be valuable. why else would he be collecting them?', ""they must be valuable if he's collecting them."", ""he's collecting them. they must be valuable!""]"
54,230,54_gravity_the gravity_gravity of_situation,"['gravity', 'the gravity', 'gravity of', 'situation', 'the situation', 'anti', 'anti gravity', 'gravity he', 'his situation', 'newton']","[""he still doesn't understand the gravity of the situation."", ""i don't think you understand the gravity of the situation."", ""he doesn't get the gravity of the situation.""]"
55,229,55_hat_that hat_the hat_hats,"['hat', 'that hat', 'the hat', 'hats', 'his hat', 'cap', 'this hat', 'hat is', 'maga', 'that']","[""i don't care, i like this hat!"", ""no, you don't look fat in that hat."", 'where are you going to go with that hat? to mars?']"
56,228,56_break it_you break_break_buy,"['break it', 'you break', 'break', 'buy', 'buy it', 'it you', 'you buy', 'bought', 'policy', 'store']","[""he has a strict 'you break it you buy it' policy"", 'i said “you break it; you buy it” and he bought the whole damn store!', 'he bought the store in anticipation of the ‘you break it you buy it’ policy.']"
57,223,57_mail_delivery_snail mail_amazon,"['mail', 'delivery', 'snail mail', 'amazon', 'drone', 'snail', 'dejoy', 'service', 'drone delivery', 'postal']","['i think he’s delivering snail mail.', 'he’s delivering snail mail.', ""he's the snail mail...""]"
58,222,58_mars_on mars_to mars_musk,"['mars', 'on mars', 'to mars', 'musk', 'mars is', 'elon', 'uranus', 'jupiter', 'mars and', 'earth']","['so this is life on mars', 'leaf on mars', 'welcome to mars!']"
59,221,59_hair_my hair_your hair_haircut,"['hair', 'my hair', 'your hair', 'haircut', 'long enough', 'beard', 'long', 'my', 'grow', 'bangs']","['but i don’t want to grow my hair!', ""don't worry!  your hair is long enough."", ""i don't think my hair is long enough.""]"
60,215,60_colors_color_whites_separate,"['colors', 'color', 'whites', 'separate', 'blue', 'true colors', 'to separate', 'true', 'separate the', 'my true']","['nope, you sure don’t have to separate the whites and the colors. surprised you even asked.', 'don’t worry, we separate whites and colors.', ""don't worry, you don't need to separate whites and colors.""]"
61,215,61_bull_china_china shop_bull in,"['bull', 'china', 'china shop', 'bull in', 'shop', 'in china', 'the china', 'shop he', 'like bull', 'in']","[""he's the bull in the china shop..."", ""if he looks like a bull in a china shop it's because he is a bull in a china shop."", ""he's like a bull in a china shop.""]"
62,212,62_prince_sand_charming_prince charming,"['prince', 'sand', 'charming', 'prince charming', 'the prince', 'rapunzel', 'hair', 'my prince', 'handsome prince', 'sandbox']","[""where's the handsome prince?"", ""my prince charming! you're finally here."", 'make it out to prince charming.']"
63,211,63_snail_snail pace_at snail_pace,"['snail', 'snail pace', 'at snail', 'pace', 'the snail', 'moving at', 'moving', 'male', 'giant snail', 'at']","[""at least he's moving at a snail's pace."", ""don't worry. it's moving at a snail's pace."", ""he's moving at a snail's pace.""]"
64,210,64_husband_ex_your husband_your ex,"['husband', 'ex', 'your husband', 'your ex', 'ex husband', 'divorce', 'my husband', 'my ex', 'your', 'my']","['it kind of looks like your ex-husband.', 'maybe your ex-husband was right.', 'i see your ex-husband.']"
65,208,65_frank_be frank_frank you_frank with,"['frank', 'be frank', 'frank you', 'frank with', 'frank it', 'me be', 'be', 'frank this', 'to be', 'furter']","['i need to be frank with you…', ""i'll be frank with you..."", 'let me be frank ....']"
66,205,66_charge_charges_pay_damages,"['charge', 'charges', 'pay', 'damages', 'he charges', 'debt', 'off', 'cash', 'to charge', 'working off']","[""just don't tell him to charge it"", ""he's working off his debt from his first visit. he's got 10 more years to go."", ""he's still working to pay off the damages from his first visit.""]"
67,205,67_nolan_christopher nolan_christopher_travolta,"['nolan', 'christopher nolan', 'christopher', 'travolta', 'john travolta', 'inception', 'movie', 'tom hanks', 'hanks', 'john']","[""that's just my new neighbor, christopher nolan"", ""yes, that's christopher nolan."", 'that’s our new neighbor, christopher nolan.']"
68,203,68_salt_kosher_the salt_sir,"['salt', 'kosher', 'the salt', 'sir', 'shaker', 'salt shaker', 'of salt', 'the roads', 'salt sir', 'roads']","[""sir, it's time to call in the salt trucks."", 'kosher or sea salt, sir?', 'the giant salt shaker is on the way, sir.']"
69,201,69_laundry_rent_dryer_apartment,"['laundry', 'rent', 'dryer', 'apartment', 'washer', 'landlord', 'dirty', 'the rent', 'unit', 'the landlord']","['they don’t air their dirty laundry.', 'it comes with a unit-in washer/dryer so you don’t have to wash your clothes to leave your home', 'and you don’t need a washer/dryer in your apartment.']"
70,197,70_sing_worry be_be happy_singing,"['sing', 'worry be', 'be happy', 'singing', 'happy', 'to sing', 'sing don', 'song', 'singing don', 'don worry']","['i refused to sing ""don\'t worry, be happy.""', ""'and don't ask me to sing 'don't worry, be happy' again."", ""don't make me sing don't worry be happy!!""]"
71,197,71_vaccine_vaccinated_the vaccine_vaccine he,"['vaccine', 'vaccinated', 'the vaccine', 'vaccine he', 'he vaccinated', 'vaccinated he', 'been vaccinated', 'he been', 'he', 'shot']","['don’t worry he’s been vaccinated', ""he says he's vaccinated."", ""he said he's been vaccinated.""]"
72,197,72_oscar_grouch_oscar the_the grouch,"['oscar', 'grouch', 'oscar the', 'the grouch', 'steak oscar', 'steak', 'special', 'veal', 'tonight', 'veal oscar']","['tonight, your waiter will be oscar the grouch', 'your waiter will be oscar, the grouch', ""tonight's special is veal oscar the grouch.""]"
73,195,73_red_the red_scarf_red he,"['red', 'the red', 'scarf', 'red he', 'red scarf', 'wear red', 'wearing red', 'long as', 'as long', 'in red']","[""he's a great employee, as long as you don't wear red."", ""he's great, as long as the customers don't wear red."", ""he's great as long as you don't wear red""]"
74,194,74_island_coconut_dude_rum,"['island', 'coconut', 'dude', 'rum', 'colada', 'briefcase', 'an island', 'sorry dude', 'last coconut', 'pina']","['no man is an island.', 'no man is an island.', 'sorry, dude. this is the last coconut.']"
75,190,75_rex_dinosaurs_pterodactyl_dinosaur,"['rex', 'dinosaurs', 'pterodactyl', 'dinosaur', 'jurassic', 'pterodactyls', 'fly', 'the dinosaurs', 'jurassic park', 'dino']","[""don't worry rex, you'll be okay"", ""no rex, you don't remind me of a pterodactyl."", ""rex, i told you, man, you'll never be a pterodactyl!""]"
76,189,76_from home_home_working from_working,"['from home', 'home', 'working from', 'working', 'office', 'work from', 'the office', 'from', 'work', 'back to']","['now you don’t have to work from home anymore!', 'says he’s working from home now', 'he’s working from home.']"
77,188,77_patient_chameleon_freud_mr chameleon,"['patient', 'chameleon', 'freud', 'mr chameleon', 'appointment', 'his appointment', 'his', 'dr', 'skin', 'brain']","['patient appears to be controlled by his reptilian brain.', 'a sudden movement reminds dr freud that his patient is still there.', ""well, mr. chameleon, i'm afraid our time is up and...hey, where did he go? mr. chameleon? mr. chameleon? carole, did you see mr. chameleon leave? no, he's not in here!""]"
78,181,78_william_william tell_tell_overture,"['william', 'william tell', 'tell', 'overture', 'tell william', 'the william', 'of william', 'william and', 'story', 'it william']","['william tell me you’re kidding.', ""don't tell, william."", ""william. it's william.""]"
79,181,79_neighbor_new neighbor_neighbor he_good neighbor,"['neighbor', 'new neighbor', 'neighbor he', 'good neighbor', 'my neighbor', 'neighbor but', 'new', 'neighbors', 'nice neighbor', 'our neighbor']","[""don't mind my new neighbor, he's a little over the top"", 'the new neighbor is nice, but i really don’t see eye to eye with him on anything.', 'my new neighbor, we just don’t see eye to eye']"
80,179,80_mortgage_his mortgage_upside down_upside,"['mortgage', 'his mortgage', 'upside down', 'upside', 'reverse', 'reverse mortgage', 'down on', 'down', 'on his', 'he upside']","['guess he’s upside down on his mortgage.', 'i heard he’s upside down on his mortgage.', ""he's upside-down on his mortgage.""]"
81,179,81_count_count them_them_don count,"['count', 'count them', 'them', 'don count', 'counting', 'asleep', 'fall asleep', 'to count', 'counting them', 'many']","['don’t count them. you’ll fall asleep.', 'whatever you do, don’t count them.', 'whatever you do, don’t count them.']"
82,176,82_die_die for_to die_re to,"['die', 'die for', 'to die', 're to', 'for he', 'he says', 'says they', 'they re', 'says', 'are to']","['«\xa0he says they are to die for «', ""but he says they're to die for."", ""he says they're to die for.""]"
83,174,83_god_god is_that god_god has,"['god', 'god is', 'that god', 'god has', 'chopsticks', 'is god', 'god and', 'god was', 'think god', 'closer to']","['my god is an unspecifiably angry god.', 'i told you that god was real"" \r\n""and i told you that if god was real, god was evil', 'is that god?']"
84,171,84_cherry_cherry on_on top_the cherry,"['cherry', 'cherry on', 'on top', 'the cherry', 'with cherry', 'my cherry', 'pop', 'top', 'please with', 'dad']","[""don't shoot -- pretty please with a cherry on top."", ""pretty please with a cherry on top. don't miss!"", ""pretty please with a cherry on top, don't shoot!""]"
85,169,85_bull_bull he_the bull_no bull,"['bull', 'bull he', 'the bull', 'no bull', 'bull by', 'bulls', 'horns', 'he', 'judge bull', 'bull eye']","[""he's not a bull; he's a steer."", 'no bull- he has an eye for detail.', 'this is no bull; he knows his stuff']"
86,168,86_yard_lawn_his lawn_neighbor yard,"['yard', 'lawn', 'his lawn', 'neighbor yard', 'his neighbor', 'grass', 'his', 'neighbor', 'them', 'the lawn']","[""he says just put them in his neighbor's yard."", '...then we drop them in his neighbor’s yard.', 'let’s put them in his neighbor’s yard.']"
87,164,87_zoom_jeffrey_toobin_on zoom,"['zoom', 'jeffrey', 'toobin', 'on zoom', 'jeffrey toobin', 'zoom call', 'his dick', 'zoom background', 'dick out', 'background']","['jeffrey toobin took his dick out on a zoom call.', 'jeffrey toobin took his dick out on a zoom call.', 'jeffrey toobin took his dick out on a zoom call!']"
88,163,88_biden_for biden_voted_kamala,"['biden', 'for biden', 'voted', 'kamala', 'biden and', 'joe biden', 'vote for', 'voted for', 'joe', 'harris']","['biden won!', 'they all voted for biden.', 'biden???']"
89,163,89_don open_open the_open_window,"['don open', 'open the', 'open', 'window', 'the window', 'windows', 'view', 'the windows', 'the view', 'space']","[""please don't open the window."", ""just don't open the window."", 'don’t open the window']"
90,162,90_son_your son_favorite_favorite son,"['son', 'your son', 'favorite', 'favorite son', 'my son', 'child', 'son you', 'son son', 'my', 'son sorry']","['you are my favorite son,son.', 'son...?', 'son???']"
91,161,91_extinction_evolution_evolved_darwin,"['extinction', 'evolution', 'evolved', 'darwin', 'evolve', 'evolving', 'species', 'extinct', 'nature', 'to evolve']","[""no, charles darwin is dead.  i'm your only hope to adjust to evolution."", ""still don't believe in evolution?"", ""but i don't want to evolve.""]"
92,159,92_trophy_trophy husband_husband_being trophy,"['trophy', 'trophy husband', 'husband', 'being trophy', 'your trophy', 'wanted trophy', 'trophy fish', 'being', 'be trophy', 'husband don']","['i could be your trophy husband', 'i always wanted a trophy husband.', 'my trophy husband']"
93,156,93_jonah_jonah said_said he_named jonah,"['jonah', 'jonah said', 'said he', 'named jonah', 'where', 'said', 'meet us', 'where jonah', 'meet', 'us here']","[""where is he? jonah said he'd meet us here."", 'jonah said he would meet us here.', ""jonah said he'd be here...""]"
94,150,94_2020_2021_in 2020_year,"['2020', '2021', 'in 2020', 'year', 'it 2020', '2020 is', '2020 he', '2020 don', 'dude', '2020 it']","['don’t be surprised.  it’s 2020!!', ""he's from 2020"", ""he's still living in 2020""]"
95,149,95_apple_cherry_an apple_dad,"['apple', 'cherry', 'an apple', 'dad', 'not cherry', 'an', 'apple not', 'cherries', 'cherry dad', 'tree']","[""dad, it's supposed to be an apple, not a cherry!"", ""i think it's supposed to be an apple not a cherry, dad."", ""it's supposed to be an apple, not a cherry, dad""]"
96,146,96_vaccine_vaccinated_the vaccine_vaccinated don,"['vaccine', 'vaccinated', 'the vaccine', 'vaccinated don', 'vaccines', 'don worry', 'worry', 'been vaccinated', 'get vaccinated', 've been']","['just get the vaccine, gary.', 'okay... you don’t have to get the vaccine.', 'why don’t you like the vaccine?']"
97,145,97_godzilla_kong_king kong_escargot,"['godzilla', 'kong', 'king kong', 'escargot', 'king', 'monster', 'godzilla and', 'and king', 'monsters', 'kong was']","['no it’s not king kong.', '‘so he’s going to take on king kong and godzilla?’', 'escargot for king kong']"
98,142,98_tax_taxes_pay_don pay,"['tax', 'taxes', 'pay', 'don pay', 'trump tax', 'tax returns', 'irs', 'returns', 'hour', 'the irs']","[""sorry, we don't pay by the hour, we pay by the per hour."", ""sorry, we don't pay by the hour."", 'we don”t pay by the hour']"
99,141,99_drop_drop in_drops_to drop,"['drop', 'drop in', 'drops', 'to drop', 'drops in', 'he drops', 'dropping', 'dropping in', 'drop by', 'in he']","['did  you ask him to drop in?', ""i'm waiting for him to drop in."", 'do you think he wants to drop in?']"
100,141,100_social_distancing_social distancing_distance,"['social', 'distancing', 'social distancing', 'distance', 'social distance', 'to social', 'distancing to', 'the social', 'distancing don', 'this social']","['don´t worry, it´s social distancing', 'social distancing, dude!', 'dude, i’m ‘social distancing’.']"
101,138,101_obedience_obedience school_school_to obedience,"['obedience', 'obedience school', 'school', 'to obedience', 'obedience training', 'go to', 'your brother', 'school you', 'school he', 'did for']","[""he's going to prep school, you're going to obedience school."", ""don't worry. we're not going to send you to obedience school."", 'if he can go to obedience school, so can you.']"
102,137,102_australia_from australia_australian_here from,"['australia', 'from australia', 'australian', 'here from', 'moved here', 'from', 'he from', 'australia he', 'he australian', 'moved']","['he moved here from australia...', ""he's from australia"", 'that’s our new neighbor.  he just moved here from australia.']"
103,136,103_hammock_king_the hammock_hammocks,"['hammock', 'king', 'the hammock', 'hammocks', 'ham', 'of hammocks', 'hammock king', 'size hammock', 'game of', 'ham hock']","['we should have got the king sized hammock.', 'i think we need a king size hammock.', 'a king-size hammock you say?']"
104,131,104_whale_whale of_the whale_whales,"['whale', 'whale of', 'the whale', 'whales', 'white whale', 'white', 'blubber', 'belly of', 'whale don', 'grocery']","[""no, i don't need you for me to have a whale of a time."", 'he had a whale of an appetite.', 'man to whale: you are causing a whale of a shadow']"
