Topic,Count,Name,Representation,Representative_Docs
36,167,36_earth_mother earth_climate_climate change,"['earth', 'mother earth', 'climate', 'climate change', 'change', 'global', 'global warming', 'warming', 'opponent', 'my opponent']","[""senator, i lived on mother earth. i knew mother earth. mother earth was a friend of mine. senator, you're no mother earth!"", 'mother earth, do you believe climate change is a hoax?', 'tell me about your mother earth.']"
37,167,37_grande_latte_venti_rio,"['grande', 'latte', 'venti', 'rio', 'the grande', 'rio grande', 'the rio', 'mocha', 'anchor', 'foam']","['tall, grande or venti?', 'did you tell them to meet at the rio grande, or venti?', 'i asked for the rio grande, not the rio venti']"
38,166,38_dragon_dragons_the dragon_of dragons,"['dragon', 'dragons', 'the dragon', 'of dragons', 'mother of', 'daenerys', 'dragon lady', 'tattoo', 'the mother', 'princess']","['are you my mother --of dragons?', 'are you the dragon lady???', 'are you the dragon lady?']"
39,166,39_madame_monsieur_et_and monsieur,"['madame', 'monsieur', 'et', 'and monsieur', 'madame and', 'et monsieur', 'madame et', 'madame monsieur', 'and madame', 'jean']","['madame et monsieur, you did say you wanted a table away from the kitchen ...', 'monsieur et madame, we are now self serve.', 'would madame and monsieur like to learn about this evening’s specials?']"
40,165,40_then she_then_and then_told her,"['then she', 'then', 'and then', 'told her', 'she said', 'told', 'said', 'me', 'she told', 'and she']","['and then she said, ""you\'ll never see it coming . . .""', '.... and then she said. that’s the one i want!', 'and then she threw me out.']"
41,164,41_quarantine_vaccine_covid_in quarantine,"['quarantine', 'vaccine', 'covid', 'in quarantine', 'pandemic', 'the vaccine', 'vaccinated', 'virus', 'quarantined', 'the pandemic']","[""it's ok, your wife is in quarantine"", 'the bride is still in quarantine.', 'i’m sure she’s just in quarantine.']"
42,158,42_emails_her emails_email_server,"['emails', 'her emails', 'email', 'server', 'hillary', 'but her', 'of invention', 'invention', 'email server', 'emails but']","['but, her emails.', 'but, her emails. . .', 'but her emails!']"
43,157,43_band_drummer_drum_beat,"['band', 'drummer', 'drum', 'beat', 'the band', 'different drummer', 'marches to', 'the beat', 'marches', 'marching']","['she marches to a different drummer.', 'she marches to the beat of a different drummer.', 'she marches to the beat of a different drummer.']"
44,157,44_neanderthal_dinosaurs_rex_dinosaur,"['neanderthal', 'dinosaurs', 'rex', 'dinosaur', 'jurassic', 'extinct', 'thesaurus', 'extinction', 'species', 'the dinosaurs']","['i’m sorry lady but all dinosaurs are not extinct.', 'holly s**t! are those child dinosaurs in an office building playing to be adult business-women dinosaurs? where am i landing?', 'your mother was a neanderthal.']"
45,155,45_elevator_the elevator_stairs_hell,"['elevator', 'the elevator', 'stairs', 'hell', 'the stairs', 'to hell', 'stairway to', 'stairway', 'to heaven', 'heaven']","['how did you get her on the elevator?', 'so i said ""hold the elevator\' and then brad held the elevator, and then susan said \'it\'s the elevator to hell\' and it turns out to be the elevator to hell. so that\'s how i found out...people to narrate their lives deserve hell.', 'lady, this elevator is going to hell!']"
46,152,46_helen_helen you_you helen_helen but,"['helen', 'helen you', 'you helen', 'helen but', 'helen it', 'helen helen', 'me helen', 'helen we', 'helen is', 'helen if']","[""you're no queen, helen."", 'i trusted you, helen.', 'helen stop!  helen, it was a figure of speech.']"
47,151,47_bee_queen bee_queen_bees,"['bee', 'queen bee', 'queen', 'bees', 'the queen', 'hive', 'bee now', 'my queen', 'the bees', 'hives']","['will you be my queen bee?', ""so you're the queen bee?"", 'are you the queen bee?']"
48,150,48_college_mom_job_student,"['college', 'mom', 'job', 'student', 'interview', 'working', 'home mom', 'to college', 'college mom', 'school']","['mom, can i take this with me to college?', 'mom, are you done filling out my college applications yet?', 'back to college, mom.']"
49,144,49_price_costco_the price_breaks,"['price', 'costco', 'the price', 'breaks', 'charge', 'at costco', 'she breaks', 'she doesn', 'buying', 'breaks it']","['if she breaks it, she owns it.', 'apparently, if she breaks it, she can buy it.', 'if she breaks it, she pays!']"
50,144,50_note_she left_left note_left,"['note', 'she left', 'left note', 'left', 'leave note', 'note but', 'leave', 'did leave', 'theses', 'find it']","['yes, she left a note.', 'she left a note.', 'she left a note.']"
51,143,51_bride_the bride_you may_may now,"['bride', 'the bride', 'you may', 'may now', 'your bride', 'bride you', 'may', 'kiss the', 'bride is', 'zoom']","['yes you may now eat the bride', 'friend of the bride.', 'you may now kiss the bride.']"
52,143,52_hey lady_cake_hey_lady,"['hey lady', 'cake', 'hey', 'lady', 'cakes', 'psst', 'wanna', 'pancakes', 'wanna buy', 'hot cakes']","['psst, lady, wanna buy some hot cakes?', 'psst, hey lady!  wanna buy a cake?', 'psst, hey lady. want some “hot” cakes?']"
53,139,53_effects_side effects_acupuncture_viagra,"['effects', 'side effects', 'acupuncture', 'viagra', 'pills', 'prescription', 'chiropractor', 'side', 'pill', 'refill']","['side effects include hair loss. your wife leaving you has nothing to do with the medication.', 'martha i believe they are side effects from the pills', 'sorry, but your wife called and begged me not to refill your viagra prescription.']"
54,139,54_linda_linda you_me linda_linda this,"['linda', 'linda you', 'me linda', 'linda this', 'linda it', 'sorry linda', 'linda that', 'linda the', 'and linda', 'linda know']","['welcome back, linda!', 'so, how do you know linda?', 'oh, hey linda.”']"
55,135,55_carol_carol carol_christmas carol_carol they,"['carol', 'carol carol', 'christmas carol', 'carol they', 'frosty', 'frosty the', 'hey carol', 'the snowman', 'carol but', 'christmas']","[""is 'frosty the snowman' the only carol they know?"", ""the only carol they know is 'frosty the snowman'."", 'carol... you have to stop.']"
56,135,56_apartment_rent_realtor_the realtor,"['apartment', 'rent', 'realtor', 'the realtor', 'lease', 'the apartment', 'real estate', 'the rent', 'duplex', 'estate']","['this is a rent-controlled apartment. the real mrs. peterson died three years ago.', ""didn't fully understand the real estate agent when we rented this apartment.  she told us it was a railroad flat."", 'she pays the rent for the apartment downstairs too']"
57,135,57_hudson_the hudson_hudson river_river,"['hudson', 'the hudson', 'hudson river', 'river', 'whitman', 'hudson the', 'hudson you', 'hudson we', 'into the', 'east']","['does this look like the hudson river to you?', 'what did you expect, the hudson river?', 'we should have taken the hudson river.']"
58,134,58_mouse_mice_rat_lab,"['mouse', 'mice', 'rat', 'lab', 'lab rat', 'rats', 'the mouse', 'the mice', 'blind mice', 'farmer wife']","['you frightened a little mouse under her chair?', 'is there a mrs. lab rat?', 'she says she’s mouse;: minnie mouse.']"
59,133,59_collar_the collar_hot under_under the,"['collar', 'the collar', 'hot under', 'under the', 'under', 'ring around', 'hot', 'collared', 'collar she', 'elizabethan']","[""they say she's hot under the collar."", ""i hear she's hot under the collar."", 'she is hot under the collar.']"
60,131,60_ma am_ma_am_buy it,"['ma am', 'ma', 'am', 'buy it', 'break it', 'you buy', 'yes ma', 'it you', 'buy', 'you break']","['sorry, ma’am. i break it, you buy it. company policy.', 'you can hold it, ma’am, but i have to warn you — you break it, you buy it', 'i’m sorry ma’am, you have to break it to buy it.']"
61,131,61_dorothy_kansas_dorothy and_toto,"['dorothy', 'kansas', 'dorothy and', 'toto', 'in kansas', 'elvis', 'not in', 'kansas anymore', 'anymore', 'and toto']","['...well dorothy, we’re not not in kansas anymore.', 'dorothy, we’re not in kansas any more.', 'we’re not in kansas anymore, dorothy, and it’s 2020!']"
62,130,62_sword_the sword_her sword_scythe,"['sword', 'the sword', 'her sword', 'scythe', 'throws', 'she throws', 'swords', 'tosses', 'damocles', 'sword she']","['i’m leaving before she tosses the sword.', 'if she tosses the sword, you can have it.', 'she said ""yes\' to the sword.']"
63,129,63_visit_to visit_your mother_visiting,"['visit', 'to visit', 'your mother', 'visiting', 'mother visit', 'mother', 'coming', 'coming to', 'mother coming', 'mother still']","['will your mother still be coming to visit?', 'so when is your mother coming to visit?', 'your mother is coming to visit.']"
64,129,64_mrs_butterworth_mrs butterworth_sisyphus,"['mrs', 'butterworth', 'mrs butterworth', 'sisyphus', 'the mrs', 'to mrs', 'butterworth is', 'mrs kramden', 'kramden', 'shel']","['have you seen mrs. butterworth?', 'you should see mrs. butterworth', 'i’m looking for mrs. butterworth.']"
65,127,65_mosquitoes_mosquito_mosquitos_spray,"['mosquitoes', 'mosquito', 'mosquitos', 'spray', 'bug spray', 'zika', 'malaria', 'bug', 'mosquitoes are', 'giant mosquitoes']","['do you really think a mosquito could kill more humans than a shark! no one should even care about bug spray in summer!', 'bug spray, emily. bug spray.', 'giant mosquitoes are taking my wife.']"
66,124,66_wine_blood_red_red wine,"['wine', 'blood', 'red', 'red wine', 'reds', 'prefers', 'the wine', 'she prefers', 'blood type', 'of wine']","[""we've found that if you give her enough red wine, she won't suck our blood."", 'she also drinks red wine.', 'naturally, she prefers red wine.']"
67,123,67_parade_rain_her parade_rain on,"['parade', 'rain', 'her parade', 'rain on', 'umbrella', 'macy', 'on her', 'to rain', 'rains', 'rains on']","[""i'm waiting for it to rain on her parade."", 'rain on her parade...rain on her parade, enough already!', ""i'd like to rain on her parade.""]"
68,121,68_doris_irene_doris you_leaving,"['doris', 'irene', 'doris you', 'leaving', 'doris it', 'it doris', 'leaving you', 'tequila', 'no doris', 'doris this']","['doris, this really sucks.', 'doris, i think we have a problem.', ""doris, i'm leaving you...""]"
69,119,69_vegan_vegetarian_she vegan_organic,"['vegan', 'vegetarian', 'she vegan', 'organic', 'vegan she', 'vegan but', 'vegan diet', 'is vegan', 'she vegetarian', 'vegan my']","['so she is a vegan?', ""she's vegan"", ""she's vegan.""]"
70,119,70_aunt_jemima_aunt jemima_your aunt,"['aunt', 'jemima', 'aunt jemima', 'your aunt', 'my aunt', 'marge', 'mabel', 'edna', 'to aunt', 'aunt mabel']","['excuse me, have you seen my aunt jemima?', 'i think we should call your aunt jemima', 'have you seen my aunt jemima?']"
71,118,71_her name_name_eve_name is,"['her name', 'name', 'eve', 'name is', 'name was', 'transylvania', 'dracula', 'ottoman', 'is eve', 'transylvania she']","['her name\r\nis corona.', ""what's her name?"", 'her name is eve']"
72,118,72_diet_new diet_serious about_mom is,"['diet', 'new diet', 'serious about', 'mom is', 'serious', 'mom', 'on diet', 'her diet', 'diet this', 'mom new']","['i guess your mom is really serious about her diet this time.', ""i guess mom's really serious about the new diet this time."", 'it looks like mom is really serious about the new diet this time.']"
73,116,73_call_mother called_phone_call your,"['call', 'mother called', 'phone', 'call your', 'called', 'to call', 'your mother', 'call my', 'cell', 'can call']","['my mother called.', 'your mother called.', 'your mother called.']"
74,114,74_grace_your grace_amazing grace_amazing,"['grace', 'your grace', 'amazing grace', 'amazing', 'say grace', 'coup', 'coup de', 'de grace', 'from grace', 'grace your']","['do we have to say grace?', 'would you say grace?', 'your grace.']"
75,113,75_stepping stone_stepping_your stepping_stone,"['stepping stone', 'stepping', 'your stepping', 'stone', 'stone to', 'just stepping', 'not your', 'as stepping', 'steppin stone', 'steppin']","['i’m not your stepping stone.', ""i'm not your stepping stone."", ""?? i'm not your stepping stone ????""]"
76,113,76_faith_faith in_of faith_leap of,"['faith', 'faith in', 'of faith', 'leap of', 'blind faith', 'leap', 'blind', 'my faith', 'have faith', 'in humanity']","['blind faith', 'leap of faith', 'a leap of faith']"
77,112,77_margaret_you margaret_margaret margaret_atwood,"['margaret', 'you margaret', 'margaret margaret', 'atwood', 'margaret atwood', 'margaret you', 'me margaret', 'margaret it', 'margaret can', 'really margaret']","['i prefer this. it’s not so “margaret  atwood”.', 'ok margaret, you win.', ""i've never loved you margaret""]"
78,111,78_hair_her hair_hair she_your hair,"['hair', 'her hair', 'hair she', 'your hair', 'cut', 'she cut', 'haircut', 'wash', 'my hair', 'long hair']","['who did her hair?', ""she's washing her hair."", 'oh no! she cut her hair!']"
79,110,79_bagged_bagged that_that one_granddaughter,"['bagged', 'bagged that', 'that one', 'granddaughter', 'daughter bagged', 'birthday party', 'one at', 'my granddaughter', 'bagged it', 'bagged this']","['actually, my daughter bagged that one.', 'my daughter bagged that one.', 'my daughter bagged that one.']"
80,109,80_couch_this couch_sofa_the couch,"['couch', 'this couch', 'sofa', 'the couch', 'me of', 'reminds', 'lips', 'reminds me', 'couch reminds', 'my mother']","['your couch reminds me of mother’s lips.', '- i feel bad. this couch reminds me of my mother.', 'this couch reminds me of my mother.']"
81,108,81_wear_wear this_dressed_dress,"['wear', 'wear this', 'dressed', 'dress', 'to wear', 'suit', 'dressed like', 'you wear', 'mother', 'your mother']","['your mother said for you to wear this.', ""didn't your mother tell you to wear this?"", 'your mom said to wear this']"
82,107,82_book_books_read_author,"['book', 'books', 'read', 'author', 'read it', 'the book', 'the author', 'novel', 'haven read', 'it yet']","[""i can't read it, but i'm pretty sure it says she wants a divorce!"", ""i haven't read it yet, but i think she wants a divorce."", ""i haven't read it yet, but i'm pretty sure she wants a divorce.""]"
83,107,83_kardashian_kim_the kardashian_kim kardashian,"['kardashian', 'kim', 'the kardashian', 'kim kardashian', 'pizza', 'kylie', 'order the', 'jenner', 'kylie jenner', 'pizza kardashian']","['so you want to look like kim kardashian?', 'why did you have to order the kardashian pizza?', 'kardashian...']"
84,107,84_therapist_therapy_my therapist_your therapist,"['therapist', 'therapy', 'my therapist', 'your therapist', 'counseling', 'the therapist', 'therapist meant', 'our therapist', 'therapist said', 'couples']","['i wonder if this is what my therapist meant when she said i needed to face the day head on', 'honey, i know your therapist recommended couples roleplaying, but my therapist wants me to think of myself as a beautiful woman-now what?', ""welcome to the last chamber, lucy. it is me: the therapist of your therapist's therapist""]"
85,106,85_taller_smaller_look fat_height,"['taller', 'smaller', 'look fat', 'height', 'fat', 'taller than', 'look', 'big', 'butt look', 'butt']","['do you think it makes her look fat?', 'it does make her butt look smaller.', 'it does make her butt look smaller.']"
86,105,86_hiding_she hiding_the left_hiding something,"['hiding', 'she hiding', 'the left', 'hiding something', 'number', 'left', 'she suspects', 'handed', 'left handed', 'the one']","[""number six looks like she's hiding something."", ""i still think she's hiding something."", ""do you think she's hiding something?""]"
87,105,87_granddaughter_my granddaughter_my daughter_daughter,"['granddaughter', 'my granddaughter', 'my daughter', 'daughter', 'granddaughter was', 'upset', 'daughter was', 'that one', 'cried', 'one my']","[""my granddaughter wasn't too happy about that one."", 'my granddaughter was very upset with me.', 'yeah, my granddaughter was not happy.']"
88,103,88_of herself_herself_her everywhere_herself she,"['of herself', 'herself', 'her everywhere', 'herself she', 'everywhere', 'inflated', 'full of', 'an inflated', 'confident', 'see her']","['she was so full of herself!', '"" she is so full of herself""', ""i think she's full of herself.""]"
89,102,89_food_mom_midnight_snacking,"['food', 'mom', 'midnight', 'snacking', 'snacks', 'guess mom', 'your food', 'before dinner', 'dinner', 'serious about']","['i know your mother always told you to chew your food ten times, but really harry...', 'i guess mom meant it when she said no more midnight snacking.', 'mom was serious about no snacking before dinner.']"
90,102,90_lips_her lips_lip_red lips,"['lips', 'her lips', 'lip', 'red lips', 'lip service', 'red', 'everywhere', 'service', 'her ruby', 'me lip']","['i can still see her lips everywhere i go', 'i still see her ruby red lips everywhere.', ""it's her lips, i can't stop thinking about her lips.""]"
91,102,91_janet_janet it_and janet_you janet,"['janet', 'janet it', 'and janet', 'you janet', 'janet was', 'yes janet', 'janet janet', 'janet you', 'janet yellen', 'yellen']","[""but janet, can't you see that i've changed?"", 'i was the victim, janet!', 'get the hell out of here, janet!']"
92,101,92_betty_crocker_betty crocker_barney,"['betty', 'crocker', 'betty crocker', 'barney', 'betty it', 'and betty', 'betty and', 'with betty', 'who betty', 'to betty']","['who\'s ""betty crocker""? there\'s only the two of us...', 'betty crocker, i presume?', ""who's betty crocker?""]"
93,100,93_water_the water_for water_to water,"['water', 'the water', 'for water', 'to water', 'thirsty', 'water is', 'drink', 'knows where', 'watering', 'us to']","['please tell me she knows where the water is.', 'are you sure she knows where the water is?', 'she knows where the water is!']"
94,100,94_mother nature_nature_nature is_mother,"['mother nature', 'nature', 'nature is', 'mother', 'emojis', 'emoji', 'even mother', 'pissed', 'nature was', 'like mother']","['mother nature is out for revenge', 'muva nature is the new mother nature.', 'mother nature is pissed!']"
95,97,95_color_colors_true colors_true,"['color', 'colors', 'true colors', 'true', 'blue', 'my true', 'red', 'what color', 'purple', 'yellow']","['tell me about your mother’s true colors.', 'my mother never let me show my true colors.', ""i'm afraid to show her my true colors.""]"
96,97,96_moving_move_with us_moving back,"['moving', 'move', 'with us', 'moving back', 'time out', 'stay with', 'move out', 'mom', 'to move', 'stay']","['your mom is welcome to stay with us', 'when i said ""if you think your mother is moving in with us, you can save your breath"", this isn\'t what i had in mind...', ""this isn't exactly what i had in mind when i asked to move back in with you, mom.""]"
97,95,97_mask_masks_wear mask_wear,"['mask', 'masks', 'wear mask', 'wear', 'your mask', 'wearing mask', 'to wear', 'wear masks', 'the mask', 'mask on']","[""hey, she's not wearing a mask!"", ""mom, can't i just wear a mask?"", 'and she refuses to wear a mask . . .']"
98,94,98_ruff_ruff on_ruff she_the ruff,"['ruff', 'ruff on', 'ruff she', 'the ruff', 'that ruff', 'she ruff', 'ruff for', 'really ruff', 'it ruff', 'ruff trade']","[""she's ruff trade."", ""she's really ruff."", ""that's ruff on her.""]"
99,92,99_to me_my daughter_daughter_my granddaughter,"['to me', 'my daughter', 'daughter', 'my granddaughter', 'granddaughter', 'me my', 'speak to', 'hasn spoken', 'spoken to', 'daughter still']","[""my daughter still won't speak to me."", ""my daughter hasn't spoken to me since."", ""my daughter hasn't spoken to me since.""]"
100,91,100_soap_scrub_wash_clean,"['soap', 'scrub', 'wash', 'clean', 'your back', 'shower', 'your mother', 'scrub your', 'bath', 'brush']","[""sit up and i'll scrub your back while you tell me about how your mother emasculated you."", ""danny, if you'll tell me about your mother i'll scrub your back again."", 'while i wash your back, tell me about your mother.']"
101,91,101_ceiling_glass ceiling_glass_the glass,"['ceiling', 'glass ceiling', 'glass', 'the glass', 'sophie', 'broke through', 'broke', 'ceiling she', 'through the', 'through']","['can you see the glass ceiling, sophie?', 'she broke through the glass ceiling.', 'she broke through the glass ceiling.']"
102,91,102_lucy_mammoth_wooly mammoth_wooly,"['lucy', 'mammoth', 'wooly mammoth', 'wooly', 'love lucy', 'lucy the', 'is lucy', 'the mammoth', 'diamonds', 'edna']","['welcome back mrs. portman! - my name is lucy.', 'welcome back mrs. portman! - my name is lucy.', 'which one is lucy?']"
103,91,103_diet_her diet_dieting_diet it,"['diet', 'her diet', 'dieting', 'diet it', 'diet plan', 'new diet', 'diet she', 'she on', 'on diet', 'diet think']","[""i think she's serious about her diet this time."", ""she's on a diet"", ""i think she's on a diet.""]"
