percent_male,male_count,female_count,word
100.0,1,0,cowboy
100.0,2,0,pointing
100.0,1,0,chased
100.0,3,0,laying
0.0,0,2,blender
100.0,3,0,cloud
100.0,1,0,expressionless
100.0,2,0,served
100.0,1,0,monstrous
100.0,5,0,facing
100.0,4,0,food
100.0,1,0,swallowing
100.0,3,0,yard
0.0,0,1,4
0.0,0,1,aiming
100.0,4,0,making
25.09,5,3,cave
100.0,1,0,sky
16.73,1,1,stove
0.0,0,1,couches
100.0,1,0,desks
0.0,0,1,chef
100.0,2,0,wedding
100.0,1,0,various
100.0,1,0,watch
100.0,1,0,weirdly
100.0,1,0,waterspout
100.0,1,0,city
0.0,0,1,dip
100.0,1,0,pleased
100.0,1,0,plants
100.0,2,0,shovel
50.12,5,1,right
100.0,1,0,organ
16.73,1,1,uses
41.06,52,15,are
0.0,0,1,gate
100.0,1,0,hamburger
0.0,0,1,baker
100.0,1,0,figurines
28.67,4,2,tower
28.67,2,1,glass
100.0,1,0,not
100.0,1,0,anything
100.0,1,0,dog's
100.0,1,0,wings
100.0,1,0,surround
100.0,1,0,spread
100.0,2,0,cacti
100.0,1,0,bow
100.0,1,0,scroll
100.0,2,0,bath
28.67,4,2,climbing
100.0,1,0,vendor
0.0,0,1,replaced
100.0,1,0,entangled
100.0,1,0,snail
100.0,2,0,entire
100.0,3,0,bowl
100.0,2,0,speaks
100.0,1,0,were
33.44,5,2,that
100.0,1,0,blindfolded
100.0,1,0,heads
100.0,1,0,shepherd
100.0,1,0,leaning
28.67,4,2,counter
0.0,0,1,cups
100.0,1,0,burger
100.0,3,0,arms
100.0,2,0,stabbed
16.73,1,1,normal
100.0,1,0,decreasingly
100.0,1,0,excited
100.0,3,0,knife
47.49,9,2,look
100.0,2,0,glasses
100.0,1,0,winter
100.0,1,0,spraying
0.0,0,1,larger
100.0,1,0,purchasing
100.0,1,0,radiator
100.0,1,0,hallway
100.0,1,0,pot
33.44,5,2,staring
100.0,1,0,carts
100.0,1,0,nature
100.0,1,0,shoveling
100.0,2,0,it's
100.0,2,0,bear
100.0,8,0,mountain
100.0,2,0,patron
30.66,11,5,as
100.0,2,0,police
0.0,0,1,interrupting
100.0,5,0,snow
0.0,0,2,diver
100.0,3,0,throne
100.0,1,0,upside
46.07,34,8,an
0.0,0,1,halo
37.61,6,2,chair
0.0,0,1,frill
0.0,0,2,attire
100.0,3,0,strapped
100.0,1,0,step
100.0,1,0,family
100.0,5,0,paper
100.0,1,0,instead
100.0,1,0,assistant
100.0,3,0,doctor's
0.0,0,1,gestures
100.0,1,0,button
100.0,1,0,ceiling
100.0,1,0,fish
100.0,1,0,rolling
100.0,1,0,defending
72.32,13,1,wearing
37.61,3,1,pulling
100.0,2,0,studio
100.0,1,0,jeans
100.0,1,0,wielding
100.0,1,0,executing
100.0,2,0,big
0.0,0,1,opening
100.0,3,0,getting
100.0,1,0,outstretched
44.57,4,1,middle
100.0,1,0,rat
100.0,1,0,crashing
48.84,19,4,holding
50.12,5,1,stares
100.0,3,0,rabbit
37.61,3,1,tied
44.57,4,1,window
100.0,1,0,now
100.0,1,0,flying
100.0,1,0,messy
100.0,1,0,toaster
28.67,2,1,foreground
100.0,1,0,crossed
100.0,3,0,bunch
100.0,1,0,criminal
100.0,5,0,menu
100.0,1,0,calm
0.0,0,1,banana
100.0,1,0,applauding
100.0,2,0,skeleton
28.67,2,1,street
100.0,2,0,body
100.0,4,0,stand
100.0,1,0,implied
54.32,71,12,of
100.0,2,0,club
0.0,0,1,waves
100.0,1,0,eat
100.0,2,0,piece
100.0,2,0,coat
100.0,1,0,yeti
100.0,3,0,pouring
100.0,1,0,spying
0.0,0,1,near
100.0,1,0,sad
100.0,6,0,someone
100.0,5,0,kitchen
100.0,1,0,punishment
100.0,1,0,grab
100.0,1,0,fin
100.0,1,0,fending
100.0,1,0,tornado
100.0,1,0,garbage
0.0,0,1,deep
28.67,6,3,through
100.0,2,0,barbecue
100.0,1,0,colored
100.0,5,0,tiny
100.0,5,0,needle
100.0,2,0,runs
100.0,1,0,sub
37.61,3,1,long
100.0,1,0,anthropomorphic
0.0,0,1,attractive
13.1,3,4,couch
100.0,2,0,same
100.0,1,0,notice
16.73,1,1,employee
100.0,1,0,others
100.0,1,0,sewing
0.0,0,3,neck
37.61,3,1,tree
100.0,2,0,boulder
100.0,1,0,truck
100.0,4,0,all
100.0,1,0,very
100.0,1,0,seen
100.0,1,0,annoyed
100.0,1,0,lays
16.73,1,1,if
100.0,1,0,ball
100.0,1,0,more
0.0,0,1,essentially
16.73,1,1,sea
28.67,4,2,bar
100.0,2,0,robe
100.0,1,0,country
100.0,1,0,figure
100.0,1,0,grilling
16.73,2,2,full
100.0,2,0,grocery
100.0,1,0,park
0.0,0,1,professional
50.12,20,4,table
16.73,2,2,outside
100.0,1,0,dejected
100.0,1,0,field
100.0,1,0,speech
100.0,6,0,reading
9.13,1,2,modern
37.61,3,1,building
0.0,0,1,collar
100.0,2,0,comes
50.12,10,2,some
100.0,3,0,sidewalk
100.0,1,0,confused/worried
100.0,1,0,contains
100.0,1,0,sleepwalking
54.67,6,1,nearby
100.0,4,0,mouth
100.0,1,0,bounder
58.45,7,1,for
16.73,1,1,because
0.0,0,1,far
0.0,0,1,get
100.0,2,0,serious
100.0,2,0,crown
100.0,2,0,armor
28.67,2,1,do
100.0,1,0,scribe
100.0,1,0,picture
100.0,1,0,don't
100.0,1,0,handled
100.0,1,0,hindlegs
100.0,1,0,ticket
100.0,1,0,scientists
100.0,1,0,hill
100.0,1,0,miniature
100.0,1,0,chest
28.67,4,2,wall
100.0,1,0,businessman
0.0,0,1,speed
0.0,0,1,admiring
100.0,2,0,whale
28.67,6,3,back
100.0,1,0,saying
100.0,2,0,have
100.0,1,0,background
0.0,0,1,houses
100.0,1,0,something
100.0,1,0,rescue
40.59,34,10,sitting
100.0,1,0,bearded
16.73,1,1,chatting
100.0,10,0,dog
100.0,1,0,corner
100.0,1,0,coconut
100.0,1,0,that's
100.0,1,0,fight
0.0,0,2,offering
28.67,2,1,rock
100.0,1,0,clipboard
16.73,1,1,drinks
6.28,1,3,coffee
100.0,1,0,dwarfs
23.16,3,2,cooking
100.0,2,0,board
100.0,1,0,however
100.0,1,0,mess
0.0,0,1,hers
66.78,20,2,from
100.0,2,0,fins
100.0,2,0,nothing
100.0,1,0,lets
16.73,4,4,couple
100.0,1,0,dripping
100.0,1,0,cavepeople
100.0,3,0,pushing
100.0,1,0,approaches
100.0,1,0,happened
100.0,1,0,magician
100.0,1,0,exact
100.0,1,0,companion
100.0,2,0,see
100.0,1,0,six
100.0,1,0,t-shirt
37.61,3,1,beside
100.0,1,0,mobile
100.0,2,0,working
100.0,1,0,identical
0.0,0,2,human-sized
100.0,1,0,talks
100.0,1,0,court
50.9,98,19,on
100.0,1,0,hovered
100.0,1,0,else
100.0,1,0,newspaper
100.0,3,0,bird
100.0,1,0,expecting
100.0,3,0,over
100.0,2,0,rowing
100.0,2,0,clones
39.51,26,8,looking
100.0,1,0,tanning
100.0,1,0,pieces
100.0,2,0,open
100.0,1,0,shoulder
16.73,1,1,archer
50.12,10,2,down
100.0,1,0,ripped
100.0,1,0,topped
16.73,1,1,wine
16.73,1,1,than
23.16,3,2,expression
100.0,1,0,miserable
0.0,0,1,digging
100.0,1,0,curious
100.0,1,0,bringing
100.0,1,0,nonchalant
100.0,7,0,which
100.0,3,0,drones
70.69,12,1,carrying
100.0,1,0,style
100.0,5,0,horse
0.0,0,1,pack
100.0,1,0,scissors
100.0,1,0,embedded
100.0,1,0,does
0.0,0,1,including
100.0,2,0,computer
0.0,0,1,fallen
100.0,1,0,taller
100.0,1,0,attempting
0.0,0,1,taken
100.0,1,0,microphone
100.0,1,0,number
100.0,4,0,piano
100.0,1,0,sulking
36.01,14,5,front
100.0,2,0,shower
100.0,1,0,dance
100.0,1,0,band
100.0,2,0,hands
23.16,3,2,appears
100.0,2,0,shirt
100.0,3,0,wheel
100.0,1,0,fence
37.61,3,1,car
100.0,1,0,set
61.65,8,1,large
100.0,3,0,tie
100.0,2,0,sweater
100.0,1,0,placing
0.0,0,1,circular
100.0,1,0,scared
100.0,1,0,telephone
100.0,1,0,highly
100.0,2,0,lab
100.0,1,0,distance
0.0,0,2,flowers
100.0,1,0,uphill
100.0,5,0,sword
0.0,0,1,snowman
28.67,8,4,around
6.28,1,3,showing
100.0,1,0,sun
100.0,1,0,ankle
66.78,20,2,other
100.0,3,0,suspenders
16.73,1,1,eating
100.0,1,0,stretches
61.65,8,1,next
100.0,1,0,clown
0.0,0,1,marches
100.0,1,0,slowly
100.0,1,0,backpack
100.0,2,0,approached
0.0,0,1,psychiastrist
28.67,4,2,caveman
100.0,2,0,lion
100.0,1,0,flanked
0.0,0,1,approaching
100.0,2,0,tracks
100.0,1,0,inset
100.0,1,0,makes
100.0,1,0,stage
100.0,2,0,grill
100.0,1,0,furniture
100.0,1,0,carry
100.0,1,0,tall
0.0,0,1,monkeys
100.0,1,0,stools
100.0,4,0,watches
100.0,2,0,pulled
100.0,2,0,frowning
81.56,22,1,another
100.0,1,0,kid's
100.0,1,0,note
100.0,2,0,hot
100.0,1,0,walk
28.67,2,1,cherry
100.0,4,0,island
100.0,4,0,across
50.12,5,1,towards
37.61,3,1,house
100.0,2,0,cart
100.0,1,0,playpen
100.0,1,0,pocket
100.0,2,0,yelling
100.0,1,0,mountains
100.0,1,0,military
100.0,1,0,bathroom
0.0,0,1,astronaut's
16.73,1,1,high
100.0,1,0,helping
100.0,1,0,bandaged
0.0,0,2,party
100.0,1,0,smelly
100.0,1,0,exiting
44.57,4,1,taking
100.0,9,0,off
37.61,3,1,this
100.0,1,0,encounter
16.73,1,1,fear
66.78,10,1,their
25.09,5,3,walking
100.0,1,0,leading
0.0,0,1,townhouses
16.73,1,1,cavewoman
23.16,3,2,dressed
100.0,4,0,old
100.0,12,0,doctor
100.0,3,0,meeting
100.0,3,0,soup
100.0,2,0,wet
100.0,1,0,handing
100.0,10,0,cat
100.0,2,0,gun
50.12,5,1,below
0.0,0,4,man's
0.0,0,1,dress
16.73,1,1,own
100.0,1,0,claws
100.0,1,0,ways
100.0,1,0,piloted
100.0,4,0,wrapped
100.0,1,0,receipt
100.0,5,0,was
16.73,1,1,addressing
0.0,0,1,baseball
100.0,1,0,cooks
52.5,22,4,looks
100.0,1,0,stepping
100.0,1,0,trapped
0.0,0,1,slightly
100.0,5,0,both
100.0,1,0,diving
100.0,2,0,birds
0.0,0,1,sized
16.73,1,1,employees
100.0,1,0,creepily
100.0,1,0,cigar
100.0,2,0,examination
100.0,2,0,bucket
21.13,4,3,clothes
100.0,1,0,distant
100.0,2,0,officer
16.73,1,1,nervous
100.0,1,0,client
100.0,1,0,monster
100.0,1,0,cigarette
100.0,1,0,chairs
100.0,1,0,green
100.0,1,0,conductor
100.0,2,0,egg
100.0,1,0,pizza
16.73,2,2,drinking
100.0,3,0,sandbox
100.0,1,0,smile
100.0,1,0,date
28.67,2,1,left
100.0,1,0,potion
100.0,1,0,sell
100.0,1,0,positioned
100.0,1,0,meal
41.3,7,2,being
100.0,1,0,chefs
100.0,1,0,paddle
100.0,1,0,beverage
100.0,1,0,suspended
100.0,1,0,dolls
100.0,3,0,plank
100.0,1,0,shark
100.0,1,0,somewhat
100.0,1,0,pawing
100.0,1,0,sandy
100.0,1,0,straight
100.0,3,0,onto
47.49,27,6,has
100.0,1,0,mount
16.73,1,1,gear
0.0,0,1,mosquitoes
100.0,1,0,enjoys
100.0,4,0,tattered
16.73,1,1,mug
100.0,2,0,waving
16.73,3,3,door
54.67,12,2,huge
44.57,4,1,elevator
0.0,0,1,helmets
0.0,0,1,stick
100.0,3,0,giving
100.0,1,0,dungeon
0.0,0,1,stacked
100.0,1,0,smaller
100.0,2,0,customers
100.0,1,0,play
37.61,3,1,desk
100.0,4,0,surrounded
100.0,2,0,atop
100.0,1,0,thone
100.0,1,0,hitch
100.0,1,0,along
100.0,1,0,leash
16.73,1,1,upset
100.0,6,0,snake
100.0,1,0,clerk
0.0,0,1,blonde
0.0,0,1,object
100.0,1,0,golf
100.0,1,0,hauling
0.0,0,1,insects
100.0,1,0,checking
100.0,1,0,cook
100.0,1,0,stool
0.0,0,1,joggers
100.0,2,0,petting
100.0,2,0,bat
100.0,2,0,cavemen
100.0,1,0,church
100.0,1,0,cellphone
100.0,2,0,uniform
100.0,3,0,above
100.0,3,0,seated
100.0,1,0,rate
100.0,5,0,side
100.0,2,0,barber
100.0,1,0,creature
100.0,1,0,knifed
46.91,277,63,is
100.0,2,0,gecko
100.0,2,0,hall
100.0,1,0,shop
100.0,2,0,hammock
100.0,2,0,together
52.82,78,14,and
100.0,3,0,drawing
16.73,1,1,castle
100.0,1,0,starving
100.0,1,0,tone
100.0,1,0,calls
100.0,2,0,finds
100.0,1,0,ride
100.0,3,0,windows
100.0,1,0,baby
100.0,1,0,fire
100.0,1,0,coffin
100.0,1,0,concert
100.0,1,0,gets
6.28,1,3,dragon
54.67,6,1,angry
100.0,2,0,brush
0.0,0,1,young
0.0,0,1,least
0.0,0,1,propose
100.0,3,0,hanging
100.0,1,0,fours
100.0,1,0,myth
100.0,1,0,deserted
100.0,2,0,turned
100.0,2,0,hiking
100.0,1,0,toast
100.0,1,0,cinder
100.0,4,0,sits
100.0,2,0,thing
100.0,1,0,considers
100.0,2,0,interrupted
100.0,1,0,thread
100.0,1,0,red
100.0,1,0,papers
100.0,2,0,genie
44.57,4,1,cake
100.0,1,0,cap
16.73,1,1,sees
100.0,1,0,then
100.0,1,0,knees
100.0,1,0,stained
100.0,1,0,turns
100.0,1,0,conference
50.12,5,1,about
16.73,1,1,confused
100.0,7,0,patient
100.0,5,0,coming
100.0,1,0,tablets
100.0,1,0,starting
100.0,1,0,disappointment
100.0,1,0,jacket
0.0,0,1,gas
0.0,0,2,cup
54.67,6,1,order
100.0,3,0,lounging
0.0,0,1,past
100.0,1,0,chewing
100.0,1,0,entering
100.0,2,0,listening
100.0,2,0,ready
16.73,1,1,dinner
100.0,1,0,hitchiking
100.0,1,0,marching
100.0,4,0,what
100.0,1,0,computers
100.0,1,0,seemingly
100.0,1,0,deeply
100.0,1,0,dueling
100.0,2,0,werewolf
0.0,0,1,these
100.0,5,0,seems
100.0,1,0,haircut
100.0,1,0,robes
16.73,1,1,away
100.0,1,0,barbershop
100.0,1,0,bucking
100.0,2,0,facial
100.0,1,0,pigeon
100.0,1,0,bit
44.57,4,1,hole
100.0,1,0,decided
100.0,1,0,finished
0.0,0,2,hazmat
100.0,3,0,chart
100.0,1,0,reaching
100.0,2,0,lizard
100.0,2,0,size
100.0,1,0,disapproving
100.0,1,0,alive
100.0,1,0,adult
16.73,2,2,psychiatrist
100.0,4,0,aliens
100.0,5,0,small
58.45,14,2,it
100.0,1,0,setup
100.0,1,0,sheep
100.0,1,0,balcony
54.07,41,7,there
100.0,2,0,way
100.0,1,0,hardly
100.0,1,0,beard
100.0,1,0,smoking
100.0,2,0,clouds
100.0,1,0,block
28.67,2,1,store
100.0,3,0,still
100.0,6,0,but
100.0,2,0,hospital
100.0,1,0,ally
0.0,0,1,straightjackets
100.0,4,0,gingerbread
100.0,2,0,child
100.0,1,0,come
100.0,2,0,line
100.0,4,0,raking
100.0,1,0,setting
26.93,11,6,room
44.57,8,2,suit
100.0,1,0,filling
50.94,31,6,talking
100.0,2,0,pass
100.0,3,0,stuck
6.28,1,3,drunk
28.67,2,1,appear
100.0,1,0,shoot
34.89,8,3,having
44.57,4,1,running
0.0,0,1,pen
100.0,1,0,plane
16.73,1,1,under
28.67,2,1,conversation
100.0,1,0,human
100.0,1,0,bothered
100.0,1,0,host
100.0,1,0,reader
100.0,1,0,pile
100.0,4,0,water
100.0,2,0,sofa
100.0,1,0,columns
64.4,9,1,hand
57.57,27,4,one
100.0,2,0,butler
100.0,1,0,medevil
0.0,0,1,roof
100.0,1,0,player
100.0,1,0,guard
100.0,1,0,dorsal
100.0,1,0,bottom
0.0,0,1,buckets
100.0,3,0,seem
100.0,1,0,lawyer
0.0,0,1,lifting
100.0,4,0,leaves
100.0,1,0,acknowledging
100.0,1,0,writing
100.0,1,0,hangs
100.0,1,0,stroking
100.0,1,0,wise
100.0,1,0,kind
100.0,1,0,jumps
0.0,0,1,parade
50.12,5,1,drink
100.0,1,0,debating
100.0,3,0,air
100.0,2,0,stocks
100.0,1,0,piles
100.0,1,0,elephant
100.0,5,0,walks
100.0,4,0,happy
100.0,2,0,midair
100.0,1,0,kicked
100.0,1,0,close
100.0,1,0,branch
100.0,1,0,repunzel's
100.0,1,0,shot
100.0,2,0,only
100.0,1,0,concrete
0.0,0,1,opens
100.0,3,0,bed
100.0,1,0,much
52.2,163,30,the
44.57,4,1,desert
100.0,3,0,therapist
100.0,1,0,beach
100.0,3,0,scientist
100.0,2,0,many
66.78,10,1,be
100.0,1,0,pipes
100.0,2,0,groceries
100.0,1,0,child's
100.0,1,0,whal
66.78,10,1,behind
