caption,mean,precision,votes,not_funny,somewhat_funny,funny,cleaned_caption_v2,contest_id,tokens,occupations,topic
Did you know my Dad was a mason?,1.5,0.3415650255319866,6,4,1,1,did you know my dad was a mason,6,"['did', 'you', 'know', 'my', 'dad', 'was', 'a', 'mason']",{'mason'},3
I finally met Tabitha's parents. Her mom's a teacher and her dad's a mason.,1.4,0.2449489742783177,5,3,2,0,i finally met tabitha s parents her mom s a teacher and her dad s a mason,6,"['i', 'finally', 'met', 'tabitha', 's', 'parents', 'her', 'mom', 's', 'a', 'teacher', 'and', 'her', 'dad', 's', 'a', 'mason']",{'mason'},3
What do you think of the implications of quantum mechanics?,1.4,0.2449489742783177,5,3,2,0,what do you think of the implications of quantum mechanics,6,"['what', 'do', 'you', 'think', 'of', 'the', 'implications', 'of', 'quantum', 'mechanics']",{'mechanic'},0
... and I told that fortune-telling mason to go **** himself.,1.4,0.2449489742783177,5,3,2,0,and i told that fortune telling mason to go himself,6,"['and', 'i', 'told', 'that', 'fortune', 'telling', 'mason', 'to', 'go', 'himself']",{'mason'},-1
Tom celebrates his court victory over the Masons' union.,1.3333333333333333,0.3333333333333333,6,5,0,1,tom celebrates his court victory over the masons union,6,"['tom', 'celebrates', 'his', 'court', 'victory', 'over', 'the', 'masons', 'union']",{'mason'},3
We figured the best place to cut corners was with the mason's contract.,1.25,0.2886751345948128,4,3,1,0,we figured the best place to cut corners was with the mason s contract,6,"['we', 'figured', 'the', 'best', 'place', 'to', 'cut', 'corners', 'was', 'with', 'the', 'mason', 's', 'contract']",{'mason'},-1
Don't worry about any backlash from the Bricklayers' Union. They're pretty harmless.,1.25,0.2886751345948128,4,3,1,0,do not worry about any backlash from the bricklayers union they are pretty harmless,6,"['do', 'not', 'worry', 'about', 'any', 'backlash', 'from', 'the', 'bricklayers', 'union', 'they', 'are', 'pretty', 'harmless']",{'bricklayer'},0
Good thing Quantum Mechanics doesn't occur on the macroscopic scale.,1.25,0.2886751345948128,4,3,1,0,good thing quantum mechanics does not occur on the macroscopic scale,6,"['good', 'thing', 'quantum', 'mechanics', 'does', 'not', 'occur', 'on', 'the', 'macroscopic', 'scale']",{'mechanic'},0
I think my wife is having an affair with a mason...,1.25,0.2886751345948128,4,3,1,0,i think my wife is having an affair with a mason,6,"['i', 'think', 'my', 'wife', 'is', 'having', 'an', 'affair', 'with', 'a', 'mason']",{'mason'},3
Then the Grand Master told me any mason who turns atheist better watch his back...,1.0,0.408248290463863,3,3,0,0,then the grand master told me any mason who turns atheist better watch his back,6,"['then', 'the', 'grand', 'master', 'told', 'me', 'any', 'mason', 'who', 'turns', 'atheist', 'better', 'watch', 'his', 'back']",{'mason'},3
"Well, Jesus was a carpenter, so maybe there's something to Trump being in construction.",1.0,0.408248290463863,3,3,0,0,well jesus was a carpenter so maybe there is something to trump being in construction,6,"['well', 'jesus', 'was', 'a', 'carpenter', 'so', 'maybe', 'there', 'is', 'something', 'to', 'trump', 'being', 'in', 'construction']","{'carpenter', 'construction'}",-1
The masons are tough negotiators.,1.0,0.408248290463863,3,3,0,0,the masons are tough negotiators,6,"['the', 'masons', 'are', 'tough', 'negotiators']",{'mason'},3
"Mason, that's the oldest trick to distract me and have a laugh.",1.0,0.408248290463863,3,3,0,0,mason that is the oldest trick to distract me and have a laugh,6,"['mason', 'that', 'is', 'the', 'oldest', 'trick', 'to', 'distract', 'me', 'and', 'have', 'a', 'laugh']",{'mason'},3
"Yes, I'm Nick Damocles. And Frank Dionysius is now a mason. What of it?",1.0,0.408248290463863,3,3,0,0,yes i am nick damocles and frank dionysius is now a mason what of it,6,"['yes', 'i', 'am', 'nick', 'damocles', 'and', 'frank', 'dionysius', 'is', 'now', 'a', 'mason', 'what', 'of', 'it']",{'mason'},3
What do you think is the side with the Mason's Special?,1.0,0.408248290463863,3,3,0,0,what do you think is the side with the mason s special,6,"['what', 'do', 'you', 'think', 'is', 'the', 'side', 'with', 'the', 'mason', 's', 'special']",{'mason'},3
I am gonna make a killing in that class action against the masons.,1.0,0.408248290463863,3,3,0,0,i am going to make a killing in that class action against the masons,6,"['i', 'am', 'going', 'to', 'make', 'a', 'killing', 'in', 'that', 'class', 'action', 'against', 'the', 'masons']",{'mason'},3
I'm more of an anti-mason myself.,1.0,0.408248290463863,3,3,0,0,i am more of an anti mason myself,6,"['i', 'am', 'more', 'of', 'an', 'anti', 'mason', 'myself']",{'mason'},3
And what if instead of a great watchmaker we had a giant bricklayer?,1.0,0.408248290463863,3,3,0,0,and what if instead of a great watchmaker we had a giant bricklayer,6,"['and', 'what', 'if', 'instead', 'of', 'a', 'great', 'watchmaker', 'we', 'had', 'a', 'giant', 'bricklayer']","{'watchmaker', 'bricklayer'}",0
As to schedule...I think the Masons are right on target!,1.0,0.408248290463863,3,3,0,0,as to schedule i think the masons are right on target,6,"['as', 'to', 'schedule', 'i', 'think', 'the', 'masons', 'are', 'right', 'on', 'target']",{'mason'},-1
And then it hit me like a blot from the blue: My wife is cheating with a brick mason.,1.0,0.2236067977499789,5,5,0,0,and then it hit me like a blot from the blue my wife is cheating with a brick mason,6,"['and', 'then', 'it', 'hit', 'me', 'like', 'a', 'blot', 'from', 'the', 'blue', 'my', 'wife', 'is', 'cheating', 'with', 'a', 'brick', 'mason']",{'mason'},-1
My new will leaves everything to the Mason Beneficial Society.,1.0,0.408248290463863,3,3,0,0,my new will leaves everything to the mason beneficial society,6,"['my', 'new', 'will', 'leaves', 'everything', 'to', 'the', 'mason', 'beneficial', 'society']",{'mason'},3
So how do we stop our masons from knocking off so early?,1.0,0.408248290463863,3,3,0,0,so how do we stop our masons from knocking off so early,6,"['so', 'how', 'do', 'we', 'stop', 'our', 'masons', 'from', 'knocking', 'off', 'so', 'early']",{'mason'},-1
"My grandfather was a 33rd degree Mason, but I think it's all Mumbo-Jumbo.",1.0,0.408248290463863,3,3,0,0,my grandfather was a 33rd degree mason but i think it is all mumbo jumbo,6,"['my', 'grandfather', 'was', 'a', '33rd', 'degree', 'mason', 'but', 'i', 'think', 'it', 'is', 'all', 'mumbo', 'jumbo']",{'mason'},3
"Hey, did you forget to pay the stone masons today?",1.0,0.2886751345948128,4,4,0,0,hey did you forget to pay the stone masons today,6,"['hey', 'did', 'you', 'forget', 'to', 'pay', 'the', 'stone', 'masons', 'today']",{'mason'},3
"As I was saying, the new bricklayer was very cheap to hire. I wonder why?",1.0,0.408248290463863,3,3,0,0,as i was saying the new bricklayer was very cheap to hire i wonder why,6,"['as', 'i', 'was', 'saying', 'the', 'new', 'bricklayer', 'was', 'very', 'cheap', 'to', 'hire', 'i', 'wonder', 'why']",{'bricklayer'},0
Speaking of those wayward masons...,1.0,0.2886751345948128,4,4,0,0,speaking of those wayward masons,6,"['speaking', 'of', 'those', 'wayward', 'masons']",{'mason'},3
Are you an employee or an independent contractors?,1.0,0.408248290463863,3,3,0,0,are you an employee or an independent contractors,6,"['are', 'you', 'an', 'employee', 'or', 'an', 'independent', 'contractors']","{'employee', 'contractor'}",0
"I took care of the bricklayers union, no prob",1.0,0.408248290463863,3,3,0,0,i took care of the bricklayers union no prob,6,"['i', 'took', 'care', 'of', 'the', 'bricklayers', 'union', 'no', 'prob']",{'bricklayer'},-1
Enough already with your conspiracy theories about the Masons!,1.0,0.408248290463863,3,3,0,0,enough already with your conspiracy theories about the masons,6,"['enough', 'already', 'with', 'your', 'conspiracy', 'theories', 'about', 'the', 'masons']",{'mason'},3
"Mirage gigs aren't much of a resume builder, but at least I'm working in the biz.",1.0,0.0690065559342354,15,15,0,0,mirage gigs are not much of a resume builder but at least i am working in the biz,8,"['mirage', 'gigs', 'are', 'not', 'much', 'of', 'a', 'resume', 'builder', 'but', 'at', 'least', 'i', 'am', 'working', 'in', 'the', 'biz']",{'builder'},0
"Of course we are still bigoted, hate mongering wall builders. But, more of us are dry.",1.1111111111111112,0.0616333551361365,27,24,3,0,of course we are still bigoted hate mongering wall builders but more of us are dry,11,"['of', 'course', 'we', 'are', 'still', 'bigoted', 'hate', 'mongering', 'wall', 'builders', 'but', 'more', 'of', 'us', 'are', 'dry']",{'builder'},0
My father used to work for a zeppelin builder and this was the only inheritance I received!,1.0952380952380951,0.0656383273909058,21,19,2,0,my father used to work for a zeppelin builder and this was the only inheritance i received,11,"['my', 'father', 'used', 'to', 'work', 'for', 'a', 'zeppelin', 'builder', 'and', 'this', 'was', 'the', 'only', 'inheritance', 'i', 'received']",{'builder'},0
What about 'Mason' or 'Liam'?,1.3577981651376148,0.0545623799839862,109,75,29,5,what about mason or liam,12,"['what', 'about', 'mason', 'or', 'liam']",{'mason'},3
What about 'Liam' or 'Mason'?,1.2954545454545454,0.0586309564710598,88,66,18,4,what about liam or mason,12,"['what', 'about', 'liam', 'or', 'mason']",{'mason'},-1
The electrician is on his way.,1.25,0.0565840470977899,76,59,15,2,the electrician is on his way,12,"['the', 'electrician', 'is', 'on', 'his', 'way']",{'electrician'},0
"the electrician is here again, sir.",1.25,0.0565840470977899,76,59,15,2,the electrician is here again sir,12,"['the', 'electrician', 'is', 'here', 'again', 'sir']",{'electrician'},0
"The seamstress is wondering whether you will require her further, sir.",1.2361111111111112,0.0609428256247713,72,58,11,3,the seamstress is wondering whether you will require her further sir,12,"['the', 'seamstress', 'is', 'wondering', 'whether', 'you', 'will', 'require', 'her', 'further', 'sir']",{'seamstres'},-1
"Sir, the electrician will make his presence next Tuesday between the hours of one and four.",1.1153846153846154,0.0524932384775108,52,47,4,1,sir the electrician will make his presence next tuesday between the hours of one and four,12,"['sir', 'the', 'electrician', 'will', 'make', 'his', 'presence', 'next', 'tuesday', 'between', 'the', 'hours', 'of', 'one', 'and', 'four']",{'electrician'},0
"Sir, the electrician has arrived.",1.1111111111111112,0.0762215933966706,18,16,2,0,sir the electrician has arrived,12,"['sir', 'the', 'electrician', 'has', 'arrived']",{'electrician'},0
I can't believe we use the same blacksmith.,1.4,0.0767207660895476,80,57,14,9,i can not believe we use the same blacksmith,14,"['i', 'can', 'not', 'believe', 'we', 'use', 'the', 'same', 'blacksmith']",{'blacksmith'},1
It's always nice to meet a fellow Mason.,1.353846153846154,0.0741320587207553,65,46,15,4,it is always nice to meet a fellow mason,16,"['it', 'is', 'always', 'nice', 'to', 'meet', 'a', 'fellow', 'mason']",{'mason'},3
"Your wife's peach cobbler was wonderful. Oh, and sorry about that death ray incident.",1.278688524590164,0.0666577078993525,61,46,13,2,your wife s peach cobbler was wonderful oh and sorry about that death ray incident,16,"['your', 'wife', 's', 'peach', 'cobbler', 'was', 'wonderful', 'oh', 'and', 'sorry', 'about', 'that', 'death', 'ray', 'incident']",{'cobbler'},0
Welcome! We're so looking forward to finally discussing quantum mechanics and plasma physics with someone from a civilization with an understanding of such things!,1.1777777777777778,0.0576377479502509,45,37,8,0,welcome we are so looking forward to finally discussing quantum mechanics and plasma physics with someone from a civilization with an understanding of such things,16,"['welcome', 'we', 'are', 'so', 'looking', 'forward', 'to', 'finally', 'discussing', 'quantum', 'mechanics', 'and', 'plasma', 'physics', 'with', 'someone', 'from', 'a', 'civilization', 'with', 'an', 'understanding', 'of', 'such', 'things']",{'mechanic'},-1
"Welcome, finally someone to explain quantum mechanics.",1.0930232558139534,0.0448197261236944,43,39,4,0,welcome finally someone to explain quantum mechanics,16,"['welcome', 'finally', 'someone', 'to', 'explain', 'quantum', 'mechanics']",{'mechanic'},0
It seems the builder didn't level with us.,1.4137931034482758,0.1266977453163713,29,20,6,3,it seems the builder did not level with us,17,"['it', 'seems', 'the', 'builder', 'did', 'not', 'level', 'with', 'us']",{'builder'},0
Dad build this company with his bare hands. He was a terrible carpenter.,1.3076923076923077,0.1332346775052982,26,21,2,3,dad build this company with his bare hands he was a terrible carpenter,17,"['dad', 'build', 'this', 'company', 'with', 'his', 'bare', 'hands', 'he', 'was', 'a', 'terrible', 'carpenter']",{'carpenter'},-1
We need to change our company name from On-the-Level Building Contractors.,1.173913043478261,0.1023860383161155,23,20,2,1,we need to change our company name from on the level building contractors,17,"['we', 'need', 'to', 'change', 'our', 'company', 'name', 'from', 'on', 'the', 'level', 'building', 'contractors']",{'contractor'},0
No more IKEA contractors.,1.1428571428571428,0.0782460796435951,21,18,3,0,no more ikea contractors,17,"['no', 'more', 'ikea', 'contractors']",{'contractor'},-1
I know builder had a few problems but we went with the low bid,1.0,0.0645497224367902,16,16,0,0,i know builder had a few problems but we went with the low bid,17,"['i', 'know', 'builder', 'had', 'a', 'few', 'problems', 'but', 'we', 'went', 'with', 'the', 'low', 'bid']",{'builder'},0
"When the architect told me the head of construction was a direct descendant of one of the most famous builders in Europe, I didn’t know he was referring to the guy who erected that tower in Pisa.",1.0,0.0571661950475029,18,18,0,0,when the architect told me the head of construction was a direct descendant of one of the most famous builders in europe i did not know he was referring to the guy who erected that tower in pisa,17,"['when', 'the', 'architect', 'told', 'me', 'the', 'head', 'of', 'construction', 'was', 'a', 'direct', 'descendant', 'of', 'one', 'of', 'the', 'most', 'famous', 'builders', 'in', 'europe', 'i', 'did', 'not', 'know', 'he', 'was', 'referring', 'to', 'the', 'guy', 'who', 'erected', 'that', 'tower', 'in', 'pisa']","{'builder', 'construction'}",-1
It exercises my torso and my right as an American to reject classical mechanics,1.1219512195121952,0.0517395205746254,41,36,5,0,it exercises my torso and my right as an american to reject classical mechanics,18,"['it', 'exercises', 'my', 'torso', 'and', 'my', 'right', 'as', 'an', 'american', 'to', 'reject', 'classical', 'mechanics']",{'mechanic'},0
And the blacksmith's bill is still outstanding...,1.3157894736842106,0.0730549572409018,76,59,10,7,and the blacksmith s bill is still outstanding,19,"['and', 'the', 'blacksmith', 's', 'bill', 'is', 'still', 'outstanding']",{'blacksmith'},1
"The blacksmith sends a riddle with his unpaid bill: ""Your Magesty, what rhymes with 'greyed dope'?""",1.2972972972972974,0.0658994379614264,74,56,14,4,the blacksmith sends a riddle with his unpaid bill your magesty what rhymes with greyed dope,19,"['the', 'blacksmith', 'sends', 'a', 'riddle', 'with', 'his', 'unpaid', 'bill', 'your', 'magesty', 'what', 'rhymes', 'with', 'greyed', 'dope']",{'blacksmith'},1
"Before they address your complaint about the dull blade, sire, the contractors would like to be paid in advance.",1.25,0.0611795542081449,60,46,13,1,before they address your complaint about the dull blade sire the contractors would like to be paid in advance,19,"['before', 'they', 'address', 'your', 'complaint', 'about', 'the', 'dull', 'blade', 'sire', 'the', 'contractors', 'would', 'like', 'to', 'be', 'paid', 'in', 'advance']",{'contractor'},-1
"My Lord, the Blacksmith insists he measured twice.",1.2307692307692308,0.0649305500620543,65,53,9,3,my lord the blacksmith insists he measured twice,19,"['my', 'lord', 'the', 'blacksmith', 'insists', 'he', 'measured', 'twice']",{'blacksmith'},1
"Keep your hands and arm inside the throne for this one sire, but the blacksmiths union is requesting an audience.",1.1833333333333331,0.0503752397853101,60,49,11,0,keep your hands and arm inside the throne for this one sire but the blacksmiths union is requesting an audience,19,"['keep', 'your', 'hands', 'and', 'arm', 'inside', 'the', 'throne', 'for', 'this', 'one', 'sire', 'but', 'the', 'blacksmiths', 'union', 'is', 'requesting', 'an', 'audience']",{'blacksmith'},1
The Blacksmith would like to know if you've reconsidered,1.169811320754717,0.0520678987362905,53,44,9,0,the blacksmith would like to know if you have reconsidered,19,"['the', 'blacksmith', 'would', 'like', 'to', 'know', 'if', 'you', 'have', 'reconsidered']",{'blacksmith'},1
Either submit to periodic inspection of your blacksmith forge or we will be forced to declare war against you for you weapons of mass destruction.,1.150943396226415,0.0496447935456808,53,45,8,0,either submit to periodic inspection of your blacksmith forge or we will be forced to declare war against you for you weapons of mass destruction,19,"['either', 'submit', 'to', 'periodic', 'inspection', 'of', 'your', 'blacksmith', 'forge', 'or', 'we', 'will', 'be', 'forced', 'to', 'declare', 'war', 'against', 'you', 'for', 'you', 'weapons', 'of', 'mass', 'destruction']",{'blacksmith'},1
"My lord, the blacksmith says he shall not remove thy dagger until thou hast provided thee with a pension.",1.1153846153846154,0.0447369229259845,52,46,6,0,my lord the blacksmith says he shall not remove thy dagger until thou hast provided thee with a pension,19,"['my', 'lord', 'the', 'blacksmith', 'says', 'he', 'shall', 'not', 'remove', 'thy', 'dagger', 'until', 'thou', 'hast', 'provided', 'thee', 'with', 'a', 'pension']","{'dagger', 'blacksmith'}",1
"… Builder of Binaries, King of Zee Montane, Cracker of Potts, Tamer of Sioux City Shrews, Spoiler of Spitoony, Craven of Hobbs, Nada of Nietzsche, Biggest of Pricks ...",1.0425531914893618,0.0297607917523504,47,45,2,0,… builder of binaries king of zee montane cracker of potts tamer of sioux city shrews spoiler of spitoony craven of hobbs nada of nietzsche biggest of pricks,19,"['…', 'builder', 'of', 'binaries', 'king', 'of', 'zee', 'montane', 'cracker', 'of', 'potts', 'tamer', 'of', 'sioux', 'city', 'shrews', 'spoiler', 'of', 'spitoony', 'craven', 'of', 'hobbs', 'nada', 'of', 'nietzsche', 'biggest', 'of', 'pricks']","{'builder', 'cracker'}",-1
They say whale mechanics are a dying profession.,1.0891089108910892,0.0284900882573032,101,92,9,0,they say whale mechanics are a dying profession,21,"['they', 'say', 'whale', 'mechanics', 'are', 'a', 'dying', 'profession']",{'mechanic'},0
I meant the kind plumbers use.,1.5369458128078817,0.0514324170914854,203,123,51,29,i meant the kind plumbers use,23,"['i', 'meant', 'the', 'kind', 'plumbers', 'use']",{'plumber'},0
"I appreciate the accounting department's team spirit, but let's call some real plumbers.",1.2474226804123711,0.0486742799801212,97,75,20,2,i appreciate the accounting department s team spirit but let us call some real plumbers,23,"['i', 'appreciate', 'the', 'accounting', 'department', 's', 'team', 'spirit', 'but', 'let', 'us', 'call', 'some', 'real', 'plumbers']",{'plumber'},0
Clearly you two aren't plumbers.,1.2282608695652173,0.0537714298429854,92,75,13,4,clearly you two are not plumbers,23,"['clearly', 'you', 'two', 'are', 'not', 'plumbers']",{'plumber'},0
Are you the plumbers?,1.2134831460674158,0.0517120329268524,89,73,13,3,are you the plumbers,23,"['are', 'you', 'the', 'plumbers']",{'plumber'},0
You idiots. The executive washroom sink is plugged up and I said I needed a plumbers snake.,1.1954022988505748,0.0457760913275483,87,71,15,1,you idiots the executive washroom sink is plugged up and i said i needed a plumbers snake,23,"['you', 'idiots', 'the', 'executive', 'washroom', 'sink', 'is', 'plugged', 'up', 'and', 'i', 'said', 'i', 'needed', 'a', 'plumbers', 'snake']","{'executive', 'plumber'}",0
"Plumbers, you ain't.",1.1216216216216215,0.0428212003892668,74,66,7,1,plumbers you are not,23,"['plumbers', 'you', 'are', 'not']",{'plumber'},0
"Let's see, shark burgers, tacos, noodle bowls, frittatas, fried rice, shish kabobs, stuffed peppers, pad thai, burritos, cobbler surprise. Just saying, we got this.",1.1343283582089552,0.0516376863386756,67,60,5,2,let us see shark burgers tacos noodle bowls frittatas fried rice shish kabobs stuffed peppers pad thai burritos cobbler surprise just saying we got this,24,"['let', 'us', 'see', 'shark', 'burgers', 'tacos', 'noodle', 'bowls', 'frittatas', 'fried', 'rice', 'shish', 'kabobs', 'stuffed', 'peppers', 'pad', 'thai', 'burritos', 'cobbler', 'surprise', 'just', 'saying', 'we', 'got', 'this']",{'cobbler'},0
"As a confidence builder, try not coming here by bus",1.4361702127659577,0.0668925092017199,94,61,25,8,as a confidence builder try not coming here by bus,25,"['as', 'a', 'confidence', 'builder', 'try', 'not', 'coming', 'here', 'by', 'bus']",{'builder'},0
"I regret to say this, however, your apparent ailment is not under my field of expertise. Have you considered consulting Popular Mechanics?",1.0444444444444445,0.0310677909075347,45,43,2,0,i regret to say this however your apparent ailment is not under my field of expertise have you considered consulting popular mechanics,25,"['i', 'regret', 'to', 'say', 'this', 'however', 'your', 'apparent', 'ailment', 'is', 'not', 'under', 'my', 'field', 'of', 'expertise', 'have', 'you', 'considered', 'consulting', 'popular', 'mechanics']",{'mechanic'},0
"The contractors are taking forever on our kitchen remodel. I swear, it's like they're trying to reinvent the wheel!",1.1896551724137931,0.0385528961637894,116,95,20,1,the contractors are taking forever on our kitchen remodel i swear it is like they are trying to reinvent the wheel,26,"['the', 'contractors', 'are', 'taking', 'forever', 'on', 'our', 'kitchen', 'remodel', 'i', 'swear', 'it', 'is', 'like', 'they', 'are', 'trying', 'to', 'reinvent', 'the', 'wheel']",{'contractor'},-1
Blind carpenters make the most interesting doors,1.1727272727272726,0.0463138131942546,110,96,9,5,blind carpenters make the most interesting doors,26,"['blind', 'carpenters', 'make', 'the', 'most', 'interesting', 'doors']",{'carpenter'},-1
When he's bored he finds projects in his old Popular Mechanics magazines.,1.158878504672897,0.0423051461900301,107,93,11,3,when he is bored he finds projects in his old popular mechanics magazines,26,"['when', 'he', 'is', 'bored', 'he', 'finds', 'projects', 'in', 'his', 'old', 'popular', 'mechanics', 'magazines']",{'mechanic'},0
"Mason used to work at a tire manufacturer, but he's trying to reinvent himself.",1.145631067961165,0.0400070596052068,103,90,11,2,mason used to work at a tire manufacturer but he is trying to reinvent himself,26,"['mason', 'used', 'to', 'work', 'at', 'a', 'tire', 'manufacturer', 'but', 'he', 'is', 'trying', 'to', 'reinvent', 'himself']","{'mason', 'manufacturer'}",-1
"He could have gone the pop route, but he prefers classical mechanics.",1.145631067961165,0.0423194072188415,103,91,9,3,he could have gone the pop route but he prefers classical mechanics,26,"['he', 'could', 'have', 'gone', 'the', 'pop', 'route', 'but', 'he', 'prefers', 'classical', 'mechanics']",{'mechanic'},-1
He's trying to fix a hole. He's a bagel builder.,1.096774193548387,0.037651101620759,93,86,5,2,he is trying to fix a hole he is a bagel builder,26,"['he', 'is', 'trying', 'to', 'fix', 'a', 'hole', 'he', 'is', 'a', 'bagel', 'builder']",{'builder'},0
There are surprisingly few plumbers left in the neighborhood who know how to install a washer.,1.0689655172413792,0.0318422310666808,87,82,4,1,there are surprisingly few plumbers left in the neighborhood who know how to install a washer,26,"['there', 'are', 'surprisingly', 'few', 'plumbers', 'left', 'in', 'the', 'neighborhood', 'who', 'know', 'how', 'to', 'install', 'a', 'washer']","{'washer', 'plumber'}",0
"""Ironically enough, he's trying to reinvent himself as a carpenter"".",1.025,0.0175654292232632,80,78,2,0,ironically enough he is trying to reinvent himself as a carpenter,26,"['ironically', 'enough', 'he', 'is', 'trying', 'to', 'reinvent', 'himself', 'as', 'a', 'carpenter']",{'carpenter'},-1
What do you have against tailors?,1.173913043478261,0.039564504901339,115,97,16,2,what do you have against tailors,27,"['what', 'do', 'you', 'have', 'against', 'tailors']",{'tailor'},-1
"Look PAL, I think between the two of us it's YOU who should know what cat tailors DO.",1.107843137254902,0.0366180014806914,102,93,7,2,look pal i think between the two of us it is you who should know what cat tailors do,27,"['look', 'pal', 'i', 'think', 'between', 'the', 'two', 'of', 'us', 'it', 'is', 'you', 'who', 'should', 'know', 'what', 'cat', 'tailors', 'do']",{'tailor'},-1
