caption,mean,precision,votes,not_funny,somewhat_funny,funny,cleaned_caption_v2,contest_id,tokens,occupations,topic
"They just finished downloading everything Shakespeare ever wrote . Now what?
31,0,0,I said call Monroe County Movers not Monkey Movers
33,3,0,So this is all there is to it? Having more fun than a barrel of monkeys? Eh!
38,7,3,I thought you said you were a Tiger Mom.
36,3,0,Ok. I'm really sorry ... but eleven is just one short of a dozen.
35,4,1,You're right. You are as much fun as a barrel of monkeys.
29,3,0,I thought you said you liked monkeys
40,2,1,Mom told me they weren't mine.
35,3,0,I thought we left the urban jungle when we moved to the suburbs.
51,9,5,I'm actually thrilled I won them.
35,5,0,when we agreed to help the homeless I had something else in mind.
55,23,4,And take the barrel with you.
44,13,4,At least we could ignore the eight-hundred-pound gorilla.
49,17,3,How much time is left on your monkey-of-the-month club?
42,7,2,I wonder what the 12th monkey is up to.
51,10,1,Is this your idea of a barrel of fun?
51,23,2,I still think we made the right decision not to have children.
29,1,0,Can't they stay with anyone one else in Cleveland until July?
36,7,0,Complete works of Shakespeare again. They need the break time.
36,3,0,You said you wanted an entertaining evening at home.
39,3,2,Do you think they'll ever grow up?
41,9,2,They want to know if we'd consider voting 3rd party"".",1.2307692307692308,0.0757834127802906,52,43,6,3,they just finished downloading everything shakespeare ever wrote now what 31 0 0 i said call monroe county movers not monkey movers 33 3 0 so this is all there is to it having more fun than a barrel of monkeys eh 38 7 3 i thought you said you were a tiger mom 36 3 0 ok i am really sorry but eleven is just one short of a dozen 35 4 1 you are right you are as much fun as a barrel of monkeys 29 3 0 i thought you said you liked monkeys 40 2 1 mom told me they were not mine 35 3 0 i thought we left the urban jungle when we moved to the suburbs 51 9 5 i am actually thrilled i won them 35 5 0 when we agreed to help the homeless i had something else in mind 55 23 4 and take the barrel with you 44 13 4 at least we could ignore the eight hundred pound gorilla 49 17 3 how much time is left on your monkey of the month club 42 7 2 i wonder what the 12th monkey is up to 51 10 1 is this your idea of a barrel of fun 51 23 2 i still think we made the right decision not to have children 29 1 0 can not they stay with anyone one else in cleveland until july 36 7 0 complete works of shakespeare again they need the break time 36 3 0 you said you wanted an entertaining evening at home 39 3 2 do you think they will ever grow up 41 9 2 they want to know if we would consider voting 3rd party,13,"['they', 'just', 'finished', 'downloading', 'everything', 'shakespeare', 'ever', 'wrote', 'now', 'what', '31', '0', '0', 'i', 'said', 'call', 'monroe', 'county', 'movers', 'not', 'monkey', 'movers', '33', '3', '0', 'so', 'this', 'is', 'all', 'there', 'is', 'to', 'it', 'having', 'more', 'fun', 'than', 'a', 'barrel', 'of', 'monkeys', 'eh', '38', '7', '3', 'i', 'thought', 'you', 'said', 'you', 'were', 'a', 'tiger', 'mom', '36', '3', '0', 'ok', 'i', 'am', 'really', 'sorry', 'but', 'eleven', 'is', 'just', 'one', 'short', 'of', 'a', 'dozen', '35', '4', '1', 'you', 'are', 'right', 'you', 'are', 'as', 'much', 'fun', 'as', 'a', 'barrel', 'of', 'monkeys', '29', '3', '0', 'i', 'thought', 'you', 'said', 'you', 'liked', 'monkeys', '40', '2', '1', 'mom', 'told', 'me', 'they', 'were', 'not', 'mine', '35', '3', '0', 'i', 'thought', 'we', 'left', 'the', 'urban', 'jungle', 'when', 'we', 'moved', 'to', 'the', 'suburbs', '51', '9', '5', 'i', 'am', 'actually', 'thrilled', 'i', 'won', 'them', '35', '5', '0', 'when', 'we', 'agreed', 'to', 'help', 'the', 'homeless', 'i', 'had', 'something', 'else', 'in', 'mind', '55', '23', '4', 'and', 'take', 'the', 'barrel', 'with', 'you', '44', '13', '4', 'at', 'least', 'we', 'could', 'ignore', 'the', 'eight', 'hundred', 'pound', 'gorilla', '49', '17', '3', 'how', 'much', 'time', 'is', 'left', 'on', 'your', 'monkey', 'of', 'the', 'month', 'club', '42', '7', '2', 'i', 'wonder', 'what', 'the', '12th', 'monkey', 'is', 'up', 'to', '51', '10', '1', 'is', 'this', 'your', 'idea', 'of', 'a', 'barrel', 'of', 'fun', '51', '23', '2', 'i', 'still', 'think', 'we', 'made', 'the', 'right', 'decision', 'not', 'to', 'have', 'children', '29', '1', '0', 'can', 'not', 'they', 'stay', 'with', 'anyone', 'one', 'else', 'in', 'cleveland', 'until', 'july', '36', '7', '0', 'complete', 'works', 'of', 'shakespeare', 'again', 'they', 'need', 'the', 'break', 'time', '36', '3', '0', 'you', 'said', 'you', 'wanted', 'an', 'entertaining', 'evening', 'at', 'home', '39', '3', '2', 'do', 'you', 'think', 'they', 'will', 'ever', 'grow', 'up', '41', '9', '2', 'they', 'want', 'to', 'know', 'if', 'we', 'would', 'consider', 'voting', '3rd', 'party']",{'mover'},-1
I was a fisherman.,1.0526315789473684,0.0367097806559429,38,36,2,0,i was a fisherman,15,"['i', 'was', 'a', 'fisherman']",{'fisherman'},0
"I'm Glen, your Uber driver.",1.4634146341463414,0.0760258002119541,82,53,20,9,i am glen your uber driver,16,"['i', 'am', 'glen', 'your', 'uber', 'driver']",{'driver'},0
"Hi, Are you Jack? I am Jonathan, your Uber Driver",1.451219512195122,0.0778985493322754,82,55,17,10,hi are you jack i am jonathan your uber driver,16,"['hi', 'are', 'you', 'jack', 'i', 'am', 'jonathan', 'your', 'uber', 'driver']",{'driver'},0
I was the closest Uber driver tonight.,1.435897435897436,0.0847902813108697,78,56,10,12,i was the closest uber driver tonight,16,"['i', 'was', 'the', 'closest', 'uber', 'driver', 'tonight']",{'driver'},0
"Greetings, I am Bort and I will be your Uber driver tonight.",1.4342105263157894,0.0757084118151692,76,50,19,7,greetings i am bort and i will be your uber driver tonight,16,"['greetings', 'i', 'am', 'bort', 'and', 'i', 'will', 'be', 'your', 'uber', 'driver', 'tonight']",{'driver'},0
"Yes, I'm your Uber driver. Where to?",1.3676470588235294,0.0781266945795663,68,49,13,6,yes i am your uber driver where to,16,"['yes', 'i', 'am', 'your', 'uber', 'driver', 'where', 'to']",{'driver'},0
You're my Uber Driver?,1.3384615384615384,0.0768268629055314,65,48,12,5,you are my uber driver,16,"['you', 'are', 'my', 'uber', 'driver']",{'driver'},0
"Hi Josh, I'll be your Uber driver tonight.",1.3333333333333333,0.0815869230407957,63,48,9,6,hi josh i will be your uber driver tonight,16,"['hi', 'josh', 'i', 'will', 'be', 'your', 'uber', 'driver', 'tonight']",{'driver'},0
"My name's Kevin, I will be your Uber driver",1.3333333333333333,0.0811870500745757,60,45,10,5,my name s kevin i will be your uber driver,16,"['my', 'name', 's', 'kevin', 'i', 'will', 'be', 'your', 'uber', 'driver']",{'driver'},0
"Hi, I'm Fred, your Uber driver. Where to?",1.328125,0.077327276484382,64,48,11,5,hi i am fred your uber driver where to,16,"['hi', 'i', 'am', 'fred', 'your', 'uber', 'driver', 'where', 'to']",{'driver'},0
"Yeah, I just started as a Lyft driver a few weeks ago.",1.328125,0.077327276484382,64,48,11,5,yeah i just started as a lyft driver a few weeks ago,16,"['yeah', 'i', 'just', 'started', 'as', 'a', 'lyft', 'driver', 'a', 'few', 'weeks', 'ago']",{'driver'},0
Hi I am your space Uber driver.,1.3174603174603174,0.0778138207133385,63,48,10,5,hi i am your space uber driver,16,"['hi', 'i', 'am', 'your', 'space', 'uber', 'driver']",{'driver'},0
"Yes, I'm your Uber driver",1.2727272727272727,0.0754539369575074,55,43,9,3,yes i am your uber driver,16,"['yes', 'i', 'am', 'your', 'uber', 'driver']",{'driver'},0
Hello. I'm your driver. Thank you for using Uber.,1.25,0.0637058989297031,56,43,12,1,hello i am your driver thank you for using uber,16,"['hello', 'i', 'am', 'your', 'driver', 'thank', 'you', 'for', 'using', 'uber']",{'driver'},0
"Yes sir, I'll be your Uber-ET driver this evening.",1.2452830188679245,0.0757433427758573,53,43,7,3,yes sir i will be your uber et driver this evening,16,"['yes', 'sir', 'i', 'will', 'be', 'your', 'uber', 'et', 'driver', 'this', 'evening']",{'driver'},0
"That's correct, Farmer Smith, I am your Uber driver.",1.2407407407407407,0.0744661183686601,54,44,7,3,that is correct farmer smith i am your uber driver,16,"['that', 'is', 'correct', 'farmer', 'smith', 'i', 'am', 'your', 'uber', 'driver']",{'driver'},0
"Don't be surprised, Uber is running low on drivers.",1.2307692307692308,0.0757834127802906,52,43,6,3,do not be surprised uber is running low on drivers,16,"['do', 'not', 'be', 'surprised', 'uber', 'is', 'running', 'low', 'on', 'drivers']",{'driver'},0
You shouldn't be concerned... I've been an Uber driver for several millennia!,1.2115384615384617,0.0691280451233652,52,43,7,2,you should not be concerned i have been an uber driver for several millennia,16,"['you', 'should', 'not', 'be', 'concerned', 'i', 'have', 'been', 'an', 'uber', 'driver', 'for', 'several', 'millennia']",{'driver'},0
Are you my Uber driver? I really only just need a ride down to the Mercury dealership in town...,1.2,0.0699854212223765,50,42,6,2,are you my uber driver i really only just need a ride down to the mercury dealership in town,16,"['are', 'you', 'my', 'uber', 'driver', 'i', 'really', 'only', 'just', 'need', 'a', 'ride', 'down', 'to', 'the', 'mercury', 'dealership', 'in', 'town']",{'driver'},0
"Yes, hello. I'm your Uber X-Files driver.",1.196078431372549,0.0687114332075891,51,43,6,2,yes hello i am your uber x files driver,16,"['yes', 'hello', 'i', 'am', 'your', 'uber', 'x', 'files', 'driver']",{'driver'},0
"""With the truck broke down, you Uber drivers are life savers"".",1.196078431372549,0.0687114332075891,51,43,6,2,with the truck broke down you uber drivers are life savers,16,"['with', 'the', 'truck', 'broke', 'down', 'you', 'uber', 'drivers', 'are', 'life', 'savers']",{'driver'},0
"Good evening, sir. I'll be your driver tonight. Is this your first time using Rides on Demand?",1.18,0.0739000980364432,50,44,3,3,good evening sir i will be your driver tonight is this your first time using rides on demand,16,"['good', 'evening', 'sir', 'i', 'will', 'be', 'your', 'driver', 'tonight', 'is', 'this', 'your', 'first', 'time', 'using', 'rides', 'on', 'demand']",{'driver'},-1
"Hi, I'll be your Uber Galaxy driver",1.1702127659574468,0.076456858356832,47,42,2,3,hi i will be your uber galaxy driver,16,"['hi', 'i', 'will', 'be', 'your', 'uber', 'galaxy', 'driver']",{'driver'},0
"hi, I am Ali, your uber driver today...",1.1521739130434785,0.0619130706182429,46,40,5,1,hi i am ali your uber driver today,16,"['hi', 'i', 'am', 'ali', 'your', 'uber', 'driver', 'today']",{'driver'},0
"Hi I'm Hank, your Uber driver. Where are we off to today?",1.1304347826086956,0.0502043712338805,46,40,6,0,hi i am hank your uber driver where are we off to today,16,"['hi', 'i', 'am', 'hank', 'your', 'uber', 'driver', 'where', 'are', 'we', 'off', 'to', 'today']",{'driver'},0
Wow! Uber drivers have really stepped up their game...,1.1162790697674418,0.0682749175716427,43,40,1,2,wow uber drivers have really stepped up their game,16,"['wow', 'uber', 'drivers', 'have', 'really', 'stepped', 'up', 'their', 'game']",{'driver'},0
"My name's Kevin, I will be your Uber driver",1.0,0.0571661950475029,18,18,0,0,my name s kevin i will be your uber driver,17,"['my', 'name', 's', 'kevin', 'i', 'will', 'be', 'your', 'uber', 'driver']",{'driver'},0
"Your pipe, bowl and fiddlers are here. but your chair movers are stuck in traffic!",1.355263157894737,0.069342646224462,76,54,17,5,your pipe bowl and fiddlers are here but your chair movers are stuck in traffic,19,"['your', 'pipe', 'bowl', 'and', 'fiddlers', 'are', 'here', 'but', 'your', 'chair', 'movers', 'are', 'stuck', 'in', 'traffic']",{'mover'},-1
"Your Highness, the royal throne and carpet movers send word that they are delayed and to please sit tight.",1.2461538461538462,0.0658916988423531,65,52,10,3,your highness the royal throne and carpet movers send word that they are delayed and to please sit tight,19,"['your', 'highness', 'the', 'royal', 'throne', 'and', 'carpet', 'movers', 'send', 'word', 'that', 'they', 'are', 'delayed', 'and', 'to', 'please', 'sit', 'tight']",{'mover'},-1
"Mr. Damocles, your driver, can't make it in today because of illness.",1.1,0.0515078753637712,50,46,3,1,mr damocles your driver can not make it in today because of illness,19,"['mr', 'damocles', 'your', 'driver', 'can', 'not', 'make', 'it', 'in', 'today', 'because', 'of', 'illness']",{'driver'},0
"Hey, sailor, want to neck?",1.1923076923076923,0.0474851556477788,104,88,12,4,hey sailor want to neck,20,"['hey', 'sailor', 'want', 'to', 'neck']",{'sailor'},0
"Just you and me, Ahab. No harpoons, no sailors, no boats.",1.3,0.0440311252756346,170,129,31,10,just you and me ahab no harpoons no sailors no boats,21,"['just', 'you', 'and', 'me', 'ahab', 'no', 'harpoons', 'no', 'sailors', 'no', 'boats']",{'sailor'},0
"I'm Jessica, your Uber driver.",1.2533333333333334,0.0465226284617048,150,122,18,10,i am jessica your uber driver,21,"['i', 'am', 'jessica', 'your', 'uber', 'driver']",{'driver'},0
"Jonah, your Uber driver is here.",1.2173913043478262,0.042080570378038,138,113,20,5,jonah your uber driver is here,21,"['jonah', 'your', 'uber', 'driver', 'is', 'here']",{'driver'},0
What sort of Uber driver were you expecting in this neighborhood?,1.2074074074074077,0.038051340454312,135,109,24,2,what sort of uber driver were you expecting in this neighborhood,21,"['what', 'sort', 'of', 'uber', 'driver', 'were', 'you', 'expecting', 'in', 'this', 'neighborhood']",{'driver'},0
Your UBER driver Miby has arrived,1.188976377952756,0.0414285033878759,127,107,16,4,your uber driver miby has arrived,21,"['your', 'uber', 'driver', 'miby', 'has', 'arrived']",{'driver'},-1
"Yeah, I am your Uber driver, but before we get started, help me off this rock, would you?",1.1261261261261262,0.036463476430106,111,99,10,2,yeah i am your uber driver but before we get started help me off this rock would you,21,"['yeah', 'i', 'am', 'your', 'uber', 'driver', 'but', 'before', 'we', 'get', 'started', 'help', 'me', 'off', 'this', 'rock', 'would', 'you']",{'driver'},0
"A new story! Instead of the princess and the pea it's the whale, the coconut palm, and the stranded sailor.",1.1132075471698113,0.0362698152725756,106,96,8,2,a new story instead of the princess and the pea it is the whale the coconut palm and the stranded sailor,21,"['a', 'new', 'story', 'instead', 'of', 'the', 'princess', 'and', 'the', 'pea', 'it', 'is', 'the', 'whale', 'the', 'coconut', 'palm', 'and', 'the', 'stranded', 'sailor']",{'sailor'},0
"Sorry, new Uber driver!",1.0891089108910892,0.0317758545264974,101,93,7,1,sorry new uber driver,21,"['sorry', 'new', 'uber', 'driver']",{'driver'},0
A day in the life of Saint Brendan the Navigator,1.043956043956044,0.0216086171483554,91,87,4,0,a day in the life of saint brendan the navigator,21,"['a', 'day', 'in', 'the', 'life', 'of', 'saint', 'brendan', 'the', 'navigator']",{'navigator'},0
Monster Driver's License renewal. Third door left,1.1216216216216215,0.0507358029075021,74,68,3,3,monster driver s license renewal third door left,23,"['monster', 'driver', 's', 'license', 'renewal', 'third', 'door', 'left']",{'driver'},0
Great. You-know-who is being a humpback-seat driver again.,1.4427480916030535,0.0651663982807615,131,93,18,20,great you know who is being a humpback seat driver again,24,"['great', 'you', 'know', 'who', 'is', 'being', 'a', 'humpback', 'seat', 'driver', 'again']",{'driver'},0
An Uber driver is never surprised.,1.403361344537815,0.057631314645165,119,80,30,9,an uber driver is never surprised,24,"['an', 'uber', 'driver', 'is', 'never', 'surprised']",{'driver'},0
'Let's sign up to be Uber drivers. How bad can it be?' you said!,1.391304347826087,0.0638166378047586,115,83,19,13,let us sign up to be uber drivers how bad can it be you said,24,"['let', 'us', 'sign', 'up', 'to', 'be', 'uber', 'drivers', 'how', 'bad', 'can', 'it', 'be', 'you', 'said']",{'driver'},0
"Once I accepted the ride request I had to take him, or it would have killed my driver rating.",1.305263157894737,0.0636227758427824,95,74,13,8,once i accepted the ride request i had to take him or it would have killed my driver rating,24,"['once', 'i', 'accepted', 'the', 'ride', 'request', 'i', 'had', 'to', 'take', 'him', 'or', 'it', 'would', 'have', 'killed', 'my', 'driver', 'rating']",{'driver'},0
"Become an Uber driver you said, it will be easy you said.",1.2777777777777777,0.0612556456727537,90,71,13,6,become an uber driver you said it will be easy you said,24,"['become', 'an', 'uber', 'driver', 'you', 'said', 'it', 'will', 'be', 'easy', 'you', 'said']",{'driver'},0
"One back-seat driver is enough, dear.",1.264367816091954,0.0553470016780077,87,67,17,3,one back seat driver is enough dear,24,"['one', 'back', 'seat', 'driver', 'is', 'enough', 'dear']",{'driver'},0
Nobody likes a humpback-seat driver!,1.255813953488372,0.0622998497222199,86,70,10,6,nobody likes a humpback seat driver,24,"['nobody', 'likes', 'a', 'humpback', 'seat', 'driver']",{'driver'},0
You're the worst humpback-seat driver I've ever met.,1.2528735632183907,0.0571495943170743,87,69,14,4,you are the worst humpback seat driver i have ever met,24,"['you', 'are', 'the', 'worst', 'humpback', 'seat', 'driver', 'i', 'have', 'ever', 'met']",{'driver'},0
What a back sea driver.,1.25,0.0653228005606952,84,70,7,7,what a back sea driver,24,"['what', 'a', 'back', 'sea', 'driver']",{'driver'},-1
"I thought you were a ""catch and release"" fisherman.",1.2409638554216869,0.0583602999426708,83,67,12,4,i thought you were a catch and release fisherman,24,"['i', 'thought', 'you', 'were', 'a', 'catch', 'and', 'release', 'fisherman']",{'fisherman'},0
"What am I going to do, pay for movers?",1.2151898734177216,0.0530500614065464,79,64,13,2,what am i going to do pay for movers,24,"['what', 'am', 'i', 'going', 'to', 'do', 'pay', 'for', 'movers']",{'mover'},2
"Marge, stop being such a humpback-seat driver.",1.2151898734177216,0.0615468833468249,79,67,7,5,marge stop being such a humpback seat driver,24,"['marge', 'stop', 'being', 'such', 'a', 'humpback', 'seat', 'driver']",{'driver'},0
How are you going to nag a driver-less car?,1.2125,0.0608321773198062,80,68,7,5,how are you going to nag a driver less car,24,"['how', 'are', 'you', 'going', 'to', 'nag', 'a', 'driver', 'less', 'car']",{'driver'},0
I didn't know he'd be a Humpback-seat driver.,1.1973684210526316,0.0592933144425304,76,65,7,4,i did not know he would be a humpback seat driver,24,"['i', 'did', 'not', 'know', 'he', 'would', 'be', 'a', 'humpback', 'seat', 'driver']",{'driver'},0
I've had it with back seat drivers.,1.1973684210526316,0.0562567324379788,76,64,9,3,i have had it with back seat drivers,24,"['i', 'have', 'had', 'it', 'with', 'back', 'seat', 'drivers']",{'driver'},0
"Yeah, it gets on my nerves, but a humpback seat driver comes standard with a cetacean wagon.",1.1866666666666668,0.0559708203685878,75,64,8,3,yeah it gets on my nerves but a humpback seat driver comes standard with a cetacean wagon,24,"['yeah', 'it', 'gets', 'on', 'my', 'nerves', 'but', 'a', 'humpback', 'seat', 'driver', 'comes', 'standard', 'with', 'a', 'cetacean', 'wagon']",{'driver'},-1
"Knock it off, Kevin. Nobody likes a backseat driver.",1.178082191780822,0.0528577027524667,73,62,9,2,knock it off kevin nobody likes a backseat driver,24,"['knock', 'it', 'off', 'kevin', 'nobody', 'likes', 'a', 'backseat', 'driver']",{'driver'},0
"To be fair, this whole Uber driver thing was your idea...",1.178082191780822,0.056342295339055,73,63,7,3,to be fair this whole uber driver thing was your idea,24,"['to', 'be', 'fair', 'this', 'whole', 'uber', 'driver', 'thing', 'was', 'your', 'idea']",{'driver'},0
The driver behind us is a real blowhole.,1.1666666666666667,0.0484501583111509,72,61,10,1,the driver behind us is a real blowhole,24,"['the', 'driver', 'behind', 'us', 'is', 'a', 'real', 'blowhole']",{'driver'},0
Not back seat diver...back seat driver!,1.1571428571428573,0.0483076505723,70,60,9,1,not back seat diver back seat driver,24,"['not', 'back', 'seat', 'diver', 'back', 'seat', 'driver']","{'diver', 'driver'}",0
How many fisherman's platters DID your mother eat at The Crab Shack?,1.144927536231884,0.0556882165184999,69,62,4,3,how many fisherman s platters did your mother eat at the crab shack,24,"['how', 'many', 'fisherman', 's', 'platters', 'did', 'your', 'mother', 'eat', 'at', 'the', 'crab', 'shack']",{'fisherman'},0
Back seat drivers can be really annoying.,1.144927536231884,0.0474200647405741,69,60,8,1,back seat drivers can be really annoying,24,"['back', 'seat', 'drivers', 'can', 'be', 'really', 'annoying']",{'driver'},0
I signed up as an Uber driver -- it's got an account!,1.144927536231884,0.0426896366873121,69,59,10,0,i signed up as an uber driver it is got an account,24,"['i', 'signed', 'up', 'as', 'an', 'uber', 'driver', 'it', 'is', 'got', 'an', 'account']",{'driver'},0
"When I offered to be the designated driver, this isn't what I had in mind.",1.109375,0.0451913233305363,64,58,5,1,when i offered to be the designated driver this is not what i had in mind,24,"['when', 'i', 'offered', 'to', 'be', 'the', 'designated', 'driver', 'this', 'is', 'not', 'what', 'i', 'had', 'in', 'mind']",{'driver'},0
What? I told you I'm an ÜberCetacean driver.,1.109375,0.0393220543503684,64,57,7,0,what i told you i am an übercetacean driver,24,"['what', 'i', 'told', 'you', 'i', 'am', 'an', 'übercetacean', 'driver']",{'driver'},-1
This wasn't mentioned in the description of the Driver's Ed. course.,1.0952380952380951,0.0491311385306282,63,59,2,2,this was not mentioned in the description of the driver s ed course,24,"['this', 'was', 'not', 'mentioned', 'in', 'the', 'description', 'of', 'the', 'driver', 's', 'ed', 'course']",{'driver'},0
"Hello,I'm Tom. I'll be your Uber driver today. What is your destination ?",1.0819672131147542,0.0354138835978571,61,56,5,0,hello i am tom i will be your uber driver today what is your destination,24,"['hello', 'i', 'am', 'tom', 'i', 'will', 'be', 'your', 'uber', 'driver', 'today', 'what', 'is', 'your', 'destination']",{'driver'},0
"You know,I'm starting to agree we didn't need a backseat driver.",1.0819672131147542,0.0424333741165402,61,57,3,1,you know i am starting to agree we did not need a backseat driver,24,"['you', 'know', 'i', 'am', 'starting', 'to', 'agree', 'we', 'did', 'not', 'need', 'a', 'backseat', 'driver']",{'driver'},0
"So you want to be an Uber driver who picks up scuba divers? I don't think this was your best idea, hun.",1.0677966101694916,0.0409159219712148,59,56,2,1,so you want to be an uber driver who picks up scuba divers i do not think this was your best idea hun,24,"['so', 'you', 'want', 'to', 'be', 'an', 'uber', 'driver', 'who', 'picks', 'up', 'scuba', 'divers', 'i', 'do', 'not', 'think', 'this', 'was', 'your', 'best', 'idea', 'hun']","{'driver', 'diver'}",-1
Sorry - he promised he wouldn't be a big backseat driver.,1.0677966101694916,0.0330099853803458,59,55,4,0,sorry he promised he would not be a big backseat driver,24,"['sorry', 'he', 'promised', 'he', 'would', 'not', 'be', 'a', 'big', 'backseat', 'driver']",{'driver'},0
Both riders and drivers can't stand UberPOOL.,1.0677966101694916,0.0330099853803458,59,55,4,0,both riders and drivers can not stand uberpool,24,"['both', 'riders', 'and', 'drivers', 'can', 'not', 'stand', 'uberpool']","{'driver', 'rider'}",0
I thought there were no backseat drivers in Wales.,1.0666666666666669,0.0324748200298303,60,56,4,0,i thought there were no backseat drivers in wales,24,"['i', 'thought', 'there', 'were', 'no', 'backseat', 'drivers', 'in', 'wales']",{'driver'},0
