caption,mean,precision,votes,not_funny,somewhat_funny,funny,cleaned_caption_v2,contest_id,tokens,occupations,topic
Why do say it's ironic that I'm a building inspector?,1.1666666666666667,0.1825741858350553,6,5,1,0,why do say it is ironic that  am a building inspector,6,"['why', 'do', 'say', 'it', 'is', 'ironic', 'that', 'i', 'am', 'a', 'building', 'inspector']",{'inspector'},-1
"Just after I got him fired, I told that idiot building inspector, ""Yeah, Karma's a bitch.""",1.0,0.408248290463863,3,3,0,0,just after  got him fired  told that idiot building inspector yeah karma s a bitch,6,"['just', 'after', 'i', 'got', 'him', 'fired', 'i', 'told', 'that', 'idiot', 'building', 'inspector', 'yeah', 'karma', 's', 'a', 'bitch']",{'inspector'},-1
"Sure I drink on the job. A lot. But I'm a building inspector, I travel in fast circles and I have to project a certain image of success.",1.0,0.408248290463863,3,3,0,0,sure  drink on the job a lot but  am a building inspector  travel in fast circles and  have to project a certain image of success,6,"['sure', 'i', 'drink', 'on', 'the', 'job', 'a', 'lot', 'but', 'i', 'am', 'a', 'building', 'inspector', 'i', 'travel', 'in', 'fast', 'circles', 'and', 'i', 'have', 'to', 'project', 'a', 'certain', 'image', 'of', 'success']",{'inspector'},-1
Aha! I think we know why the building inspectors were outside.,1.0,0.408248290463863,3,3,0,0,aha  think  know why the building inspectors were outside,6,"['aha', 'i', 'think', 'we', 'know', 'why', 'the', 'building', 'inspectors', 'were', 'outside']",{'inspector'},-1
I have complete confidence in the building inspector.,1.0,0.408248290463863,3,3,0,0, have complete confidence in the building inspector,6,"['i', 'have', 'complete', 'confidence', 'in', 'the', 'building', 'inspector']",{'inspector'},-1
"We cop a plea, I'll get you life.",1.5,0.5,4,3,0,1, cop a plea  will get  life,7,"['we', 'cop', 'a', 'plea', 'i', 'will', 'get', 'you', 'life']",{'cop'},-1
"I say, cop a plea and go for Eternity with chance of parole.",1.25,0.2886751345948128,4,3,1,0, say cop a plea and go for eternity with chance of parole,7,"['i', 'say', 'cop', 'a', 'plea', 'and', 'go', 'for', 'eternity', 'with', 'chance', 'of', 'parole']",{'cop'},-1
I think we should cop a plea and hope for the death penalty.,1.25,0.2886751345948128,4,3,1,0, think  should cop a plea and hope for the death penalty,7,"['i', 'think', 'we', 'should', 'cop', 'a', 'plea', 'and', 'hope', 'for', 'the', 'death', 'penalty']",{'cop'},-1
"If you cop to the first billion counts, I might be able to get your sentence reduced.",1.25,0.2886751345948128,4,3,1,0,if  cop to the first billion counts  might be able to get  sentence reduced,7,"['if', 'you', 'cop', 'to', 'the', 'first', 'billion', 'counts', 'i', 'might', 'be', 'able', 'to', 'get', 'your', 'sentence', 'reduced']",{'cop'},-1
"If you cop a plea, I can probably talk the prosecutor down to the death penalty.",1.0,0.7071067811865476,2,2,0,0,if  cop a plea  can probably talk the prosecutor down to the death penalty,7,"['if', 'you', 'cop', 'a', 'plea', 'i', 'can', 'probably', 'talk', 'the', 'prosecutor', 'down', 'to', 'the', 'death', 'penalty']","{'cop', 'prosecutor'}",-1
You had to know the guards would take your scythe.,1.0,0.408248290463863,3,3,0,0, had to know the guards would take  scythe,7,"['you', 'had', 'to', 'know', 'the', 'guards', 'would', 'take', 'your', 'scythe']",{'guard'},1
"With your background, I recommend you cop a plea.",1.0,0.7071067811865476,2,2,0,0,with  background  recommend  cop a plea,7,"['with', 'your', 'background', 'i', 'recommend', 'you', 'cop', 'a', 'plea']",{'cop'},0
Do you really think I need to cop a plea?,1.0,0.408248290463863,3,3,0,0,do  really think  need to cop a plea,7,"['do', 'you', 'really', 'think', 'i', 'need', 'to', 'cop', 'a', 'plea']",{'cop'},0
"With a little luck, we can cop a plea and get you life.",1.0,0.408248290463863,3,3,0,0,with a little luck  can cop a plea and get  life,7,"['with', 'a', 'little', 'luck', 'we', 'can', 'cop', 'a', 'plea', 'and', 'get', 'you', 'life']",{'cop'},-1
They found the scythe. We need to cop a plea.,1.0,0.7071067811865476,2,2,0,0, found the scythe  need to cop a plea,7,"['they', 'found', 'the', 'scythe', 'we', 'need', 'to', 'cop', 'a', 'plea']",{'cop'},0
Should we cop a plea?,1.0,0.7071067811865476,2,2,0,0,should  cop a plea,7,"['should', 'we', 'cop', 'a', 'plea']",{'cop'},-1
It's the latest military-style workout routine.,1.2333333333333334,0.0920186554465537,30,24,5,1,it is the latest military style workout routine,8,"['it', 'is', 'the', 'latest', 'military', 'style', 'workout', 'routine']",{'military'},-1
Just the other day he was lost in the swimming pool. We had the Coast Guard come in and rescue him.,1.1363636363636365,0.0748867700952649,22,19,3,0,just the other day he was lost in the swimming pool  had the coast guard come in and rescue him,8,"['just', 'the', 'other', 'day', 'he', 'was', 'lost', 'in', 'the', 'swimming', 'pool', 'we', 'had', 'the', 'coast', 'guard', 'come', 'in', 'and', 'rescue', 'him']",{'guard'},1
I still think military school was a bad idea,1.2857142857142858,0.1404560114643107,21,17,2,2, still think military school was a bad idea,9,"['i', 'still', 'think', 'military', 'school', 'was', 'a', 'bad', 'idea']",{'military'},-1
you do know that the NRA ha these little stuffed birds they can tie to their rifles just to get our guard down...,1.2222222222222223,0.1292399995639555,18,15,2,1, do know that the nra ha these little stuffed birds  can tie to  rifles just to get  guard down,9,"['you', 'do', 'know', 'that', 'the', 'nra', 'ha', 'these', 'little', 'stuffed', 'birds', 'they', 'can', 'tie', 'to', 'their', 'rifles', 'just', 'to', 'get', 'our', 'guard', 'down']",{'guard'},-1
I hear he's a retired guard from the prison holding El Chapo.,1.1875,0.1359764072673393,16,14,1,1, hear he is a retired guard from the prison holding el chapo,9,"['i', 'hear', 'he', 'is', 'a', 'retired', 'guard', 'from', 'the', 'prison', 'holding', 'el', 'chapo']",{'guard'},-1
Either he's one of those trained 'rear guard' birds or he can't stand looking at that stupid hat.,1.1764705882352942,0.0953050102707037,17,14,3,0,either he is one of those trained rear guard birds or he can not stand looking at that stupid hat,9,"['either', 'he', 'is', 'one', 'of', 'those', 'trained', 'rear', 'guard', 'birds', 'or', 'he', 'can', 'not', 'stand', 'looking', 'at', 'that', 'stupid', 'hat']",{'guard'},-1
That old coot can really guard his post. He also shows tremendous balance perched on that rifle like that.,1.15,0.1094243309804831,20,18,1,1,that old coot can really guard his post he also shows tremendous balance perched on that rifle like that,9,"['that', 'old', 'coot', 'can', 'really', 'guard', 'his', 'post', 'he', 'also', 'shows', 'tremendous', 'balance', 'perched', 'on', 'that', 'rifle', 'like', 'that']",{'guard'},1
"Honey, are you sure that marching him off to military school is really the best plan?",1.1333333333333333,0.1333333333333333,15,14,0,1,honey are  sure that marching him off to military school is really the best plan,9,"['honey', 'are', 'you', 'sure', 'that', 'marching', 'him', 'off', 'to', 'military', 'school', 'is', 'really', 'the', 'best', 'plan']",{'military'},-1
"Either he's one of those trained 'rear guard' service birds or he can't stand looking at that stupid hat.""",1.1333333333333333,0.0908513525158996,15,13,2,0,either he is one of those trained rear guard service birds or he can not stand looking at that stupid hat,9,"['either', 'he', 'is', 'one', 'of', 'those', 'trained', 'rear', 'guard', 'service', 'birds', 'or', 'he', 'can', 'not', 'stand', 'looking', 'at', 'that', 'stupid', 'hat']",{'guard'},-1
The way he guards his seeds you would think it was all sunflowers.,1.0,0.0953462589245592,11,11,0,0,the way he guards his seeds  would think it was all sunflowers,9,"['the', 'way', 'he', 'guards', 'his', 'seeds', 'you', 'would', 'think', 'it', 'was', 'all', 'sunflowers']",{'guard'},1
"Go Lardy, guard the gun!",1.0,0.0953462589245592,11,11,0,0,go lardy guard the gun,9,"['go', 'lardy', 'guard', 'the', 'gun']",{'guard'},1
"Tweety's safe enough there, Fred used to be a guard at the Clinton prison upstate.",1.0,0.0800640769025435,13,13,0,0,tweety s safe enough there fred used to be a guard at the clinton prison upstate,9,"['tweety', 's', 'safe', 'enough', 'there', 'fred', 'used', 'to', 'be', 'a', 'guard', 'at', 'the', 'clinton', 'prison', 'upstate']",{'guard'},1
He traded his life for a position as rear guard.,1.0,0.0870388279778489,12,12,0,0,he traded his life for a position as rear guard,9,"['he', 'traded', 'his', 'life', 'for', 'a', 'position', 'as', 'rear', 'guard']",{'guard'},-1
"I don't think you need a psychiatrist to find your inner self, you'll need a detective.",1.2,0.1,25,21,3,1, do not think  need a psychiatrist to find  inner self  will need a detective,10,"['i', 'do', 'not', 'think', 'you', 'need', 'a', 'psychiatrist', 'to', 'find', 'your', 'inner', 'self', 'you', 'will', 'need', 'a', 'detective']",{'detective'},2
In order to fully communicate what we feel inside we must peel away at the guard we have been holding up to truly convey our emotions.,1.2,0.0816496580927726,25,20,5,0,in order to fully communicate what  feel inside  must peel away at the guard  have been holding up to truly convey  emotions,10,"['in', 'order', 'to', 'fully', 'communicate', 'what', 'we', 'feel', 'inside', 'we', 'must', 'peel', 'away', 'at', 'the', 'guard', 'we', 'have', 'been', 'holding', 'up', 'to', 'truly', 'convey', 'our', 'emotions']",{'guard'},1
How long have you had this fear that if you let your guard down then you will be peeled and eaten?,1.0588235294117647,0.0606339062590832,17,16,1,0,how long have  had this fear that if  let  guard down then  will be peeled and eaten,10,"['how', 'long', 'have', 'you', 'had', 'this', 'fear', 'that', 'if', 'you', 'let', 'your', 'guard', 'down', 'then', 'you', 'will', 'be', 'peeled', 'and', 'eaten']",{'guard'},-1
Guess who got selected as the parade's grand marshal?,1.1851851851851851,0.1072451864656337,27,24,1,2,guess who got selected as the parade s grand marshal,11,"['guess', 'who', 'got', 'selected', 'as', 'the', 'parade', 's', 'grand', 'marshal']",{'marshal'},-1
I was the unanimous choice for Grand Marshal.,1.1333333333333333,0.0792686880439847,30,27,2,1, was the unanimous choice for grand marshal,11,"['i', 'was', 'the', 'unanimous', 'choice', 'for', 'grand', 'marshal']",{'marshal'},-1
"Actually, I am a detective under cover...what gave me away?",1.0869565217391304,0.0600738504093701,23,21,2,0,actually  am a detective under cover what gave  away,11,"['actually', 'i', 'am', 'a', 'detective', 'under', 'cover', 'what', 'gave', 'me', 'away']",{'detective'},2
"It's the quickest way, Detective, to cover a lot of ground.",1.05,0.0512989176042577,20,19,1,0,it is the quickest way detective to cover a lot of ground,11,"['it', 'is', 'the', 'quickest', 'way', 'detective', 'to', 'cover', 'a', 'lot', 'of', 'ground']",{'detective'},2
The OSHA inspector is here to see you.,1.34,0.0516788841859716,100,68,30,2,the osha inspector is here to see ,12,"['the', 'osha', 'inspector', 'is', 'here', 'to', 'see', 'you']",{'inspector'},-1
The safety inspector is here.,1.2266666666666666,0.0522410674577877,75,59,15,1,the safety inspector is here,12,"['the', 'safety', 'inspector', 'is', 'here']",{'inspector'},-1
"Detectives from Missing Persons in the drawing room, sir.",1.2153846153846153,0.055868611716669,65,52,12,1,detectives from missing persons in the drawing room sir,12,"['detectives', 'from', 'missing', 'persons', 'in', 'the', 'drawing', 'room', 'sir']",{'detective'},2
"Shall I show the Radon Inspector in, sir?",1.16,0.0661476394445155,50,44,4,2,shall  show the radon inspector in sir,12,"['shall', 'i', 'show', 'the', 'radon', 'inspector', 'in', 'sir']",{'inspector'},-1
That inspector from OSHA has come back for a second look.,1.1555555555555554,0.0632100519077253,45,39,5,1,that inspector from osha has come back for a second look,12,"['that', 'inspector', 'from', 'osha', 'has', 'come', 'back', 'for', 'a', 'second', 'look']",{'inspector'},-1
I'm afraid the Health Inspector prefers not to reschedule.,1.1224489795918366,0.062764088732129,49,45,2,2, am afraid the health inspector prefers not to reschedule,12,"['i', 'am', 'afraid', 'the', 'health', 'inspector', 'prefers', 'not', 'to', 'reschedule']",{'inspector'},-1
"M'ilord, the local constable is no longer accepting the story that our enormous electrical requirements are because we are operating a still for our personal use!",1.0869565217391304,0.0522543663110723,46,43,2,1,m ilord the local constable is no longer accepting the story that  enormous electrical requirements are because  are operating a still for  personal use,12,"['m', 'ilord', 'the', 'local', 'constable', 'is', 'no', 'longer', 'accepting', 'the', 'story', 'that', 'our', 'enormous', 'electrical', 'requirements', 'are', 'because', 'we', 'are', 'operating', 'a', 'still', 'for', 'our', 'personal', 'use']","{'electrical', 'constable'}",-1
What are the Golden State Warriors guards doing here?,1.1666666666666667,0.082896649104955,42,38,1,3,what are the golden state warriors guards doing here,13,"['what', 'are', 'the', 'golden', 'state', 'warriors', 'guards', 'doing', 'here']",{'guard'},1
