caption,mean,precision,votes,not_funny,somewhat_funny,funny,cleaned_caption_v2,contest_id,tokens,occupations,topic
"As CEO of my family's business, I never experienced being stepped over for a promotion.",1.0,0.1178511301977579,9,9,0,0,as ceo of  family s business  never experienced being stepped over for a promotion,0,"['as', 'ceo', 'of', 'my', 'family', 's', 'business', 'i', 'never', 'experienced', 'being', 'stepped', 'over', 'for', 'a', 'promotion']",{'ceo'},-1
Hmmm ... I wonder if my supervisor is walking to work today.,1.0,0.1178511301977579,9,9,0,0,hmmm  wonder if  supervisor is walking to work today,0,"['hmmm', 'i', 'wonder', 'if', 'my', 'supervisor', 'is', 'walking', 'to', 'work', 'today']",{'supervisor'},-1
I think you're CEO material.,1.2,0.1333333333333333,10,8,2,0, think  are ceo material,1,"['i', 'think', 'you', 'are', 'ceo', 'material']",{'ceo'},-1
Pretend I'm the CEO.Think of this as a reality check for the American dream.,1.125,0.1336306209562122,8,7,1,0,pretend  am the ceo think of this as a reality check for the american dream,1,"['pretend', 'i', 'am', 'the', 'ceo', 'think', 'of', 'this', 'as', 'a', 'reality', 'check', 'for', 'the', 'american', 'dream']",{'ceo'},1
When you are CEO...,1.0,0.1543033499620919,7,7,0,0,when  are ceo,1,"['when', 'you', 'are', 'ceo']",{'ceo'},1
"When you're a big person like your daddy, you can hire a consultant to figure out problems like this.",1.0,0.1543033499620919,7,7,0,0,when  are a big person like  daddy  can hire a consultant to figure out problems like this,1,"['when', 'you', 'are', 'a', 'big', 'person', 'like', 'your', 'daddy', 'you', 'can', 'hire', 'a', 'consultant', 'to', 'figure', 'out', 'problems', 'like', 'this']",{'consultant'},-1
"Sorry, but due to President Trump's executive directive we had to eliminate our liberal ""Persian Rug"" policy.",1.0,0.2886751345948128,4,4,0,0,sorry but due to president trump s executive directive  had to eliminate  liberal persian rug policy,2,"['sorry', 'but', 'due', 'to', 'president', 'trump', 's', 'executive', 'directive', 'we', 'had', 'to', 'eliminate', 'our', 'liberal', 'persian', 'rug', 'policy']","{'executive', 'president'}",-1
You're not going to like the executive washroom either.,1.8571428571428568,0.2608202654786505,7,2,4,1, are not going to like the executive washroom either,3,"['you', 'are', 'not', 'going', 'to', 'like', 'the', 'executive', 'washroom', 'either']",{'executive'},-1
"Assistant VP, deceased fluorescents. And you?",1.5,0.2886751345948128,4,2,2,0,assistant vp deceased fluorescents and ,3,"['assistant', 'vp', 'deceased', 'fluorescents', 'and', 'you']","{'assistant', 'vp'}",-1
First time as an Executive Pallbearer?,1.375,0.2630521404045756,8,6,1,1,first time as an executive pallbearer,3,"['first', 'time', 'as', 'an', 'executive', 'pallbearer']","{'executive', 'pallbearer'}",-1
He groaned at the CEO's jokes.,1.2857142857142858,0.2857142857142857,7,6,0,1,he groaned at the ceo s jokes,3,"['he', 'groaned', 'at', 'the', 'ceo', 's', 'jokes']",{'ceo'},1
At the last place I worked we just voted the CEO out.,1.25,0.2886751345948128,4,3,1,0,at the last place  worked  just voted the ceo out,3,"['at', 'the', 'last', 'place', 'i', 'worked', 'we', 'just', 'voted', 'the', 'ceo', 'out']",{'ceo'},1
It's the 'Executive Executive Executive' edition.,1.25,0.2886751345948128,4,3,1,0,it is the executive executive executive edition,3,"['it', 'is', 'the', 'executive', 'executive', 'executive', 'edition']",{'executive'},-1
I'm a very hands-on supervisor.,1.25,0.2886751345948128,4,3,1,0, am a very hands on supervisor,3,"['i', 'am', 'a', 'very', 'hands', 'on', 'supervisor']",{'supervisor'},-1
"I guess I misunderstood the term ""Case Managers.""",1.25,0.2886751345948128,4,3,1,0, guess  misunderstood the term case managers,3,"['i', 'guess', 'i', 'misunderstood', 'the', 'term', 'case', 'managers']",{'manager'},-1
This is why I prefer to print just the executive summary.,1.1666666666666667,0.1825741858350553,6,5,1,0,this is why  prefer to print just the executive summary,3,"['this', 'is', 'why', 'i', 'prefer', 'to', 'print', 'just', 'the', 'executive', 'summary']",{'executive'},-1
This arrived right after the executive team building workshop.,1.0,0.2886751345948128,4,4,0,0,this arrived right after the executive team building workshop,3,"['this', 'arrived', 'right', 'after', 'the', 'executive', 'team', 'building', 'workshop']",{'executive'},5
The new OSHA rule requires a minimum of three executives when carrying a briefcase.,1.0,0.2886751345948128,4,4,0,0,the new osha rule requires a minimum of three executives when carrying a briefcase,3,"['the', 'new', 'osha', 'rule', 'requires', 'a', 'minimum', 'of', 'three', 'executives', 'when', 'carrying', 'a', 'briefcase']",{'executive'},-1
The consultants said it would promote teamwork!,1.0,0.408248290463863,3,3,0,0,the consultants said it would promote teamwork,3,"['the', 'consultants', 'said', 'it', 'would', 'promote', 'teamwork']",{'consultant'},-1
I bet the guy that invented these junior executive condo briefcases is making a fortune.,1.0,0.1825741858350553,6,6,0,0, bet the guy that invented these junior executive condo briefcases is making a fortune,3,"['i', 'bet', 'the', 'guy', 'that', 'invented', 'these', 'junior', 'executive', 'condo', 'briefcases', 'is', 'making', 'a', 'fortune']",{'executive'},-1
The ad said 3 assistants needed for company's attaché,1.0,0.408248290463863,3,3,0,0,the ad said 3 assistants needed for company s attaché,3,"['the', 'ad', 'said', '3', 'assistants', 'needed', 'for', 'company', 's', 'attaché']",{'assistant'},-1
I guess I should have told you that the client really prefers left-handed accountants.,1.0,0.408248290463863,3,3,0,0, guess  should have told  that the client really prefers left handed accountants,3,"['i', 'guess', 'i', 'should', 'have', 'told', 'you', 'that', 'the', 'client', 'really', 'prefers', 'left', 'handed', 'accountants']",{'accountant'},-1
Parker ordered it when he heard the new CEO was into threesomes.,1.0,0.408248290463863,3,3,0,0,parker ordered it when he heard the new ceo was into threesomes,3,"['parker', 'ordered', 'it', 'when', 'he', 'heard', 'the', 'new', 'ceo', 'was', 'into', 'threesomes']",{'ceo'},-1
"If you ask me, that team-building management consultant has gone too far this time!",1.0,0.408248290463863,3,3,0,0,if  ask  that team building management consultant has gone too far this time,3,"['if', 'you', 'ask', 'me', 'that', 'team', 'building', 'management', 'consultant', 'has', 'gone', 'too', 'far', 'this', 'time']",{'consultant'},-1
"If you think the company's new team briefcase is bad, wait till you see the redesigned executive washroom.",1.0,0.408248290463863,3,3,0,0,if  think the company s new team briefcase is bad wait till  see the redesigned executive washroom,3,"['if', 'you', 'think', 'the', 'company', 's', 'new', 'team', 'briefcase', 'is', 'bad', 'wait', 'till', 'you', 'see', 'the', 'redesigned', 'executive', 'washroom']",{'executive'},-1
I'm not sure if our CEO truly understands thr concept of sharing resources.,1.0,0.2886751345948128,4,4,0,0, am not sure if  ceo truly understands thr concept of sharing resources,3,"['i', 'am', 'not', 'sure', 'if', 'our', 'ceo', 'truly', 'understands', 'thr', 'concept', 'of', 'sharing', 'resources']",{'ceo'},1
"Because CPA's don't have roadies, thats why",1.0,0.408248290463863,3,3,0,0,because cpa s do not have roadies that is why,3,"['because', 'cpa', 's', 'do', 'not', 'have', 'roadies', 'that', 'is', 'why']",{'cpa'},-1
The CEO urged the shareholders to carry-on.,1.0,0.408248290463863,3,3,0,0,the ceo urged the shareholders to carry on,3,"['the', 'ceo', 'urged', 'the', 'shareholders', 'to', 'carry', 'on']",{'ceo'},-1
Just wait until you see the executive washroom.,1.0,0.408248290463863,3,3,0,0,just wait until  see the executive washroom,3,"['just', 'wait', 'until', 'you', 'see', 'the', 'executive', 'washroom']",{'executive'},-1
Are you sure this is what the consultant meant by team synergy?,1.0,0.408248290463863,3,3,0,0,are  sure this is what the consultant meant by team synergy,3,"['are', 'you', 'sure', 'this', 'is', 'what', 'the', 'consultant', 'meant', 'by', 'team', 'synergy']",{'consultant'},-1
"Maybe he is the CEO, but why can't we just cut his sandwiches in half?",1.0,0.408248290463863,3,3,0,0,maybe he is the ceo but why can not  just cut his sandwiches in half,3,"['maybe', 'he', 'is', 'the', 'ceo', 'but', 'why', 'can', 'not', 'we', 'just', 'cut', 'his', 'sandwiches', 'in', 'half']",{'ceo'},1
"""I"" know we are triplets, and ""I"" know your triplet briefcase is a great idea, but trust me on this, the only chance we have to impress those ""Jump the Shark"" entrepreneurs is to walk in unison on the same side.",1.0,0.408248290463863,3,3,0,0, know  are triplets and  know  triplet briefcase is a great idea but trust  on this the only chance  have to impress those jump the shark entrepreneurs is to walk in unison on the same side,3,"['i', 'know', 'we', 'are', 'triplets', 'and', 'i', 'know', 'your', 'triplet', 'briefcase', 'is', 'a', 'great', 'idea', 'but', 'trust', 'me', 'on', 'this', 'the', 'only', 'chance', 'we', 'have', 'to', 'impress', 'those', 'jump', 'the', 'shark', 'entrepreneurs', 'is', 'to', 'walk', 'in', 'unison', 'on', 'the', 'same', 'side']",{'entrepreneur'},-1
The executive bobsled case always wins us gold.,1.0,0.408248290463863,3,3,0,0,the executive bobsled case always wins us gold,3,"['the', 'executive', 'bobsled', 'case', 'always', 'wins', 'us', 'gold']",{'executive'},-1
Can't wait for this executive training to be over and we get our own briefcases.,1.0,0.408248290463863,3,3,0,0,can not wait for this executive training to be over and  get  own briefcases,3,"['can', 'not', 'wait', 'for', 'this', 'executive', 'training', 'to', 'be', 'over', 'and', 'we', 'get', 'our', 'own', 'briefcases']",{'executive'},-1
$349 is a bargain for a 4 foot hoagie when they throw in the executive carry-out option.,1.0,0.408248290463863,3,3,0,0,349 is a bargain for a 4 foot hoagie when  throw in the executive carry out option,3,"['349', 'is', 'a', 'bargain', 'for', 'a', '4', 'foot', 'hoagie', 'when', 'they', 'throw', 'in', 'the', 'executive', 'carry', 'out', 'option']",{'executive'},-1
The auditor wants to see my long form.,1.0,0.2886751345948128,4,4,0,0,the auditor wants to see  long form,3,"['the', 'auditor', 'wants', 'to', 'see', 'my', 'long', 'form']",{'auditor'},-1
"CPA triumvirate on the case, brah.",1.0,0.408248290463863,3,3,0,0,cpa triumvirate on the case brah,3,"['cpa', 'triumvirate', 'on', 'the', 'case', 'brah']",{'cpa'},-1
...and for tomorrow's executive training I'll be showing you proper coffee break etiquette.,1.0,0.2236067977499789,5,5,0,0,and for tomorrow s executive training  will be showing  proper coffee break etiquette,3,"['and', 'for', 'tomorrow', 's', 'executive', 'training', 'i', 'will', 'be', 'showing', 'you', 'proper', 'coffee', 'break', 'etiquette']",{'executive'},-1
"Think of it as flattening the hierarchical structure, one supervisor at a time.",1.0,0.408248290463863,3,3,0,0,think of it as flattening the hierarchical structure one supervisor at a time,3,"['think', 'of', 'it', 'as', 'flattening', 'the', 'hierarchical', 'structure', 'one', 'supervisor', 'at', 'a', 'time']",{'supervisor'},5
Consultants need to make a really big first impression,1.0,0.408248290463863,3,3,0,0,consultants need to make a really big first impression,3,"['consultants', 'need', 'to', 'make', 'a', 'really', 'big', 'first', 'impression']",{'consultant'},-1
"Can you believe management is hiring consultants to help get rid of ""redundancies""? What a waste of money.",1.0,0.408248290463863,3,3,0,0,can  believe management is hiring consultants to help get rid of redundancies what a waste of money,3,"['can', 'you', 'believe', 'management', 'is', 'hiring', 'consultants', 'to', 'help', 'get', 'rid', 'of', 'redundancies', 'what', 'a', 'waste', 'of', 'money']",{'consultant'},-1
"He's not heavy, he's my broker.",1.0,0.408248290463863,3,3,0,0,he is not heavy he is  broker,3,"['he', 'is', 'not', 'heavy', 'he', 'is', 'my', 'broker']",{'broker'},-1
This is the last year we'll let HR plan our executive retreat activities.,1.318181818181818,0.1210767642506233,22,16,5,1,this is the last year  will let hr plan  executive retreat activities,4,"['this', 'is', 'the', 'last', 'year', 'we', 'will', 'let', 'hr', 'plan', 'our', 'executive', 'retreat', 'activities']",{'executive'},-1
I see you’ve also met Chief Lazy Horse.,1.3,0.127733274731701,20,15,4,1, see  have also met chief lazy horse,4,"['i', 'see', 'you', 'have', 'also', 'met', 'chief', 'lazy', 'horse']",{'chief'},-1
"Giddy up, boys. We have a convention to broker.",1.2,0.1169795303731203,20,17,2,1,giddy up boys  have a convention to broker,4,"['giddy', 'up', 'boys', 'we', 'have', 'a', 'convention', 'to', 'broker']",{'broker'},-1
This arrived right after the executive team building workshop.,1.0714285714285714,0.0741249316661101,14,13,1,0,this arrived right after the executive team building workshop,4,"['this', 'arrived', 'right', 'after', 'the', 'executive', 'team', 'building', 'workshop']",{'executive'},5
"The Security and Exchange Commission Lawyers are gaining on us. What're us a poor, innocent banker to do, Goldman?",1.0,0.0953462589245592,11,11,0,0,the security and exchange commission lawyers are gaining on us what are us a poor innocent banker to do goldman,4,"['the', 'security', 'and', 'exchange', 'commission', 'lawyers', 'are', 'gaining', 'on', 'us', 'what', 'are', 'us', 'a', 'poor', 'innocent', 'banker', 'to', 'do', 'goldman']","{'banker', 'security', 'lawyer'}",-1
The bnb's owner asked me to mention his proximity to local transportation in my review!,1.2,0.2236067977499789,5,4,1,0,the bnb s owner asked  to mention his proximity to local transportation in  review,5,"['the', 'bnb', 's', 'owner', 'asked', 'me', 'to', 'mention', 'his', 'proximity', 'to', 'local', 'transportation', 'in', 'my', 'review']",{'owner'},-1
Is there anything worse than an auditor breathing down your back?,1.7,0.2603416558635552,10,5,3,2,is there anything worse than an auditor breathing down  back,6,"['is', 'there', 'anything', 'worse', 'than', 'an', 'auditor', 'breathing', 'down', 'your', 'back']",{'auditor'},-1
And you said I'm next in line for CEO. Right?,1.625,0.2630521404045756,8,4,3,1,and  said  am next in line for ceo right,6,"['and', 'you', 'said', 'i', 'am', 'next', 'in', 'line', 'for', 'ceo', 'right']",{'ceo'},-1
"What concussion threat? I'm an owner, not a fullback.",1.625,0.2630521404045756,8,4,3,1,what concussion threat  am an owner not a fullback,6,"['what', 'concussion', 'threat', 'i', 'am', 'an', 'owner', 'not', 'a', 'fullback']",{'owner'},-1
My wife says I can't complain to any more restaurant managers.,1.25,0.2886751345948128,4,3,1,0, wife says  can not complain to any more restaurant managers,6,"['my', 'wife', 'says', 'i', 'can', 'not', 'complain', 'to', 'any', 'more', 'restaurant', 'managers']",{'manager'},-1
Where do you keep your executive washroom key?,1.25,0.2886751345948128,4,3,1,0,where do  keep  executive washroom key,6,"['where', 'do', 'you', 'keep', 'your', 'executive', 'washroom', 'key']",{'executive'},-1
For some reason my broker advised me to get out of the futures market.,1.25,0.2886751345948128,4,3,1,0,for some reason  broker advised  to get out of the futures market,6,"['for', 'some', 'reason', 'my', 'broker', 'advised', 'me', 'to', 'get', 'out', 'of', 'the', 'futures', 'market']",{'broker'},-1
"As your broker, I suggest you modify your position.",1.1666666666666667,0.1825741858350553,6,5,1,0,as  broker  suggest  modify  position,6,"['as', 'your', 'broker', 'i', 'suggest', 'you', 'modify', 'your', 'position']",{'broker'},-1
My broker says the bad news is finally behind us.,1.1666666666666667,0.1825741858350553,6,5,1,0, broker says the bad news is finally behind us,6,"['my', 'broker', 'says', 'the', 'bad', 'news', 'is', 'finally', 'behind', 'us']",{'broker'},-1
"My assistant blocked out 10 minutes for this meeting, but I don't think it'll take that long.",1.0,0.408248290463863,3,3,0,0, assistant blocked out 10 minutes for this meeting but  do not think it will take that long,6,"['my', 'assistant', 'blocked', 'out', '10', 'minutes', 'for', 'this', 'meeting', 'but', 'i', 'do', 'not', 'think', 'it', 'will', 'take', 'that', 'long']",{'assistant'},-1
"The directors may be furious, but I'm making you the new CEO.",1.0,0.408248290463863,3,3,0,0,the directors may be furious but  am making  the new ceo,6,"['the', 'directors', 'may', 'be', 'furious', 'but', 'i', 'am', 'making', 'you', 'the', 'new', 'ceo']","{'director', 'ceo'}",1
"Oh, that ... the Cinderblock of Damocles. And to think how damned happy I was when they finally named me chief of construction operations.",1.0,0.408248290463863,3,3,0,0,oh that the cinderblock of damocles and to think how damned happy  was when  finally named  chief of construction operations,6,"['oh', 'that', 'the', 'cinderblock', 'of', 'damocles', 'and', 'to', 'think', 'how', 'damned', 'happy', 'i', 'was', 'when', 'they', 'finally', 'named', 'me', 'chief', 'of', 'construction', 'operations']","{'chief', 'construction'}",-1
The owner says the overhead at this location is killing his business.,1.0,0.408248290463863,3,3,0,0,the owner says the overhead at this location is killing his business,6,"['the', 'owner', 'says', 'the', 'overhead', 'at', 'this', 'location', 'is', 'killing', 'his', 'business']",{'owner'},0
Maybe I should be the new CEO?,1.0,0.408248290463863,3,3,0,0,maybe  should be the new ceo,6,"['maybe', 'i', 'should', 'be', 'the', 'new', 'ceo']",{'ceo'},1
My broker's view of the stock market sounds like Chicken Little. He thinks the sky is falling!,1.0,0.408248290463863,3,3,0,0, broker s view of the stock market sounds like chicken little he thinks the sky is falling,6,"['my', 'broker', 's', 'view', 'of', 'the', 'stock', 'market', 'sounds', 'like', 'chicken', 'little', 'he', 'thinks', 'the', 'sky', 'is', 'falling']",{'broker'},-1
"So, my broker said, ""Don't worry, everything's fine.""",1.0,0.2236067977499789,5,5,0,0,so  broker said do not worry everything s fine,6,"['so', 'my', 'broker', 'said', 'do', 'not', 'worry', 'everything', 's', 'fine']",{'broker'},-1
The new building codes are really killing us construction managers.,1.0,0.408248290463863,3,3,0,0,the new building codes are really killing us construction managers,6,"['the', 'new', 'building', 'codes', 'are', 'really', 'killing', 'us', 'construction', 'managers']","{'construction', 'manager'}",-1
This is perfect....I can finally have his position as CEO.,1.0,0.2886751345948128,4,4,0,0,this is perfect  can finally have his position as ceo,6,"['this', 'is', 'perfect', 'i', 'can', 'finally', 'have', 'his', 'position', 'as', 'ceo']",{'ceo'},1
"So I said to my broker ""Everything you recommended been fallen all week !""",1.0,0.2886751345948128,4,4,0,0,so  said to  broker everything  recommended been fallen all week,6,"['so', 'i', 'said', 'to', 'my', 'broker', 'everything', 'you', 'recommended', 'been', 'fallen', 'all', 'week']",{'broker'},-1
"To pick a jury of your peers, we need bottom feeders: foreclosure buyers, eviction specialists and conservative think tank linguistics artists who praise the need ""tax relief.""",1.5,0.2886751345948128,4,2,2,0,to pick a jury of  peers  need bottom feeders foreclosure buyers eviction specialists and conservative think tank linguistics artists who praise the need tax relief,7,"['to', 'pick', 'a', 'jury', 'of', 'your', 'peers', 'we', 'need', 'bottom', 'feeders', 'foreclosure', 'buyers', 'eviction', 'specialists', 'and', 'conservative', 'think', 'tank', 'linguistics', 'artists', 'who', 'praise', 'the', 'need', 'tax', 'relief']","{'feeder', 'buyer', 'specialist', 'artist'}",-1
A lawyer can do just so much. You need an image consultant and a stylist.,1.3333333333333333,0.210818510677892,6,4,2,0,a lawyer can do just so much  need an image consultant and a stylist,7,"['a', 'lawyer', 'can', 'do', 'just', 'so', 'much', 'you', 'need', 'an', 'image', 'consultant', 'and', 'a', 'stylist']","{'stylist', 'consultant', 'lawyer'}",-1
Your CPA is dead? Now you tell me?,1.2857142857142858,0.2857142857142857,7,6,0,1, cpa is dead now  tell ,7,"['your', 'cpa', 'is', 'dead', 'now', 'you', 'tell', 'me']",{'cpa'},-1
We'll use your internet entrepreneur status in the character defense.,1.25,0.2886751345948128,4,3,1,0, will use  internet entrepreneur status in the character defense,7,"['we', 'will', 'use', 'your', 'internet', 'entrepreneur', 'status', 'in', 'the', 'character', 'defense']",{'entrepreneur'},-1
The Image Consultant said we should have gone with a blue oxford.,1.0,0.7071067811865476,2,2,0,0,the image consultant said  should have gone with a blue oxford,7,"['the', 'image', 'consultant', 'said', 'we', 'should', 'have', 'gone', 'with', 'a', 'blue', 'oxford']",{'consultant'},-1
Did my assistant discuss with you how to dress at trial?,1.0,0.7071067811865476,2,2,0,0,did  assistant discuss with  how to dress at trial,7,"['did', 'my', 'assistant', 'discuss', 'with', 'you', 'how', 'to', 'dress', 'at', 'trial']",{'assistant'},-1
"Now remember, you're a tech entrepreneur and you always wear that thing.",1.0,0.408248290463863,3,3,0,0,now remember  are a tech entrepreneur and  always wear that thing,7,"['now', 'remember', 'you', 'are', 'a', 'tech', 'entrepreneur', 'and', 'you', 'always', 'wear', 'that', 'thing']",{'entrepreneur'},-1
"The trial consultant's analysis should shed some light on the jury's reaction to your signature ""hoodie"" look",1.0,0.7071067811865476,2,2,0,0,the trial consultant s analysis should she would some light on the jury s reaction to  signature hoodie look,7,"['the', 'trial', 'consultant', 's', 'analysis', 'should', 'she', 'would', 'some', 'light', 'on', 'the', 'jury', 's', 'reaction', 'to', 'your', 'signature', 'hoodie', 'look']",{'consultant'},-1
I fired your wardrobe consultant.,1.0,0.408248290463863,3,3,0,0, fired  wardrobe consultant,7,"['i', 'fired', 'your', 'wardrobe', 'consultant']",{'consultant'},-1
"No, most CEOs don't wear a hoodie to the hearing.",1.0,0.1336306209562122,8,8,0,0,no most ceos do not wear a hoodie to the hearing,7,"['no', 'most', 'ceos', 'do', 'not', 'wear', 'a', 'hoodie', 'to', 'the', 'hearing']",{'ceo'},-1
I hate cleaning the executive litter box.,1.3235294117647058,0.1009808248091383,34,25,7,2, hate cleaning the executive litter box,8,"['i', 'hate', 'cleaning', 'the', 'executive', 'litter', 'box']",{'executive'},-1
He ordered the executive sandbox just before he received his pink slip.,1.303030303030303,0.1019213942960129,33,25,6,2,he ordered the executive sandbox just before he received his pink slip,8,"['he', 'ordered', 'the', 'executive', 'sandbox', 'just', 'before', 'he', 'received', 'his', 'pink', 'slip']",{'executive'},-1
We've brought you some executive toys.,1.3,0.0976741003800775,30,22,7,1, have brought  some executive toys,8,"['we', 'have', 'brought', 'you', 'some', 'executive', 'toys']",{'executive'},-1
