caption,mean,precision,votes,not_funny,somewhat_funny,funny,cleaned_caption_v2,contest_id,tokens,occupations,topic
A snowed in magician's energy would be better spend making the snow disappear.,1.0,0.1543033499620919,7,7,0,0,a snowed in magician s energy would be better spend making the snow disappear,1,"['a', 'snowed', 'in', 'magician', 's', 'energy', 'would', 'be', 'better', 'spend', 'making', 'the', 'snow', 'disappear']",{'magician'},2
"You have given me ""cartoon caption writers block""",1.0,0.2886751345948128,4,4,0,0, have given  cartoon caption writers block,2,"['you', 'have', 'given', 'me', 'cartoon', 'caption', 'writers', 'block']",{'writer'},-1
"Sick or not, it's Session Five. Film it. Bring our rug back.",1.0,0.2886751345948128,4,4,0,0,sick or not it is session five film it bring  rug back,2,"['sick', 'or', 'not', 'it', 'is', 'session', 'five', 'film', 'it', 'bring', 'our', 'rug', 'back']",{'film'},1
"Yeah, you're probably the more likely to occur before a cartoonist draws a black person in a yoga studio. IDK why it's called ""Bow Down Yoga"".",1.0,0.2886751345948128,4,4,0,0,yeah  are probably the more likely to occur before a cartoonist draws a black person in a yoga studio  do not know why it is called bow down yoga,2,"['yeah', 'you', 'are', 'probably', 'the', 'more', 'likely', 'to', 'occur', 'before', 'a', 'cartoonist', 'draws', 'a', 'black', 'person', 'in', 'a', 'yoga', 'studio', 'i', 'do', 'not', 'know', 'why', 'it', 'is', 'called', 'bow', 'down', 'yoga']",{'cartoonist'},-1
These stand-up comedian funerals are easier on the back.,1.25,0.2886751345948128,4,3,1,0,these stand up comedian funerals are easier on the back,3,"['these', 'stand', 'up', 'comedian', 'funerals', 'are', 'easier', 'on', 'the', 'back']",{'comedian'},-1
"Some women find three ventriloquists, and one dummy, quite refreshing.",1.25,0.2886751345948128,4,3,1,0,some women find three ventriloquists and one dummy quite refreshing,3,"['some', 'women', 'find', 'three', 'ventriloquists', 'and', 'one', 'dummy', 'quite', 'refreshing']",{'ventriloquist'},-1
Quit your gripin'--plenty of musicians would jump at the chance to be second trombone and third handle.,1.125,0.1336306209562122,8,7,1,0,quit  gripin plenty of musicians would jump at the chance to be second trombone and third handle,3,"['quit', 'your', 'gripin', 'plenty', 'of', 'musicians', 'would', 'jump', 'at', 'the', 'chance', 'to', 'be', 'second', 'trombone', 'and', 'third', 'handle']",{'musician'},1
I was working as a butcher before I became a magician.,1.0,0.408248290463863,3,3,0,0, was working as a butcher before  became a magician,3,"['i', 'was', 'working', 'as', 'a', 'butcher', 'before', 'i', 'became', 'a', 'magician']",{'magician'},2
"Actually, I did hope I'd get a job transporting ventriloquists' dummies when I grew up.",1.0,0.408248290463863,3,3,0,0,actually  did hope  would get a job transporting ventriloquists dummies when  grew up,3,"['actually', 'i', 'did', 'hope', 'i', 'would', 'get', 'a', 'job', 'transporting', 'ventriloquists', 'dummies', 'when', 'i', 'grew', 'up']",{'ventriloquist'},-1
This is my last low budget film.,1.7407407407407407,0.0819849763747357,81,35,32,14,this is  last low budget film,4,"['this', 'is', 'my', 'last', 'low', 'budget', 'film']",{'film'},-1
"I get it, no animals were harmed in the making of this film.",1.625,0.1099040522875287,48,26,14,8, get it no animals were harmed in the making of this film,4,"['i', 'get', 'it', 'no', 'animals', 'were', 'harmed', 'in', 'the', 'making', 'of', 'this', 'film']",{'film'},1
Not even the Coen brothers can save this film.,1.5925925925925926,0.104137060005599,54,31,14,9,not even the coen brothers can save this film,4,"['not', 'even', 'the', 'coen', 'brothers', 'can', 'save', 'this', 'film']",{'film'},1
No animals were harmed in the making of this film,1.5714285714285714,0.123550161644341,42,26,8,8,no animals were harmed in the making of this film,4,"['no', 'animals', 'were', 'harmed', 'in', 'the', 'making', 'of', 'this', 'film']",{'film'},1
This film is way too low-budget!,1.564102564102564,0.1089445859145689,39,21,14,4,this film is way too low budget,4,"['this', 'film', 'is', 'way', 'too', 'low', 'budget']",{'film'},-1
"Aw durn, they got them new light balsa models!",1.5135135135135136,0.1137777562190548,37,22,11,4,aw durn  got them new light balsa models,4,"['aw', 'durn', 'they', 'got', 'them', 'new', 'light', 'balsa', 'models']",{'model'},-1
Told you we could do our own stunts for this film.,1.5,0.1177672802190189,38,24,9,5,told   could do  own stunts for this film,4,"['told', 'you', 'we', 'could', 'do', 'our', 'own', 'stunts', 'for', 'this', 'film']",{'film'},-1
"So, your first film coproduced by PETA?",1.5,0.1187977408278728,32,19,10,3,so  first film coproduced by peta,4,"['so', 'your', 'first', 'film', 'coproduced', 'by', 'peta']",{'film'},-1
Sheriff! At this rate the film with never end!,1.46875,0.1268760428210759,32,21,7,4,sheriff at this rate the film with never end,4,"['sheriff', 'at', 'this', 'rate', 'the', 'film', 'with', 'never', 'end']",{'film'},-1
This is my first low-budget film.,1.4642857142857142,0.1204284992499485,28,17,9,2,this is  first low budget film,4,"['this', 'is', 'my', 'first', 'low', 'budget', 'film']",{'film'},-1
No animals will be harmed in the making of this film.,1.4482758620689655,0.1273663396438216,29,19,7,3,no animals will be harmed in the making of this film,4,"['no', 'animals', 'will', 'be', 'harmed', 'in', 'the', 'making', 'of', 'this', 'film']",{'film'},-1
At least we can say no animals were harmed in the making of this film!,1.4444444444444444,0.1343267832948864,27,18,6,3,at least  can say no animals were harmed in the making of this film,4,"['at', 'least', 'we', 'can', 'say', 'no', 'animals', 'were', 'harmed', 'in', 'the', 'making', 'of', 'this', 'film']",{'film'},-1
This is what happens when we let horses join the Screen Actors Guild.,1.4137931034482758,0.1165730006522091,29,19,8,2,this is what happens when  let horses join the screen actors guild,4,"['this', 'is', 'what', 'happens', 'when', 'we', 'let', 'horses', 'join', 'the', 'screen', 'actors', 'guild']",{'actor'},-1
Never again. Never challenge a cartoonist to draw!,1.4074074074074074,0.1335389361282959,27,19,5,3,never again never challenge a cartoonist to draw,4,"['never', 'again', 'never', 'challenge', 'a', 'cartoonist', 'to', 'draw']",{'cartoonist'},3
"Them walnut models is too fast for us, Tex.",1.4,0.1290994448735805,25,17,6,2,them walnut models is too fast for us tex,4,"['them', 'walnut', 'models', 'is', 'too', 'fast', 'for', 'us', 'tex']",{'model'},-1
"Sheriff, these new models are all giddy up and no go!",1.3478260869565215,0.1015433405428073,23,15,8,0,sheriff these new models are all giddy up and no go,4,"['sheriff', 'these', 'new', 'models', 'are', 'all', 'giddy', 'up', 'and', 'no', 'go']",{'model'},-1
The cartoonist is treating us like children!,1.318181818181818,0.1210767642506233,22,16,5,1,the cartoonist is treating us like children,4,"['the', 'cartoonist', 'is', 'treating', 'us', 'like', 'children']",{'cartoonist'},3
We're in trouble. They have newer models.,1.2857142857142858,0.1223355483682393,21,16,4,1, are in trouble  have newer models,4,"['we', 'are', 'in', 'trouble', 'they', 'have', 'newer', 'models']",{'model'},-1
This film needs a larger budget.,1.263157894736842,0.1037908733877125,19,14,5,0,this film needs a larger budget,4,"['this', 'film', 'needs', 'a', 'larger', 'budget']",{'film'},-1
Actors' Equity will hear about this!,1.263157894736842,0.128920512778062,19,15,3,1,actors equity will hear about this,4,"['actors', 'equity', 'will', 'hear', 'about', 'this']",{'actor'},1
You think those animal rights protesters will let us start rolling the film again?,1.2352941176470589,0.1363767425808191,17,14,2,1, think those animal rights protesters will let us start rolling the film again,4,"['you', 'think', 'those', 'animal', 'rights', 'protesters', 'will', 'let', 'us', 'start', 'rolling', 'the', 'film', 'again']",{'film'},1
But the green screen makes the movies safer for the actors.,1.2,0.1069044967649697,15,12,3,0,but the green screen makes the movies safer for the actors,4,"['but', 'the', 'green', 'screen', 'makes', 'the', 'movies', 'safer', 'for', 'the', 'actors']",{'actor'},1
"You'll never catch us, we have the turbo models!",1.1875,0.1359764072673393,16,14,1,1, will never catch us  have the turbo models,4,"['you', 'will', 'never', 'catch', 'us', 'we', 'have', 'the', 'turbo', 'models']",{'model'},-1
I thought my agent said the film would be a Fockers sequel.,1.1875,0.1007782218537318,16,13,3,0, thought  agent said the film would be a fockers sequel,4,"['i', 'thought', 'my', 'agent', 'said', 'the', 'film', 'would', 'be', 'a', 'fockers', 'sequel']","{'agent', 'film'}",1
I forget – this Western’s going to be in which film festival?,1.1666666666666667,0.1212678125181664,18,16,1,1, forget – this western ’ s going to be in which film festival,4,"['i', 'forget', '–', 'this', 'western', '’', 's', 'going', 'to', 'be', 'in', 'which', 'film', 'festival']",{'film'},-1
Its just not the same since we moved off the bio-fuel models,1.0833333333333333,0.0870388279778489,12,11,1,0,its just not the same since  moved off the bio fuel models,4,"['its', 'just', 'not', 'the', 'same', 'since', 'we', 'moved', 'off', 'the', 'bio', 'fuel', 'models']",{'model'},-1
I knew it was a bad idea to let horses into the Actors Guild.,1.0769230769230769,0.0800640769025435,13,12,1,0, knew it was a bad idea to let horses into the actors guild,4,"['i', 'knew', 'it', 'was', 'a', 'bad', 'idea', 'to', 'let', 'horses', 'into', 'the', 'actors', 'guild']",{'actor'},1
"""Butch Cassidy and the Sundance Kid - a Retelling"". Comming soon to a theater near you. This film is rated G for General audiences.",1.0769230769230769,0.0800640769025435,13,12,1,0,butch cassidy and the sundance kid a retelling comming soon to a theater near  this film is rated g for general audiences,4,"['butch', 'cassidy', 'and', 'the', 'sundance', 'kid', 'a', 'retelling', 'comming', 'soon', 'to', 'a', 'theater', 'near', 'you', 'this', 'film', 'is', 'rated', 'g', 'for', 'general', 'audiences']",{'film'},-1
Jasper to Britney: we need more water through the hole of the clown...NOW!!!,1.0,0.0953462589245592,11,11,0,0,jasper to britney  need more water through the hole of the clown now,4,"['jasper', 'to', 'britney', 'we', 'need', 'more', 'water', 'through', 'the', 'hole', 'of', 'the', 'clown', 'now']",{'clown'},0
"Sheriff, there’s been a recall of wooden horses. All models. See you back at the dealership.",1.0,0.0953462589245592,11,11,0,0,sheriff there is been a recall of wooden horses all models see  back at the dealership,4,"['sheriff', 'there', 'is', 'been', 'a', 'recall', 'of', 'wooden', 'horses', 'all', 'models', 'see', 'you', 'back', 'at', 'the', 'dealership']",{'model'},1
I'm beginning to think this cartoonist doesn't like us.,1.5555555555555556,0.2939723678960656,9,6,1,2, am beginning to think this cartoonist does not like us,5,"['i', 'am', 'beginning', 'to', 'think', 'this', 'cartoonist', 'does', 'not', 'like', 'us']",{'cartoonist'},3
we'd best be moving along before the cartoonist finishes putting wheels on that subway car,1.2857142857142858,0.2857142857142857,7,6,0,1, would best be moving along before the cartoonist finishes putting wheels on that subway car,5,"['we', 'would', 'best', 'be', 'moving', 'along', 'before', 'the', 'cartoonist', 'finishes', 'putting', 'wheels', 'on', 'that', 'subway', 'car']",{'cartoonist'},-1
It oughta be the F train. That cartoonist really got upset when you told him he left off the right rear bogie.,1.0,0.2236067977499789,5,5,0,0,it oughta be the f train that cartoonist really got upset when  told him he left off the right rear bogie,5,"['it', 'oughta', 'be', 'the', 'f', 'train', 'that', 'cartoonist', 'really', 'got', 'upset', 'when', 'you', 'told', 'him', 'he', 'left', 'off', 'the', 'right', 'rear', 'bogie']",{'cartoonist'},-1
Can we both agree Method Acting wasn't right for this film!,1.0,0.2886751345948128,4,4,0,0,can  both agree method acting was not right for this film,5,"['can', 'we', 'both', 'agree', 'method', 'acting', 'was', 'not', 'right', 'for', 'this', 'film']",{'film'},1
Fred was discussing his writers block with his editor when it suddenly hit him.,1.4,0.3999999999999999,5,4,0,1,fred was discussing his writers block with his editor when it suddenly hit him,6,"['fred', 'was', 'discussing', 'his', 'writers', 'block', 'with', 'his', 'editor', 'when', 'it', 'suddenly', 'hit', 'him']",{'writer'},-1
Have you ever experienced writers block.?,1.4,0.3999999999999999,5,4,0,1,have  ever experienced writers block,6,"['have', 'you', 'ever', 'experienced', 'writers', 'block']",{'writer'},1
I can't seem to shake this writers block.,1.4,0.2449489742783177,5,3,2,0, can not seem to shake this writers block,6,"['i', 'can', 'not', 'seem', 'to', 'shake', 'this', 'writers', 'block']",{'writer'},1
I guess there're worse things than writers block.,1.4,0.2449489742783177,5,3,2,0, guess there are worse things than writers block,6,"['i', 'guess', 'there', 'are', 'worse', 'things', 'than', 'writers', 'block']",{'writer'},1
This writers block will be the death of me!,1.25,0.2886751345948128,4,3,1,0,this writers block will be the death of ,6,"['this', 'writers', 'block', 'will', 'be', 'the', 'death', 'of', 'me']",{'writer'},1
And then this clown tried to sell me life insurance.,1.25,0.2886751345948128,4,3,1,0,and then this clown tried to sell  life insurance,6,"['and', 'then', 'this', 'clown', 'tried', 'to', 'sell', 'me', 'life', 'insurance']",{'clown'},-1
"No, I said writers block.",1.25,0.2886751345948128,4,3,1,0,no  said writers block,6,"['no', 'i', 'said', 'writers', 'block']",{'writer'},1
"""Cartoonist's block""? Never heard of it. As bad as ""writer's block""?",1.25,0.2886751345948128,4,3,1,0,cartoonist s block never heard of it as bad as writer s block,6,"['cartoonist', 's', 'block', 'never', 'heard', 'of', 'it', 'as', 'bad', 'as', 'writer', 's', 'block']",{'cartoonist'},3
I'm a cartoonist. What do you do?,1.1666666666666667,0.1825741858350553,6,5,1,0, am a cartoonist what do  do,6,"['i', 'am', 'a', 'cartoonist', 'what', 'do', 'you', 'do']",{'cartoonist'},3
To his horror he realised that the cartoonist had clearly never seen an actual anvil...,1.0,0.408248290463863,3,3,0,0,to his horror he realised that the cartoonist had clearly never seen an actual anvil,6,"['to', 'his', 'horror', 'he', 'realised', 'that', 'the', 'cartoonist', 'had', 'clearly', 'never', 'seen', 'an', 'actual', 'anvil']",{'cartoonist'},3
"Tell me, what exactly is a writers block ?",1.0,0.408248290463863,3,3,0,0,tell  what exactly is a writers block,6,"['tell', 'me', 'what', 'exactly', 'is', 'a', 'writers', 'block']",{'writer'},-1
I hope the sky falls on me if I even think about voting for that clown!,1.0,0.408248290463863,3,3,0,0, hope the sky falls on  if  even think about voting for that clown,6,"['i', 'hope', 'the', 'sky', 'falls', 'on', 'me', 'if', 'i', 'even', 'think', 'about', 'voting', 'for', 'that', 'clown']",{'clown'},0
"How's it feel to hear I slept with your wife, 'Mr. Alleged Clairvoyant Magician'...",1.0,0.408248290463863,3,3,0,0,how is it feel to hear  slept with  wife mr alleged clairvoyant magician,6,"['how', 'is', 'it', 'feel', 'to', 'hear', 'i', 'slept', 'with', 'your', 'wife', 'mr', 'alleged', 'clairvoyant', 'magician']","{'magician', 'clairvoyant'}",-1
I've got this weight hanging over me. Do you think my writers block will ever go away?,1.0,0.408248290463863,3,3,0,0, have got this weight hanging over  do  think  writers block will ever go away,6,"['i', 'have', 'got', 'this', 'weight', 'hanging', 'over', 'me', 'do', 'you', 'think', 'my', 'writers', 'block', 'will', 'ever', 'go', 'away']",{'writer'},1
Cartoonist's speed lines usually suggest movement,1.0,0.408248290463863,3,3,0,0,cartoonist s speed lines usually suggest movement,6,"['cartoonist', 's', 'speed', 'lines', 'usually', 'suggest', 'movement']",{'cartoonist'},3
Dead poet society!,1.0,0.408248290463863,3,3,0,0,dead poet society,6,"['dead', 'poet', 'society']",{'poet'},-1
New Yorker's in trouble. I hear the cartoonists are killing off everyone now.,1.0,0.408248290463863,3,3,0,0,new yorker s in trouble  hear the cartoonists are killing off everyone now,6,"['new', 'yorker', 's', 'in', 'trouble', 'i', 'hear', 'the', 'cartoonists', 'are', 'killing', 'off', 'everyone', 'now']",{'cartoonist'},3
I'm afraid I'm getting writers block!,1.0,0.408248290463863,3,3,0,0, am afraid  am getting writers block,6,"['i', 'am', 'afraid', 'i', 'am', 'getting', 'writers', 'block']",{'writer'},1
I hear writers block can be cured with a good whack to the head,1.0,0.408248290463863,3,3,0,0, hear writers block can be cured with a good whack to the head,6,"['i', 'hear', 'writers', 'block', 'can', 'be', 'cured', 'with', 'a', 'good', 'whack', 'to', 'the', 'head']",{'writer'},1
I've been having an affair with the wife of a cartoonist.,1.0,0.408248290463863,3,3,0,0, have been having an affair with the wife of a cartoonist,6,"['i', 'have', 'been', 'having', 'an', 'affair', 'with', 'the', 'wife', 'of', 'a', 'cartoonist']",{'cartoonist'},3
The cartoonist must be desperate if we're going classic now.,1.0,0.408248290463863,3,3,0,0,the cartoonist must be desperate if  are going classic now,6,"['the', 'cartoonist', 'must', 'be', 'desperate', 'if', 'we', 'are', 'going', 'classic', 'now']",{'cartoonist'},3
"To pick a jury of your peers, we need bottom feeders: foreclosure buyers, eviction specialists and conservative think tank linguistics artists who praise the need ""tax relief.""",1.5,0.2886751345948128,4,2,2,0,to pick a jury of  peers  need bottom feeders foreclosure buyers eviction specialists and conservative think tank linguistics artists who praise the need tax relief,7,"['to', 'pick', 'a', 'jury', 'of', 'your', 'peers', 'we', 'need', 'bottom', 'feeders', 'foreclosure', 'buyers', 'eviction', 'specialists', 'and', 'conservative', 'think', 'tank', 'linguistics', 'artists', 'who', 'praise', 'the', 'need', 'tax', 'relief']","{'feeder', 'buyer', 'specialist', 'artist'}",-1
"I’m sorry Mr. Kenobi, it doesn’t look like you’ll be collecting any royalties from the new film.",1.2222222222222223,0.2222222222222222,9,8,0,1, am sorry mr kenobi it does not look like  will be collecting any royalties from the new film,7,"['i', 'am', 'sorry', 'mr', 'kenobi', 'it', 'does', 'not', 'look', 'like', 'you', 'will', 'be', 'collecting', 'any', 'royalties', 'from', 'the', 'new', 'film']",{'film'},-1
"No, I have not seen any Ingmar Bergman films.",1.0,0.7071067811865476,2,2,0,0,no  have not seen any ingmar bergman films,7,"['no', 'i', 'have', 'not', 'seen', 'any', 'ingmar', 'bergman', 'films']",{'film'},1
"Like I always advise TNY Ghost Writers,.......Take the Fifth!",1.0,0.408248290463863,3,3,0,0,like  always advise tny ghost writers take the fifth,7,"['like', 'i', 'always', 'advise', 'tny', 'ghost', 'writers', 'take', 'the', 'fifth']",{'writer'},1
"I'm a lawyer, not a magician",1.0,0.7071067811865476,2,2,0,0, am a lawyer not a magician,7,"['i', 'am', 'a', 'lawyer', 'not', 'a', 'magician']","{'magician', 'lawyer'}",2
"You see, when a comedian dies on stage, it's just a saying.",1.0,0.408248290463863,3,3,0,0, see when a comedian dies on stage it is just a saying,7,"['you', 'see', 'when', 'a', 'comedian', 'dies', 'on', 'stage', 'it', 'is', 'just', 'a', 'saying']",{'comedian'},-1
He's your typical method actor about to do a bottled water commercial.,1.4285714285714286,0.0967147429123328,49,33,11,5,he is  typical method actor about to do a bottled water commercial,8,"['he', 'is', 'your', 'typical', 'method', 'actor', 'about', 'to', 'do', 'a', 'bottled', 'water', 'commercial']",{'actor'},1
"Sorry, my dad is a method actor.",1.4,0.1024941486381076,45,32,8,5,sorry  dad is a method actor,8,"['sorry', 'my', 'dad', 'is', 'a', 'method', 'actor']",{'actor'},1
Odd... the Method actors rarely venture past the swing set.,1.3863636363636365,0.098701447725968,44,31,9,4,odd the method actors rarely venture past the swing set,8,"['odd', 'the', 'method', 'actors', 'rarely', 'venture', 'past', 'the', 'swing', 'set']",{'actor'},-1
Having a method actor as a stay-at-home dad creates some novel play opportunities.,1.3636363636363635,0.1136363636363636,33,24,6,3,having a method actor as a stay at home dad creates some novel play opportunities,8,"['having', 'a', 'method', 'actor', 'as', 'a', 'stay', 'at', 'home', 'dad', 'creates', 'some', 'novel', 'play', 'opportunities']",{'actor'},-1
It's Mr. Katz from 6B. He's a method actor.,1.3333333333333333,0.0975900072948533,36,26,8,2,it is mr katz from 6b he is a method actor,8,"['it', 'is', 'mr', 'katz', 'from', '6b', 'he', 'is', 'a', 'method', 'actor']",{'actor'},1
Another method actor.,1.3333333333333333,0.0975900072948533,36,26,8,2,another method actor,8,"['another', 'method', 'actor']",{'actor'},-1
Method actors have all the fun.,1.3,0.118903032065977,30,24,3,3,method actors have all the fun,8,"['method', 'actors', 'have', 'all', 'the', 'fun']",{'actor'},1
Method actors are the worst!,1.2903225806451613,0.0949651706056757,31,23,7,1,method actors are the worst,8,"['method', 'actors', 'are', 'the', 'worst']",{'actor'},1
My father models for desert cartoons.,1.2903225806451613,0.0949651706056757,31,23,7,1, father models for desert cartoons,8,"['my', 'father', 'models', 'for', 'desert', 'cartoons']",{'model'},-1
I can't stand method actors...,1.2758620689655171,0.0979664128145386,29,22,6,1, can not stand method actors,8,"['i', 'can', 'not', 'stand', 'method', 'actors']",{'actor'},1
I hate these method actors.,1.2666666666666666,0.0821175682735253,30,22,8,0, hate these method actors,8,"['i', 'hate', 'these', 'method', 'actors']",{'actor'},1
Method actor.,1.25,0.0833333333333333,28,21,7,0,method actor,8,"['method', 'actor']",{'actor'},-1
I hate actors.,1.25,0.0979282752321671,28,22,5,1, hate actors,8,"['i', 'hate', 'actors']",{'actor'},-1
"It's the improv comedian from 2B. Whatever you do, don't shout 'cat.'",1.2333333333333334,0.1037607031823908,30,25,3,2,it is the improv comedian from 2b whatever  do do not shout cat,8,"['it', 'is', 'the', 'improv', 'comedian', 'from', '2b', 'whatever', 'you', 'do', 'do', 'not', 'shout', 'cat']",{'comedian'},-1
He's supposedly one of the top sand artists in the country although I have my doubts.,1.2222222222222223,0.0974508910341143,27,22,4,1,he is supposedly one of the top sand artists in the country although  have  doubts,8,"['he', 'is', 'supposedly', 'one', 'of', 'the', 'top', 'sand', 'artists', 'in', 'the', 'country', 'although', 'i', 'have', 'my', 'doubts']",{'artist'},-1
Here we go. Another 'method' actor.,1.2222222222222223,0.0815332650783714,27,21,6,0,here  go another method actor,8,"['here', 'we', 'go', 'another', 'method', 'actor']",{'actor'},1
The only thing worse than cats using your sandbox are performance artists.,1.2173913043478262,0.0879391124952054,23,18,5,0,the only thing worse than cats using  sandbox are performance artists,8,"['the', 'only', 'thing', 'worse', 'than', 'cats', 'using', 'your', 'sandbox', 'are', 'performance', 'artists']",{'artist'},-1
I hate method actors.,1.2142857142857142,0.0942408102145866,28,23,4,1, hate method actors,8,"['i', 'hate', 'method', 'actors']",{'actor'},1
When is the Mayor going to rid our parks and playgrounds of Method Actors?,1.2142857142857142,0.107363089352926,28,24,2,2,when is the mayor going to rid  parks and playgrounds of method actors,8,"['when', 'is', 'the', 'mayor', 'going', 'to', 'rid', 'our', 'parks', 'and', 'playgrounds', 'of', 'method', 'actors']","{'mayor', 'actor'}",-1
It's tough to see an old actor like Hanks trying to recapture his Glory days.,1.2083333333333333,0.1038945721662294,24,20,3,1,it is tough to see an old actor like hanks trying to recapture his glory days,8,"['it', 'is', 'tough', 'to', 'see', 'an', 'old', 'actor', 'like', 'hanks', 'trying', 'to', 'recapture', 'his', 'glory', 'days']",{'actor'},1
He's a model for cartoonists.,1.2083333333333333,0.1038945721662294,24,20,3,1,he is a model for cartoonists,8,"['he', 'is', 'a', 'model', 'for', 'cartoonists']",{'cartoonist'},3
"Ever since the new version of Lawrence of Arabia was announced, this place has been lousy with method actors.",1.2083333333333333,0.0846811296559438,24,19,5,0,ever since the new version of lawrence of arabia was announced this place has been lousy with method actors,8,"['ever', 'since', 'the', 'new', 'version', 'of', 'lawrence', 'of', 'arabia', 'was', 'announced', 'this', 'place', 'has', 'been', 'lousy', 'with', 'method', 'actors']",{'actor'},1
