contest_id,occupations,num_occupations
10,"['actor', 'agent', 'analyst', 'artisan', 'attorney', 'ballerina', 'barker', 'baser', 'bitter', 'blender', 'bloomer', 'bos', 'carman', 'cartoonist', 'clinical', 'clown', 'comedian', 'copper', 'counselor', 'detective', 'doctor', 'education', 'employee', 'film', 'founder', 'grunt', 'guard', 'hunter', 'import', 'judge', 'lawyer', 'layer', 'maker', 'media', 'member', 'nester', 'oral', 'owner', 'peeler', 'physician', 'politician', 'president', 'priest', 'principal', 'producer', 'psychiatrist', 'psychic', 'psychoanalyst', 'psychologist', 'psychotherapist', 'rabbi', 'recycling', 'shopper', 'slipper', 'starter', 'sticker', 'surgeon', 'surrogate', 'therapist']",59
11,"['actuary', 'advertising', 'adviser', 'agent', 'analyst', 'assistant', 'attache', 'banker', 'bos', 'broker', 'builder', 'bumper', 'caddy', 'catcher', 'ceo', 'chauffeur', 'cleaner', 'clerk', 'clown', 'compensator', 'competitor', 'conditioner', 'cooper', 'cracker', 'decker', 'delegate', 'designer', 'detective', 'doctor', 'doorman', 'driver', 'employee', 'engineer', 'escort', 'executive', 'fatter', 'forecaster', 'fuller', 'golfer', 'governor', 'grader', 'holder', 'import', 'importer', 'investor', 'judge', 'jumper', 'lawyer', 'layer', 'leader', 'loading', 'maintenance', 'maker', 'marshal', 'mater', 'mayor', 'media', 'messenger', 'meteorologist', 'model', 'nester', 'opener', 'organizer', 'owner', 'photographer', 'police', 'pollster', 'president', 'printer', 'producer', 'production', 'publicist', 'reducer', 'rider', 'router', 'runner', 'salesperson', 'sander', 'scientist', 'scout', 'security', 'senator', 'shopper', 'shredder', 'slicker', 'solar', 'taker', 'taxonomist', 'thinner', 'topper', 'valet', 'vendor', 'waiter', 'watcher', 'weatherman', 'wholesale', 'wiper', 'wrestler']",98
12,"['advocate', 'agent', 'amusement', 'apprentice', 'assistant', 'attorney', 'backer', 'baller', 'bitter', 'blogger', 'booster', 'bos', 'brainer', 'breaker', 'burner', 'butler', 'buyer', 'caller', 'campaigner', 'charger', 'checker', 'chef', 'chiropractor', 'cleaner', 'cleaver', 'colonel', 'commissioner', 'companion', 'constable', 'construction', 'cook', 'cooper', 'counselor', 'cracker', 'dc', 'decorator', 'delegate', 'designer', 'detective', 'director', 'display', 'doctor', 'driver', 'electrical', 'electrician', 'employee', 'escort', 'examiner', 'executive', 'exterminator', 'farmer', 'film', 'footman', 'freak', 'gardener', 'governor', 'grocer', 'groom', 'grunt', 'heater', 'inspector', 'installer', 'insulator', 'intern', 'investor', 'jigger', 'judge', 'landlord', 'lawyer', 'leader', 'maintenance', 'maker', 'mason', 'mayor', 'media', 'member', 'mining', 'missionary', 'mixologist', 'molecular', 'organist', 'packer', 'physician', 'police', 'politician', 'pollster', 'president', 'producer', 'production', 'professor', 'psychologist', 'publisher', 'puffer', 'rabbi', 'rapper', 'recycling', 'register', 'reporter', 'representative', 'researcher', 'robber', 'rocker', 'router', 'sander', 'scientist', 'scout', 'screener', 'seamstres', 'secretary', 'security', 'senator', 'servant', 'slipper', 'solar', 'solicitor', 'spiker', 'sponsor', 'stager', 'stylist', 'superior', 'taker', 'tamper', 'tenant', 'transformer', 'transit', 'treater', 'turner', 'tutor', 'undertaker', 'valet', 'vicar', 'visitor', 'volunteer', 'vp', 'weatherman']",135
13,"['accountant', 'actor', 'agent', 'aide', 'amusement', 'babysitter', 'barker', 'bos', 'broker', 'bumper', 'butler', 'carrier', 'charter', 'chiropractor', 'cleaner', 'clerk', 'climber', 'clown', 'conditioner', 'cooper', 'counselor', 'cowboy', 'custom', 'dancer', 'delegate', 'dermatologist', 'doctor', 'education', 'employee', 'exterminator', 'film', 'folder', 'genealogist', 'grinder', 'grinding', 'groom', 'groomer', 'guard', 'host', 'housekeeping', 'intern', 'landlord', 'laundry', 'layer', 'maker', 'military', 'monk', 'mover', 'nester', 'owner', 'picker', 'piper', 'police', 'politician', 'potter', 'president', 'printer', 'producer', 'production', 'publisher', 'raiser', 'realtor', 'recycling', 'representative', 'roller', 'runner', 'salesperson', 'sander', 'scientist', 'security', 'seller', 'sewing', 'solar', 'stager', 'starter', 'sticker', 'stylist', 'teacher', 'therapist', 'typing', 'veterinarian', 'visitor', 'volunteer', 'wrecker', 'writer', 'zookeeper']",86
14,"['agent', 'apprentice', 'assistant', 'athlete', 'blacksmith', 'bos', 'breaker', 'cartoonist', 'checker', 'choker', 'commissioner', 'cook', 'cop', 'cracker', 'delegate', 'dentist', 'director', 'doctor', 'equipment', 'film', 'fitnes', 'flipper', 'guard', 'hanger', 'holder', 'inspector', 'justice', 'lawyer', 'leader', 'maker', 'marshal', 'mater', 'media', 'member', 'opener', 'packing', 'police', 'president', 'production', 'professor', 'publicist', 'rider', 'robber', 'sander', 'scout', 'screenwriter', 'sewing', 'sharpener', 'shorthand', 'solar', 'superior', 'teaser', 'thrower', 'typing', 'vaporizer', 'veep', 'veterinarian', 'volunteer', 'writer']",59
15,"['advertising', 'adviser', 'advocate', 'analyst', 'bitter', 'blocker', 'bloomer', 'bos', 'cartoonist', 'ceo', 'charter', 'checker', 'chief', 'choru', 'cowboy', 'curator', 'custom', 'deacon', 'delegate', 'director', 'display', 'doctor', 'drawer', 'education', 'employee', 'fireman', 'fisherman', 'fitnes', 'flyer', 'founder', 'freak', 'greeter', 'hooper', 'intern', 'inventor', 'investor', 'judge', 'justice', 'laundry', 'lawyer', 'layer', 'leader', 'limber', 'loading', 'lobbyist', 'maintenance', 'maker', 'media', 'member', 'military', 'missionary', 'od', 'orthopedist', 'owner', 'physician', 'politician', 'president', 'priest', 'production', 'publicist', 'recycling', 'ringer', 'roller', 'router', 'runner', 'salesperson', 'sander', 'secretary', 'shag', 'smoother', 'solar', 'spreader', 'sprinkler', 'stylist', 'superior', 'teacher', 'telemarketer', 'thinner', 'tipper', 'urologist', 'virologist', 'volunteer', 'watcher']",83
16,"['actor', 'administrator', 'advertising', 'advocate', 'agent', 'ambassador', 'analyst', 'apprentice', 'astronaut', 'atmospheric', 'baler', 'bos', 'caller', 'charger', 'chef', 'chief', 'cleaner', 'clerk', 'climber', 'cobbler', 'congressman', 'congressperson', 'construction', 'cook', 'cosmetologist', 'cowboy', 'cultivator', 'delegate', 'designer', 'digester', 'director', 'doctor', 'driver', 'duster', 'education', 'employee', 'equipment', 'executive', 'farmer', 'farming', 'feller', 'film', 'fixer', 'flyer', 'framer', 'governor', 'grader', 'greeter', 'harvester', 'heater', 'intern', 'interpreter', 'judge', 'jumper', 'layer', 'leader', 'lin', 'maker', 'mason', 'md', 'mechanic', 'media', 'member', 'miller', 'outsider', 'owner', 'physician', 'picker', 'pitcher', 'poet', 'politician', 'president', 'proctologist', 'production', 'publisher', 'realtor', 'representative', 'resident', 'robber', 'salesperson', 'sander', 'scientist', 'secretary', 'security', 'shaker', 'skinner', 'slipper', 'solar', 'specialist', 'spreader', 'sprinkler', 'surrogate', 'technician', 'tenant', 'timer', 'urologist', 'valet', 'visitor', 'volunteer', 'weeder']",100
17,"['amusement', 'architect', 'architectural', 'artist', 'assistant', 'bos', 'boxer', 'builder', 'cafeteria', 'carpenter', 'cartoonist', 'caster', 'ceo', 'cfo', 'chief', 'clinical', 'competitor', 'construction', 'consultant', 'contractor', 'cook', 'cop', 'critic', 'delegate', 'designer', 'director', 'doctor', 'driver', 'editor', 'employee', 'engineer', 'equipment', 'executive', 'farmer', 'fitnes', 'foreman', 'gopher', 'holder', 'inspector', 'intern', 'interviewer', 'investor', 'juror', 'justice', 'landlord', 'lawyer', 'layer', 'layout', 'leader', 'maintenance', 'manager', 'mayor', 'media', 'member', 'mentor', 'miller', 'minister', 'ombudsman', 'operative', 'oral', 'politician', 'president', 'production', 'projector', 'ranger', 'remodeling', 'roller', 'salesperson', 'sander', 'scientist', 'security', 'shaker', 'smoother', 'superior', 'tenant', 'trustee', 'volunteer', 'vp', 'watcher']",79
18,"['accountant', 'agent', 'ambulance', 'analyst', 'attorney', 'auditor', 'blocker', 'bos', 'broker', 'cartoonist', 'catcher', 'ceo', 'climber', 'clown', 'cooper', 'critic', 'delegate', 'director', 'doctor', 'employee', 'entrepreneur', 'equipment', 'executive', 'film', 'fitnes', 'header', 'hypnotist', 'inspecting', 'intern', 'inventor', 'jogger', 'lawyer', 'layer', 'magician', 'maintenance', 'mechanic', 'media', 'member', 'naturalist', 'nester', 'police', 'politician', 'postman', 'president', 'printer', 'production', 'professor', 'psychic', 'psychologist', 'register', 'reviewer', 'runner', 'sander', 'senator', 'sponsor', 'starter', 'thinner', 'translator', 'vp', 'weatherman']",60
19,"['actuary', 'advertising', 'advisor', 'agent', 'ambassador', 'astrologer', 'attorney', 'baller', 'binder', 'blacksmith', 'bos', 'brainer', 'broker', 'builder', 'cardiologist', 'catcher', 'censor', 'charter', 'chef', 'chief', 'cleaner', 'cleaver', 'clown', 'compensator', 'competitor', 'consultant', 'contractor', 'cook', 'cracker', 'cutter', 'dagger', 'decorator', 'designer', 'display', 'doctor', 'drawer', 'driver', 'drummer', 'education', 'engineer', 'entertainer', 'equipment', 'executive', 'farmer', 'florist', 'forger', 'genealogist', 'guard', 'handyman', 'hanger', 'holder', 'honer', 'inspector', 'installer', 'intern', 'judge', 'justice', 'lawyer', 'layer', 'leader', 'lin', 'maintenance', 'maker', 'manufacturer', 'mathematician', 'media', 'member', 'merchant', 'metalsmith', 'military', 'minister', 'minstrel', 'mohel', 'mover', 'opener', 'outsider', 'owner', 'packing', 'penman', 'philosopher', 'physician', 'physicist', 'pimp', 'piper', 'politician', 'president', 'principal', 'production', 'psychoanalyst', 'rapper', 'researcher', 'rider', 'rigger', 'ruler', 'sander', 'scavenger', 'scientist', 'scout', 'scribe', 'security', 'seismologist', 'seller', 'servant', 'sharpener', 'specialist', 'spinner', 'starter', 'stationer', 'steward', 'surgeon', 'taker', 'taster', 'teleprompter', 'teller', 'tinker', 'treasurer', 'trumpeter', 'tutor', 'veep', 'vendor', 'visitor', 'volunteer', 'weaver', 'writer']",124
20,"['actor', 'agent', 'apprentice', 'assistant', 'attorney', 'binder', 'bos', 'cartoonist', 'chiropractor', 'clicker', 'clown', 'cook', 'cop', 'crane', 'curator', 'dentist', 'designer', 'display', 'doctor', 'drawer', 'film', 'freak', 'guard', 'housekeeper', 'hunter', 'judge', 'jumper', 'landlord', 'layout', 'liner', 'maker', 'manufacturer', 'media', 'miller', 'model', 'orthopedist', 'planer', 'police', 'politician', 'president', 'printer', 'ranger', 'realtor', 'resident', 'reviewer', 'sailor', 'sander', 'security', 'server', 'sponsor', 'springer', 'taker', 'taxidermist', 'technician', 'tenant', 'thinner', 'veep', 'visitor', 'zookeeper']",59
21,"['agent', 'ambulance', 'analyst', 'athlete', 'banker', 'biologist', 'booster', 'bos', 'broker', 'buffer', 'cargo', 'cartoonist', 'chaser', 'chef', 'chiropractor', 'choru', 'cleaner', 'comedian', 'companion', 'coo', 'cook', 'cowboy', 'cracker', 'crane', 'dentist', 'director', 'display', 'diver', 'dj', 'doctor', 'driver', 'farmer', 'film', 'flipper', 'freak', 'grunt', 'guard', 'hunter', 'judge', 'jumper', 'lander', 'landlord', 'lawyer', 'leader', 'loading', 'maintenance', 'mechanic', 'media', 'member', 'navigator', 'orthopedist', 'president', 'professor', 'realtor', 'ringer', 'sailor', 'seaman', 'seller', 'shepherd', 'skipper', 'slipper', 'starter', 'telemarketer', 'twister', 'watcher', 'whistler', 'wrestler']",67
22,"['accompanist', 'actor', 'amusement', 'artisan', 'attorney', 'beekeeper', 'bos', 'buyer', 'catcher', 'cfo', 'chaser', 'chef', 'chief', 'construction', 'cook', 'cop', 'cowboy', 'cracker', 'critic', 'decker', 'dentist', 'drummer', 'elder', 'employee', 'entertainer', 'farming', 'filing', 'finer', 'governor', 'grinder', 'hanger', 'import', 'inspector', 'investor', 'jumper', 'leader', 'lin', 'maintenance', 'maker', 'mayor', 'media', 'member', 'motorman', 'officer', 'operator', 'owner', 'pitcher', 'police', 'pounder', 'production', 'security', 'seller', 'server', 'snapper', 'sommelier', 'spokesperson', 'starter', 'steamer', 'steward', 'surveying', 'timer', 'tipper', 'transit', 'tuber', 'valet', 'violinist', 'visitor', 'waiter']",68
23,"['accountant', 'actuary', 'advertising', 'adviser', 'analyst', 'anthropology', 'arbitrator', 'assistant', 'attorney', 'auditor', 'banker', 'biller', 'blower', 'bos', 'breaker', 'broker', 'cafeteria', 'calculator', 'cargo', 'cartoonist', 'ceo', 'cfo', 'charger', 'checker', 'chef', 'chief', 'clerk', 'clown', 'collector', 'columnist', 'companion', 'competitor', 'construction', 'constructor', 'consultant', 'cook', 'cooper', 'copper', 'counselor', 'critic', 'director', 'display', 'doctor', 'drawer', 'driver', 'electrical', 'employee', 'engineer', 'escort', 'executive', 'exterminator', 'feeder', 'fletcher', 'gardener', 'governor', 'guard', 'hacker', 'handler', 'holder', 'inspector', 'intern', 'investor', 'judge', 'justice', 'lawyer', 'leader', 'litigator', 'loading', 'magician', 'maintenance', 'manager', 'media', 'member', 'merchant', 'miller', 'official', 'owner', 'payroll', 'picker', 'plumber', 'plunger', 'politician', 'president', 'printer', 'producer', 'production', 'professor', 'programmer', 'psychic', 'puncher', 'rattler', 'recruiter', 'remodeling', 'reporter', 'representative', 'ringer', 'salesperson', 'scavenger', 'secretary', 'security', 'senator', 'servant', 'shredder', 'slacker', 'slicker', 'solar', 'solicitor', 'speechwriter', 'spokesperson', 'sticker', 'stripper', 'surrogate', 'swimmer', 'taxidermist', 'tenant', 'trader', 'typing', 'vendor', 'visitor', 'vp', 'wiper', 'wrangler', 'writer']",123
24,"['actor', 'agent', 'amusement', 'artist', 'attorney', 'barker', 'biologist', 'boomer', 'booster', 'bos', 'bumper', 'buyer', 'cargo', 'cartoonist', 'chaperone', 'charger', 'charter', 'chef', 'chopper', 'cleaner', 'cobbler', 'companion', 'conservationist', 'cook', 'cop', 'cracker', 'custom', 'dealer', 'dean', 'deodorizer', 'designer', 'diver', 'doctor', 'driver', 'editor', 'employee', 'feeder', 'fisherman', 'flipper', 'freak', 'governor', 'heater', 'hitcher', 'hunter', 'judge', 'lawyer', 'media', 'member', 'meteorologist', 'mover', 'nester', 'novelist', 'owner', 'packing', 'pastor', 'picker', 'poet', 'police', 'president', 'priest', 'principal', 'printer', 'producer', 'puffer', 'rabbi', 'rider', 'ripper', 'salesperson', 'scavenger', 'security', 'senator', 'solar', 'sponsor', 'sticker', 'superior', 'swimmer', 'taxidermist', 'tenant', 'tender', 'thinner', 'tipper', 'towing', 'transit', 'trooper', 'visitor', 'volunteer', 'watcher', 'wheeler', 'wiper']",89
25,"['adapter', 'ambulance', 'analyst', 'artist', 'assistant', 'automotive', 'bitter', 'blender', 'bos', 'builder', 'bumper', 'burner', 'cargo', 'charger', 'chauffeur', 'checker', 'cleaner', 'clinical', 'clown', 'cooper', 'cop', 'counselor', 'cruiser', 'dc', 'display', 'doctor', 'driver', 'electrical', 'employee', 'engineer', 'escort', 'film', 'freak', 'gastroenterologist', 'grader', 'greeter', 'horseman', 'import', 'judge', 'jumper', 'layer', 'loading', 'maintenance', 'maker', 'manufacturer', 'mechanic', 'member', 'model', 'observer', 'owner', 'police', 'policewoman', 'president', 'priest', 'production', 'programmer', 'psychologist', 'rider', 'robber', 'roller', 'sander', 'security', 'shredder', 'smoother', 'solar', 'starter', 'sticker', 'superior', 'sweeper', 'tamper', 'timer', 'transformer', 'transit', 'tuber', 'valet', 'vendor', 'volunteer', 'watcher', 'wheeler', 'wiper', 'wrecker']",81
26,"['agent', 'aide', 'archeologist', 'artisan', 'artist', 'attorney', 'banker', 'boomer', 'bos', 'builder', 'bulldozer', 'calculator', 'carpenter', 'cartoonist', 'chauffeur', 'chief', 'chiseler', 'choker', 'clerk', 'clown', 'companion', 'construction', 'contractor', 'cook', 'cop', 'counsellor', 'counselor', 'critic', 'dc', 'dealer', 'decorator', 'designer', 'dispenser', 'doctor', 'education', 'entrepreneur', 'equipment', 'finer', 'grinder', 'grinding', 'grocer', 'hacker', 'handyman', 'holder', 'housework', 'inventor', 'judge', 'justice', 'landlord', 'laundry', 'lawyer', 'maintenance', 'maker', 'manufacturer', 'mason', 'mechanic', 'mining', 'missionary', 'nester', 'novice', 'patrolman', 'plumber', 'police', 'policeman', 'president', 'printer', 'professor', 'realtor', 'recycling', 'remodeling', 'roller', 'rounder', 'salesperson', 'scientist', 'secretary', 'security', 'slicer', 'solar', 'spokesperson', 'sponsor', 'stapler', 'stoner', 'stubber', 'teller', 'tinker', 'transit', 'trooper', 'trumpeter', 'volunteer', 'waitres', 'washer', 'wheeler', 'wrapper']",93
27,"['actor', 'advertising', 'agent', 'alteration', 'analyst', 'assistant', 'barker', 'bos', 'cartoonist', 'ceo', 'cobbler', 'cowboy', 'critic', 'dentist', 'designer', 'director', 'doctor', 'driver', 'enlarger', 'film', 'footman', 'guard', 'haberdasher', 'hunter', 'justice', 'knitter', 'lawyer', 'leader', 'maker', 'media', 'member', 'novice', 'opener', 'operative', 'owner', 'photographer', 'picker', 'pointer', 'president', 'producer', 'production', 'reducer', 'ruler', 'seamstres', 'senator', 'sewing', 'shoemaker', 'skipper', 'slipper', 'steward', 'stylist', 'surgeon', 'tailor', 'taxidermist', 'veterinarian', 'webber', 'webmaster']",57
28,"['advisor', 'agent', 'attorney', 'auditor', 'biologist', 'bishop', 'blazer', 'boomer', 'bos', 'bumper', 'caddy', 'camper', 'carpenter', 'cartoonist', 'ceo', 'charter', 'checker', 'clerk', 'climber', 'consultant', 'courier', 'detective', 'digger', 'doctor', 'drummer', 'employee', 'equipment', 'executive', 'founder', 'hanger', 'holder', 'hooper', 'inspector', 'judge', 'jumper', 'leader', 'maker', 'marker', 'mechanic', 'media', 'member', 'naturalist', 'novice', 'outfitter', 'outsider', 'performer', 'physicist', 'plunger', 'pointer', 'politician', 'president', 'professor', 'ranger', 'rocker', 'roller', 'runner', 'scientist', 'scout', 'shoemaker', 'sticker', 'superior', 'surrogate', 'teller', 'timer', 'trainer']",65
